ball_x,ball_y,ball_z
1.02365,1.77069,0.0453122
1.02365,1.77069,0.0453122
1.02378,1.7711,0.0452486
1.02378,1.77099,0.0452691
1.02378,1.77101,0.0452533
1.02377,1.77106,0.0452705
1.02357,1.77074,0.0453879
1.02349,1.7709,0.0453807
1.02353,1.77083,0.0453055
1.02398,1.77141,0.0450153
1.02438,1.77197,0.044733
1.02458,1.77177,0.044715
1.0243,1.77189,0.0447499
1.02351,1.77094,0.0452072
1.02243,1.77275,0.045424
1.02388,1.77122,0.0451903
1.02385,1.77121,0.0451932
1.02385,1.77123,0.0451902
1.02389,1.77118,0.0452184
1.02389,1.7712,0.0451953
1.0239,1.7712,0.0451881
1.0239,1.77123,0.0451972
1.02392,1.77122,0.0451942
1.0239,1.77125,0.0451885
1.02387,1.77127,0.0451674
1.02387,1.77126,0.0451826
1.02391,1.77122,0.0452024
1.02389,1.77124,0.0451916
1.02395,1.77118,0.0452254
1.02394,1.77123,0.0452081
1.02393,1.77123,0.0452033
1.02389,1.77123,0.0451969
1.02895,1.77012,0.043795
1.02592,1.77123,0.0441881
1.02685,1.7712,0.044056
1.02589,1.77107,0.0444879
1.02569,1.77111,0.0444444
1.02568,1.77109,0.0444665
1.02569,1.77108,0.0444673
1.02572,1.77107,0.0444672
1.02571,1.77109,0.0444518
1.02568,1.77109,0.0444584
1.02572,1.77107,0.0444671
1.02569,1.77109,0.0444584
1.02571,1.7711,0.0444647
1.02569,1.77109,0.0444629
1.02572,1.77109,0.0444513
1.02571,1.77107,0.0444699
1.02571,1.77107,0.0444709
1.02572,1.77109,0.0444653
1.02568,1.77111,0.0444549
1.02571,1.77107,0.0444712
1.0257,1.77109,0.0444516
1.02571,1.77107,0.0444626
1.0257,1.77109,0.0444552
1.02568,1.77108,0.0444745
1.02567,1.77108,0.0444667
1.0257,1.77107,0.0444748
1.0257,1.77108,0.0444717
1.02569,1.77107,0.0444706
1.02569,1.77109,0.0444673
1.02568,1.77108,0.0444583
1.0257,1.77107,0.0444798
1.02568,1.7711,0.0444664
1.02569,1.77109,0.0444717
1.0257,1.77107,0.044476
1.02569,1.77107,0.044475
1.02572,1.77107,0.0444809
1.0257,1.77109,0.0444696
1.0257,1.77109,0.0444534
1.02571,1.77108,0.0444652
1.02572,1.77108,0.0444565
1.0257,1.7711,0.0444584
1.02571,1.77109,0.0444699
1.0257,1.77109,0.0444506
1.0257,1.77109,0.0444648
1.02571,1.77108,0.0444573
1.02571,1.77111,0.044456
1.02568,1.7711,0.0444524
1.02569,1.77111,0.0444464
1.02568,1.7711,0.04445
1.02569,1.7711,0.0444494
1.0257,1.77111,0.0444494
1.02569,1.7711,0.0444565
1.02572,1.77108,0.04447
1.02572,1.77108,0.0444806
1.02573,1.77111,0.0444507
1.02571,1.7711,0.0444523
1.02571,1.77109,0.0444646
1.0257,1.77109,0.0444541
1.02571,1.77109,0.0444578
1.02572,1.77107,0.0444691
1.02573,1.77109,0.0444572
1.02573,1.7711,0.0444457
1.02571,1.7711,0.0444471
1.02569,1.77107,0.0444691
1.02572,1.7711,0.0444484
1.02572,1.77109,0.0444442
1.02574,1.77106,0.0444544
1.02573,1.77109,0.0444567
1.02571,1.77111,0.0444492
1.02569,1.77113,0.044451
1.02568,1.7711,0.044448
1.02571,1.77109,0.0444374
1.02571,1.77109,0.0444509
1.0257,1.77109,0.0444481
1.0257,1.77109,0.0444543
1.02568,1.77109,0.0444511
1.02569,1.77107,0.0444533
1.02571,1.7711,0.0444542
1.02573,1.77109,0.0444637
1.02575,1.77108,0.0444584
1.0259,1.77108,0.0444767
1.02591,1.77108,0.0444881
1.02591,1.77108,0.0444873
1.02588,1.77109,0.0444801
1.02587,1.77107,0.0444736
1.02588,1.7711,0.0444741
1.02589,1.77107,0.0444969
1.02591,1.77108,0.0444921
1.02588,1.77107,0.0444902
1.02587,1.77108,0.0444816
1.0259,1.77108,0.0444779
1.02593,1.77108,0.0444926
1.02566,1.77112,0.0444433
1.02589,1.77109,0.0444829
1.02591,1.77109,0.0444708
1.02595,1.77108,0.0445042
1.02588,1.77109,0.0444853
1.02588,1.77108,0.044482
1.02572,1.7711,0.0444562
1.02587,1.77108,0.0444913
1.02591,1.77109,0.0444768
1.02593,1.7711,0.0444736
1.02592,1.77105,0.0444922
1.0259,1.77109,0.044471
1.0257,1.7711,0.0444614
1.02569,1.77112,0.0444353
1.02569,1.77112,0.0444401
1.02568,1.77111,0.044451
1.02569,1.7711,0.044464
1.02568,1.77111,0.0444726
1.02567,1.77108,0.0444743
1.02568,1.77111,0.0444454
1.02569,1.77113,0.0444363
1.02571,1.7711,0.0444465
1.0257,1.7711,0.0444563
1.02568,1.77109,0.0444587
1.02571,1.77109,0.044462
1.02569,1.77108,0.0444719
1.02569,1.7711,0.0444501
1.02571,1.77109,0.044451
1.02571,1.77108,0.0444585
1.02572,1.77108,0.0444776
1.02569,1.77111,0.0444603
1.02567,1.7711,0.0444525
1.0257,1.77112,0.0444405
1.02568,1.7711,0.0444498
1.0257,1.7711,0.044462
1.02569,1.7711,0.044462
1.02571,1.77109,0.0444636
1.02571,1.7711,0.0444554
1.02571,1.77111,0.0444496
1.02566,1.77112,0.0444485
1.02568,1.77111,0.0444525
1.02571,1.77109,0.0444416
1.02569,1.7711,0.0444441
1.02572,1.7711,0.0444511
1.02572,1.77108,0.0444601
1.0257,1.7711,0.0444646
1.02567,1.7711,0.044457
1.02573,1.7711,0.0444509
1.02572,1.77109,0.0444665
1.0257,1.7711,0.044473
1.02569,1.77111,0.0444522
1.0257,1.77107,0.0444745
1.0257,1.77107,0.0444888
1.02568,1.7711,0.0444668
1.02571,1.77109,0.0444546
1.02571,1.77109,0.0444645
1.0257,1.77109,0.0444632
1.02571,1.77108,0.0444661
1.02571,1.77109,0.0444713
1.0257,1.77109,0.0444674
1.0257,1.77108,0.0444658
1.02571,1.7711,0.0444603
1.02572,1.7711,0.0444561
1.02572,1.77108,0.0444623
1.02572,1.7711,0.0444531
1.0257,1.7711,0.044475
1.02571,1.77109,0.0444679
1.02571,1.77108,0.0444777
1.02572,1.77109,0.0444678
1.02573,1.77108,0.0444704
1.02573,1.7711,0.0444474
1.02574,1.7711,0.0444735
1.02573,1.77105,0.0444783
