ball_vx,ball_vy,ball_vz
-0.0114083,-0.0338554,0.00480413
-0.0114083,-0.0338554,0.00480413
0.00965595,0.0485897,-0.00759959
0.0117421,0.0280261,-0.00399947
0.0084877,0.0381231,-0.00863671
0.00910759,0.041306,-0.00649095
-0.00168085,0.00588894,0.00138283
-0.00255108,0.007689,-0.00274181
0.00407696,-0.00326633,-0.00557899
0.0341177,0.0686646,-0.0212789
0.0760198,0.361812,-0.0861228
0.0367761,0.257254,-0.0640392
-0.00878572,0.197566,-0.0501692
-0.0148296,0.147784,-0.0146866
-0.0673056,0.111115,0.00215173
0.00314713,-0.00196695,0.000721216
-0.00714064,0.000679493,-0.00100732
-0.0104666,0.00247955,-0.00212193
-0.00560284,0.000929832,-0.000816584
0.0191808,-0.00449419,0.00458956
0.0181556,-0.00765324,0.00567436
0.0184894,-0.00696182,0.00696778
0.0191689,-0.0056386,0.005126
0.0185251,-0.00523329,0.00495911
-0.00853539,0.00497103,-0.0025034
-0.00878572,0.00430346,-0.00166893
0.0210881,-0.00895262,0.00691414
0.0178218,-0.00759363,0.00584722
0.00923872,-0.00725985,0.00276566
0.00724792,-0.0010848,0.00286698
0.00680685,-0.00228882,0.00183582
0.0184894,-0.00902414,0.00638366
0.522459,-0.115752,-0.134456
-0.140107,0.347352,-0.110328
0.0926852,-0.00280142,-0.0132143
0.0149012,-0.00299215,0.00825524
-0.0211835,0.00395775,-0.00376105
0.0174522,0.000226498,-0.00607371
-0.0195622,0.00257492,-0.00312328
-0.0199914,0.00184774,-0.00194907
-0.0209332,0.00244379,-0.00367761
-0.0262618,-0.000929832,-0.00111461
-0.0172496,0.00339746,-0.00422001
-0.0183225,0.00277758,-0.00267029
-0.0171423,0.00203848,-0.00377893
-0.0209928,0.00243187,-0.00247955
-0.0172138,0.00226498,-0.00385642
-0.0161648,0.000846386,-0.00241399
-0.0175476,-0.000941753,-0.00242591
-0.0173211,0.0025034,-0.00327229
-0.0187516,0.00609159,-0.00520349
-0.0171423,0.00222921,-0.00303388
