joint_0_raw,joint_0_standard_sg,joint_0_realtime_sg,joint_1_raw,joint_1_standard_sg,joint_1_realtime_sg,joint_2_raw,joint_2_standard_sg,joint_2_realtime_sg,joint_3_raw,joint_3_standard_sg,joint_3_realtime_sg,joint_4_raw,joint_4_standard_sg,joint_4_realtime_sg,joint_5_raw,joint_5_standard_sg,joint_5_realtime_sg,joint_6_raw,joint_6_standard_sg,joint_6_realtime_sg
0.871882,0.8719036320346307,0.862392805194804,-0.051174,-0.051206507359307284,-0.04014742727272721,1.44839,1.4483791774891754,1.440905974025972,1.20762,1.2075938528138512,1.2163163203463185,1.77621,1.7762084848484823,1.7569257142857118,-0.804374,-0.8030207142857131,-0.8241362207792196,1.75125,1.7512453679653655,1.7317159740259715
0.874595,0.8746219220779209,0.8645874502164489,-0.0539468,-0.05396821255411248,-0.04289760043290037,1.45043,1.450388831168829,1.442717748917747,1.20474,1.2046987012986996,1.2146338961038943,1.7812,1.7811970129870103,1.7616411255411228,-0.80128,-0.8005696580086569,-0.8179727445887434,1.75651,1.7565009523809498,1.736359610389608
0.877468,0.8774743809523797,0.8668902077922066,-0.0567262,-0.05670885670995663,-0.04565505887445881,1.45249,1.4525063203463184,1.4445538961038942,1.20161,1.201595194805193,1.212601948051946,1.78624,1.7862451082251058,1.76642766233766,-0.799672,-0.8018262554112542,-0.812641857142856,1.76187,1.761875454545452,1.7411612554112528
0.880474,0.880453753246752,0.8693268787878775,-0.0594698,-0.05943455281385272,-0.04843001038961032,1.45463,1.454726103896102,1.4464383116883095,1.1983,1.198319956709955,1.21024147186147,1.79134,1.7913431601731573,1.7712845454545434,-0.803148,-0.8073221558441546,-0.8077154805194794,1.76733,1.7673482251082226,1.746126536796534
0.883573,0.883556740259739,0.8719036320346308,-0.0621481,-0.06214688528138518,-0.051206507359307284,1.45696,1.4570093506493489,1.4483791774891754,1.1949,1.1949313419913403,1.2075938528138508,1.79649,1.7964858008657982,1.7762084848484823,-0.81681,-0.8166638528138517,-0.8030207142857131,1.77289,1.7728922943722918,1.7512453679653655
0.886744,0.8867682640692628,0.8746219220779209,-0.0648043,-0.06483561082251073,-0.05396821255411248,1.4594,1.4593466233766215,1.450388831168829,1.19148,1.191487099567098,1.2046987012986994,1.80167,1.8016651515151487,1.7811970129870103,-0.830607,-0.8286378701298689,-0.8005696580086569,1.7785,1.7784854978354954,1.7565009523809498
0.890035,0.890064398268397,0.8774743809523797,-0.0674888,-0.06750053636363626,-0.05670885670995662,1.46171,1.4617284415584395,1.4525063203463182,1.18803,1.188025627705626,1.2015951948051933,1.80688,1.8068767965367938,1.7862451082251056,-0.842806,-0.8413889567099555,-0.8018262554112542,1.78412,1.7841048917748892,1.7618754545454522
0.893448,0.8934194545454532,0.8804537532467519,-0.0701779,-0.0701456619047618,-0.05943455281385273,1.46391,1.4642572727272707,1.454726103896102,1.1846,1.1845722943722925,1.1983199567099552,1.81212,1.8121190043290019,1.7913431601731578,-0.853077,-0.8527358138528126,-0.8073221558441546,1.78973,1.7897327272727246,1.7673482251082222
0.896889,0.8968295800865789,0.883556740259739,-0.0728136,-0.07278557316017306,-0.06214688528138519,1.46607,1.4667090043290023,1.4570093506493487,1.18118,1.1811613419913403,1.1949313419913403,1.81738,1.817390086580084,1.7964858008657985,-0.861476,-0.8613324199134187,-0.8166638528138517,1.79533,1.7953514718614692,1.772892294372292
0.90032,0.9003061774891763,0.8867682640692628,-0.0754169,-0.07543203809523799,-0.06483561082251073,1.46798,1.4682401731601709,1.459346623376621,1.17784,1.1778473593073575,1.1914870995670979,1.82268,1.8226881385281357,1.801665151515149,-0.868176,-0.8681173636363623,-0.828637870129869,1.80092,1.800941255411253,1.7784854978354954
0.903803,0.9038571688311676,0.8900643982683969,-0.078044,-0.07809042683982673,-0.06750053636363626,1.46918,1.4680830735930714,1.4617284415584393,1.17464,1.1746910389610372,1.188025627705626,1.82801,1.828004155844153,1.8068767965367938,-0.873439,-0.8734871688311676,-0.8413889567099555,1.80648,1.8064730735930712,1.7841048917748892
0.90744,0.9074924848484835,0.8934194545454534,-0.0807442,-0.08076863722943711,-0.07014566190476179,1.46733,1.4657883549783528,1.4642572727272707,1.17168,1.171731645021643,1.1845722943722927,1.83334,1.8333304329004303,1.8121190043290019,-0.877653,-0.8777636363636351,-0.8527358138528126,1.81194,1.8119079653679628,1.7897327272727246
0.911215,0.9112148917748905,0.8968295800865788,-0.0834763,-0.08346152943722931,-0.07278557316017305,1.46158,1.4613599134199113,1.466709004329002,1.16898,1.1689924675324659,1.1811613419913403,1.83867,1.8386641558441532,1.817390086580084,-0.881102,-0.881201095238094,-0.8613324199134187,1.81725,1.8172218614718587,1.7953514718614692
0.915049,0.9150077489177476,0.9003061774891763,-0.0861757,-0.0861450385281384,-0.07543203809523799,1.45466,1.4552654545454522,1.468240173160171,1.16648,1.166474458874457,1.1778473593073575,1.84399,1.8439981385281357,1.822688138528136,-0.883958,-0.8839762727272715,-0.8681173636363624,1.8224,1.8224026839826815,1.8009412554112527
0.91889,0.9188478658008645,0.9038571688311675,-0.0888285,-0.08880110519480508,-0.07809042683982673,1.44779,1.4483624675324656,1.4680830735930714,1.16414,1.1641536363636347,1.1746910389610372,1.84932,1.8493291774891747,1.8280041558441535,-0.886297,-0.8862550995670982,-0.8734871688311677,1.8274,1.8274258008657982,1.8064730735930714
0.922717,0.9227198571428559,0.9074924848484835,-0.0914197,-0.09142858787878774,-0.0807686372294371,1.44149,1.4417505194805174,1.465788354978353,1.16195,1.16196844155844,1.171731645021643,1.85466,1.854652337662335,1.83333043290043,-0.888132,-0.8882295714285702,-0.8777636363636351,1.83231,1.832278311688309,1.8119079653679626
0.926587,0.9266290606060592,0.9112148917748903,-0.0939913,-0.09403672077922064,-0.08346152943722931,1.43588,1.4360404761904744,1.4613599134199113,1.1599,1.1598811255411239,1.1689924675324659,1.85998,1.859966060606058,1.8386641558441532,-0.889599,-0.889977095238094,-0.881201095238094,1.83707,1.8369929004328975,1.8172218614718587
0.930554,0.9305756406926393,0.9150077489177475,-0.096593,-0.09662244069264056,-0.08614503852813842,1.43104,1.4311338528138506,1.4552654545454522,1.15789,1.157863376623375,1.166474458874457,1.86528,1.8652725108225081,1.8439981385281359,-0.891,-0.8913306406926393,-0.8839762727272715,1.84161,1.8416206493506466,1.8224026839826812
0.934588,0.9345609437229423,0.9188478658008645,-0.099191,-0.09917494372294358,-0.08880110519480507,1.42692,1.4269025974025955,1.4483624675324653,1.15585,1.1558794372294354,1.1641536363636347,1.87056,1.870573679653677,1.8493291774891747,-0.892177,-0.8919586233766221,-0.8862550995670982,1.84608,1.846195324675322,1.8274258008657984
