action_0,action_1,action_2,action_3,action_4,action_5,action_6
0.60365,-0.586241,0.755499,0.361746,0.612857,0.494414,-0.332777
0.607419,-0.579933,0.754697,0.376608,0.616028,0.494876,-0.335855
0.613087,-0.572346,0.753421,0.391306,0.61748,0.49905,-0.337087
0.616145,-0.565791,0.751453,0.407636,0.61442,0.498857,-0.336774
0.619128,-0.560774,0.749,0.418198,0.608097,0.493007,-0.335968
-0.273587,0.68388,-0.37341,0.811185,-0.256114,0.581547,0.184377
-0.231342,0.669002,-0.330935,0.812575,-0.242165,0.581684,0.173049
-0.596586,0.679874,-0.0583223,0.82484,-0.232923,0.620412,0.112607
-0.715232,0.703838,0.304379,0.831801,-0.106249,0.637598,-0.0255505
-0.757626,0.723207,0.443801,0.83396,0.100362,0.621986,-0.0420233
-0.792605,0.742663,0.535503,0.832881,0.239208,0.600006,0.00909353
-0.799495,0.75982,0.582118,0.826005,0.234194,0.624541,0.027807
-0.799208,0.774559,0.625078,0.818813,0.184096,0.647554,0.0552701
-0.793193,0.776779,0.619796,0.814476,0.112424,0.666571,0.138334
-0.789616,0.780699,0.621827,0.809175,0.0437209,0.675971,0.186382
-0.786226,0.784657,0.629674,0.803529,0.0147492,0.685142,0.207338
-0.786103,0.786809,0.63619,0.797582,-0.053686,0.696454,0.219544
-0.788289,0.787695,0.641274,0.792451,-0.112326,0.704053,0.226147
-0.789494,0.786879,0.63875,0.787597,-0.121936,0.708224,0.235071
-0.790977,0.783791,0.627955,0.783066,-0.139224,0.711703,0.248408
-0.792166,0.779366,0.61388,0.778374,-0.171054,0.715644,0.262764
-0.793089,0.775177,0.600279,0.77355,-0.206327,0.718679,0.275777
-0.794636,0.771464,0.586644,0.768673,-0.239064,0.720073,0.291945
-0.796564,0.767665,0.573567,0.762603,-0.257566,0.720498,0.307469
-0.797997,0.761795,0.559928,0.753718,-0.26061,0.72175,0.315821
-0.798602,0.750973,0.550731,0.745751,-0.283997,0.723026,0.326365
-0.799333,0.7345,0.551626,0.738192,-0.311318,0.722496,0.335976
