ball_vx,ball_vy,ball_vz
0.00110865,0.00126064,-0.0023365
0.00110865,0.00126064,-0.0023365
0.00110865,0.00126064,-0.0023365
0.000619888,7.82311e-05,0.00119209
-0.000780821,0.000404567,0.00129342
-0.000745058,0.000450015,0.0007689
-0.00226498,0.00184327,-0.00051856
0.00349879,-0.00050813,-0.000679493
0.00182986,-0.00146776,0.000506639
-0.00116229,-0.0015907,0.00473261
-0.00308156,0.000464171,-0.00104904
-0.00320077,0.00423193,-0.00318289
-0.00181198,0.00434145,-5.96046e-05
0.00444651,0.00224933,-0.00203252
0.00613332,0.00191852,-0.0041008
0.00753999,-0.000375509,-0.000596046
0.00829697,-0.000680238,0.00414252
0.00736117,0.000137836,0.00209212
0.00916719,0.000141561,-0.00572205
0.00857711,0.00294298,-0.00717044
0.00881553,0.00370294,0.000828505
0.00896454,0.00438616,-0.00149608
0.00457168,0.00019297,0.000870228
0.00522733,0.000869483,0.00327826
0.00295043,-0.00211895,0.00350475
0.00330806,-0.000359863,0.00690222
-0.00162125,-0.000247359,0.00590086
-0.000208616,-0.00286102,0.0039041
-0.00309348,-0.000651181,0.00417829
-0.00374913,-0.000423938,0.000327826
-0.00540018,0.000303239,-0.00267625
-0.00599623,0.00101402,-0.00301003
-0.00597835,0.000853091,-0.00597239
-0.00545382,-0.000301749,-0.00151396
-0.00861883,-0.000762194,-0.00214577
-0.00901222,-0.00196844,-5.96046e-05
-0.00857711,-0.00204518,0.000500679
-0.00516772,-0.00375882,0.00204444
-0.00727773,-0.00362769,0.000178814
-0.00529885,-0.00459924,0.00129342
-0.00475645,-0.00200272,-0.00117421
-0.00188947,-0.00334606,-0.000888109
-0.00119805,-0.00153929,0.00013113
0.00188351,-0.00131875,-0.00162721
0.00139475,-0.0016503,-0.00291467
0.00706911,-0.00261217,0.00135899
0.00303388,0.00117421,0.00226498
0.00273585,0.00212118,0.00196099
0.00321865,0.00150949,-0.000220537
0.00178218,0.00372082,0.00181794
0.00113249,0.00432432,0.0027895
0.0017643,0.00285804,-0.000959635
0.0025332,0.0040032,-0.00364184
0.0018239,0.00338927,-0.000578165
0.0013113,0.00350848,-0.00143647
0.0005126,0.0039272,-4.17233e-05
0.00239611,0.00106096,-0.00258088
0.000435114,-8.27014e-05,-0.00163317
0.000804663,-0.001508,-0.00100732
-0.000178814,-0.00291541,0.000828505
-0.00107884,-0.00495464,0.0013113
-0.00150204,-0.00460371,-0.000345707
0.000697374,-0.00589415,-0.000798702
0.000762939,-0.00663325,-0.000631809
0.00131726,-0.00628754,-0.00186563
0.001055,-0.006295,0.000149012
0.000429153,-0.00304431,-0.000548363
0.000238419,-0.000987202,-0.000989437
0.000113249,-0.000691414,-0.00051856
-0.000852346,-0.0017412,-3.57628e-05
-0.000280142,0.000295788,0.00181198
-0.00270009,0.00308007,0.00118613
-0.00202656,0.00324994,0.000989437
-0.0031352,0.00131428,0.00149012
-0.0020802,0.00299066,7.15256e-05
-0.0013411,0.00265688,0.00143051
-0.00120401,0.00164062,-0.00104904
-0.000888109,0.00158399,-0.00117421
-0.00123382,0.0026688,0.000506639
0.000679493,-1.04308e-05,0.000458956
0.00183582,-0.000128895,0.000220537
0.00123978,-0.0034824,0.00158548
0.00223517,-0.00171587,-0.000321865
0.00126362,-0.00307932,-0.00200868
0.00244975,-0.00220761,9.53674e-05
0.00221133,-0.00233576,0.00118017
0.000649691,-0.00217259,-0.00273585
-0.000560284,-0.00171959,-0.00200272
-0.000351667,0.000473112,0.000315905
-0.000244379,0.0019595,-0.00110865
-0.00167489,0.00138283,0.000494719
-0.00295043,0.00160933,-0.000423193
-0.00206828,0.0012055,-0.00063777
-0.000143051,0.00210777,-3.57628e-05
0.000244379,-0.000106543,-0.000357628
-0.00522137,0.00196397,-0.000500679
-0.00516772,0.00191927,-0.0018537
-0.00405312,0.00243783,-0.00234842
0.00568032,-0.00293329,0.00123382
0.00571012,-0.0034295,0.00269413
0.00513196,-0.00150651,0.000911951
0.00110865,0.000328571,-4.76837e-05
0.00171661,-0.00159293,-0.00038743
-0.00332594,-0.000417978,7.7486e-05
-0.00369549,0.00351518,-0.00380874
-0.000351667,0.00142083,0.000494719
0.00118017,0.00179186,-0.00303388
0.000566244,-0.000911206,-0.000792742
0.00302792,-0.00207946,0.00386834
0.00116825,-0.00187382,0.00484586
-0.000143051,-9.68575e-06,-0.000149012
3.57628e-05,-0.00240579,-0.00127554
0.00455379,-0.00227615,0.00615716
0.00077486,-0.00113621,0.00222325
0.000828505,-0.00211596,-0.00351071
-0.00196695,-0.00152364,-0.00211596
-0.00221133,-0.00118017,0.00126958
-0.000447035,-0.00236109,-0.0010848
-0.00286102,0.00265762,-0.0023663
-0.00351667,0.00163764,0.000935793
-0.00374913,0.00390708,-0.00186563
-0.00107884,0.00346899,-0.000935793
-0.00127554,0.00398159,-0.00134706
-0.000369549,0.00325516,0.00306964
-0.000119209,0.00172183,0.00259876
-0.00113249,0.000247359,-5.96046e-06
0.00111461,-0.000490248,0.00101924
0.000876188,-0.00129789,-0.000464916
0.00329614,-0.00181645,-0.00315309
0.00333786,-0.000666827,-0.00283122
0.00266433,0.000784546,-0.0020206
0.00216365,0.00104383,-0.00327229
0.00180006,-0.00122786,-0.0018239
-0.00122786,-0.00302717,-0.000458956
-0.00584126,-0.00633746,-0.00345707
0.00473261,0.000487268,-0.00231266
0.0154972,0.00345111,0.0199199
-0.000816584,0.000353903,-0.000506639
-0.0013411,-0.00130087,-0.00162721
0.000190735,-0.000785291,-0.00132322
0.000488758,-0.00096187,-0.000172853
-0.00135303,0.000618398,0.00013113
-0.000452995,0.00177398,0.000852346
-0.00276566,0.00137016,-0.000154972
0.000202656,0.00120997,-0.000625849
-0.0007689,0.000956655,0.000506639
9.53674e-05,0.00106469,-0.000584126
0.000971556,0.00215247,-0.00169873
0.00140071,-0.00083074,-0.000810623
0.00248551,-0.0016503,-2.98023e-05
0.00116229,0.000996143,-0.000524521
0.000447035,-0.00109896,0.00175834
-0.000345707,-0.00255406,0.0013411
-0.00282526,-0.00126734,0.00268221
