action_0,action_1,action_2,action_3,action_4,action_5,action_6
-0.146469,-0.303828,0.577578,-0.679688,0.253171,0.59397,-0.214112
0.325082,-0.691969,0.633882,-0.699321,0.544753,0.623407,-0.368555
0.234678,-0.730912,0.620116,-0.668692,0.62194,0.631413,-0.453189
0.190454,-0.734037,0.628228,-0.653423,0.627867,0.629474,-0.447572
0.183485,-0.730584,0.635341,-0.650418,0.628283,0.62893,-0.441162
0.16277,-0.732296,0.635385,-0.652008,0.627475,0.628448,-0.434075
0.144782,-0.732365,0.638209,-0.653232,0.62713,0.627308,-0.420506
0.161696,-0.731248,0.647399,-0.655061,0.629167,0.622962,-0.383223
0.126431,-0.735052,0.644597,-0.656044,0.628163,0.621586,-0.368755
0.2264,-0.719334,0.657515,-0.65607,0.634258,0.625041,-0.369156
0.229222,-0.714496,0.662755,-0.653978,0.638633,0.633776,-0.371444
0.0580948,-0.713809,0.66232,-0.634524,0.639621,0.642133,-0.278654
-0.327458,-0.732675,0.660943,-0.607294,0.638387,0.647682,-0.295694
-0.460537,-0.744158,0.65216,-0.597981,0.633145,0.647897,-0.20445
-0.460302,-0.73841,0.660867,-0.632285,0.63368,0.650171,-0.073259
-0.461713,-0.70748,0.66454,-0.668501,0.631533,0.646914,0.0925138
-0.560114,-0.73964,0.649003,-0.671935,0.619982,0.6485,0.150673
-0.569197,-0.741619,0.646199,-0.674077,0.615154,0.648244,0.183662
-0.565241,-0.741363,0.645761,-0.674789,0.613303,0.647478,0.195414
-0.557739,-0.740793,0.646345,-0.675715,0.612939,0.646867,0.20294
-0.558082,-0.740603,0.646018,-0.676039,0.61246,0.64674,0.207878
-0.469715,-0.71924,0.65755,-0.677532,0.619633,0.640576,0.208201
-0.452448,-0.716629,0.659189,-0.677544,0.623872,0.6488,0.174423
-0.354405,-0.68963,0.665846,-0.673603,0.63084,0.651417,0.107878
-0.306966,-0.675431,0.669838,-0.67291,0.635435,0.65239,0.0479556
-0.260762,-0.666811,0.671471,-0.67208,0.637364,0.653283,-0.0274448
-0.199946,-0.674543,0.672121,-0.670608,0.637732,0.651832,-0.111219
-0.110886,-0.682392,0.672959,-0.669186,0.637916,0.649722,-0.190535
-0.0454713,-0.68799,0.673008,-0.668043,0.638216,0.64829,-0.240742
-0.0265257,-0.688438,0.672985,-0.667112,0.639792,0.648999,-0.25994
-0.0232448,-0.688259,0.673838,-0.666307,0.641102,0.649681,-0.252174
-0.0564555,-0.68291,0.676364,-0.667266,0.643694,0.651268,-0.220158
-0.122461,-0.67544,0.678673,-0.668889,0.646322,0.653643,-0.164069
-0.226404,-0.674105,0.677425,-0.669269,0.646453,0.656191,-0.106464
-0.311328,-0.689372,0.673138,-0.669716,0.642123,0.656057,-0.053612
-0.364485,-0.699962,0.671155,-0.671855,0.638548,0.654309,0.0126223
-0.453604,-0.707303,0.668347,-0.676307,0.636361,0.654203,0.0835794
-0.532658,-0.725604,0.661003,-0.680448,0.629766,0.652641,0.143489
-0.557504,-0.730196,0.656037,-0.680105,0.624673,0.653162,0.184825
-0.547599,-0.727568,0.655465,-0.678345,0.622554,0.653398,0.20086
-0.528122,-0.724828,0.65756,-0.677431,0.623294,0.654062,0.20179
-0.509881,-0.724565,0.659117,-0.676701,0.624344,0.654718,0.193643
-0.482914,-0.725802,0.660907,-0.675493,0.626466,0.654975,0.175115
-0.449637,-0.727361,0.66329,-0.674508,0.629152,0.655263,0.133847
-0.411257,-0.724019,0.666015,-0.673289,0.63173,0.65674,0.0811951
-0.388442,-0.71921,0.668378,-0.673568,0.633486,0.658434,0.0532472
-0.365858,-0.711125,0.671205,-0.674569,0.635388,0.659779,0.052421
-0.352628,-0.705491,0.672993,-0.675589,0.636366,0.660596,0.0673067
-0.338097,-0.703008,0.673977,-0.676115,0.635783,0.660419,0.0944638
-0.336035,-0.704048,0.673727,-0.677092,0.634941,0.659459,0.115262
-0.34253,-0.707556,0.673326,-0.677377,0.634484,0.659136,0.113034
-0.344959,-0.709296,0.672657,-0.67656,0.632833,0.658438,0.121157
-0.342706,-0.709539,0.67182,-0.676455,0.630948,0.657181,0.146058
-0.34342,-0.709808,0.671146,-0.677187,0.630515,0.656126,0.155455
-0.336347,-0.710035,0.67154,-0.676938,0.631072,0.656382,0.142378
-0.304437,-0.704446,0.67195,-0.67613,0.629563,0.655591,0.142814
-0.266003,-0.697276,0.672459,-0.675955,0.628621,0.653948,0.144809
-0.243264,-0.692732,0.673613,-0.676824,0.629483,0.653821,0.12754
-0.223346,-0.686401,0.674185,-0.677034,0.629374,0.653657,0.10923
-0.181967,-0.674846,0.673533,-0.675631,0.626952,0.652072,0.101236
-0.147798,-0.662053,0.672515,-0.675386,0.625,0.649235,0.0911499
-0.113164,-0.649351,0.671937,-0.674924,0.623433,0.646949,0.084587
-0.0658599,-0.634197,0.670785,-0.673934,0.621296,0.643625,0.079749
0.0241186,-0.612997,0.669205,-0.673197,0.62007,0.642715,0.0493713
0.155083,-0.580078,0.667107,-0.671262,0.618635,0.640834,-0.0121866
0.246505,-0.523206,0.664733,-0.666469,0.616393,0.637255,-0.0623657
0.275108,-0.462917,0.662502,-0.662983,0.61383,0.632637,-0.0855232
0.276412,-0.413389,0.659854,-0.661024,0.611235,0.628403,-0.0827897
0.273476,-0.359922,0.655922,-0.658857,0.608094,0.624214,-0.0732377
0.264425,-0.291507,0.652892,-0.656798,0.606534,0.621779,-0.0617576
0.237582,-0.180058,0.648875,-0.654589,0.604298,0.618972,-0.0454463
0.224406,-0.0300872,0.643554,-0.64984,0.59837,0.612179,-0.0182044
0.242886,0.115023,0.636631,-0.642374,0.59029,0.602276,0.00174309
0.268141,0.199804,0.632541,-0.612346,0.585557,0.594994,0.0121054
0.297547,0.240639,0.62969,-0.590504,0.581133,0.589463,0.00772397
0.324931,0.262181,0.626088,-0.576945,0.576828,0.585619,-0.0181841
0.333751,0.274797,0.62367,-0.574998,0.573996,0.582537,-0.0343831
0.319392,0.278445,0.621734,-0.576852,0.573176,0.580258,-0.0462191
0.302289,0.267698,0.620343,-0.579375,0.572903,0.578457,-0.05534
0.305765,0.259138,0.618315,-0.577269,0.571477,0.577859,-0.0670014
0.305948,0.252548,0.615744,-0.576904,0.569904,0.577028,-0.0833623
0.308597,0.236259,0.612722,-0.574982,0.568767,0.577024,-0.110975
0.295241,0.208351,0.610173,-0.575637,0.568366,0.577553,-0.131493
0.279595,0.187722,0.608811,-0.574025,0.568788,0.571777,-0.137369
0.258808,0.1665,0.608517,-0.568641,0.570375,0.553296,-0.142621
0.225369,0.146629,0.609436,-0.565949,0.572405,0.535699,-0.135349
0.181506,0.116803,0.611894,-0.555524,0.575407,0.515729,-0.125734
0.10339,0.106136,0.615529,-0.54365,0.579066,0.495553,-0.111277
-0.0367854,0.106485,0.617677,-0.504505,0.584702,0.473341,-0.107457
-0.178407,0.0576767,0.619917,-0.405991,0.593683,0.433312,-0.106639
-0.281185,-0.00571248,0.619378,-0.216428,0.600958,0.384896,-0.0900717
-0.271447,-0.0471918,0.609901,0.169876,0.597347,0.286593,-0.0730492
-0.206934,-0.116602,0.598812,0.349397,0.575245,0.234384,-0.129879
-0.15309,-0.256214,0.596658,0.289359,0.535224,0.203846,-0.173832
0.00946591,-0.319985,0.587726,0.223832,0.532017,0.181369,-0.196006
0.134334,-0.356902,0.580018,-0.0158224,0.502804,0.108117,-0.244992
0.282815,-0.414139,0.583496,-0.300895,0.526114,0.0677069,-0.270909
0.344156,-0.459802,0.58791,-0.486822,0.555775,0.142405,-0.259572
0.358805,-0.462498,0.552266,-0.536298,0.55781,0.107786,-0.28022
0.29203,-0.465091,0.546924,-0.545894,0.546294,-0.0813028,-0.328694
0.313594,-0.472163,0.585846,-0.497117,0.581357,-0.221037,-0.304351
0.232597,-0.453131,0.564228,-0.527994,0.570699,-0.396459,-0.186727
-0.242043,-0.534315,0.551264,-0.401322,0.59843,-0.513164,0.0707575
-0.366382,-0.709579,0.582963,-0.0791359,0.624623,-0.212857,0.100017
-0.0217306,-0.638217,0.546822,-0.179612,0.620527,-0.133253,-0.166159
