or_w,or_x,or_y,or_z
0.773675,-0.0556201,0.616506,-0.135108
0.773675,-0.0556201,0.616506,-0.135108
0.773675,-0.0556201,0.616506,-0.135108
0.773675,-0.0556202,0.616506,-0.135108
0.773675,-0.0556203,0.616506,-0.135108
0.773675,-0.0556203,0.616506,-0.135108
0.773693,-0.0556433,0.616472,-0.13515
0.773829,-0.0557191,0.616245,-0.135375
0.773829,-0.0557191,0.616245,-0.135375
0.774154,-0.0557362,0.615744,-0.135787
0.775406,-0.0557071,0.613845,-0.137248
0.777862,-0.0561002,0.610275,-0.139093
0.781364,-0.0564522,0.605358,-0.140801
0.781364,-0.0564522,0.605358,-0.140801
0.78546,-0.0567894,0.599779,-0.14175
0.78546,-0.0567894,0.599779,-0.14175
0.787632,-0.0570226,0.596879,-0.141847
0.78986,-0.057289,0.593917,-0.141782
0.792141,-0.0575857,0.590899,-0.141548
0.794455,-0.0578814,0.587848,-0.14116
0.794455,-0.0578814,0.587848,-0.14116
0.799223,-0.0583386,0.581695,-0.139537
0.801709,-0.0582434,0.578561,-0.138341
0.804305,-0.0578942,0.57534,-0.136845
0.80698,-0.0573616,0.572058,-0.135064
0.809692,-0.0567384,0.56875,-0.133054
0.812424,-0.0560261,0.565403,-0.130951
0.815139,-0.0551808,0.562047,-0.128869
0.817863,-0.0543341,0.558626,-0.126824
0.820582,-0.0535637,0.555163,-0.124778
0.823271,-0.0527981,0.551675,-0.122852
0.825906,-0.0519656,0.548183,-0.121134
0.828514,-0.0511276,0.544636,-0.119672
0.831109,-0.0503557,0.541018,-0.11841
0.833665,-0.0496165,0.537384,-0.117298
0.836162,-0.0488153,0.53378,-0.116316
0.838611,-0.0478722,0.53018,-0.115541
0.841036,-0.0468705,0.526559,-0.114881
0.843428,-0.0458813,0.522946,-0.114239
0.845775,-0.0447614,0.519382,-0.113594
0.848083,-0.043443,0.515859,-0.112947
0.850383,-0.0420664,0.512346,-0.112169
0.852689,-0.0406304,0.508813,-0.111264
0.855005,-0.0390433,0.505258,-0.110255
0.85732,-0.0373204,0.501691,-0.109157
0.859644,-0.0356,0.49809,-0.107947
0.86196,-0.0338684,0.494467,-0.106677
