ball_qw,ball_qx,ball_qy,ball_qz
0.99998,0.00435041,0.00138586,0.00434496
0.99998,0.00438477,0.00180148,0.00425704
0.999978,0.00436433,0.00190433,0.00465433
0.99998,0.00428383,0.00175065,0.00438331
0.999978,0.00439932,0.00180428,0.0045319
0.999979,0.00439963,0.00179348,0.00442623
0.999981,0.00442793,0.00132808,0.00401752
0.99998,0.00437514,0.00142676,0.00439858
0.999979,0.00436546,0.00187762,0.0044719
0.999979,0.00435191,0.00140578,0.0045724
0.999978,0.00433366,0.00160033,0.00473462
0.99998,0.00432988,0.00153481,0.00444245
0.99998,0.00437475,0.00136666,0.00431655
0.999981,0.00435616,0.00168049,0.00405288
0.99998,0.00436327,0.00178046,0.00421315
0.99998,0.00437378,0.00181248,0.00428593
0.99998,0.00442821,0.00176226,0.00425748
0.99998,0.00435484,0.00178856,0.00418677
0.999982,0.00437927,0.00152494,0.00385472
0.99998,0.00440871,0.00180463,0.00417816
0.99998,0.00443025,0.00143,0.00437338
0.999979,0.00432279,0.00142363,0.00455859
0.999979,0.0043397,0.00198127,0.00429003
0.999979,0.00435596,0.00146581,0.00458778
0.999979,0.0043385,0.00195039,0.00447932
0.999978,0.00428275,0.0018498,0.00469232
0.999979,0.00433551,0.00144482,0.00451672
0.99998,0.00436332,0.00178456,0.0042028
0.99998,0.00433846,0.00140625,0.00444636
0.999979,0.00437471,0.00137494,0.00451422
0.999979,0.00432097,0.00153306,0.00465364
0.99998,0.00434622,0.00178842,0.00427428
0.999981,0.00449387,0.00133693,0.00396506
0.999981,0.00448727,0.00134662,0.00404305
0.99998,0.00437857,0.00178202,0.00427608
0.99998,0.00430999,0.00141462,0.00446999
0.999978,0.00429679,0.00190779,0.00462201
0.999979,0.00434317,0.00156788,0.00447418
0.999978,0.00431851,0.00188054,0.0046319
0.999979,0.00431871,0.00153692,0.00463583
0.999979,0.00436775,0.00147931,0.00458826
0.999981,0.00449055,0.00137191,0.00409911
0.999979,0.00429311,0.00145885,0.00455101
0.999982,0.00446939,0.00132243,0.00379939
0.999978,0.00433152,0.00191496,0.00455398
0.999984,0.00429294,0.00217141,0.00313604
0.999979,0.00432157,0.0017939,0.00444691
0.999981,0.00456012,0.00224545,0.00357582
0.999979,0.00433582,0.00157245,0.0045708
0.999979,0.0043023,0.00139967,0.00455528
0.999981,0.00442618,0.00132687,0.00399963
0.999981,0.00445288,0.00134293,0.00407616
0.999978,0.00432352,0.00192951,0.00465875
0.99998,0.00440396,0.00179762,0.00426478
0.99998,0.0043557,0.00179482,0.00422443
0.999981,0.00435124,0.00163784,0.00412746
0.999979,0.00441059,0.00172209,0.00449276
0.999979,0.00432065,0.0017147,0.00446826
0.999978,0.00446372,0.0017587,0.00462655
0.999979,0.00431701,0.00192665,0.00444749
0.999979,0.0043244,0.00147,0.00458042
0.99998,0.00438883,0.00171255,0.00422586
0.999979,0.00428048,0.00140635,0.00460556
0.999978,0.00444106,0.00173383,0.00456374
0.999979,0.00430043,0.00175421,0.00459057
0.999979,0.00428935,0.00159259,0.00459914
0.999979,0.00434512,0.00196594,0.00440031
0.999982,0.004429,0.00132048,0.00394682
0.999979,0.00433586,0.00201053,0.00432458
0.999978,0.00432509,0.00190561,0.00455651
0.99998,0.00436879,0.00177302,0.00427492
0.999979,0.00433812,0.00151342,0.0046153
0.999981,0.00434615,0.00180491,0.00396909
0.99998,0.00439578,0.00185596,0.00425371
0.99998,0.00432951,0.00137095,0.00443975
0.999981,0.00436357,0.00161641,0.00399885
0.99998,0.0043499,0.0017921,0.00424033
0.99998,0.00436559,0.00176918,0.00422308
0.999978,0.00432066,0.0018923,0.00464773
0.999981,0.00442587,0.00137474,0.00420257
0.999979,0.00438732,0.00184766,0.00431684
0.999979,0.00438315,0.00172511,0.00446172
0.999979,0.00427701,0.00154249,0.00460145
0.999978,0.00431371,0.0019963,0.0046231
0.999987,0.00429302,0.00240388,0.00156722
0.999984,0.00438426,0.00228344,0.00261545
0.999979,0.00434293,0.00143602,0.00450964
0.99998,0.00432256,0.00177793,0.00424285
0.999981,0.00444155,0.00135429,0.00409613
0.999981,0.00438488,0.00180158,0.00404208
0.999979,0.00431167,0.0019204,0.00451239
0.999979,0.00438147,0.00188147,0.00430681
0.99998,0.00433608,0.00171781,0.0042574
0.999979,0.00432374,0.00144034,0.00458586
0.99998,0.00436752,0.00154797,0.00426395
0.99998,0.00432388,0.00136759,0.00452295
0.99998,0.0042958,0.00162313,0.00430332
0.99998,0.00436639,0.00176115,0.0042508
0.999979,0.00439698,0.0015986,0.00449307
0.99998,0.0043311,0.00177158,0.00423283
0.999981,0.00445241,0.00134086,0.00397799
0.99998,0.00436364,0.00176171,0.00426034
0.99998,0.00438031,0.00140572,0.00437585
0.999979,0.00431678,0.00182207,0.00451818
0.99998,0.00432085,0.00148252,0.0044949
0.999978,0.00435918,0.00187373,0.00471167
0.99998,0.00434157,0.00178563,0.00424507
0.999979,0.00429386,0.00200676,0.00444395
0.99998,0.00435861,0.00178951,0.00426173
0.999979,0.004301,0.0014487,0.00461384
0.999979,0.00434534,0.00140277,0.00451509
0.999978,0.00429502,0.00190268,0.00462853
0.999978,0.0043042,0.0019481,0.00455464
0.99998,0.00429087,0.00140411,0.00452066
0.99998,0.0044082,0.00173668,0.00420196
0.99998,0.00425971,0.00175418,0.00443509
0.99998,0.00436363,0.00180627,0.00424238
0.99998,0.00438596,0.00177554,0.0042128
0.99998,0.00433783,0.00180585,0.00426738
0.99998,0.0043589,0.00176285,0.00428448
0.999978,0.00431715,0.00158683,0.00471305
0.99998,0.00437108,0.00138893,0.00431641
0.99998,0.00447133,0.00165387,0.00406558
0.999979,0.00427138,0.00193262,0.00459082
0.99998,0.00436395,0.00181903,0.004274
0.999978,0.00432821,0.00194182,0.00459815
0.999979,0.00434607,0.00138343,0.00453315
0.999981,0.0043404,0.00162232,0.00406362
0.999979,0.00430962,0.00136953,0.00457564
0.999978,0.00432582,0.00154374,0.00473619
0.999979,0.00431235,0.00186805,0.00456061
0.99998,0.0043777,0.00178942,0.00427053
0.99998,0.00432836,0.00136975,0.00444513
0.999979,0.0043538,0.00146105,0.00457485
0.99998,0.00442378,0.00174375,0.00425041
0.999978,0.00436905,0.00195578,0.00461541
0.999979,0.00436095,0.00196418,0.00442555
0.999979,0.00431236,0.0017524,0.00462482
0.99998,0.00431995,0.00140813,0.00446109
0.999981,0.00436911,0.00183907,0.00383445
0.999979,0.00435166,0.00143333,0.00465435
0.99998,0.00437614,0.00175713,0.00426007
0.999979,0.00432927,0.00143103,0.00458376
0.999979,0.00430955,0.00187777,0.00444721
0.99998,0.00443771,0.00168529,0.00411292
0.99998,0.00430674,0.00133357,0.00441552
0.999978,0.00437431,0.00169178,0.00458647
0.99998,0.00436571,0.00175771,0.00420716
0.999979,0.00437465,0.00190259,0.00439444
0.999981,0.00440465,0.00134352,0.00410805
0.999979,0.00435091,0.00138911,0.00461297
0.999979,0.00427621,0.00151381,0.00466789
0.999979,0.00428465,0.00195351,0.00451679
0.99998,0.00438153,0.00179241,0.00427916
0.999978,0.00433386,0.00187249,0.00465
0.99998,0.00444317,0.00190172,0.00400722
0.999981,0.00442016,0.00132896,0.00407972
0.99998,0.00436377,0.00204556,0.00399552
0.99998,0.00430927,0.00170446,0.00430191
0.999979,0.00433963,0.00164096,0.00445807
0.999978,0.0043146,0.00191638,0.00458307
0.999978,0.00435508,0.00191252,0.00457757
0.999979,0.00435447,0.0019105,0.00434437
0.99998,0.00438243,0.00176224,0.00428006
0.999981,0.00447375,0.00162833,0.00403077
0.99998,0.004322,0.00137317,0.00448743
0.99998,0.00435308,0.0018196,0.00429702
0.999982,0.00435407,0.0016866,0.00377263
0.999979,0.00437795,0.00140035,0.00454596
0.999979,0.00433993,0.00138251,0.00453249
0.999979,0.00437943,0.00138818,0.00459232
0.999981,0.00433623,0.00165985,0.00404043
0.999983,0.00431804,0.00202811,0.00348235
0.99998,0.00436445,0.00182724,0.00425532
0.999978,0.0043492,0.00194594,0.00464355
0.99998,0.00433491,0.00174621,0.00422326
0.999983,0.00433116,0.00204797,0.00331733
0.999981,0.00435317,0.00162514,0.003972
0.999979,0.00434758,0.00141864,0.00462528
0.99998,0.0043933,0.00144745,0.00441871
0.999979,0.00432997,0.00178491,0.00444099
0.999979,0.00430709,0.00146324,0.00454671
0.999979,0.00436323,0.00148832,0.00464505
0.99998,0.00435056,0.00158038,0.00435823
0.999979,0.00432216,0.00192175,0.00441734
0.999979,0.00427638,0.00193326,0.00457078
0.999981,0.00434008,0.00168741,0.00409333
0.99998,0.00432436,0.00181459,0.00424963
0.999978,0.00433225,0.00189013,0.00456449
0.99998,0.0043493,0.00187498,0.00427964
0.999979,0.00440358,0.00166722,0.00439146
0.999979,0.00435978,0.00136219,0.00454688
0.99998,0.00434913,0.00139952,0.00448
0.99998,0.00441407,0.00139372,0.00421112
0.99998,0.00439435,0.00183551,0.00424168
0.99998,0.00438023,0.00179142,0.00423436
0.99998,0.0044091,0.0017643,0.0042773
0.999979,0.00430769,0.00163869,0.0045865
0.999981,0.00435253,0.00170295,0.00408321
0.999979,0.0043913,0.00189273,0.00445017
0.99998,0.00437714,0.00181848,0.00421676
0.999982,0.00425417,0.0019039,0.00383453
0.999978,0.00438121,0.00196614,0.00454628
0.99998,0.00431408,0.00141587,0.00447502
0.999979,0.00435228,0.00145315,0.00463376
0.999979,0.00429957,0.00151668,0.00458723
0.999982,0.00438697,0.00205442,0.00349964
0.999978,0.00432662,0.00163017,0.00478485
0.999979,0.00426722,0.00184366,0.00455461
0.99998,0.00434156,0.00137059,0.00439219
0.99998,0.00437434,0.0018181,0.00429985
0.999978,0.00447213,0.00176651,0.00464594
0.99998,0.00433256,0.00181529,0.00421896
0.999978,0.00426848,0.00199838,0.00466039
0.999979,0.00436207,0.00148534,0.00455333
0.99998,0.00437721,0.0017559,0.00429247
0.99998,0.00430935,0.00180343,0.00426415
0.999981,0.00437958,0.0016442,0.00407304
0.99998,0.0043789,0.0018061,0.00428315
0.999979,0.00435247,0.00143996,0.0045796
0.999979,0.00430439,0.00155031,0.00448247
0.999978,0.00434703,0.00159097,0.0046862
0.99998,0.00438059,0.00177243,0.00424265
0.99998,0.00435133,0.00177813,0.00420449
0.999978,0.00433364,0.00201178,0.00456035
0.99998,0.00433156,0.00199774,0.00425788
0.99998,0.00438443,0.00137679,0.00433167
0.999978,0.00433464,0.00195847,0.00458375
0.999979,0.00437372,0.00180829,0.0043439
0.999976,0.00428585,0.00181202,0.00505278
0.999978,0.00436409,0.00147339,0.00469259
0.999979,0.00435872,0.00200459,0.00433636
0.999979,0.00430261,0.00196082,0.00439448
0.99998,0.00431798,0.00181909,0.00427536
0.99998,0.00434901,0.00181805,0.00424459
0.999978,0.00430305,0.00159534,0.00477669
0.999979,0.00431008,0.00195879,0.00453927
0.999978,0.00432809,0.00192353,0.00462103
0.999979,0.0042905,0.00150633,0.00453955
0.999983,0.00432667,0.00203436,0.00335033
0.99998,0.00435071,0.00136594,0.00432894
0.99998,0.00439072,0.00181682,0.00428946
0.999979,0.00431307,0.00189132,0.00453585
0.99998,0.00435117,0.00198861,0.00414645
0.999979,0.0043311,0.00149201,0.00456715
0.999977,0.00436831,0.00187423,0.00481055
0.999977,0.00435843,0.00146257,0.00490543
0.999981,0.00437946,0.00164951,0.00404186
0.999979,0.00428809,0.00182776,0.00459602
0.999979,0.00438183,0.00148268,0.00454354
0.999979,0.00433026,0.00146524,0.00459174
0.99998,0.00433293,0.00192716,0.00429128
0.99998,0.00435061,0.00180407,0.00421202
0.999979,0.00429784,0.00152631,0.0046177
0.999979,0.00440576,0.00138797,0.0045697
0.999979,0.00432895,0.00151674,0.00450318
0.999979,0.00442516,0.00151462,0.00452726
0.999978,0.00433346,0.00205111,0.00455154
0.999979,0.00434005,0.00187637,0.00443985
0.99998,0.00436306,0.00139017,0.00446993
0.99998,0.00432721,0.0014408,0.00446267
0.99998,0.00420126,0.00201982,0.00423304
0.999981,0.00438025,0.00158971,0.0039573
0.999981,0.00436893,0.00135348,0.00425969
0.99998,0.00443678,0.00143692,0.00427452
0.99998,0.00440304,0.00178706,0.00428649
0.99998,0.00435727,0.00177024,0.00421029
0.99998,0.00436658,0.0017868,0.0042208
0.99998,0.00437863,0.00179207,0.00426693
0.999979,0.00429496,0.00145047,0.00454623
0.99998,0.00433746,0.00173951,0.00437819
0.999979,0.00428528,0.00184571,0.00458401
0.999979,0.00421875,0.00188062,0.00462037
0.999978,0.00433023,0.00189357,0.00461975
0.99998,0.00436085,0.00175793,0.0043366
0.999983,0.00426477,0.00192371,0.00354596
0.999979,0.00433267,0.00148054,0.00464077
0.99998,0.00432083,0.00177369,0.00430329
0.999978,0.00438139,0.00149815,0.00474084
0.99998,0.00431845,0.00133183,0.00448603
0.99998,0.00439606,0.00141009,0.00436696
0.999966,0.00440574,0.00186982,0.00666494
0.99998,0.00437729,0.00179426,0.00424573
0.999978,0.00436045,0.00158818,0.00465565
0.999979,0.00434337,0.00142274,0.00449897
0.99998,0.00435434,0.00183989,0.00428111
0.999979,0.00431109,0.00188976,0.00454952
0.999978,0.00433426,0.00200934,0.00456328
0.999979,0.00430536,0.00142966,0.0045552
0.999979,0.0043153,0.00156565,0.00467838
0.999979,0.00428988,0.0019876,0.0043914
0.999978,0.00444011,0.00170591,0.00457542
0.999979,0.00436203,0.00140898,0.00446891
0.999979,0.00429261,0.00151511,0.00464151
0.999981,0.00443524,0.00135989,0.00408732
