ball_x,ball_y,ball_z
1.0311,-0.144562,-1.35724
1.03112,-0.144623,-1.35725
1.03111,-0.14461,-1.35726
1.03111,-0.144657,-1.35726
1.03111,-0.144547,-1.35724
1.03109,-0.144533,-1.35723
1.03111,-0.144598,-1.35725
1.0311,-0.144587,-1.35728
1.03112,-0.144638,-1.35727
1.03111,-0.144684,-1.35724
1.03107,-0.144575,-1.35721
1.03113,-0.144626,-1.3573
1.0311,-0.144675,-1.35722
1.03113,-0.144633,-1.35726
1.03108,-0.144601,-1.35721
1.03112,-0.144587,-1.35725
1.03113,-0.144612,-1.35725
1.03111,-0.144551,-1.35724
1.03111,-0.144678,-1.35724
1.03111,-0.1446,-1.35725
1.03109,-0.144537,-1.35723
1.03113,-0.144616,-1.35725
1.03107,-0.144585,-1.3572
1.0311,-0.144559,-1.35723
1.03111,-0.144604,-1.35723
1.03116,-0.144559,-1.35729
1.0311,-0.144598,-1.35724
1.03117,-0.144607,-1.35728
1.03113,-0.144656,-1.35732
1.03109,-0.144586,-1.35722
1.03112,-0.144593,-1.35725
1.03113,-0.144553,-1.35724
1.03116,-0.144578,-1.35726
1.03117,-0.144622,-1.35728
1.03112,-0.144555,-1.35724
1.03122,-0.144703,-1.35727
1.03121,-0.144658,-1.35731
1.03112,-0.144567,-1.35723
1.0312,-0.144633,-1.35729
1.03116,-0.144576,-1.35724
1.03113,-0.144572,-1.35724
1.0311,-0.144568,-1.35721
1.03115,-0.144579,-1.35723
1.03115,-0.144593,-1.35727
1.03116,-0.144589,-1.35725
1.03117,-0.144594,-1.35724
1.0311,-0.144584,-1.35718
1.03111,-0.144607,-1.35718
1.03121,-0.144661,-1.35729
1.03118,-0.144569,-1.35727
1.03111,-0.144607,-1.35719
1.03124,-0.144621,-1.35731
1.03121,-0.14457,-1.35729
1.03116,-0.144579,-1.3573
1.03124,-0.144603,-1.35729
1.03116,-0.144574,-1.35725
1.03114,-0.144626,-1.35724
1.03125,-0.144605,-1.3573
1.03126,-0.144613,-1.35725
1.03115,-0.144667,-1.35731
1.03112,-0.144658,-1.35726
1.03122,-0.144654,-1.3573
1.0311,-0.144716,-1.35701
1.03128,-0.144617,-1.35729
1.03109,-0.144683,-1.35708
1.0311,-0.144713,-1.35701
1.03106,-0.144861,-1.35682
1.03106,-0.144818,-1.35682
1.03109,-0.144829,-1.35685
1.03104,-0.144842,-1.35679
1.03104,-0.144899,-1.35669
1.03106,-0.144984,-1.35652
1.03097,-0.145016,-1.35654
1.03104,-0.144922,-1.35667
1.03105,-0.144859,-1.35662
1.03098,-0.14501,-1.35649
1.03099,-0.144975,-1.35661
1.03074,-0.144806,-1.35655
1.03103,-0.145028,-1.35641
1.031,-0.145009,-1.35668
1.03102,-0.144902,-1.35661
1.03096,-0.145043,-1.35642
1.031,-0.144995,-1.35645
1.03094,-0.144988,-1.35648
1.03099,-0.144962,-1.35661
1.0307,-0.144788,-1.35658
1.03102,-0.145015,-1.35669
1.03103,-0.144929,-1.35664
1.03087,-0.144975,-1.35654
1.031,-0.144965,-1.35658
1.03095,-0.145045,-1.35647
1.03097,-0.145069,-1.35649
1.03101,-0.144965,-1.35662
1.031,-0.144933,-1.35674
1.03094,-0.145041,-1.35642
1.03097,-0.14503,-1.35644
1.03099,-0.14497,-1.35657
1.03096,-0.145056,-1.35646
1.03104,-0.144989,-1.35673
1.031,-0.145007,-1.35666
1.03098,-0.144972,-1.35656
1.03099,-0.144954,-1.35661
1.03093,-0.145067,-1.35645
1.03094,-0.145028,-1.35648
1.03095,-0.145014,-1.35642
1.031,-0.14498,-1.35659
1.03101,-0.145016,-1.35669
1.03098,-0.145063,-1.35649
1.031,-0.144895,-1.35654
1.03096,-0.14499,-1.35654
1.03103,-0.144941,-1.35663
1.03096,-0.145018,-1.35649
1.03102,-0.144952,-1.35666
1.031,-0.144974,-1.35665
1.03096,-0.145048,-1.35648
1.031,-0.144946,-1.35658
1.031,-0.144971,-1.35662
1.03099,-0.144948,-1.35667
1.03099,-0.144958,-1.35662
1.03098,-0.144964,-1.35657
1.03102,-0.144954,-1.35662
1.031,-0.144964,-1.35658
1.03102,-0.144936,-1.35665
1.03102,-0.14494,-1.35672
1.03098,-0.144987,-1.35651
1.03101,-0.144959,-1.35658
1.03105,-0.144933,-1.35665
1.031,-0.144949,-1.35662
1.03095,-0.145027,-1.35646
1.03095,-0.145055,-1.35643
1.03102,-0.14502,-1.3567
1.03101,-0.144953,-1.35661
1.031,-0.144951,-1.35665
1.03095,-0.145044,-1.35647
1.03098,-0.14497,-1.35659
1.03095,-0.145054,-1.35645
1.03099,-0.144948,-1.35661
1.03094,-0.145043,-1.35646
1.03096,-0.145023,-1.35647
1.03081,-0.144937,-1.35641
1.03103,-0.145005,-1.35671
1.03093,-0.145054,-1.35641
1.03099,-0.144967,-1.35658
1.03095,-0.145032,-1.35645
1.03096,-0.145025,-1.35648
1.03102,-0.144993,-1.3567
1.03095,-0.145059,-1.35646
1.03103,-0.144994,-1.35671
1.03102,-0.144899,-1.35656
1.03098,-0.144959,-1.35657
1.03092,-0.144948,-1.35633
1.031,-0.144971,-1.3566
1.03085,-0.144975,-1.35656
1.03095,-0.145057,-1.35648
1.03081,-0.144866,-1.35656
1.03102,-0.144939,-1.35664
1.03097,-0.144931,-1.35653
1.03103,-0.144926,-1.35669
1.03099,-0.14496,-1.35659
1.03098,-0.14492,-1.35654
1.03101,-0.14495,-1.35662
1.03095,-0.145046,-1.35643
1.03102,-0.144953,-1.35664
1.03096,-0.144969,-1.35657
1.0309,-0.145048,-1.35641
1.031,-0.144971,-1.35658
1.03096,-0.14504,-1.35647
1.03099,-0.145055,-1.35645
1.03105,-0.144909,-1.35667
1.03099,-0.144998,-1.35654
1.03107,-0.144891,-1.35669
1.031,-0.145017,-1.35651
1.031,-0.144956,-1.35665
1.03103,-0.144974,-1.3567
1.03069,-0.144685,-1.35642
1.03098,-0.144927,-1.35655
1.03095,-0.145066,-1.35646
1.03097,-0.145036,-1.35647
1.03102,-0.145024,-1.35668
1.03103,-0.145029,-1.3567
1.0309,-0.144924,-1.35649
1.03094,-0.145066,-1.35646
1.03097,-0.144974,-1.35656
1.03094,-0.145061,-1.35648
1.03074,-0.144776,-1.35647
1.03102,-0.145004,-1.3567
1.03099,-0.144964,-1.35666
1.03096,-0.14507,-1.35641
1.031,-0.145001,-1.35651
1.031,-0.14496,-1.35668
1.03099,-0.144973,-1.35657
1.03098,-0.144984,-1.35656
1.0309,-0.145001,-1.35646
1.031,-0.14495,-1.35662
1.03098,-0.144967,-1.35657
1.03089,-0.144969,-1.35646
1.03102,-0.144935,-1.35663
1.03096,-0.145002,-1.35635
1.03097,-0.14503,-1.35647
1.03095,-0.14506,-1.35646
1.03095,-0.14506,-1.35636
1.03102,-0.144943,-1.3566
1.031,-0.144958,-1.35664
1.03102,-0.145008,-1.35671
1.03097,-0.145037,-1.35647
1.03082,-0.144874,-1.35639
1.03093,-0.145076,-1.35644
1.03097,-0.145003,-1.35647
1.03102,-0.144946,-1.35662
1.03096,-0.145039,-1.35647
1.03101,-0.144954,-1.35664
1.03096,-0.145049,-1.35642
1.03093,-0.145064,-1.35646
1.03099,-0.14495,-1.35655
1.03099,-0.145012,-1.35641
1.03098,-0.144959,-1.35656
1.03099,-0.145053,-1.3565
1.03099,-0.144945,-1.35661
1.03102,-0.144903,-1.35657
1.03102,-0.144946,-1.35663
1.03101,-0.14495,-1.35664
1.03099,-0.144973,-1.35656
1.03095,-0.145026,-1.35643
1.03101,-0.144964,-1.35669
1.03095,-0.145048,-1.35635
1.03099,-0.144984,-1.35665
1.03098,-0.145023,-1.3565
1.03094,-0.145057,-1.35646
1.03099,-0.144974,-1.35667
1.03095,-0.14503,-1.35643
