pure_target_joint_0,pure_target_joint_1,pure_target_joint_2,pure_target_joint_3,pure_target_joint_4,pure_target_joint_5,pure_target_joint_6,target_joint_0,target_joint_1,target_joint_2,target_joint_3,target_joint_4,target_joint_5,target_joint_6,pos_joint_0,pos_joint_1,pos_joint_2,pos_joint_3,pos_joint_4,pos_joint_5,pos_joint_6,vel_joint_0,vel_joint_1,vel_joint_2,vel_joint_3,vel_joint_4,vel_joint_5,vel_joint_6,vel_smooth_joint_0,vel_smooth_joint_1,vel_smooth_joint_2,vel_smooth_joint_3,vel_smooth_joint_4,vel_smooth_joint_5,vel_smooth_joint_6,ee_pos_x,ee_pos_y,ee_pos_z,ee_or_w,ee_or_x,ee_or_y,ee_or_z,eep_vel_x,eep_vel_y,eep_vel_z,ee_vel_offset_x,ee_vel_offset_y,ee_vel_offset_z,ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz,action_0,action_1,action_2,action_3,action_4,action_5,action_6,command_published
1.72074,-0.99943,-1.84348,-1.18332,1.99577,1.04866,-0.938108,1.72074,-0.99943,-1.84348,-1.18332,1.99577,1.04866,-0.938108,1.781,-1.0719,-1.81517,-1.11965,1.9374,1.11683,-0.916229,0,0,0,-1.19994e-05,-1.91642e-05,3.59547e-05,3.59547e-05,0,0,0,-1.19994e-05,-1.91642e-05,3.59547e-05,3.59547e-05,0.544277,-0.454729,0.712986,0.572461,0.178265,0.1507,0.786003,-1.29967e-06,7.88319e-06,-1.36504e-06,-2.71332e-06,1.00982e-05,-7.28242e-07,2.97716,-0.488344,0.126302,-2.73468,0.295728,5.16523,-2.73468,0.305716,5.16523,-0.602538,0.724658,-0.283098,-0.636662,0.58369,-0.681731,-0.218792,1
1.72002,-0.998223,-1.84003,-1.1836,1.99706,1.04888,-0.938573,1.72002,-0.998223,-1.84003,-1.1836,1.99706,1.04888,-0.938573,1.781,-1.0719,-1.81517,-1.11965,1.9374,1.11683,-0.916229,2.39771e-05,-3.59547e-05,0,0,1.91642e-05,2.39771e-05,0,2.39771e-05,-3.59547e-05,0,0,1.91642e-05,2.39771e-05,0,0.544277,-0.454729,0.712986,0.572461,0.178265,0.1507,0.786003,1.0109e-05,3.68032e-07,-1.82633e-05,8.75579e-06,-1.62072e-06,-1.75024e-05,2.94919,-0.485516,0.176486,-2.79677,0.282887,5.01842,-2.79677,0.323033,5.01842,-0.609774,0.73673,-0.248566,-0.639469,0.596591,-0.679467,-0.223436,1
1.72222,-0.99909,-1.83252,-1.18539,1.99829,1.04955,-0.940009,1.72222,-0.99909,-1.83252,-1.18539,1.99829,1.04955,-0.940009,1.78099,-1.07189,-1.81517,-1.11965,1.9374,1.11683,-0.916229,-0.00134226,0.00141417,4.79323e-05,-0.000287616,1.91642e-05,-7.19094e-05,-1.19994e-05,-0.00134226,0.00141417,4.79323e-05,-0.000287616,1.91642e-05,-7.19094e-05,-1.19994e-05,0.544273,-0.45473,0.71299,0.572464,0.178263,0.150702,0.786,-0.00065527,-0.000151674,0.000728723,-0.000660836,-0.000105375,0.000729847,2.92168,-0.482525,0.225747,-2.75133,0.299051,4.92607,-2.75133,0.322772,4.92607,-0.587672,0.727984,-0.173483,-0.657352,0.608895,-0.672833,-0.237801,1
1.73137,-0.998124,-1.8288,-1.18564,2.00018,1.04798,-0.928179,1.73137,-0.998124,-1.8288,-1.18564,2.00018,1.04798,-0.928179,1.78103,-1.07184,-1.81581,-1.12094,1.93836,1.11567,-0.917001,0.00478182,0.00545296,-0.112619,-0.199806,0.17622,-0.206302,-0.131027,0.00478182,0.00545296,-0.112619,-0.199806,0.17622,-0.206302,-0.131027,0.544734,-0.454565,0.712385,0.572254,0.179303,0.150898,0.785879,0.0545224,0.0267377,-0.0918729,0.0754175,0.0151151,-0.102125,2.89458,-0.479552,0.274356,-2.70991,0.297263,4.86094,-2.70991,0.313427,4.86094,-0.49658,0.737118,-0.129882,-0.646979,0.618203,-0.676883,-0.111785,1
1.7615,-0.99418,-1.78863,-1.18485,2.00718,1.03866,-0.925561,1.7615,-0.99418,-1.78863,-1.18485,2.00718,1.03866,-0.925561,1.7808,-1.071,-1.81834,-1.12506,1.94551,1.10901,-0.919424,-0.0363593,0.128875,-0.269255,-0.475451,0.905085,-0.8125,-0.269207,-0.0363593,0.128875,-0.269255,-0.475451,0.905085,-0.8125,-0.269207,0.546319,-0.454948,0.710505,0.571468,0.184595,0.150396,0.785321,0.117744,0.00881744,-0.164205,0.176227,-0.0493707,-0.193011,2.86755,-0.476131,0.322521,-2.70269,0.342107,4.81651,-2.70269,0.305003,4.81651,-0.193013,0.768197,0.297134,-0.597946,0.616772,-0.703509,-0.0613786,1
1.7934,-0.993765,-1.78272,-1.1911,2.02253,1.02729,-0.922811,1.7934,-0.993765,-1.78272,-1.1911,2.02253,1.02729,-0.922811,1.77938,-1.06837,-1.82154,-1.13234,1.95776,1.09849,-0.923125,-0.190904,0.302415,-0.342226,-0.808833,1.2959,-1.11091,-0.39994,-0.190904,0.302415,-0.342226,-0.808833,1.2959,-1.11091,-0.39994,0.54824,-0.455362,0.708345,0.57021,0.192619,0.149425,0.784494,0.108394,0.0334184,-0.18797,0.189412,-0.0428136,-0.230148,2.84066,-0.472679,0.370266,-2.68974,0.345221,4.77446,-2.68974,0.308061,4.77446,0.140253,0.746025,0.388198,-0.587573,0.647666,-0.711987,0.00313887,1
1.81147,-0.98683,-1.84068,-1.19326,2.03132,1.02029,-0.914986,1.81147,-0.98683,-1.84068,-1.19326,2.03132,1.02029,-0.914986,1.77585,-1.06465,-1.82456,-1.14229,1.97133,1.08648,-0.926993,-0.400312,0.389646,-0.277117,-1.03801,1.35302,-1.21919,-0.351597,-0.400312,0.389646,-0.277117,-1.03801,1.35302,-1.21919,-0.351597,0.549755,-0.455797,0.705999,0.568704,0.201735,0.148672,0.783438,0.0475375,0.0364405,-0.184537,0.136618,-0.0419833,-0.233653,2.81343,-0.469477,0.416841,-2.723,0.320244,4.65749,-2.723,0.316678,4.65749,0.35621,0.778161,-0.161201,-0.509724,0.599924,-0.661962,0.120072,1
1.79034,-0.981421,-1.86833,-1.19246,2.02774,1.01958,-0.906785,1.79034,-0.981421,-1.86833,-1.19246,2.02774,1.01958,-0.906785,1.77098,-1.06077,-1.82662,-1.15358,1.98382,1.07408,-0.929147,-0.5019,0.38369,-0.154138,-1.13534,1.20961,-1.24266,-0.171754,-0.5019,0.38369,-0.154138,-1.13534,1.20961,-1.24266,-0.171754,0.550905,-0.456048,0.703584,0.566419,0.211004,0.14823,0.782736,0.0167648,0.0568373,-0.179197,0.106478,-0.0141619,-0.231324,2.78609,-0.46636,0.462352,-2.73371,0.311702,4.55114,-2.73371,0.322992,4.55114,0.193583,0.793521,-0.417109,-0.388831,0.439191,-0.545044,0.223623,1
1.73302,-0.976711,-1.87422,-1.19761,2.0438,1.0069,-0.922123,1.73302,-0.976711,-1.87422,-1.19761,2.0438,1.0069,-0.922123,1.76585,-1.05691,-1.82612,-1.16502,1.99451,1.06158,-0.92975,-0.510528,0.380035,0.107364,-1.16269,1.02638,-1.25955,-0.0216191,-0.510528,0.380035,0.107364,-1.16269,1.02638,-1.25955,-0.0216191,0.551832,-0.455541,0.701971,0.563264,0.219396,0.147831,0.78278,0.0141787,0.134946,-0.104119,0.0956956,0.077194,-0.153516,2.75895,-0.463432,0.506289,-2.71368,0.292751,4.39371,-2.71368,0.322567,4.39371,-0.328264,0.802025,-0.480999,-0.325829,0.492889,-0.546738,0.0762765,1
1.70948,-0.971645,-1.85006,-1.21834,2.06143,0.985437,-0.955486,1.70948,-0.971645,-1.85006,-1.21834,2.06143,0.985437,-0.955486,1.76119,-1.05343,-1.82351,-1.17606,2.00412,1.0487,-0.929155,-0.450045,0.344323,0.298113,-1.06615,0.943913,-1.29373,0.0868357,-0.450045,0.344323,0.298113,-1.06615,0.943913,-1.29373,0.0868357,0.552851,-0.454421,0.700945,0.559261,0.227223,0.14722,0.783532,0.0283461,0.170895,-0.0390057,0.101318,0.118235,-0.0849805,2.73187,-0.460429,0.549317,-2.70772,0.300291,4.30276,-2.70772,0.318169,4.30276,-0.517099,0.817856,-0.26551,-0.422804,0.573059,-0.632665,-0.263314,1
