torque0,torque1,torque2,torque3,torque4,torque5,torque6,action0,action1,action2,action3,action4,action5,action6,set_target_0,set_target_1,set_target_2,set_target_3,set_target_4,set_target_5,set_target_6,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_disc_0,joint_vel_disc_1,joint_vel_disc_2,joint_vel_disc_3,joint_vel_disc_4,joint_vel_disc_5,joint_vel_disc_6,tennisball_pos_0,tennisball_pos_1,tennisball_pos_2,tennisball_lin_vel_0,tennisball_lin_vel_1,tennisball_lin_vel_2,end_effector_pos_0,end_effector_pos_1,end_effector_pos_2,end_effector_rot_0,end_effector_rot_1,end_effector_rot_2,end_effector_rot_3,end_effector_lin_vel_0,end_effector_lin_vel_1,end_effector_lin_vel_2,obs_task_0,obs_task_1,obs_task_2,obs_task_3,obs_task_4,to_final_target_0,to_final_target_1,to_final_target_2,joint_acc_0,joint_acc_1,joint_acc_2,joint_acc_3,joint_acc_4,joint_acc_5,joint_acc_6,joint_acc_disc_0,joint_acc_disc_1,joint_acc_disc_2,joint_acc_disc_3,joint_acc_disc_4,joint_acc_disc_5,joint_acc_disc_6,,
1.4017345,18.488108,7.5322204,-19.705494,0.829476,-0.00030937046,-0.020054864,-0.5034864,-0.1659972,0.3641596,0.26494732,0.54989225,-0.45591292,-0.1222284,0.6565306,-0.297879,1.7613362,1.0702922,2.0400305,-1.0185896,1.613025,0.7270077,-0.274723,1.7102704,1.03329,1.9605936,-0.95189404,1.6308862,-1.0091991,-0.34872636,0.7116664,0.54803926,0.60933656,-0.3382552,-0.09453346,-1.0091782,-0.348711,0.7116318,0.54798126,0.6093979,-0.33826828,-0.09460449,1.3736305,-0.46596456,2.0433314,-3.2014983,0.11256949,-0.25159493,0.22258425,-0.29510736,1.0414817,0.9293612,-0.08071449,0.33893523,0.1220482,-0.27405727,-0.15895808,-0.09817872,1,0,0,0,0,0,0,-2.0236306,0.06596455,-1.4933314,1.163578,1.0663986,-0.4317999,-1.155448,-0.35402775,-0.047188997,0.02142787,1.1634827,1.0681152,-0.45776367,-1.1825562,-0.34332275,-0.05722046,0
2.5152557,20.569242,8.272594,-18.824791,0.72211176,-0.019017093,0.0047836285,-0.48581657,-0.15266529,0.35332707,0.27316597,0.54910564,-0.45512253,-0.11044282,0.6541352,-0.2976228,1.7632694,1.0742649,2.0429595,-1.0201625,1.6143198,0.7220109,-0.27642912,1.7138076,1.0360128,1.963632,-0.95358634,1.630416,-0.9993167,-0.34121224,0.7075249,0.5445959,0.6076149,-0.33843756,-0.093964286,-0.9993553,-0.34122467,0.7074356,0.54454803,0.6076813,-0.338459,-0.09403229,1.3576231,-0.46540165,2.0418272,-3.2014983,0.11256949,-0.30085593,0.22123814,-0.29587364,1.0409971,0.9297313,-0.080077335,0.3377203,0.123012856,-0.26994413,-0.1519851,-0.096687846,1,0,0,0,0,0,0,-2.0076232,0.06540164,-1.4918272,1.97649,1.5028238,-0.8283019,-0.68867207,-0.34433603,-0.036472082,0.11383444,1.9645691,1.4972687,-0.8392334,-0.6866455,-0.34332275,-0.038146973,0.11444092
0.9916872,17.226812,7.1748962,-20.008228,0.88706106,0.026137725,-0.014674056,-0.4865433,-0.16625813,0.34911567,0.2493994,0.5466014,-0.44718674,-0.091190025,0.64902943,-0.30136785,1.7661749,1.0734227,2.045622,-1.0206643,1.6167375,0.71705896,-0.2781176,1.7173209,1.0386935,1.9666609,-0.9552777,1.6299525,-0.9903448,-0.33767414,0.7026495,0.5361228,0.6058266,-0.338313,-0.09268786,-0.9903908,-0.33769608,0.70266724,0.5361557,0.6057739,-0.33826828,-0.09269714,1.3416157,-0.46483874,2.0400767,-3.2014983,0.11256949,-0.35011694,0.2198925,-0.29661393,1.0405276,0.93010056,-0.0794642,0.33649608,0.123970665,-0.26967886,-0.14690864,-0.09358407,1,0,0,0,0,0,0,-1.9916157,0.06483874,-1.4900768,1.794374,0.7076204,-0.9750843,-1.6946197,-0.3576517,0.024908781,0.2552852,1.7929077,0.705719,-0.9536743,-1.6784668,-0.38146973,0.038146973,0.2670288
0.6023,14.676109,6.178624,-19.045238,0.9161476,0.13659588,0.033271194,-0.46298078,-0.18176883,0.33493873,0.26621464,0.5408048,-0.44986448,-0.075822875,0.64761186,-0.30538294,1.7675617,1.0786258,2.0477815,-1.0227574,1.6185791,0.7121747,-0.2798118,1.7207952,1.0413543,1.9696792,-0.956969,1.6294986,-0.9768859,-0.33884844,0.69485873,0.532169,0.6037243,-0.3382765,-0.090873815,-0.9768486,-0.33884048,0.6948471,0.53215027,0.60367584,-0.33826828,-0.090789795,1.3256083,-0.46427584,2.0380797,-3.2014983,0.11256949,-0.39937794,0.21854782,-0.29734254,1.0400631,0.9304685,-0.07886255,0.33526173,0.12493373,-0.2696534,-0.14459871,-0.09258683,1,0,0,0,0,0,0,-1.9756082,0.06427583,-1.4880798,2.6917815,-0.23486018,-1.5581489,-0.7907629,-0.4204631,0.007301569,0.362809,2.708435,-0.22888184,-1.5640259,-0.8010864,-0.4196167,0,0.38146973
1.9620798,19.3153,7.9199696,-19.24652,0.77161753,0.008817747,0.0020720214,-0.4706574,-0.14989316,0.34220877,0.2533365,0.5369572,-0.4265525,-0.06924896,0.6415761,-0.30229577,1.7721264,1.0793548,2.0502229,-1.0209519,1.6191113,0.70734245,-0.28147548,1.7242427,1.0439855,1.9726862,-0.9586561,1.6290542,-0.96642286,-0.33272147,0.6894362,0.5261434,0.6014669,-0.3373919,-0.08888376,-0.96645355,-0.33273697,0.68950653,0.5262375,0.601387,-0.33740997,-0.08888245,1.3096008,-0.46371293,2.0358365,-3.2014983,0.11256949,-0.44863895,0.21721601,-0.29804182,1.0396096,0.93083173,-0.07828329,0.33402786,0.12589405,-0.266824,-0.13866001,-0.09039876,1,0,0,0,0,0,0,-1.9596008,0.063712925,-1.4858365,2.0926118,1.225394,-1.0845065,-1.2051225,-0.45148134,0.1769185,0.3980115,2.07901,1.2207031,-1.0681152,-1.1825562,-0.45776367,0.17166138,0.38146973
1.465025,19.249603,7.7117963,-19.805422,0.76501274,0.025790721,-0.05015822,-0.47321212,-0.14101921,0.3225392,0.23877503,0.5292852,-0.44112766,-0.07838779,0.63636065,-0.30262837,1.7726235,1.0798018,2.052079,-1.0248252,1.617296,0.7025512,-0.28309697,1.7276435,1.0465709,1.9756798,-0.9603412,1.6286174,-0.9582879,-0.32429397,0.6802203,0.5170846,0.598782,-0.33704194,-0.08732317,-0.95825195,-0.32429695,0.6801605,0.5170822,0.59871674,-0.3370285,-0.08735657,1.2935934,-0.46315002,2.033347,-3.2014983,0.11256949,-0.49789995,0.2158947,-0.2987132,1.0391709,0.9311911,-0.077728085,0.3327984,0.12683293,-0.26485062,-0.13323836,-0.08749964,1,0,0,0,0,0,0,-1.9435934,0.06315002,-1.4833469,1.6269922,1.6855001,-1.8431783,-1.8117547,-0.53697824,0.069993734,0.31211823,1.6403198,1.6880035,-1.8692017,-1.8310547,-0.5340576,0.076293945,0.30517578
0.3931315,17.75893,6.790936,-20.246878,0.7827817,0.11556652,-0.10660884,-0.47768053,-0.13249826,0.29080155,0.22644076,0.5204065,-0.45034802,-0.07465503,0.6308991,-0.30297172,1.7712637,1.080537,2.0537407,-1.0278934,1.6174191,0.69778854,-0.28466982,1.7309632,1.0491,1.9786581,-0.96202636,1.6281892,-0.95254946,-0.3145651,0.66396636,0.50577396,0.5955929,-0.33707178,-0.085717745,-0.9525299,-0.31456947,0.66394806,0.50582886,0.595665,-0.3370285,-0.08563995,1.277586,-0.46258712,2.030611,-3.2014983,0.11256949,-0.547161,0.21457529,-0.29936934,1.0387466,0.93154895,-0.07719113,0.33157814,0.1277264,-0.2645933,-0.13005203,-0.084549546,1,0,0,0,0,0,0,-1.927586,0.06258711,-1.4806111,1.1476874,1.9457757,-3.2507896,-2.2621274,-0.6378174,-0.005966425,0.32108426,1.1444092,1.9454956,-3.2424927,-2.2506714,-0.61035156,0,0.34332275
-0.4178957,13.542343,5.0499363,-18.807095,0.8410748,0.29851082,-0.03948264,-0.45374522,-0.15796432,0.26995003,0.25355327,0.520643,-0.4567824,-0.06658212,0.62972677,-0.30836445,1.7714558,1.087133,2.0567546,-1.0305437,1.6182019,0.69307834,-0.28623027,1.7341819,1.0516111,1.9816211,-0.96371293,1.6277696,-0.94202876,-0.31208816,0.6438247,0.502206,0.5926104,-0.337356,-0.08388785,-0.9420395,-0.31208992,0.64373016,0.5022049,0.5926132,-0.3373146,-0.08392334,1.2615786,-0.4620242,2.027629,-3.2014983,0.11256949,-0.596422,0.21325207,-0.30003142,1.0383202,0.93190545,-0.07665105,0.3303646,0.12859218,-0.2651291,-0.13143021,-0.08503678,1,0,0,0,0,0,0,-1.9115785,0.062024206,-1.477629,2.1041393,0.49538612,-4.028332,-0.7135868,-0.59649944,-0.05684495,0.36597848,2.0980835,0.49591064,-4.043579,-0.7247925,-0.61035156,-0.05722046,0.34332275
1.6429276,20.585781,7.835505,-19.3657,0.6378276,0.07278517,-0.089730546,-0.47048667,-0.10929864,0.28505868,0.22986692,0.51002824,-0.4414486,-0.07392928,0.6225053,-0.30262506,1.7769407,1.0860912,2.0581255,-1.0299302,1.6166801,0.68839675,-0.2877254,1.737329,1.054083,1.9845661,-0.96539855,1.6273576,-0.9362979,-0.29901135,0.6293983,0.49430075,0.5890467,-0.33707675,-0.08241121,-0.93631744,-0.29902458,0.62942505,0.49438477,0.58898926,-0.33712387,-0.08239746,1.2455711,-0.4614613,2.0244005,-3.2014983,0.11256949,-0.64568305,0.21194506,-0.30067015,1.0379034,0.9322555,-0.07613032,0.32917246,0.12941884,-0.26169097,-0.12666315,-0.08313748,1,0,0,0,0,0,0,-1.8955711,0.0614613,-1.4744005,1.1461735,2.6153624,-2.885282,-1.5810549,-0.7127404,0.055849552,0.2953291,1.1444092,2.6130676,-2.861023,-1.5640259,-0.7247925,0.038146973,0.30517578
-0.18360019,15.297124,5.7717047,-19.634666,0.8085154,0.22427115,-0.087916866,-0.4488935,-0.1362376,0.24743176,0.22292043,0.5029881,-0.46130416,-0.06910711,0.62106276,-0.30816102,1.7744437,1.0875211,2.0600142,-1.0345942,1.6169915,0.6837633,-0.28918928,1.7403712,1.0565091,1.987492,-0.9670861,1.6269532,-0.92664224,-0.29279342,0.6083774,0.48516467,0.585171,-0.33751225,-0.08083995,-0.92668533,-0.29277802,0.6084442,0.4852295,0.58517456,-0.33750534,-0.08087158,1.2295637,-0.4608984,2.0209258,-3.2014983,0.11256949,-0.6949441,0.21063662,-0.30130672,1.0374931,0.93260485,-0.0756175,0.3279896,0.13020353,-0.26209256,-0.1263891,-0.08174092,1,0,0,0,0,0,0,-1.8795637,0.060898393,-1.4709258,1.9311309,1.2435853,-4.204178,-1.8272161,-0.7751465,-0.08710027,0.31425208,1.9264221,1.2493134,-4.196167,-1.8310547,-0.76293945,-0.076293945,0.30517578
0.22140217,13.52713,5.13277,-17.97803,0.7997539,0.31716353,-0.0046973806,-0.40661848,-0.15243217,0.22767264,0.2460031,0.4905086,-0.48468664,-0.060642477,0.62277055,-0.3120541,1.7745221,1.0934097,2.0610683,-1.0397891,1.6178569,0.6792262,-0.29065007,1.7432933,1.0589219,1.990395,-0.9687803,1.6265584,-0.9074355,-0.2921573,0.5843589,0.48262367,0.5806147,-0.33881596,-0.07903024,-0.9074211,-0.29215813,0.5844116,0.4825592,0.5805969,-0.33884048,-0.07896423,1.2135563,-0.4603355,2.0172048,-3.2014983,0.11256949,-0.7442051,0.20933247,-0.30195308,1.037076,0.9329509,-0.0751026,0.32681444,0.13097455,-0.2611644,-0.12829532,-0.08329391,1,0,0,0,0,0,0,-1.8635563,0.060335487,-1.4672048,3.8413525,0.12722611,-4.803705,-0.5082011,-0.91125965,-0.26074052,0.36194175,3.8528442,0.12397766,-4.8065186,-0.5340576,-0.91552734,-0.2670288,0.38146973
0.03836438,10.486102,4.558689,-17.521273,0.9411335,0.32282004,0.096646346,-0.37762472,-0.1874995,0.24461976,0.25493482,0.49370056,-0.47661543,-0.03950554,0.6225825,-0.318775,1.7799863,1.0971621,2.06445,-1.0402726,1.6206326,0.67481405,-0.29215425,1.7461286,1.0613385,1.9932779,-0.97047925,1.626176,-0.8823977,-0.3008297,0.56710327,0.48340693,0.57656574,-0.33980417,-0.07651845,-0.88243484,-0.30083656,0.56705475,0.48332214,0.5765915,-0.33979416,-0.07648468,1.1975489,-0.4597726,2.0132375,-3.2014983,0.11256949,-0.79346615,0.20802832,-0.3026135,1.0366472,0.93329567,-0.07458084,0.32562858,0.13176766,-0.26148346,-0.13113257,-0.08557182,1,0,0,0,0,0,0,-1.8475488,0.05977258,-1.4632375,5.007553,-1.7344832,-3.4511209,0.15665293,-0.8097887,-0.19764304,0.5023569,4.9972534,-1.7356873,-3.4713745,0.15258789,-0.8010864,-0.19073486,0.49591064
3.236951,20.37262,8.448324,-17.538862,0.62211376,0.03074266,0.05790864,-0.39183098,-0.12899858,0.26715493,0.24508077,0.4937926,-0.48349094,-0.05880445,0.6160394,-0.31150404,1.7862018,1.0981007,2.0673468,-1.0430028,1.6173553,0.6704977,-0.29363102,1.74892,1.0637494,1.9961418,-0.97218394,1.6258022,-0.8632404,-0.29536426,0.5583523,0.48213235,0.5728436,-0.34097973,-0.07481105,-0.863266,-0.29535294,0.55828094,0.48217773,0.5727768,-0.34093857,-0.07476807,1.1815414,-0.45920968,2.009024,-3.2014983,0.11256949,-0.8427272,0.20675468,-0.30324674,1.0362171,0.93363,-0.07407975,0.32445356,0.13257836,-0.255156,-0.12574512,-0.0858227,1,0,0,0,0,0,0,-1.8315414,0.059209675,-1.459024,3.831458,1.0930896,-1.750195,-0.25491714,-0.74442625,-0.23511052,0.34148097,3.8337708,1.0967255,-1.7547607,-0.22888184,-0.76293945,-0.22888184,0.34332275
0.37039226,14.9368725,6.1763735,-19.108702,0.824342,0.16052796,-0.01870512,-0.4067635,-0.14934611,0.24058929,0.22623383,0.48236975,-0.48513424,-0.07034298,0.6094832,-0.31603295,1.7850083,1.0976845,2.0684972,-1.0449541,1.6152507,0.6662434,-0.29509968,1.7516465,1.0661308,1.9989847,-0.97389483,1.625434,-0.850861,-0.29374972,0.54533345,0.47618222,0.5685462,-0.3421678,-0.07365103,-0.8508682,-0.2937317,0.545311,0.47626495,0.5685806,-0.34217834,-0.07362366,1.165534,-0.45864677,2.004564,-3.2014983,0.11256949,-0.8919882,0.20548296,-0.3038745,1.0357909,0.9339624,-0.07359169,0.32327896,0.1333755,-0.2548955,-0.124578826,-0.085000195,1,0,0,0,0,0,0,-1.815534,0.05864677,-1.4545641,2.4758816,0.32290816,-2.6037693,-1.1900246,-0.85948706,-0.23761392,0.23200363,2.4795532,0.32424927,-2.5939941,-1.1825562,-0.8392334,-0.24795532,0.22888184
-1.2573869,11.430059,4.708268,-19.805626,0.95123124,0.25566316,-0.047917012,-0.4019817,-0.15882279,0.217213,0.21563,0.47873825,-0.49186632,-0.05751051,0.6059461,-0.3189231,1.7842284,1.0984752,2.0707955,-1.0476748,1.6168075,0.6620448,-0.29657525,1.7542853,1.0684701,2.0018058,-0.9756124,1.6250736,-0.8397356,-0.295129,0.5277406,0.46779987,0.56424433,-0.34354654,-0.072102845,-0.83971024,-0.29511452,0.52776337,0.46787262,0.56421757,-0.3435135,-0.07209778,1.1495266,-0.45808387,1.9998578,-3.2014983,0.11256949,-0.94124925,0.20419455,-0.3045094,1.0353705,0.934298,-0.07310884,0.3220982,0.13414569,-0.25813666,-0.12630166,-0.08389216,1,0,0,0,0,0,0,-1.7995266,0.058083862,-1.4498577,2.2250772,-0.27585626,-3.5185695,-1.67647,-0.8603692,-0.27574897,0.3096372,2.231598,-0.27656555,-3.5095215,-1.6784668,-0.872612,-0.2670288,0.30517578
-2.3687975,8.265725,3.441723,-19.589819,1.0272591,0.3451702,-0.03620952,-0.40564242,-0.17678463,0.21353537,0.22777028,0.4697741,-0.49797657,-0.069070816,0.60119843,-0.32309294,1.7863157,1.1026356,2.0722718,-1.050309,1.614713,0.65788966,-0.29808062,1.7568402,1.0707856,2.0046039,-0.9773381,1.6247188,-0.8310626,-0.3010774,0.51088935,0.46311307,0.55956435,-0.3450888,-0.07103368,-0.8310318,-0.30107498,0.5109787,0.46310425,0.5596161,-0.34513474,-0.07095337,1.1335192,-0.45752096,1.9949052,-3.2014983,0.11256949,-0.9905103,0.20287895,-0.30516648,1.0349486,0.9346385,-0.07262113,0.3209075,0.13488992,-0.26341423,-0.1306035,-0.084218316,1,0,0,0,0,0,0,-1.7835191,0.057520956,-1.4449053,1.7346025,-1.1896789,-3.3702493,-0.9373605,-0.9359956,-0.30845404,0.21383315,1.7356873,-1.1920929,-3.3569336,-0.9536743,-0.9202957,-0.32424927,0.22888184
-2.7440727,8.461438,3.5871975,-20.553988,1.0597872,0.30119565,-0.07644694,-0.40783525,-0.17106691,0.20285574,0.20322557,0.46313256,-0.4993255,-0.06426342,0.5967144,-0.32374066,1.7872686,1.1012695,2.0740738,-1.0522369,1.6150793,0.6537679,-0.29960793,1.7593083,1.0730535,2.0073771,-0.9790714,1.6243697,-0.82432866,-0.30546224,0.49365458,0.45351964,0.5546918,-0.3466155,-0.06986069,-0.8243561,-0.30546188,0.49362183,0.4535675,0.554657,-0.3466606,-0.06980896,1.1175117,-0.45695806,1.9897064,-3.2014983,0.11256949,-1.0397713,0.20153284,-0.30584168,1.0345337,0.93498635,-0.07213478,0.31970444,0.1355955,-0.26994774,-0.13416746,-0.08281182,1,0,0,0,0,0,0,-1.7675117,0.05695805,-1.4397063,1.3467908,-0.8769691,-3.4469545,-1.9186854,-0.9745121,-0.3053367,0.23459792,1.335144,-0.8773804,-3.4713745,-1.9073486,-0.9918213,-0.30517578,0.22888184
-3.2093403,6.603582,2.871382,-19.851923,1.0831208,0.35992756,-0.040732704,-0.41785914,-0.1898038,0.21214218,0.22836298,0.46486887,-0.49063903,-0.08291564,0.591089,-0.3280785,1.7911297,1.1073079,2.0771074,-1.0526673,1.6119324,0.6496623,-0.30117625,1.7617126,1.075307,2.0101295,-0.9808099,1.6240226,-0.8211244,-0.3136493,0.4807921,0.45063573,0.55027187,-0.3477435,-0.06942626,-0.8211136,-0.31366348,0.4808426,0.45070648,0.5504608,-0.34770966,-0.06942749,1.1015043,-0.45639515,1.9842613,-3.2014983,0.11256949,-1.0890323,0.20014906,-0.30654216,1.0341156,0.9353413,-0.07163835,0.3184877,0.13627209,-0.27700567,-0.1392924,-0.083441906,1,0,0,0,0,0,0,-1.7515043,0.056395143,-1.4342613,0.6408572,-1.6374111,-2.5724947,-0.5767822,-0.88398457,-0.22560358,0.08688569,0.64849854,-1.6403198,-2.5558472,-0.5722046,-0.8392334,-0.20980835,0.076293945
-3.1809313,5.7004337,2.4611306,-18.991703,1.071734,0.41417447,-0.0041746255,-0.40893576,-0.20186901,0.20288739,0.24379733,0.46174788,-0.4939071,-0.08120692,0.5883219,-0.3314566,1.7921456,1.1118766,2.0793917,-1.054896,1.6118416,0.64557916,-0.30279726,1.7640519,1.0775701,2.0128589,-0.9825547,1.6236774,-0.8165931,-0.3242155,0.46786806,0.4527042,0.5459647,-0.34891734,-0.068982765,-0.8166313,-0.32420158,0.46787262,0.45261383,0.5458832,-0.34894943,-0.06904602,1.0854969,-0.45583224,1.9785699,-3.2014983,0.11256949,-1.1382933,0.19873285,-0.30727506,1.0336853,0.93570215,-0.07112351,0.31725928,0.1369289,-0.28359374,-0.14563042,-0.08593093,1,0,0,0,0,0,0,-1.7354969,0.055832237,-1.4285698,0.90625286,-2.113241,-2.584809,0.413692,-0.86143017,-0.23476481,0.08869916,0.89645386,-2.1076202,-2.5939941,0.38146973,-0.91552734,-0.24795532,0.076293945
-1.7836875,9.17518,4.293757,-19.29808,1.0099136,0.23352364,0.015655173,-0.4061798,-0.19620053,0.23003854,0.23321757,0.46260214,-0.49756864,-0.08352675,0.5846522,-0.33222735,1.7985576,1.1125528,2.0822492,-1.05719,1.6111484,0.6415203,-0.30445904,1.7663674,1.0798331,2.0155692,-0.9843056,1.623334,-0.8118008,-0.33237088,0.4631521,0.4525623,0.5420148,-0.3501752,-0.06864178,-0.8117676,-0.3323555,0.46310425,0.45261383,0.5420685,-0.3501892,-0.06866455,1.0694895,-0.45526934,1.972632,-3.2014983,0.11256949,-1.1875542,0.19729567,-0.30801725,1.0332513,0.9360662,-0.07060717,0.31601578,0.1375814,-0.2881133,-0.14766262,-0.08666352,1,0,0,0,0,0,0,-1.7194895,0.05526933,-1.422632,0.95846653,-1.6310751,-0.94318986,-0.028377771,-0.78998804,-0.25157332,0.068196654,0.9727478,-1.6307831,-0.9536743,0,-0.76293945,-0.24795532,0.076293945
-1.9359002,9.814787,4.5777416,-20.285902,1.0276301,0.18964021,-0.033932336,-0.39634594,-0.19183235,0.20664637,0.20536596,0.45237458,-0.5039257,-0.086895876,0.58206844,-0.3332339,1.7973644,1.110638,2.0834255,-1.0598944,1.6102997,0.6374944,-0.30614966,1.7686391,1.08206,2.0182567,-0.9860637,1.6229917,-0.80518395,-0.3381369,0.45438632,0.44541216,0.53761786,-0.35160598,-0.06844256,-0.8051872,-0.33812523,0.45433044,0.4453659,0.53749084,-0.35161972,-0.068473816,1.053482,-0.45470643,1.966448,-3.2014983,0.11256949,-1.2368152,0.19582987,-0.3087666,1.0328243,0.936436,-0.07010011,0.31475496,0.13821326,-0.29344398,-0.1489378,-0.08529353,1,0,0,0,0,0,0,-1.703482,0.054706424,-1.4164479,1.3233662,-1.1532068,-1.7531574,-1.4300287,-0.8793831,-0.28615594,0.039844215,1.3160706,-1.1539459,-1.7547607,-1.449585,-0.91552734,-0.2861023,0.038146973
-2.6952417,8.717587,3.99637,-20.657467,1.0615216,0.22974977,-0.065372854,-0.40335742,-0.1952031,0.19282895,0.20058888,0.4539239,-0.50707793,-0.0954322,0.5769908,-0.33543012,1.7975634,1.1121483,2.0863452,-1.0621254,1.6086769,0.6334899,-0.30786818,1.7708535,1.0842458,2.020925,-0.98782897,1.6226484,-0.8008841,-0.3436946,0.44286427,0.43710136,0.5336039,-0.35309163,-0.06857355,-0.8008957,-0.34370422,0.44288635,0.4371643,0.53367615,-0.35305023,-0.06866455,1.0374746,-0.45414352,1.9600176,-3.2014983,0.11256949,-1.2860762,0.19433117,-0.3095281,1.0324045,0.93681353,-0.06959839,0.31347632,0.1388129,-0.30022562,-0.1514227,-0.08380422,1,0,0,0,0,0,0,-1.6874746,0.05414352,-1.4100175,0.8599639,-1.1115372,-2.304411,-1.662159,-0.8027911,-0.29712915,-0.026197731,0.8583069,-1.115799,-2.2888184,-1.6403198,-0.76293945,-0.2861023,-0.038146973
-3.4892497,8.214783,3.6727104,-21.529537,1.0916749,0.23441525,-0.12167684,-0.41366923,-0.19084924,0.1764755,0.18020359,0.44448552,-0.5133044,-0.097363465,0.5714395,-0.33649558,1.7973249,1.1112764,2.0875978,-1.0648246,1.6080438,0.6294902,-0.30960554,1.7729955,1.0863696,2.0235705,-0.9896028,1.6223041,-0.7999196,-0.34746745,0.42847458,0.4247506,0.5292024,-0.3547358,-0.06878192,-0.799942,-0.34747124,0.4283905,0.42476654,0.5290985,-0.35476685,-0.068855286,1.0214672,-0.45358062,1.9533409,-3.2014983,0.11256949,-1.3353372,0.19278955,-0.31030416,1.0319978,0.9372012,-0.06910454,0.31218123,0.13935979,-0.30871126,-0.15432337,-0.081193276,1,0,0,0,0,0,0,-1.6714672,0.053580612,-1.4033408,0.19290447,-0.75457096,-2.8779387,-2.4701536,-0.880301,-0.32883286,-0.041674078,0.19073486,-0.7534027,-2.89917,-2.4795532,-0.91552734,-0.34332275,-0.038146973
-5.2135053,4.4944367,1.7255179,-22.009466,1.1990193,0.4023993,-0.17982197,-0.39296427,-0.19973749,0.10787844,0.1576531,0.43519372,-0.53468496,-0.09098561,0.57054555,-0.33956617,1.7891772,1.1100177,2.0888495,-1.0698055,1.6086563,0.62551767,-0.31136912,1.7749896,1.0884095,2.0261931,-0.9913881,1.6219608,-0.79446465,-0.35269737,0.39885834,0.40795383,0.5243714,-0.3570955,-0.06874207,-0.7945061,-0.35271645,0.3988266,0.40798187,0.5245209,-0.35705566,-0.06866455,1.0054598,-0.4530177,1.9464179,-3.2014983,0.11256949,-1.3845981,0.19118929,-0.31111836,1.031603,0.9376046,-0.06860733,0.31086722,0.13982934,-0.32054976,-0.16170561,-0.078793354,1,0,0,0,0,0,0,-1.6554598,0.053017706,-1.3964179,1.0909915,-1.045984,-5.9232473,-3.3593535,-0.9662032,-0.47194362,0.007970631,1.0871887,-1.0490417,-5.912781,-3.3569336,-0.91552734,-0.45776367,0.038146973
-4.603901,5.799797,2.1790962,-21.29389,1.1111628,0.38915423,-0.16476205,-0.3995403,-0.19718924,0.111794986,0.1685239,0.42586836,-0.53704613,-0.10842483,0.5655866,-0.3409475,1.7917589,1.1136881,2.0900733,-1.071945,1.605697,0.6215642,-0.3131532,1.7768493,1.0903865,2.028789,-0.9931853,1.6216146,-0.7907281,-0.35683376,0.3720218,0.39536124,0.51916176,-0.35945815,-0.06932766,-0.7906914,-0.35681725,0.37193298,0.39539337,0.5191803,-0.35943985,-0.069236755,0.98945236,-0.4524548,1.9392487,-3.2014983,0.11256949,-1.4338591,0.18953896,-0.31196475,1.0312142,0.93802,-0.06810581,0.30954263,0.14022627,-0.3306337,-0.16840276,-0.07767599,1,0,0,0,0,0,0,-1.6394523,0.0524548,-1.3892486,0.7473111,-0.8272767,-5.3673086,-2.5185168,-1.041925,-0.47252774,-0.11711866,0.76293945,-0.8201599,-5.378723,-2.5177002,-1.0681152,-0.47683716,-0.11444092
-5.075189,5.0276713,2.457502,-22.654459,1.2344675,0.27152336,-0.16747999,-0.40024444,-0.21074118,0.122727774,0.13624789,0.42266774,-0.5478324,-0.10564204,0.56152755,-0.34476438,1.7952584,1.1108238,2.0921893,-1.0753602,1.6057683,0.61762506,-0.31497115,1.7786069,1.0922719,2.0313601,-0.99499583,1.6212655,-0.7878477,-0.36360276,0.351568,0.37704098,0.5140331,-0.36210534,-0.069814794,-0.78783035,-0.36358833,0.35152435,0.37708282,0.5142212,-0.36211014,-0.06980896,0.97344494,-0.4518919,1.931833,-3.2014983,0.11256949,-1.4831201,0.18782473,-0.31283617,1.0308441,0.9384516,-0.06761431,0.3081903,0.14055501,-0.34310046,-0.17334901,-0.07391237,1,0,0,0,0,0,0,-1.6234449,0.051891893,-1.3818331,0.5760789,-1.3538003,-4.0907564,-3.6640525,-1.0257363,-0.52943826,-0.09742677,0.5722046,-1.3542175,-4.081726,-3.6621094,-0.9918213,-0.5340576,-0.11444092
-6.1196146,1.7394611,1.379069,-23.03944,1.3841649,0.31114167,-0.14728902,-0.3858015,-0.23661529,0.10529999,0.124721214,0.4215692,-0.5529549,-0.095075704,0.55975485,-0.35046345,1.7944019,1.1109802,2.0945954,-1.077939,1.6070042,0.61371547,-0.3168518,1.7802587,1.0940591,2.0339065,-0.99681973,1.6209165,-0.78193855,-0.37614268,0.33026886,0.35750628,0.5091957,-0.36482385,-0.06987935,-0.7819176,-0.37612915,0.33035278,0.35743713,0.5092621,-0.36478043,-0.06980896,0.9574375,-0.451329,1.9241711,-3.2014983,0.11256949,-1.532381,0.18603516,-0.31374192,1.030494,0.938903,-0.067129776,0.3067958,0.14082238,-0.35845253,-0.18011647,-0.07000603,1,0,0,0,0,0,0,-1.6074375,0.051328987,-1.374171,1.181829,-2.5079846,-4.2598305,-3.9069414,-0.96747875,-0.54370165,-0.012911856,1.1825562,-2.5081635,-4.234314,-3.9291382,-0.9918213,-0.5340576,0
