torque0,torque1,torque2,torque3,torque4,torque5,torque6,action0,action1,action2,action3,action4,action5,action6,set_target_0,set_target_1,set_target_2,set_target_3,set_target_4,set_target_5,set_target_6,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_disc_0,joint_vel_disc_1,joint_vel_disc_2,joint_vel_disc_3,joint_vel_disc_4,joint_vel_disc_5,joint_vel_disc_6,tennisball_pos_0,tennisball_pos_1,tennisball_pos_2,tennisball_lin_vel_0,tennisball_lin_vel_1,tennisball_lin_vel_2,end_effector_pos_0,end_effector_pos_1,end_effector_pos_2,end_effector_rot_0,end_effector_rot_1,end_effector_rot_2,end_effector_rot_3,end_effector_lin_vel_0,end_effector_lin_vel_1,end_effector_lin_vel_2,obs_task_0,obs_task_1,obs_task_2,obs_task_3,obs_task_4,obs_task_5,to_final_target_0,to_final_target_1,to_final_target_2,joint_acc_0,joint_acc_1,joint_acc_2,joint_acc_3,joint_acc_4,joint_acc_5,joint_acc_6,joint_acc_disc_0,joint_acc_disc_1,joint_acc_disc_2,joint_acc_disc_3,joint_acc_disc_4,joint_acc_disc_5,joint_acc_disc_6
-6.970028,32.422195,12.540369,-25.260574,-0.59684765,-1.1975982,-0.28609425,0.6187156,-0.67762434,0.59041053,-0.4399492,-0.47892296,0.7695521,0.87737274,1.5393472,-0.67453337,2.0517054,0.9142756,1.9020746,-0.395566,1.8608137,1.4820743,-0.6117806,1.9977397,0.9555668,1.9469619,-0.46906888,1.7755197,0.91981757,-1.0018828,1.0150249,-0.54072183,-0.6010815,0.690481,0.4887468,0.9197235,-1.0019302,1.015091,-0.54073334,-0.60100555,0.6904602,0.48866272,0.81749153,-0.34870005,1.4081216,-3.0802708,0.25615147,-1.4851103,0.3328042,-0.25919366,1.0632148,0.78409743,0.077642985,0.20636535,0.5801518,-0.109488614,-0.29340714,0.07751175,1,0,0,0,0,0,0,0,0,-2.9933095,1.5833855,-1.1727571,-2.247572,-6.206155,-0.24780035,1.3276398,-3.0136108,1.5830994,-1.1444092,-2.2506714,-6.1798096,-0.24795532,1.2969971
-6.5999537,33.985706,13.091202,-24.807714,-0.63309324,-1.2654812,-0.27187133,0.60967064,-0.66684216,0.5891469,-0.44706172,-0.48669854,0.76587754,0.8771399,1.5430413,-0.6784648,2.0566545,0.91086066,1.8982921,-0.39248112,1.8632337,1.4865994,-0.61674494,2.0027869,0.9528069,1.9438148,-0.46562374,1.7779964,0.90500265,-0.9928399,1.0095577,-0.5520084,-0.629428,0.6890073,0.4953303,0.9050369,-0.99287033,1.0094404,-0.5519867,-0.62942505,0.6890297,0.49533844,0.80209017,-0.34741926,1.4004494,-3.0802708,0.25615147,-1.5344263,0.3322363,-0.26068592,1.063609,0.78222585,0.07872979,0.20420554,0.5832875,-0.11239829,-0.3014237,0.076817155,1,0,0,0,0,0,0,0,0,-2.9629827,1.8085837,-1.0934353,-2.2573113,-5.6693077,-0.29474497,1.3167024,-2.937317,1.8119812,-1.1301041,-2.2506714,-5.683899,-0.2861023,1.335144
-5.767354,36.704556,14.016516,-24.028873,-0.7202091,-1.3699255,-0.25906047,0.6005889,-0.65186316,0.5888804,-0.45464194,-0.4947209,0.7645428,0.87651515,1.5466583,-0.68193126,2.0616748,0.9073427,1.8943427,-0.38916945,1.8656479,1.4910531,-0.621654,2.0078108,0.9499902,1.9405379,-0.46218646,1.7805055,0.8907633,-0.98183274,1.0046684,-0.5633634,-0.65536463,0.6874324,0.50182384,0.8907318,-0.9818077,1.0047913,-0.5633354,-0.655365,0.68745613,0.5018234,0.7866888,-0.34613848,1.3925307,-3.0802708,0.25615147,-1.5837424,0.33165407,-0.2622099,1.064003,0.78039724,0.07980026,0.20206082,0.58633053,-0.11527864,-0.3078426,0.07671485,1,0,0,0,0,0,0,0,0,-2.8478742,2.201426,-0.9778738,-2.2709966,-5.1873207,-0.31497478,1.2987077,-2.861023,2.2125244,-0.92983246,-2.2697449,-5.1879883,-0.31471252,1.2969971
-6.23795,36.345592,13.768265,-23.930107,-0.7127436,-1.3349599,-0.2647614,0.5816205,-0.64590603,0.58159655,-0.45745787,-0.5079323,0.7590027,0.8772044,1.5492152,-0.6862446,2.0659704,0.9042444,1.8897448,-0.3862862,1.8682259,1.4954286,-0.6265082,2.0128062,0.9471211,1.9371371,-0.4587587,1.7830471,0.8750741,-0.97082925,0.9989158,-0.5738152,-0.6802534,0.68554807,0.5082443,0.87509155,-0.97084045,0.9990692,-0.57382584,-0.6801605,0.6855488,0.5083084,0.77128744,-0.3448577,1.3843654,-3.0802708,0.25615147,-1.6330584,0.3310566,-0.26376867,1.0643947,0.7786138,0.08085756,0.19993198,0.589279,-0.11818262,-0.31477588,0.07621335,1,0,0,0,0,0,0,0,0,-3.1378388,2.2006989,-1.1505127,-2.0903707,-4.977751,-0.37686825,1.2840867,-3.1280518,2.193451,-1.1444092,-2.0980835,-4.9591064,-0.38146973,1.2969971
-5.567208,38.118042,14.215388,-23.066488,-0.77705824,-1.3638791,-0.25762808,0.57219774,-0.63280946,0.57845014,-0.46082568,-0.5174435,0.75634235,0.87687474,1.5526483,-0.6897891,2.0706513,0.9010385,1.8853928,-0.38312447,1.8707346,1.4997277,-0.6313018,2.017771,0.9442038,1.933619,-0.45534122,1.7856201,0.859794,-0.9586814,0.9929582,-0.58347833,-0.70367813,0.6834952,0.5145556,0.85983276,-0.9587288,0.9929657,-0.58345795,-0.7036209,0.6834984,0.51460266,0.7558861,-0.3435769,1.3759536,-3.0802708,0.25615147,-1.6823745,0.33044767,-0.26535654,1.0647839,0.7768745,0.08190135,0.19782098,0.59213597,-0.1207176,-0.3206117,0.07575021,1,0,0,0,0,0,0,0,0,-3.0560136,2.4295688,-1.1915207,-1.932621,-4.684949,-0.4105687,1.2622595,-3.0517578,2.4223328,-1.2207031,-1.9264221,-4.6920776,-0.41007996,1.2588501
-6.116856,38.5536,14.437274,-23.147812,-0.7919512,-1.4139757,-0.25999302,0.5487747,-0.6227873,0.5784611,-0.4642588,-0.52479583,0.7560214,0.8759032,1.5546052,-0.69358057,2.075617,0.8977779,1.8811394,-0.37973908,1.8732104,1.5039392,-0.63603204,2.0227091,0.9412412,1.9299922,-0.45193422,1.7882236,0.8423036,-0.94599754,0.98755115,-0.5924766,-0.7253341,0.68139756,0.5207014,0.84228516,-0.9460449,0.9876251,-0.59251785,-0.7253647,0.6814003,0.5207062,0.7404847,-0.34229612,1.3672951,-3.0802708,0.25615147,-1.7316905,0.3298216,-0.2669742,1.0651715,0.77518135,0.082932845,0.19572614,0.5949009,-0.12381924,-0.32648456,0.07539275,1,0,0,0,0,0,0,0,0,-3.4980893,2.5367737,-1.0814071,-1.799655,-4.3311954,-0.41953325,1.229167,-3.5095215,2.5367737,-1.0681152,-1.8119812,-4.348755,-0.4196167,1.2207031
-6.3090954,39.775772,14.934127,-23.062624,-0.82841825,-1.496309,-0.25841776,0.5304516,-0.60898054,0.5777621,-0.47074002,-0.53007084,0.75312054,0.87660915,1.5569843,-0.6969301,2.0804853,0.8941672,1.8769851,-0.37662217,1.8758845,1.5080571,-0.6406931,2.0276225,0.9382333,1.9262671,-0.44853842,1.7908577,0.82358956,-0.93217605,0.9825605,-0.60154593,-0.7449678,0.67913616,0.5267688,0.82359314,-0.93221664,0.982666,-0.60157776,-0.7450104,0.67915916,0.5268097,0.72508335,-0.34101534,1.3583901,-3.0802708,0.25615147,-1.7810066,0.32917786,-0.26861858,1.0655597,0.7735347,0.08395163,0.19364621,0.5975761,-0.12745811,-0.33192155,0.07545778,1,0,0,0,0,0,0,0,0,-3.7428021,2.7642965,-0.99812746,-1.8138647,-3.926742,-0.45228004,1.213479,-3.7384033,2.7656555,-0.9918213,-1.8119812,-3.9291382,-0.44822693,1.2207031
-5.8354177,41.59198,15.443931,-22.4149,-0.89240474,-1.5469694,-0.25581676,0.5180862,-0.5934965,0.57369626,-0.4762401,-0.5372113,0.7506746,0.8763045,1.5598657,-0.7000428,2.0849922,0.8906093,1.872546,-0.37347096,1.8784881,1.5120826,-0.6452779,2.032509,0.9351806,1.9224515,-0.4451548,1.7935213,0.8051778,-0.9169591,0.9771745,-0.61056876,-0.76317817,0.67673707,0.5327053,0.80509186,-0.91695786,0.97732544,-0.6105423,-0.7631302,0.6767273,0.5327225,0.709682,-0.33973455,1.3492385,-3.0802708,0.25615147,-1.8303226,0.32851648,-0.27028608,1.0659496,0.7719342,0.0849571,0.1915817,0.6001634,-0.13100292,-0.33639452,0.0758143,1,0,0,0,0,0,0,0,0,-3.682351,3.0433893,-1.077199,-1.8045664,-3.6420703,-0.4798174,1.1873007,-3.7002563,3.0517578,-1.0681152,-1.7929077,-3.6239624,-0.4863739,1.1825562
-7.186721,41.13524,15.39737,-23.019148,-0.90128,-1.5802239,-0.2800414,0.48395824,-0.58191144,0.57025456,-0.4789936,-0.5467267,0.74656665,0.87567323,1.5604784,-0.70346904,2.0895345,0.88728124,1.8677788,-0.37049812,1.8810886,1.5159965,-0.6497845,2.037367,0.93208545,1.9185481,-0.44178426,1.7962135,0.78287065,-0.9012918,0.97144705,-0.61898875,-0.78071624,0.6741152,0.53847784,0.7827759,-0.9013176,0.9716034,-0.61903,-0.7806778,0.6741047,0.5384445,0.6942806,-0.33845377,1.3398403,-3.0802708,0.25615147,-1.8796387,0.3278327,-0.27197957,1.0663412,0.77038616,0.085950576,0.18953265,0.6026566,-0.13545753,-0.34169507,0.07611125,1,0,0,0,0,0,0,0,0,-4.4614315,3.1334639,-1.145494,-1.6839981,-3.5076141,-0.5243778,1.1545062,-4.463196,3.1280518,-1.1444092,-1.6975403,-3.5095215,-0.5245209,1.1444092
-7.218452,42.777546,15.927996,-22.706589,-0.9717586,-1.6539099,-0.2884365,0.46328157,-0.56344604,0.5663997,-0.4838364,-0.5524451,0.74030554,0.87657136,1.5623246,-0.70612913,2.094007,0.8837018,1.8633035,-0.3677537,1.8838706,1.519793,-0.6542043,2.0421927,0.9289493,1.9145627,-0.43842828,1.7989343,0.7593627,-0.88399094,0.96528697,-0.6272606,-0.79701555,0.671176,0.5441909,0.7593155,-0.8839607,0.9651184,-0.6272316,-0.797081,0.671196,0.54416656,0.67887926,-0.33717299,1.3301955,-3.0802708,0.25615147,-1.9289547,0.3271265,-0.27369595,1.0667356,0.76889277,0.0869316,0.18750122,0.60505384,-0.1402321,-0.34625995,0.0767612,1,0,0,0,0,0,0,0,0,-4.7015905,3.4601688,-1.2320161,-1.6543746,-3.2598615,-0.5878329,1.1426091,-4.6920776,3.4713745,-1.2969971,-1.6403198,-3.2806396,-0.58174133,1.1444092
-8.112166,43.454975,16.291685,-23.028597,-1.0122784,-1.7363755,-0.30477306,0.43076888,-0.5469842,0.5643591,-0.4880385,-0.55743086,0.7367021,0.87605894,1.5628699,-0.7089027,2.0986285,0.88014543,1.8588196,-0.36475807,1.8865402,1.523457,-0.6585321,2.0469878,0.9257726,1.9105029,-0.43508804,1.8016828,0.7328291,-0.8655127,0.9590703,-0.6353227,-0.81198794,0.6680568,0.5497799,0.73280334,-0.8655548,0.9590149,-0.6353378,-0.8119583,0.66804886,0.5496979,0.6634779,-0.3358922,1.3203042,-3.0802708,0.25615147,-1.9782708,0.3263917,-0.2754364,1.067135,0.76745784,0.08790035,0.18548569,0.60735244,-0.14591253,-0.35089043,0.07772983,1,0,0,0,0,0,0,0,0,-5.3067207,3.695643,-1.243329,-1.6124129,-2.9944777,-0.62384605,1.1178017,-5.302429,3.6811829,-1.2207031,-1.6212463,-2.9754639,-0.62942505,1.1062622
-8.596076,44.514305,16.672077,-22.966196,-1.0727596,-1.8015478,-0.31991372,0.40099686,-0.52903944,0.56064934,-0.48984948,-0.56430686,0.7325326,0.8768765,1.5635568,-0.71143603,2.1030526,0.87678766,1.8540722,-0.36183476,1.8893704,1.5269771,-0.66276115,2.0517504,0.9225587,1.9063725,-0.43176425,1.804459,0.7040029,-0.84579694,0.9525148,-0.6427487,-0.826153,0.6647515,0.5553148,0.7040024,-0.84581375,0.9525299,-0.6427765,-0.8260727,0.6647587,0.5552292,0.64807653,-0.33461142,1.3101662,-3.0802708,0.25615147,-2.0275867,0.32562494,-0.27719784,1.0675403,0.7660849,0.088855475,0.18348828,0.6095496,-0.15212429,-0.3551825,0.07888062,1,0,0,0,0,0,0,0,0,-5.7652354,3.9431572,-1.3110995,-1.4852047,-2.8330088,-0.6610513,1.1069775,-5.760193,3.9482117,-1.2969971,-1.4877319,-2.822876,-0.6580353,1.1062622
-11.3259535,42.598736,16.37494,-24.559708,-1.0549697,-1.8421618,-0.36515912,0.34733084,-0.5169429,0.5564211,-0.49195534,-0.5742221,0.72975206,0.87633616,1.5617101,-0.7144554,2.1073925,0.8733632,1.8489504,-0.35878903,1.8920926,1.5303197,-0.666892,2.0564768,0.9193105,1.9021707,-0.42845762,1.8072628,0.668545,-0.82616097,0.945412,-0.6496175,-0.84030473,0.6613422,0.56074214,0.6685257,-0.82616806,0.945282,-0.64964294,-0.8403778,0.66132545,0.5607605,0.6326752,-0.33333063,1.2997817,-3.0802708,0.25615147,-2.0769026,0.3248191,-0.27899075,1.0679502,0.76478523,0.089801066,0.1815094,0.61163193,-0.160086,-0.36152455,0.07985332,1,0,0,0,0,0,0,0,0,-7.091582,3.927195,-1.4205694,-1.3737559,-2.8303504,-0.6818652,1.0854721,-7.095337,3.9291382,-1.449585,-1.373291,-2.861023,-0.6866455,1.1062622
-12.445252,44.51085,17.18059,-24.938354,-1.1840127,-1.9861708,-0.40939632,0.30153924,-0.4888784,0.5504001,-0.49576443,-0.5820634,0.72765064,0.87562406,1.5604736,-0.71577984,2.111517,0.86973405,1.8439643,-0.35569257,1.8948252,1.533462,-0.6709098,2.0611632,0.91602844,1.8979001,-0.42516816,1.8100933,0.6284011,-0.80358565,0.93737394,-0.65640885,-0.8541233,0.6578877,0.56609374,0.6284714,-0.803566,0.9372711,-0.65641403,-0.8541107,0.6578922,0.5661011,0.6172738,-0.33204985,1.2891506,-3.0802708,0.25615147,-2.1262186,0.3239684,-0.28081298,1.0683686,0.76356804,0.0907354,0.17955211,0.61358935,-0.16927983,-0.36734372,0.08147744,1,0,0,0,0,0,0,0,0,-8.028782,4.515064,-1.6076088,-1.3582706,-2.7637124,-0.6909013,1.0703206,-8.010864,4.5204163,-1.6021729,-1.3542175,-2.746582,-0.6866455,1.0681152
-13.91893,44.997322,17.586819,-25.677109,-1.2407413,-2.09082,-0.44306806,0.2545069,-0.46805444,0.54502213,-0.50153434,-0.5893602,0.72349304,0.87580174,1.5589128,-0.71771526,2.1156654,0.865875,1.8389641,-0.35281885,1.8976735,1.5363832,-0.6748075,2.0658057,0.9127106,1.8935628,-0.42189682,1.8129505,0.5842962,-0.7795055,0.92853755,-0.6636112,-0.8674472,0.654287,0.5714348,0.5842209,-0.7795334,0.9284973,-0.6635666,-0.86746216,0.65426826,0.57144165,0.60187244,-0.33076906,1.2782729,-3.0802708,0.25615147,-2.1755345,0.3230648,-0.28266644,1.0687968,0.76244175,0.091658235,0.17761725,0.61541307,-0.17980257,-0.3735559,0.08355842,1,0,0,0,0,0,0,0,0,-8.820974,4.8160315,-1.7672777,-1.4404655,-2.6647806,-0.7201433,1.0682106,-8.850098,4.8065186,-1.7547607,-1.4305115,-2.670288,-0.7247925,1.0681152
-14.119434,48.71409,19.000492,-25.450031,-1.4084024,-2.3104625,-0.4681429,0.21132152,-0.4339322,0.54283303,-0.50813353,-0.59319514,0.71787524,0.8761675,1.5575153,-0.7182007,2.120089,0.86189723,1.8342433,-0.35010928,1.9005673,1.5390716,-0.6785659,2.0704043,0.9093537,1.8891644,-0.41864455,1.8158344,0.53766596,-0.7516735,0.9195901,-0.67142695,-0.8796605,0.6504755,0.5768133,0.5376816,-0.7516861,0.9197235,-0.6713867,-0.8796692,0.65045357,0.5767822,0.5864711,-0.32948828,1.2671486,-3.0802708,0.25615147,-2.2248504,0.32210255,-0.28454232,1.069242,0.76141113,0.09256397,0.17570727,0.6170995,-0.1914634,-0.37796202,0.08689906,1,0,0,0,0,0,0,0,0,-9.326053,5.5663943,-1.7894864,-1.5631557,-2.442658,-0.7622957,1.075697,-9.307861,5.569458,-1.7547607,-1.5640259,-2.4414062,-0.76293945,1.0681152
-16.585293,50.802216,20.223463,-26.767298,-1.5807256,-2.5688868,-0.54115397,0.13641885,-0.39787066,0.5384649,-0.5136109,-0.6039685,0.71426505,0.8774074,1.5527134,-0.718353,2.124251,0.8579926,1.8287675,-0.34721804,1.9035752,1.5414853,-0.68216556,2.0749552,0.90595573,1.8847032,-0.4154116,1.818746,0.48276886,-0.7199094,0.9101364,-0.6795732,-0.8921892,0.64656746,0.58227855,0.48274994,-0.71992874,0.91018677,-0.6795883,-0.8922577,0.6465912,0.58231354,0.5710697,-0.3282075,1.2557778,-3.0802708,0.25615147,-2.2741663,0.3210702,-0.28644037,1.0697097,0.76049185,0.093449086,0.17382553,0.61863077,-0.20571356,-0.38219094,0.09142624,1,0,0,0,0,0,0,0,0,-10.97942,6.352818,-1.8907428,-1.6292453,-2.5057435,-0.7816076,1.0930538,-10.986328,6.351471,-1.9073486,-1.6403198,-2.5177002,-0.7724762,1.1062622
-20.332485,54.228687,22.326857,-29.024925,-1.8393588,-3.0086136,-0.64720446,0.038945377,-0.3475699,0.5383423,-0.5241564,-0.61275345,0.7146721,0.8748474,1.5453799,-0.7169226,2.1287894,0.85354006,1.8234278,-0.34394437,1.9062307,1.5435624,-0.68557495,2.0794604,0.9025106,1.8801789,-0.4121977,1.8216842,0.41547334,-0.681898,0.9008868,-0.6890041,-0.9047818,0.64278835,0.58769625,0.41542053,-0.68187714,0.9010315,-0.6890297,-0.9048462,0.6427765,0.5876541,0.55566835,-0.3269267,1.2441604,-3.0802708,0.25615147,-2.3234823,0.31994534,-0.28835702,1.0702108,0.7597074,0.09430685,0.17197669,0.6199797,-0.2242315,-0.3860105,0.098159775,1,0,0,0,0,0,0,0,0,-13.459105,7.6022863,-1.8499255,-1.886189,-2.5185227,-0.75582266,1.0835409,-13.465881,7.610321,-1.8310547,-1.8882751,-2.5177002,-0.76293945,1.0681152
-21.720907,60.09622,24.612394,-29.25828,-2.1790574,-3.3803964,-0.7353589,-0.043196514,-0.2898068,0.5307028,-0.52864784,-0.6241719,0.71274006,0.8743483,1.5392427,-0.7145556,2.1325307,0.8496458,1.8177618,-0.3409237,1.9091191,1.5452628,-0.6887583,2.0839121,0.8990182,1.8755898,-0.40900242,1.8246502,0.34011927,-0.63669014,0.8902439,-0.6985071,-0.9179111,0.6390542,0.5932443,0.34008026,-0.636673,0.89035034,-0.69847107,-0.91781616,0.63905716,0.5931854,0.540267,-0.32564592,1.2322965,-3.0802708,0.25615147,-2.3727982,0.31871605,-0.29027987,1.0707549,0.75907403,0.09512827,0.1701717,0.62112695,-0.24513665,-0.38718578,0.10683772,1,0,0,0,0,0,0,0,0,-15.070814,9.041572,-2.1285772,-1.9005895,-2.6258588,-0.7468343,1.109612,-15.068054,9.0408325,-2.1362305,-1.8882751,-2.5939941,-0.74386597,1.1062622
-20.166784,70.72641,27.963318,-27.214123,-2.6591895,-3.82187,-0.7974027,-0.10744126,-0.21413298,0.5233096,-0.5359801,-0.6338009,0.7138187,0.87251747,1.5345187,-0.71017164,2.136243,0.84542024,1.8122097,-0.33762056,1.911902,1.5465732,-0.69166654,2.0883029,0.8954758,1.870934,-0.40582478,1.8276447,0.2620512,-0.58160746,0.87804884,-0.7085013,-0.93119156,0.6355081,0.59893703,0.2620697,-0.58164597,0.8781433,-0.70848465,-0.9311676,0.63552856,0.5989075,0.5248656,-0.32436514,1.2201859,-3.0802708,0.25615147,-2.4221141,0.317379,-0.2921784,1.0713564,0.7586019,0.095898405,0.16842559,0.62206066,-0.26696086,-0.3821831,0.11834475,1,0,0,0,0,0,0,0,0,-15.613615,11.016536,-2.4390101,-1.9988418,-2.6560903,-0.7092118,1.1385441,-15.602112,11.005402,-2.4414062,-2.002716,-2.670288,-0.705719,1.1444092
-20.193714,77.33288,30.121964,-26.38745,-2.9881573,-4.135762,-0.86122644,-0.18489727,-0.14836062,0.51194215,-0.5423374,-0.64367944,0.7121317,0.8707839,1.5280834,-0.7065026,2.139497,0.8412421,1.8065661,-0.3346116,1.9147232,1.5474715,-0.6942648,2.092621,0.8918819,1.8662114,-0.40266478,1.8306688,0.17970571,-0.51967365,0.8636282,-0.7187739,-0.9445864,0.6319772,0.6048069,0.17967224,-0.51965714,0.86364746,-0.71878433,-0.94451904,0.63199997,0.60482025,0.50946426,-0.32308435,1.2078288,-3.0802708,0.25615147,-2.47143,0.3159275,-0.29403543,1.0720245,0.758302,0.09660821,0.16674988,0.62276757,-0.29000697,-0.37371734,0.1317312,1,0,0,0,0,0,0,0,0,-16.469097,12.386763,-2.8841257,-2.0545244,-2.6789665,-0.7061839,1.1739731,-16.479492,12.397766,-2.89917,-2.0599365,-2.670288,-0.705719,1.1825562
-20.85477,80.71074,31.232273,-26.181557,-3.1828024,-4.314415,-0.91517663,-0.2595033,-0.090590134,0.4982414,-0.550123,-0.6569138,0.71083724,0.8677698,1.5215212,-0.70332384,2.1424453,0.8368696,1.8005201,-0.33158106,1.9174458,1.5479417,-0.6965346,2.0968535,0.8882341,1.8614182,-0.39952242,1.8337234,0.0939802,-0.45390132,0.8466717,-0.7295555,-0.95870423,0.62846845,0.61084783,0.09403229,-0.45394897,0.8464813,-0.72956085,-0.9586334,0.6284714,0.61092377,0.4940629,-0.32180357,1.195225,-3.0802708,0.25615147,-2.520746,0.31435776,-0.2958436,1.0727637,0.7581851,0.09725533,0.16515125,0.623235,-0.31402862,-0.36374176,0.14613089,1,0,0,0,0,0,0,0,0,-17.145102,13.154465,-3.3913016,-2.1563172,-2.8235674,-0.7017493,1.2081861,-17.12799,13.141632,-3.4332275,-2.155304,-2.822876,-0.705719,1.2207031
-21.068295,83.49022,31.979904,-25.723732,-3.33247,-4.423532,-0.9551734,-0.32773086,-0.031731717,0.47969508,-0.5597738,-0.66828215,0.7092073,0.8661325,1.5151685,-0.69970775,2.144823,0.8322567,1.79459,-0.3286017,1.9203367,1.5479751,-0.69846004,2.1009867,0.8845281,1.8565526,-0.39639747,1.8368095,0.006703161,-0.38508135,0.8265298,-0.7412237,-0.9731909,0.6249845,0.61720014,0.00667572,-0.3850937,0.8266449,-0.7411957,-0.9731293,0.62499046,0.617218,0.47866154,-0.3205228,1.1823747,-3.0802708,0.25615147,-2.570062,0.31266594,-0.29759574,1.0735785,0.7582582,0.09783685,0.16363591,0.6234546,-0.33841726,-0.35250336,0.16124988,1,0,0,0,0,0,0,0,0,-17.455408,13.763994,-4.02838,-2.333641,-2.897334,-0.6967902,1.2704611,-17.471313,13.771057,-3.9672852,-2.3269653,-2.89917,-0.69618225,1.2588501
-20.803743,84.74625,31.905615,-24.89566,-3.4158278,-4.3798976,-0.9841411,-0.38941795,0.021865746,0.45194525,-0.5658791,-0.68093395,0.7059606,0.8659998,1.5090333,-0.69627345,2.1461813,0.82794017,1.7884592,-0.3258014,1.9234095,1.5475726,-0.7000341,2.104996,0.880763,1.8516116,-0.39329016,1.8399299,-0.08044482,-0.3148211,0.8017722,-0.7530463,-0.98822105,0.6214648,0.62400407,-0.08049011,-0.3148079,0.80184937,-0.75302124,-0.9881973,0.62146187,0.6240845,0.46326017,-0.319242,1.1692778,-3.0802708,0.25615147,-2.6193779,0.31085825,-0.2992897,1.0744672,0.7585271,0.09835632,0.16221054,0.62341833,-0.3620607,-0.34064013,0.17617859,1,0,0,0,0,0,0,0,0,-17.429596,14.052052,-4.9515247,-2.3645163,-3.0060291,-0.7039428,1.360786,-17.433167,14.057159,-4.9591064,-2.3651123,-3.0136108,-0.705719,1.373291
-20.044203,85.631195,31.610714,-23.765774,-3.4661064,-4.2929583,-0.9978196,-0.44441795,0.07294234,0.42464042,-0.5711439,-0.69401616,0.70413256,0.8641019,1.5031308,-0.69273984,2.14746,0.8236486,1.78221,-0.3228769,1.9263401,1.5467429,-0.7012548,2.1088603,0.87693924,1.8465924,-0.39020026,1.8430856,-0.1659867,-0.2441027,0.7729279,-0.7647691,-1.0038383,0.6179822,0.63121986,-0.16593933,-0.24414062,0.77285767,-0.76475143,-1.0038376,0.61798096,0.63114166,0.4478588,-0.31796122,1.1559343,-3.0802708,0.25615147,-2.6686938,0.30893707,-0.30092287,1.0754275,0.75899315,0.09881708,0.16088064,0.6231228,-0.3844909,-0.32811883,0.19067773,1,0,0,0,0,0,0,0,0,-17.108376,14.143679,-5.7688594,-2.3445606,-3.1234503,-0.69651604,1.4431596,-17.089844,14.133453,-5.79834,-2.3460388,-3.1280518,-0.69618225,1.411438
-19.873472,83.46451,30.336294,-23.226467,-3.392263,-4.071184,-1.0010931,-0.4983359,0.11194193,0.3916751,-0.5744267,-0.7060042,0.69957525,0.8614923,1.4969094,-0.6900606,2.1480277,0.8194966,1.775992,-0.32024273,1.9292349,1.5454936,-0.70213264,2.1125586,0.8730592,1.8414941,-0.38712823,1.8462795,-0.24983925,-0.17557582,0.73964804,-0.7759865,-1.0197519,0.61440647,0.6388164,-0.24986267,-0.17557144,0.7396698,-0.7760048,-1.0196686,0.6144047,0.63877106,0.43245745,-0.31668043,1.1423442,-3.0802708,0.25615147,-2.7180097,0.30691385,-0.30249977,1.0764533,0.75965595,0.09922751,0.15964904,0.6225663,-0.40545914,-0.3167611,0.20381877,1,0,0,0,0,0,0,0,0,-16.77051,13.705376,-6.655967,-2.243483,-3.1827211,-0.71514845,1.5193105,-16.784668,13.713837,-6.6375732,-2.2506714,-3.1661987,-0.71525574,1.5258789
-19.890436,79.93153,28.856441,-23.140469,-3.2265356,-3.8424642,-0.9769314,-0.54465044,0.14219171,0.3655525,-0.5812555,-0.71479857,0.70002437,0.86027867,1.4910285,-0.6879135,2.149114,0.81493366,1.7700143,-0.3171258,1.9323074,1.5438399,-0.70268816,2.1160777,0.86912197,1.8363175,-0.38407338,1.8495134,-0.33081442,-0.11107158,0.7039869,-0.78743196,-1.0352441,0.6109888,0.64687425,-0.33073425,-0.11110306,0.70381165,-0.7874489,-1.0353088,0.61097145,0.6467819,0.41705608,-0.31539965,1.1285076,-3.0802708,0.25615147,-2.7673256,0.30479002,-0.30403113,1.0775375,0.7605115,0.09959761,0.15851131,0.6217529,-0.42529815,-0.30736893,0.21558464,1,0,0,0,0,0,0,0,0,-16.195034,12.900848,-7.132232,-2.2890925,-3.0984402,-0.68353415,1.6115665,-16.174316,12.893677,-7.171631,-2.2888184,-3.1280518,-0.6866455,1.6021729
-18.792608,77.283905,27.114347,-22.044304,-3.111926,-3.5114074,-0.9641638,-0.5838133,0.17674714,0.3204808,-0.58387244,-0.72418237,0.6953437,0.85693467,1.4854586,-0.6850134,2.1481256,0.81073475,1.7638993,-0.31453902,1.9352069,1.541801,-0.70293564,2.1193926,0.86513036,1.8310657,-0.38103592,1.8527893,-0.40776622,-0.04945066,0.66285163,-0.79832757,-1.0504196,0.60750383,0.6552441,-0.40779114,-0.049495697,0.6629944,-0.7983208,-1.0503769,0.60749054,0.65517426,0.40165472,-0.31411886,1.1144243,-3.0802708,0.25615147,-2.8166416,0.3025813,-0.30552292,1.0786712,0.7615551,0.099938154,0.15746893,0.6206848,-0.4426232,-0.2992037,0.22552131,1,0,0,0,0,0,0,0,0,-15.39036,12.324184,-8.227051,-2.179122,-3.0350924,-0.6969929,1.6739726,-15.411377,12.321472,-8.163452,-2.1743774,-3.0136108,-0.69618225,1.6784668
