torque0,torque1,torque2,torque3,torque4,torque5,torque6,action0,action1,action2,action3,action4,action5,action6,set_target_0,set_target_1,set_target_2,set_target_3,set_target_4,set_target_5,set_target_6,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,tennisball_pos_0,tennisball_pos_1,tennisball_pos_2,tennisball_lin_vel_0,tennisball_lin_vel_1,tennisball_lin_vel_2,end_effector_pos_0,end_effector_pos_1,end_effector_pos_2,end_effector_rot_0,end_effector_rot_1,end_effector_rot_2,end_effector_rot_3,end_effector_lin_vel_0,end_effector_lin_vel_1,end_effector_lin_vel_2,obs_task_0,obs_task_1,obs_task_2,obs_task_3,obs_task_4,obs_task_5,to_final_target_0,to_final_target_1,to_final_target_2,joint_acc_0,joint_acc_1,joint_acc_2,joint_acc_3,joint_acc_4,joint_acc_5,joint_acc_6
-0.93302894,18.059757,10.481747,-32.87131,-1.9886923,0.056358844,-0.048739053,-0.36018616,0.464844,-0.41439453,0.199547,0.15862712,-0.6396319,0.8327337,0.36468077,-0.28965262,1.7197556,1.4807639,2.848377,-1.4853084,2.411036,0.3886731,-0.3204393,1.7470906,1.4675366,2.8483987,-1.4416004,2.354387,-0.30711704,0.43890107,-0.41763228,0.18581642,-0.0042612553,-0.2668464,0.41055456,0.087780476,-0.41807008,0.9542092,-0.12002354,-0.05363091,-0.09269888,0.073328495,-0.39228463,0.92148566,0.79289556,-0.013554641,-0.011315515,0.60910165,0.0110915275,-0.013188652,-0.08557132,0,1,0,0,0,0,-0.78778046,0.25807008,-0.3942092,-1.946479,0.83176786,0.63166016,0.6966143,0.14308466,-0.28119978,-0.088334076
-0.9740993,17.279749,10.459552,-33.518425,-1.9408927,-0.017301425,-0.02889831,-0.33922365,0.4497747,-0.41421288,0.18082452,0.14059679,-0.7045498,0.8292594,0.36492744,-0.2889551,1.7180957,1.4801943,2.848377,-1.4909189,2.4124353,0.38743165,-0.31868002,1.7454264,1.4682804,2.8483834,-1.4426771,2.3560274,-0.31150222,0.44015488,-0.41555384,0.18611939,-0.0037692229,-0.26985958,0.4101637,0.087296486,-0.41828322,0.9538409,-0.12136432,-0.053167924,-0.09192494,0.07337046,-0.39233518,0.9211444,0.7931995,-0.0132741,-0.010460136,0.6087272,0.009928628,-0.012486992,-0.085380755,0,1,0,0,0,0,-0.7872965,0.25828323,-0.3938409,-1.1615752,0.31578538,0.58782095,0.10169297,0.13317901,-0.7100552,-0.10713934
-1.8479125,17.056534,9.576905,-33.434097,-1.8838826,0.08897085,-0.08330454,-0.37976378,0.47588986,-0.43093124,0.18930246,0.17232203,-0.5460601,0.8186338,0.3608482,-0.28536773,1.7152612,1.4815316,2.848377,-1.4809014,2.4133317,0.3861606,-0.31690738,1.7437642,1.4690284,2.84837,-1.4437519,2.3576658,-0.31997204,0.44418985,-0.41553095,0.18733485,-0.003308841,-0.26826036,0.4094998,0.086806774,-0.41849518,0.95347476,-0.122742265,-0.05295456,-0.091669,0.07340622,-0.39238548,0.9208025,0.7935113,-0.012987784,-0.009599369,0.60834116,0.00856721,-0.01261867,-0.08552296,0,1,0,0,0,0,-0.78680676,0.25849518,-0.39347476,-2.1845994,1.0110288,0.07726251,0.33040342,0.12341665,0.44409928,-0.17501412
-1.4259663,16.519121,9.609595,-32.96497,-1.8282456,0.06514493,-0.049152497,-0.35939294,0.4601589,-0.43048272,0.19834787,0.2006555,-0.662386,0.8257278,0.3610031,-0.28469625,1.7136303,1.4829127,2.848377,-1.490119,2.4154668,0.38486528,-0.3151252,1.7421019,1.4697837,2.8483586,-1.4448305,2.3593023,-0.32524547,0.4460085,-0.41540787,0.18942674,-0.0028800492,-0.26998168,0.40907332,0.08631182,-0.41870618,0.9531079,-0.12402606,-0.052685328,-0.09184394,0.07343626,-0.39243603,0.92045856,0.79382956,-0.012697806,-0.008735304,0.60794497,0.007241147,-0.0126696285,-0.08618114,0,1,0,0,0,0,-0.7863118,0.25870618,-0.3931079,-1.3830214,0.4573166,0.09933113,0.5486458,0.11663883,-0.3866255,-0.11585652
-2.4233778,14.869824,8.587058,-33.290794,-1.6595935,0.027173504,-0.06141352,-0.36274114,0.45370692,-0.4468777,0.19468446,0.08295947,-0.70939064,0.83680356,0.3594734,-0.28336573,1.7108204,1.4834116,2.848377,-1.4944879,2.4178786,0.3835492,-0.3133385,1.7404349,1.4705456,2.8483472,-1.4459187,2.3609388,-0.33032545,0.4468971,-0.41709822,0.19087507,-0.0024508855,-0.27294576,0.4089457,0.08581066,-0.41891646,0.9527405,-0.12433737,-0.052710272,-0.09198115,0.073458195,-0.39248848,0.9201116,0.7941543,-0.012406509,-0.007869472,0.6075386,0.004718757,-0.013116582,-0.08690084,0,1,0,0,0,0,-0.78581065,0.25891647,-0.3927405,-1.3344734,0.22451578,-0.35530326,0.3867596,0.12939668,-0.7106959,-0.051349398
-1.1524171,16.417933,9.779434,-33.123005,-1.8559996,0.02562137,-0.031224059,-0.3578882,0.45430037,-0.42681187,0.19757645,-0.010785508,-0.7194418,0.83947486,0.35849705,-0.28153747,1.710558,1.484376,2.847592,-1.4962796,2.419702,0.38221622,-0.31154844,1.7387688,1.4713143,2.8483338,-1.4470202,2.3625753,-0.3343027,0.44775158,-0.41632116,0.19250245,-0.0033930507,-0.27588052,0.40895727,0.08530474,-0.41912532,0.9523734,-0.12675555,-0.052137624,-0.091959275,0.07347441,-0.3925395,0.9197624,0.7944824,-0.012116777,-0.007000464,0.60712576,0.0035572604,-0.012837046,-0.08738567,0,1,0,0,0,0,-0.7853047,0.25912532,-0.39237338,-1.0612904,0.21630524,0.26324388,0.43157485,-0.21240021,-0.70451194,-0.017076729
-1.5314753,16.392622,9.478122,-33.19151,-2.074137,0.035672843,-0.07114599,-0.38102064,0.45904234,-0.43551913,0.20505098,-0.119787686,-0.7004143,0.84653103,0.35554478,-0.2794155,1.7082825,1.4856678,2.8399487,-1.4960492,2.4218326,0.3808608,-0.30975363,1.7371018,1.4720906,2.8482823,-1.4481302,2.3642118,-0.34045362,0.44903916,-0.41657174,0.19477387,-0.016361184,-0.27815768,0.4090997,0.084795,-0.41933227,0.952005,-0.12764323,-0.051585253,-0.09218257,0.07348728,-0.39258957,0.91941065,0.7948178,-0.011822967,-0.006110628,0.606702,0.0031079722,-0.012185601,-0.08812857,0,1,0,0,0,0,-0.784795,0.25933227,-0.39200503,-1.6058384,0.32445785,0.009477138,0.59362495,-3.232315,-0.52738184,0.023066996
-1.3659194,16.679897,9.356165,-32.44986,-2.2875488,0.07863814,-0.096532404,-0.39315137,0.46239847,-0.44952646,0.23009765,-0.23419203,-0.74953413,0.8506947,0.3533402,-0.27738574,1.705635,1.4881974,2.831889,-1.5005976,2.4237604,0.3794789,-0.30795285,1.73543,1.472884,2.848143,-1.4492537,2.3658483,-0.34728968,0.4505581,-0.4183283,0.19956863,-0.040654104,-0.28171083,0.40929732,0.08428335,-0.4195366,0.9516334,-0.1281737,-0.05099067,-0.093464814,0.07350302,-0.39263463,0.9190531,0.79516405,-0.01151885,-0.005175175,0.6062628,0.0038632161,-0.01123156,-0.08992747,0,1,0,0,0,0,-0.78428334,0.2595366,-0.3916334,-1.7764567,0.3827214,-0.3673881,1.2235193,-6.0639377,-0.8478313,0.034496184
-0.4334384,18.044086,10.195623,-32.26784,-2.445337,0.09439474,-0.08350446,-0.39622703,0.47156253,-0.44240037,0.23716149,-0.2670817,-0.7518213,0.85583395,0.351743,-0.27494347,1.7044619,1.4894854,2.8294473,-1.5018811,2.4257567,0.3780708,-0.30614373,1.7337544,1.4736975,2.8479047,-1.4503914,2.3674848,-0.35373196,0.45293394,-0.41904467,0.2046029,-0.06586746,-0.2851692,0.4095524,0.083770275,-0.41973805,0.95125633,-0.128319,-0.050207485,-0.094628155,0.07352495,-0.3926754,0.9186882,0.7955207,-0.011201377,-0.0041874573,0.6058083,0.0057159057,-0.009827389,-0.09164597,0,1,0,0,0,0,-0.78377026,0.25973806,-0.39125633,-1.6802399,0.5972534,-0.10569393,1.2836083,-6.2948313,-0.82381064,0.049501654
-0.88870513,17.205385,9.662948,-32.407047,-2.3496673,0.10092484,-0.08938778,-0.4005377,0.4697749,-0.45136502,0.2389761,-0.28873444,-0.7401787,0.855333,0.35003316,-0.2732595,1.7021588,1.4904258,2.8276932,-1.502204,2.4273582,0.37663743,-0.3043265,1.7320731,1.4745301,2.847567,-1.4515406,2.3691251,-0.35996455,0.45484233,-0.42063284,0.20925775,-0.090664566,-0.28816068,0.4097166,0.083256245,-0.4199369,0.9508748,-0.12854473,-0.049498018,-0.09576306,0.073551655,-0.39271188,0.91831625,0.79588664,-0.010869419,-0.003148149,0.6053399,0.0070367274,-0.0087844515,-0.09338619,0,1,0,0,0,0,-0.78325623,0.2599369,-0.3908748,-1.6275047,0.4803091,-0.32399592,1.1887847,-6.192654,-0.70615107,0.027626751
0.34768286,18.576792,10.813763,-32.495155,-2.5231376,0.089276165,-0.0580898,-0.38353175,0.46935388,-0.4412158,0.23436822,-0.32013693,-0.76104087,0.8561736,0.34979022,-0.27147174,1.701188,1.4909359,2.8251574,-1.5048134,2.4290574,0.3751869,-0.30250236,1.7303889,1.4753779,2.8471284,-1.4527041,2.3707654,-0.3636259,0.4564904,-0.42086434,0.21286568,-0.116156384,-0.2916214,0.40981323,0.08274269,-0.4201324,0.95049053,-0.1283499,-0.04861658,-0.09628862,0.073587894,-0.39274192,0.91793907,0.7962598,-0.010526487,-0.0020559812,0.6048596,0.009489312,-0.0071076015,-0.094624184,0,1,0,0,0,0,-0.7827427,0.2601324,-0.39049053,-0.9864866,0.41550395,0.015527009,0.9272843,-6.365794,-0.82403415,0.010967254
-0.77198166,16.606329,9.482616,-32.295406,-2.3256211,0.10929288,-0.07570759,-0.3909405,0.46026033,-0.45898736,0.24726185,-0.35724625,-0.77280104,0.8596944,0.34782106,-0.27028415,1.6982597,1.4926863,2.8221211,-1.5068002,2.430944,0.37372038,-0.30067512,1.728699,1.4762429,2.846583,-1.4538819,2.3724058,-0.36771515,0.45693496,-0.4230317,0.21747689,-0.14292857,-0.29528713,0.4099414,0.08222866,-0.4203248,0.9501028,-0.12843612,-0.047911767,-0.09749692,0.073629856,-0.39276743,0.91755474,0.7966409,-0.010170324,-0.00091085734,0.6043666,0.0108793955,-0.00618288,-0.09657188,0,1,0,0,0,0,-0.78222865,0.2603248,-0.3901028,-1.0907649,0.114485614,-0.47044453,1.1773406,-6.688356,-0.87657565,0.017583368
-0.5781533,16.572752,9.585714,-32.308926,-2.3452647,0.10592387,-0.06612893,-0.3876391,0.45543844,-0.4585779,0.25068447,-0.39315033,-0.78423345,0.8628817,0.34658563,-0.26879442,1.6965985,1.4937909,2.8190625,-1.5087782,2.4328074,0.37224004,-0.29884788,1.7270014,1.477126,2.8459287,-1.455074,2.374046,-0.37097967,0.45679036,-0.42489144,0.22193143,-0.17069085,-0.29912546,0.4100757,0.08171463,-0.4205141,0.9497102,-0.12840122,-0.047151435,-0.09860169,0.07367849,-0.39278936,0.91716266,0.7970288,-0.009800782,0.00028711444,0.6038616,0.012449009,-0.0051705525,-0.09849196,0,1,0,0,0,0,-0.7817146,0.2605141,-0.3897102,-0.8848607,-0.032797452,-0.39371845,1.1380016,-6.937101,-0.91998273,0.018805264
-0.3995471,16.561148,9.501368,-31.929401,-2.260173,0.14788073,-0.057398207,-0.38485107,0.45795843,-0.465244,0.26215073,-0.38954625,-0.78288233,0.8650975,0.34530047,-0.2667908,1.6944344,1.4954766,2.8186605,-1.5098758,2.434603,0.3707485,-0.2970204,1.7252944,1.4780291,2.8451734,-1.4562813,2.3756864,-0.37355745,0.4569459,-0.42728293,0.2271349,-0.19488634,-0.30279297,0.41016883,0.08120155,-0.4207008,0.94931245,-0.12781487,-0.04644646,-0.10005701,0.07373381,-0.39280796,0.91676205,0.7974231,-0.009417048,0.0015337984,0.603345,0.014001972,-0.0045298226,-0.10076841,0,1,0,0,0,0,-0.78120154,0.2607008,-0.38931245,-0.71209663,0.042423602,-0.5283951,1.32443,-6.041705,-0.88030094,0.00578165
-0.3032241,16.462437,9.642739,-32.275646,-2.227073,0.12051183,-0.04298349,-0.38263285,0.4533772,-0.4584242,0.25816664,-0.3958783,-0.7791333,0.8682768,0.3439642,-0.265284,1.6932046,1.4961008,2.817462,-1.5108206,2.4364657,0.36924836,-0.29519364,1.7235806,1.4789504,2.8443265,-1.457503,2.3773267,-0.3755966,0.45657173,-0.4286223,0.23129663,-0.21710832,-0.30616552,0.4103087,0.08068848,-0.4208846,0.9489098,-0.12827323,-0.045754317,-0.101010054,0.073794365,-0.39282322,0.91635364,0.79782134,-0.009021078,0.0028240746,0.6028197,0.015376215,-0.0037976138,-0.102603555,0,1,0,0,0,0,-0.78068846,0.2608846,-0.38890982,-0.57902926,-0.09013712,-0.26415285,1.064509,-5.550898,-0.805661,0.019475816
-0.71275187,15.583438,9.103644,-32.322266,-2.1540165,0.11934193,-0.04854442,-0.37666005,0.44646275,-0.47312883,0.26057887,-0.4297859,-0.8051485,0.87080824,0.34288216,-0.26394126,1.6904616,1.497191,2.8142414,-1.5138633,2.4382832,0.367743,-0.2933707,1.7218573,1.4798869,2.843388,-1.4587389,2.378967,-0.37672582,0.4554656,-0.43145975,0.23523097,-0.24058454,-0.31014654,0.41042033,0.08017635,-0.42106557,0.9485036,-0.12809002,-0.045036715,-0.10205645,0.073859215,-0.39283705,0.9159377,0.79822356,-0.008613048,0.004156307,0.6022854,0.016319238,-0.0033210998,-0.10459763,0,1,0,0,0,0,-0.78017634,0.26106557,-0.3885036,-0.3495514,-0.27330217,-0.6399899,1.0078623,-5.871899,-0.95471734,0.01683831
-1.1555719,15.356565,8.861926,-32.791798,-2.018458,0.09636833,-0.05582438,-0.39946067,0.45461816,-0.4639895,0.25788617,-0.39850444,-0.75824803,0.8628266,0.33978075,-0.26154742,1.689378,1.4979389,2.8154929,-1.5118163,2.439365,0.3662257,-0.29154918,1.7201264,1.4808377,2.8423753,-1.4599873,2.3806074,-0.38027543,0.45539656,-0.43294784,0.23840997,-0.2579236,-0.31262702,0.41024297,0.07966375,-0.42124367,0.94809455,-0.12817465,-0.04436185,-0.102631025,0.07392502,-0.39284945,0.91551465,0.79863006,-0.008194112,0.005523665,0.60174096,0.0164801,-0.0030279865,-0.10611008,0,1,0,0,0,0,-0.77966374,0.26124367,-0.38809454,-0.95853204,-0.01451373,-0.29850003,0.819914,-4.338808,-0.5780905,-0.054508444
-1.4815515,14.547517,8.331979,-32.56825,-1.8628867,0.11908333,-0.053733915,-0.40004283,0.45082638,-0.47162643,0.2666598,-0.3888628,-0.7609552,0.85977685,0.33822268,-0.25999132,1.6871126,1.4995039,2.8151548,-1.5132542,2.4407918,0.36469528,-0.2897291,1.7183869,1.4818028,2.8413014,-1.4612452,2.3822477,-0.38348228,0.45490962,-0.43511575,0.24219112,-0.27223653,-0.31507805,0.40993944,0.07915068,-0.42141938,0.94768214,-0.12834375,-0.043803692,-0.103590555,0.073990345,-0.3928628,0.9150844,0.7990413,-0.0077627604,0.0069189034,0.6011863,0.016074853,-0.003226753,-0.10797619,0,1,0,0,0,0,-0.77915066,0.2614194,-0.38768214,-0.871092,-0.11909007,-0.46980378,0.97014004,-3.5840867,-0.5704909,-0.08592009
0.69468766,16.577862,10.423674,-32.963017,-2.0369036,0.071302965,0.02440457,-0.35121226,0.43733,-0.44484788,0.24562609,-0.36291686,-0.79305756,0.86076653,0.34011042,-0.259116,1.6872475,1.4989966,2.8158972,-1.5167592,2.4425013,0.3631694,-0.2879152,1.7166493,1.4827746,2.8401818,-1.4625155,2.383888,-0.38086215,0.45296746,-0.43404293,0.24319968,-0.28200218,-0.31830275,0.40962142,0.07863808,-0.421592,0.94726986,-0.1280036,-0.04292968,-0.103167206,0.07405853,-0.3928733,0.9146509,0.79944813,-0.007328281,0.008333335,0.6006325,0.01704881,-0.0024749157,-0.10857258,0,1,0,0,0,0,-0.77863806,0.261592,-0.38726985,0.58393174,-0.48243997,0.33950803,0.27772036,-2.4457572,-0.76374406,-0.08706748
2.61137,18.729578,12.340779,-33.376453,-2.1647532,0.04701013,0.08644538,-0.3160999,0.43422747,-0.41232806,0.22495557,-0.3090445,-0.7684262,0.8525627,0.3410424,-0.25751927,1.6877863,1.4985214,2.8185487,-1.5163053,2.4435675,0.3616652,-0.28610966,1.714926,1.4837426,2.839047,-1.4637963,2.3855245,-0.37460926,0.45089775,-0.42946553,0.24178335,-0.2845753,-0.32068473,0.40904555,0.078128815,-0.42176008,0.94686365,-0.12711528,-0.04175625,-0.101435855,0.074133396,-0.39287853,0.91421914,0.79984385,-0.0068988823,0.00975178,0.60008925,0.019201823,-0.0010094723,-0.10789442,0,1,0,0,0,0,-0.7781288,0.2617601,-0.38686365,1.4888792,-0.5140453,1.2170224,-0.32741573,-0.6464719,-0.55216247,-0.14808773
0.12339821,16.205023,10.045375,-33.78465,-1.7365298,0.08288422,0.020723205,-0.36387125,0.44901443,-0.42649576,0.22675504,-0.25092995,-0.6465428,0.8428822,0.33619422,-0.25467864,1.6850713,1.4996154,2.821482,-1.5090543,2.4445262,0.36016768,-0.2843065,1.7132161,1.4847068,2.8379216,-1.4650761,2.387159,-0.37441295,0.4507133,-0.42698738,0.24071038,-0.2803608,-0.3195569,0.40825212,0.07762051,-0.42192483,0.94646275,-0.12696248,-0.041032925,-0.10013623,0.07420969,-0.3928821,0.91378874,0.800231,-0.0064697713,0.011164147,0.5995529,0.018785384,-0.0009881313,-0.107431844,0,1,0,0,0,0,-0.7776205,0.26192483,-0.38646275,-0.026673077,-0.043600794,0.6960332,-0.2407953,1.0466425,0.3262758,-0.20220874
-0.7297722,14.414075,9.088379,-33.901737,-1.5752074,0.039106302,0.01593806,-0.35483664,0.4313926,-0.43588886,0.22488394,-0.2592342,-0.71939754,0.8376587,0.33532912,-0.25410903,1.6827039,1.5004486,2.8197753,-1.5154339,2.4457953,0.35867375,-0.28251,1.7115109,1.4856652,2.8368096,-1.4663569,2.38879,-0.37322927,0.4485724,-0.42583495,0.23954679,-0.27757892,-0.32051656,0.40739995,0.0771122,-0.42208672,0.9460664,-0.12750398,-0.04042729,-0.09905735,0.07428026,-0.3928864,0.9133605,0.800614,-0.0060429387,0.012566598,0.59901804,0.017319826,-0.0012102404,-0.10721848,0,1,0,0,0,0,-0.7771122,0.26208672,-0.38606638,0.22281705,-0.5330741,0.36294755,-0.26348975,0.6824284,-0.19486247,-0.21402536
0.5641792,15.996024,10.377899,-34.07282,-1.7395196,0.015837014,0.049625978,-0.3390286,0.43021506,-0.41373676,0.21499243,-0.24716415,-0.7225552,0.83889824,0.33494174,-0.25239494,1.6825494,1.5007147,2.819508,-1.5169357,2.4475129,0.3571896,-0.28072187,1.7098172,1.486617,2.835711,-1.4676415,2.3904169,-0.3704114,0.4465395,-0.4223502,0.23741245,-0.27367535,-0.3215121,0.4065931,0.07660532,-0.42224503,0.94567645,-0.12670957,-0.039351158,-0.09732743,0.07434893,-0.39288974,0.912934,0.80098933,-0.005620801,0.013958621,0.5984894,0.016981615,-0.0007281025,-0.106373206,0,1,0,0,0,0,-0.7766053,0.26224503,-0.38567644,0.628516,-0.50580496,0.9478479,-0.5057975,0.9643435,-0.2029836,-0.20080803
0.9643806,15.712735,10.51662,-33.90231,-1.7902702,0.015172876,0.07038781,-0.3067736,0.41103908,-0.4169488,0.2119546,-0.27910686,-0.7724653,0.843899,0.33571544,-0.25194913,1.6806308,1.5014538,2.8161736,-1.5217141,2.4494898,0.35572666,-0.27894756,1.7081358,1.4875592,2.8346162,-1.4689347,2.392042,-0.36428508,0.442586,-0.41964456,0.23517007,-0.2737725,-0.32385924,0.40598404,0.07610035,-0.42239928,0.9452932,-0.12609549,-0.03833903,-0.0957101,0.07441759,-0.3928907,0.91251117,0.8013531,-0.0052081677,0.015343125,0.59797204,0.01707963,-0.0001121128,-0.105703205,0,1,0,0,0,0,-0.77610034,0.2623993,-0.3852932,1.4588236,-0.98571175,0.74847037,-0.5343556,-0.028610228,-0.54426485,-0.15631317
4.190815,19.96309,13.750851,-34.164787,-2.1673248,0.005954273,0.14667961,-0.26704124,0.4181376,-0.3670507,0.18957905,-0.22690569,-0.72443247,0.835752,0.33703378,-0.24967793,1.6824423,1.5008297,2.8187327,-1.519645,2.4505446,0.3542995,-0.2771854,1.7064812,1.4884862,2.8335385,-1.4702326,2.3936632,-0.3544015,0.43987444,-0.41169357,0.23068896,-0.26792213,-0.32474625,0.4051624,0.075600624,-0.42254806,0.9449212,-0.12457686,-0.03687255,-0.092538,0.07449484,-0.39288497,0.912095,0.8016978,-0.004808097,0.016714934,0.5974764,0.019952,0.0018712273,-0.10352892,0,1,0,0,0,0,-0.7756006,0.26254806,-0.3849212,2.3923216,-0.6745159,2.0632892,-1.0928735,1.4613568,-0.1786351,-0.20614265
4.2766576,19.827654,14.007229,-34.975685,-2.0256171,-0.056380823,0.1705781,-0.2489484,0.41129625,-0.34291676,0.16263078,-0.14723176,-0.7091494,0.82928795,0.33687308,-0.24839467,1.682477,1.4998703,2.8232324,-1.519873,2.4517133,0.3529145,-0.27543542,1.7048638,1.4893874,2.8325086,-1.4715334,2.3952806,-0.34362587,0.4367002,-0.40195262,0.22370058,-0.25375423,-0.3251873,0.404239,0.07510662,-0.42269087,0.94456464,-0.123149686,-0.035367813,-0.088309236,0.07458162,-0.3928709,0.9116911,0.80201834,-0.0044299667,0.01806026,0.5970098,0.022063011,0.0039232047,-0.100235075,0,1,0,0,0,0,-0.7751066,0.26269087,-0.38456464,2.6130674,-0.79044694,2.5125592,-1.7185657,3.53986,-0.06619095,-0.22801755
2.1867902,17.144848,11.855279,-35.01403,-1.5543177,0.0014685243,0.12866826,-0.2668454,0.41282547,-0.35465443,0.16182469,-0.060011376,-0.6144822,0.8147912,0.33423534,-0.24653764,1.680038,1.5007151,2.8283079,-1.5145472,2.452316,0.35156292,-0.27369663,1.7032769,1.4902629,2.8315606,-1.4728276,2.3968942,-0.33606654,0.43405044,-0.3946493,0.21739236,-0.23139662,-0.32298186,0.40303952,0.07461643,-0.4228289,0.9442229,-0.122353174,-0.034257777,-0.08485326,0.07466936,-0.3928535,0.911299,0.80231905,-0.0040704273,0.019361584,0.59656745,0.021700641,0.0044083516,-0.09737945,0,1,0,0,0,0,-0.7746164,0.26282892,-0.38422292,1.8113701,-0.65979356,1.902759,-1.5485286,5.584761,0.59579307,-0.29614565
0.17874853,14.106912,9.691192,-35.06334,-0.9558679,0.06489323,0.10692793,-0.2713494,0.40732425,-0.36838034,0.15671729,0.08162637,-0.5108864,0.79696494,0.33256847,-0.24518393,1.6774902,1.5012331,2.8372746,-1.5085896,2.4526818,0.35023755,-0.2719693,1.7017128,1.4911135,2.8307424,-1.4741045,2.398502,-0.32984942,0.43107727,-0.38973087,0.21122466,-0.1957239,-0.31799147,0.40152124,0.0741272,-0.42296433,0.9438928,-0.12238663,-0.033694983,-0.08210826,0.07474613,-0.3928399,0.91091746,0.8026039,-0.0037283695,0.020594543,0.596145,0.018404642,0.0030534451,-0.09478108,0,1,0,0,0,0,-0.7741272,0.26296434,-0.38389277,1.4798044,-0.7411241,1.3042389,-1.5133916,8.9120035,1.2931376,-0.3738254
0.19435081,13.927784,9.700479,-35.606842,-0.7470074,0.11051523,0.12291129,-0.2537699,0.4062173,-0.3599641,0.13029401,0.21244426,-0.3569767,0.782042,0.33247367,-0.24353407,1.6765153,1.5002341,2.8456135,-1.4990929,2.4532452,0.34894103,-0.2702534,1.7001698,1.4919327,2.8300977,-1.47535,2.4001024,-0.32235667,0.42830923,-0.38445106,0.20283312,-0.14942868,-0.30891398,0.39978597,0.07363701,-0.42309785,0.9435755,-0.12241807,-0.033272054,-0.07872915,0.0748086,-0.3928337,0.9105496,0.8028736,-0.0034032336,0.021736711,0.5957431,0.014357065,0.0010315117,-0.09120355,0,1,0,0,0,0,-0.773637,0.26309785,-0.3835755,1.7982869,-0.690028,1.3948976,-2.0687356,11.570073,2.3152082,-0.4265904
-0.006060448,12.679562,9.358262,-35.823425,-0.6298702,0.080737025,0.14148147,-0.21830529,0.37967414,-0.35878095,0.112555444,0.3000362,-0.3772103,0.76714265,0.33365965,-0.2436762,1.6750551,1.4998116,2.848377,-1.5017548,2.4538023,0.34768385,-0.26855657,1.6986458,1.4927157,2.82964,-1.4765621,2.401695,-0.31170186,0.42287484,-0.37969387,0.19343059,-0.10289002,-0.30071336,0.39789817,0.07314634,-0.42322993,0.9432721,-0.122880064,-0.031255476,-0.07531387,0.07485151,-0.39283586,0.9101962,0.8031257,-0.0030998997,0.02277834,0.5953659,0.0097025335,-0.0011249563,-0.087422825,0,1,0,0,0,0,-0.77314633,0.26322994,-0.3832721,2.5940833,-1.3565271,1.2577771,-2.3236198,11.641878,2.1242795,-0.4612058
2.5931334,16.32932,11.7619295,-35.894398,-1.1170834,0.3093973,0.1735319,-0.1788269,0.38688058,-0.3374333,0.08399924,0.38681254,0.037932966,0.7533744,0.33516598,-0.24147493,1.6750255,1.4985957,2.848377,-1.4739069,2.4544313,0.34647912,-0.26687714,1.6971457,1.4934548,2.8293538,-1.4777075,2.40328,-0.29781434,0.4188542,-0.3731296,0.18194243,-0.060871743,-0.281552,0.39578214,0.07265806,-0.4233601,0.94298494,-0.121904336,-0.03247498,-0.07081259,0.07488775,-0.39284682,0.90986127,0.80335736,-0.002804996,0.023725033,0.59501773,0.008550657,-0.0032140408,-0.082482815,0,1,0,0,0,0,-0.77265805,0.2633601,-0.38298494,3.400266,-1.0025202,1.710534,-2.8449147,10.513998,4.861891,-0.51726395
2.5641353,15.317253,11.789459,-36.7067,-1.1413796,0.33197027,0.19026798,-0.14153373,0.35031465,-0.31537184,0.047752336,0.4708721,0.24290045,0.70908976,0.33657175,-0.24235512,1.6750697,1.4967974,2.848377,-1.4607044,2.4529164,0.34533757,-0.2652249,1.695678,1.4941405,2.829224,-1.4787623,2.4048536,-0.2812814,0.41118613,-0.36491847,0.16771851,-0.023110604,-0.25761062,0.3927012,0.072173595,-0.42348886,0.942718,-0.12093117,-0.032056004,-0.06545492,0.07491875,-0.39286613,0.90954906,0.8035655,-0.0025133581,0.024578415,0.59470326,0.007393537,-0.0054660384,-0.07652007,0,1,0,0,0,0,-0.7721736,0.26348886,-0.38271803,4.059687,-1.9150077,2.1247416,-3.5279987,9.443609,6.025642,-0.7644444
4.495805,16.77964,13.635587,-37.254047,-1.4360166,0.3265948,0.24763477,-0.06973306,0.31587353,-0.28248262,0.0061747516,0.51370233,0.36077863,0.6665985,0.34045625,-0.24311376,1.6759042,1.4945728,2.848377,-1.4535078,2.4515154,0.3442809,-0.26361224,1.6942503,1.4947604,2.8292317,-1.479715,2.4064138,-0.2585271,0.4005177,-0.35406113,0.15047204,0.010624115,-0.23174983,0.3887145,0.07169485,-0.42361498,0.9424764,-0.11928465,-0.03136648,-0.05877729,0.074950695,-0.39289236,0.9092644,0.8037445,-0.0022270775,0.025342014,0.5944304,0.008073539,-0.0068927477,-0.069299474,0,1,0,0,0,0,-0.77169484,0.26361498,-0.3824764,5.6158895,-2.6650875,2.7839391,-4.2842474,8.440951,6.5032315,-0.9916126
