torque0,torque1,torque2,torque3,torque4,torque5,torque6,action0,action1,action2,action3,action4,action5,action6,set_target_0,set_target_1,set_target_2,set_target_3,set_target_4,set_target_5,set_target_6,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,tennisball_pos_0,tennisball_pos_1,tennisball_pos_2,tennisball_lin_vel_0,tennisball_lin_vel_1,tennisball_lin_vel_2,end_effector_pos_0,end_effector_pos_1,end_effector_pos_2,end_effector_rot_0,end_effector_rot_1,end_effector_rot_2,end_effector_rot_3,end_effector_lin_vel_0,end_effector_lin_vel_1,end_effector_lin_vel_2,obs_task_0,obs_task_1,obs_task_2,obs_task_3,obs_task_4,obs_task_5,to_final_target_0,to_final_target_1,to_final_target_2,joint_acc_0,joint_acc_1,joint_acc_2,joint_acc_3,joint_acc_4,joint_acc_5,joint_acc_6
6.621304,14.533809,6.2828755,-31.78733,2.9890146,0.20885587,0.22901787,-0.8286381,0.58413285,0.48801318,0.33810043,0.9290089,-0.9026184,0.9660864,0.7089868,0.05444621,1.3660274,1.2498226,1.7278459,-0.9888682,1.6454352,0.76405895,0.015622567,1.3331891,1.227136,1.6661284,-0.92702144,1.5791959,-0.7362584,0.5186605,0.33512568,0.24685654,0.830906,-0.3370907,0.34942245,3.2952461,-0.5079775,1.406041,-3.6188145,0.1414954,3.6833541,0.33506298,-0.32754374,0.91220087,0.7862863,-0.04998155,0.60453886,-0.11742379,0.08466488,0.100286536,-0.04042048,1,0,0,0,0,0,-3.9952462,0.3479775,-0.846041,-3.0923483,2.2465584,4.5328584,1.7925575,2.7623472,-2.9060094,2.7356594
6.683356,14.056635,6.291852,-30.965343,2.8985868,0.20576847,0.24226671,-0.83181137,0.58528495,0.5108889,0.36147016,0.9329695,-0.9014307,0.9708715,0.7058321,0.056592513,1.3689513,1.2524389,1.7314363,-0.9901216,1.6471568,0.7610849,0.017721217,1.3345805,1.2281498,1.6694825,-0.9284033,1.5806254,-0.74633574,0.526699,0.35253447,0.25569615,0.8409397,-0.34822965,0.36002216,3.2807713,-0.50741196,1.4206563,-3.6188145,0.1414954,3.6439917,0.33542252,-0.3271277,0.91202706,0.78653604,-0.049503777,0.6044655,-0.11632662,0.09162996,0.104827605,-0.045042567,1,0,0,0,0,0,-3.9807713,0.34741196,-0.8606563,-2.7897058,2.036303,4.605159,2.2008119,2.5620756,-2.777755,2.6365666
7.091094,14.427867,6.6283216,-30.875244,2.8540678,0.16492748,0.23704349,-0.8341639,0.59336126,0.53151584,0.37197027,0.9377339,-0.8950205,0.96702015,0.70269346,0.059256505,1.3717866,1.2541877,1.7351239,-0.9910548,1.6483169,0.7580737,0.019852098,1.3360425,1.2291998,1.6728737,-0.9298281,1.582096,-0.7553022,0.5347655,0.37001458,0.2645474,0.8503583,-0.35871527,0.3699944,3.2662964,-0.5068464,1.4351143,-3.6188145,0.1414954,3.6046293,0.33580923,-0.32669258,0.91183335,0.7867843,-0.049031306,0.6044019,-0.11517311,0.09901698,0.10957086,-0.04980166,1,0,0,0,0,0,-3.9662964,0.34684643,-0.87511426,-2.512574,2.0440516,4.6225934,2.2031813,2.4101434,-2.6153176,2.4791806
5.910161,12.225391,5.3907914,-30.835218,2.8999214,0.3141855,0.22562194,-0.83645064,0.58899105,0.53010327,0.37663385,0.9313483,-0.9025742,0.97080785,0.69952214,0.061081473,1.3731498,1.2555641,1.7380681,-0.9930083,1.6500525,0.75503004,0.022011127,1.3375674,1.2302822,1.6762974,-0.9312939,1.5836047,-0.76328045,0.5414596,0.3851038,0.27275947,0.8579714,-0.36895376,0.37958953,3.2518215,-0.5062809,1.4494146,-3.6188145,0.1414954,3.5652668,0.33622503,-0.32624125,0.9116213,0.7870308,-0.048563216,0.6043471,-0.1139678,0.10537258,0.113253124,-0.054496784,1,0,0,0,0,0,-3.9518216,0.3462809,-0.8894146,-2.2703705,1.701176,4.030123,2.0441263,1.9574164,-2.5519726,2.3856907
4.8624544,10.161222,4.2922063,-30.756594,2.9627059,0.4456159,0.22442365,-0.8423884,0.58303493,0.53560734,0.38300654,0.9360506,-0.9017795,0.9692248,0.69606286,0.06282357,1.37506,1.2570926,1.7418209,-0.99441844,1.6514504,0.7519554,0.024192732,1.3391477,1.231397,1.6797516,-0.9327988,1.5851506,-0.77077943,0.5467544,0.39884827,0.28062108,0.86523026,-0.378699,0.38865882,3.2373466,-0.50571537,1.4635576,-3.6188145,0.1414954,3.5259044,0.33666182,-0.3257792,0.9113908,0.787276,-0.04809554,0.6043003,-0.11271376,0.11083623,0.11601084,-0.059082083,1,0,0,0,0,0,-3.9373467,0.34571537,-0.9035576,-2.1533368,1.3514458,3.6970673,1.9569694,1.8675624,-2.4277267,2.255052
5.008305,9.98598,4.3816223,-30.319443,2.8970942,0.43004233,0.2271616,-0.8433186,0.58410865,0.55316764,0.39898807,0.93367606,-0.9050776,0.97340643,0.69292307,0.06508034,1.3778694,1.2593262,1.745109,-0.99615425,1.6532891,0.74885404,0.02639414,1.3407842,1.2325462,1.6832306,-0.93434185,1.5867308,-0.7772598,0.55159235,0.4127273,0.28926808,0.87139386,-0.3880771,0.3973721,3.2228718,-0.50514984,1.4775431,-3.6188145,0.1414954,3.486542,0.33712244,-0.32530546,0.91114026,0.78751844,-0.04762942,0.60426295,-0.11141076,0.11656891,0.118698336,-0.064176455,1,0,0,0,0,0,-3.9228718,0.34514984,-0.9175431,-1.8935798,1.2375413,3.7254243,2.1531432,1.5943347,-2.3364422,2.165526
3.8283308,7.8330784,3.1248417,-30.669586,3.0071654,0.5791536,0.2145466,-0.8409168,0.57776684,0.54414904,0.3964275,0.9348465,-0.90281963,0.97060275,0.68998986,0.06683782,1.3788747,1.2602961,1.7486699,-0.9975392,1.654673,0.7457303,0.028611194,1.3424674,1.233725,1.6867325,-0.93592066,1.5883445,-0.7825163,0.5551921,0.42381424,0.29654416,0.87697715,-0.39692423,0.40554872,3.208397,-0.5045843,1.4913712,-3.6188145,0.1414954,3.4471796,0.33760118,-0.32482362,0.91087115,0.7877588,-0.047163136,0.60423315,-0.110062644,0.12115187,0.12047355,-0.06869361,1,0,0,0,0,0,-3.908397,0.34458432,-0.93137115,-1.5962719,0.92810386,3.0363648,1.811236,1.4475881,-2.2016463,2.0326076
3.6231987,7.2403126,2.8531666,-30.738892,3.02294,0.60433793,0.20819569,-0.84410936,0.57755655,0.5536334,0.40073025,0.93573534,-0.9091427,0.97044206,0.68664265,0.06904015,1.3812218,1.2617761,1.752234,-0.99956065,1.6562754,0.742587,0.030841406,1.3441936,1.2349313,1.6902554,-0.9375343,1.5899905,-0.7872921,0.5583769,0.43448076,0.30339798,0.88202363,-0.40549272,0.41327542,3.193922,-0.5040188,1.5050418,-3.6188145,0.1414954,3.4078171,0.33809805,-0.32433486,0.9105848,0.7879972,-0.046696056,0.60421056,-0.10867116,0.12554532,0.12207193,-0.073097475,1,0,0,0,0,0,-3.893922,0.3440188,-0.94504184,-1.4780163,0.8246898,2.932608,1.7053186,1.3133286,-2.1323857,1.9206702
3.7606301,7.220905,2.929106,-30.732582,3.00552,0.5918141,0.2027466,-0.8501888,0.5799686,0.57096225,0.4069746,0.93620056,-0.9063252,0.9684064,0.68307376,0.07143921,1.384161,1.2634196,1.7557894,-1.000977,1.657779,0.7394246,0.033084124,1.3459646,1.2361645,1.6937964,-0.9391803,1.5916651,-0.7919551,0.56148636,0.44564527,0.310101,0.88655245,-0.41353384,0.42051712,3.1794472,-0.50345325,1.5185549,-3.6188145,0.1414954,3.3684547,0.338614,-0.3238399,0.91028094,0.788233,-0.04622891,0.60419494,-0.10723831,0.1300936,0.12371984,-0.07752195,1,0,0,0,0,0,-3.8794472,0.34345326,-0.9585549,-1.449108,0.8063316,3.0555277,1.6667842,1.184821,-2.0018666,1.7995535
3.6202521,6.606533,2.7335625,-30.456223,2.9826865,0.60946184,0.20443882,-0.85056007,0.57711613,0.583532,0.41813165,0.93423474,-0.9061463,0.9682555,0.6798854,0.07348225,1.3868117,1.2654337,1.7591928,-1.0026106,1.659443,0.736246,0.0353373,1.3477794,1.2374262,1.6973536,-0.94085735,1.5933675,-0.7958654,0.5639373,0.45670992,0.3172233,0.890349,-0.4211408,0.4273493,3.1649723,-0.5028877,1.5319107,-3.6188145,0.1414954,3.3290923,0.3391471,-0.32333922,0.9099582,0.78846574,-0.04576125,0.6041868,-0.10576383,0.13460673,0.12513603,-0.082220525,1,0,0,0,0,0,-3.8649724,0.34288773,-0.97191066,-1.2576281,0.64176315,3.0273347,1.7716138,1.0020136,-1.8932818,1.6967653
3.075789,5.614046,2.1045587,-30.84197,3.0462296,0.67849725,0.1896857,-0.85097927,0.5769301,0.5806855,0.41504243,0.93239665,-0.9118552,0.9723088,0.67667747,0.07572241,1.3884274,1.2664791,1.7626214,-1.0046872,1.661429,0.73305357,0.037599415,1.3496324,1.2387127,1.7009242,-0.94256395,1.5950965,-0.79915863,0.5661018,0.4660111,0.3231305,0.89350915,-0.42848447,0.43390802,3.1504974,-0.5023222,1.545109,-3.6188145,0.1414954,3.2897298,0.3396964,-0.322834,0.90961814,0.788695,-0.045292612,0.6041857,-0.104251675,0.13852043,0.12617728,-0.086436,1,0,0,0,0,0,-3.8504975,0.3423222,-0.98510903,-1.1097192,0.5705058,2.5922356,1.4675556,0.84212416,-1.8274336,1.6297548
2.908308,4.943521,1.8874136,-30.570303,3.0345032,0.69860953,0.1937992,-0.8533097,0.57270616,0.59504855,0.42560226,0.93311447,-0.9079608,0.9680444,0.6733219,0.07768884,1.3912858,1.2685049,1.7662421,-1.0061212,1.6628596,0.7298492,0.039868057,1.3515235,1.240024,1.7045071,-0.9442987,1.5968503,-0.8020808,0.5675571,0.47564107,0.32950288,0.89639515,-0.43530074,0.43996564,3.1360226,-0.50175667,1.5581498,-3.6188145,0.1414954,3.2503674,0.34026146,-0.3223257,0.9092607,0.7889211,-0.044822466,0.604191,-0.10270158,0.14237827,0.12698133,-0.09088417,1,0,0,0,0,0,-3.8360226,0.34175667,-0.9981498,-1.0128616,0.3932416,2.6703773,1.5836953,0.773549,-1.6958563,1.5043466
