set_target_0,set_target_1,set_target_2,set_target_3,set_target_4,set_target_5,set_target_6,predicted_0,predicted_1,predicted_2,predicted_3,predicted_4,predicted_5,predicted_6,actual_0,actual_1,actual_2,actual_3,actual_4,actual_5,actual_6,abs_error_0,abs_error_1,abs_error_2,abs_error_3,abs_error_4,abs_error_5,abs_error_6,sq_error_0,sq_error_1,sq_error_2,sq_error_3,sq_error_4,sq_error_5,sq_error_6
1.9326754,-1.1206021,-1.7457277,-1.1555156,1.8357017,1.1796963,-0.8967669,1.8711895665771328,-1.0961254108539724,-1.7699294280296014,-1.1465118756605202,1.8818848130699557,1.1255555467483003,-0.9134142898365148,1.8713595,-1.0945257,-1.7684581,-1.146773,1.8817849,1.1257235,-0.9134273,0.00016993342286730773,0.0015997108539724803,0.001471328029601482,0.0002611243394798901,9.991306995571492e-05,0.0001679532516998261,1.301016348520534e-05,2.8877368207399226e-08,2.559074816317362e-06,2.164806170690979e-06,6.818592066880889e-08,9.982621547975583e-09,2.8208294756545143e-08,1.6926435391177034e-10
1.9470037,-1.1313713,-1.7437861,-1.1608524,1.8248122,1.1812963,-0.89332664,1.8853992511811692,-1.1001471135035268,-1.7628501706849813,-1.1482967748751272,1.8738525602451555,1.1279341890089425,-0.9127438020544297,1.8853117,-1.1001371,-1.7635505,-1.1491419,1.8738561,1.1285368,-0.9127454,8.755118116932081e-05,1.0013503526806744e-05,0.0007003293150187329,0.0008451251248728919,3.5397548445725846e-06,0.0006026109910575173,1.5979455703085677e-06,7.665209324143235e-09,1.002702528813711e-10,4.904611494746076e-07,7.142364766914212e-07,1.2529864359675083e-11,3.631400065433231e-07,2.5534300456687736e-12
1.9604672,-1.1383771,-1.7372907,-1.1697083,1.8161464,1.1842012,-0.89222497,1.899168728904201,-1.105626596481414,-1.7583681300761582,-1.1530020179546376,1.8673626511462043,1.1295311234546612,-0.9119612964956187,1.8988711,-1.106376,-1.7590492,-1.1514841,1.8658795,1.1315962,-0.9119329,0.0002976289042009306,0.0007494035185859893,0.0006810699238417595,0.0015179179546376265,0.0014831511462043423,0.0020650765453387177,2.8396495618698836e-05,8.858296461584671e-08,5.616056336690612e-07,4.6385624116182003e-07,2.3040749170112753e-06,2.1997373224872544e-06,4.264541138108093e-06,8.063609634227822e-10
1.9746091,-1.1494548,-1.7280463,-1.1774123,1.8083392,1.1868796,-0.8950477,1.9114204074252634,-1.115265001148587,-1.752428745940951,-1.1553544032719922,1.8560487742516143,1.1342148345161684,-0.9110109690624225,1.9122301,-1.1133169,-1.7544715,-1.1544558,1.8578191,1.134833,-0.9110307,0.0008096925747365091,0.0019481011485869004,0.002042754059048857,0.0008986032719922044,0.0017703257483856483,0.0006181654838315342,1.97309375774557e-05,6.556020655834375e-07,3.7950980851256006e-06,4.172844145760581e-06,8.074878404350956e-07,3.1340532553972057e-06,3.8212856540067483e-07,3.8930989768545336e-10
1.9886428,-1.1615238,-1.7290875,-1.1776562,1.7990725,1.1917773,-0.8977145,1.9259886686742724,-1.1186665325251697,-1.747456253371986,-1.1576553126509372,1.849105165338557,1.1384544391884064,-0.9100779974183203,1.9255797,-1.1210626,-1.7498424,-1.1580855,1.8496461,1.1382128,-0.91008943,0.00040896867427253625,0.0023960674748302324,0.002386146628013952,0.0004301873490628605,0.0005409346614428934,0.00024163918840636178,1.1432581679682308e-05,1.6725537653623584e-07,5.7411393439393266e-06,5.693695730382354e-06,1.8506115529373138e-07,2.926103079503377e-07,5.8389497373685205e-08,1.3070392386260754e-10
2.0015433,-1.1686509,-1.7223045,-1.1817962,1.7917683,1.1966734,-0.89732194,1.939107812717761,-1.1282953348638258,-1.7432439138250946,-1.1632879228701438,1.842033596699898,1.1418224031198108,-0.9091352601113466,1.9389979,-1.1294245,-1.7451313,-1.1621882,1.8413911,1.141728,-0.9091348,0.0001099127177610626,0.001129165136174226,0.0018873861749053589,0.0010997228701439266,0.0006424966998979098,9.440311981068206e-05,4.601113465785289e-07,1.2080805525623005e-08,1.2750139047513586e-06,3.562226573223882e-06,1.2093903911175955e-06,4.128020093797048e-07,8.911949029989992e-09,2.1170245125030717e-13
2.0147395,-1.1835743,-1.7232422,-1.1744722,1.7850748,1.1990286,-0.8932217,1.952442905853855,-1.1377373955071846,-1.740198619207639,-1.1637774907410552,1.831835519010423,1.146736892633309,-0.9081646811078153,1.9524828,-1.1384271,-1.7405918,-1.1660086,1.833138,1.1453596,-0.9081506,3.989414614502529e-05,0.0006897044928153573,0.0003931807923609476,0.0022311092589448744,0.0013024809895769707,0.0013772926333091018,1.4081107815311356e-05,1.591542896640636e-09,4.756922874096892e-07,1.545911354815826e-07,4.9778485253495465e-06,1.6964567282094047e-06,1.8969349977675198e-06,1.9827759730642253e-10
2.0270965,-1.1921637,-1.723072,-1.1738795,1.7749457,1.2036344,-0.88726974,1.9659870045196897,-1.1452985425960867,-1.7363550708939537,-1.1686790798977602,1.8269873932269718,1.1492451308059377,-0.9070987333209506,1.9659582,-1.1479181,-1.7365367,-1.168984,1.8248754,1.1491076,-0.9070949,2.880451968967357e-05,0.0026195574039133973,0.00018162910604635485,0.00030492010223981403,0.0021119932269717534,0.00013753080593770228,3.8333209505525545e-06,8.297003545527923e-10,6.862080992397498e-06,3.298913216319802e-08,9.297626874993864e-08,4.46051539077456e-06,1.8914722581873927e-08,1.469434950994514e-11
2.040148,-1.2061012,-1.7246859,-1.1583952,1.7664866,1.2088417,-0.8845379,1.9797248722415786,-1.162187976711372,-1.7342917273864529,-1.1704526829051058,1.8147613972023426,1.1533066502222606,-0.9059419857520093,1.9793631,-1.1578764,-1.7332618,-1.1702162,1.8165803,1.1529776,-0.9059476,0.0003617722415785174,0.004311576711372167,0.0010299273864529113,0.00023648290510580594,0.0018189027976573957,0.0003290502222605962,5.614247990615162e-06,1.3087915477674514e-07,1.858969373804683e-05,1.0607504213657244e-06,5.5924164407281616e-08,3.308407387325901e-06,1.0827404876974776e-07,3.151978050012639e-11
2.0515802,-1.2202461,-1.7409012,-1.1391516,1.7564946,1.2147124,-0.88262236,1.991837095160713,-1.1659952416747335,-1.7355439393882466,-1.1705379855543379,1.8097490663581746,1.1565546968176506,-0.9047042489227292,1.9925886,-1.168384,-1.7316177,-1.1687018,1.8082108,1.1569849,-0.90470976,0.0007515048392869872,0.0023887583252666378,0.003926239388246655,0.0018361855543378436,0.001538266358174667,0.00043020318234954225,5.5110772708699685e-06,5.647595234717604e-07,5.7061663365306725e-06,1.5415355733819467e-05,3.371577389958974e-06,2.366263388691953e-06,1.850747781036735e-07,3.037197268549958e-11
2.0589032,-1.2346567,-1.7582606,-1.1081946,1.7468522,1.2209349,-0.87266827,2.00606771508982,-1.182971447519917,-1.7356146324114765,-1.1637781485903718,1.7978214745603727,1.160647281337075,-0.9033373570032567,2.0053473,-1.1795248,-1.7325504,-1.1632677,1.7997289,1.161141,-0.9033269,0.0007204150898201256,0.0034466475199168567,0.003064232411476464,0.0005104485903717482,0.0019074254396274082,0.0004937186629250245,1.0457003256636455e-05,5.189979016405396e-07,1.1879379126549019e-05,9.389520271542866e-06,2.6055776341250476e-07,3.6382718077378113e-06,2.43758118120474e-07,1.0934891710930542e-10
2.0600548,-1.2505457,-1.7794193,-1.0889211,1.739994,1.226935,-0.86167926,2.016784722485685,-1.1895097316309768,-1.7366995722417058,-1.14926424887702,1.7931092793581118,1.1668836931409958,-0.9017123246152638,2.0170698,-1.1913942,-1.7368133,-1.153668,1.7912087,1.1654555,-0.90172094,0.0002850775143148354,0.0018844683690231179,0.00011372775829410209,0.004403751122979971,0.0019005793581117203,0.0014281931409958482,8.615384736176956e-06,8.126918916792519e-08,3.55122103384865e-06,1.2934003006601706e-08,1.9393023953147353e-05,3.6122018964803587e-06,2.0397356479875866e-06,7.422485415235089e-11
