X,Y,Z
2.0070960521698,-0.5062261614948511,2.0109100341796875
1.9868392944335935,-0.5065338965505362,2.01940393447876
1.9666645526885984,-0.5068289209157228,2.0276670455932617
1.946561574935913,-0.5071191769093275,2.035682439804077
1.9265053272247317,-0.5074331890791653,2.043504238128662
1.9065797328948972,-0.5077323466539382,2.0510571002960205
1.887019157409668,-0.5082803387194871,2.058734655380249
1.8678486347198489,-0.5088853444904088,2.066861629486084
1.8486998081207275,-0.5092889126390218,2.07468843460083
1.829697132110596,-0.5098183751106262,2.081926107406616
1.8103125095367432,-0.5108528137207031,2.0891292095184326
1.791182041168213,-0.511288721114397,2.0963120460510254
1.7719993591308594,-0.5114919040352106,2.102416515350342
1.7526700496673584,-0.5117404460906982,2.1080684661865234
1.733435869216919,-0.5119964629411697,2.1135029792785645
1.713576078414917,-0.512267155572772,2.1185665130615234
1.6934528350830078,-0.5125439204275608,2.123323440551758
1.6734309196472168,-0.5127979721873998,2.1278557777404785
1.6534829139709473,-0.5130598172545433,2.132165670394897
1.6336650848388672,-0.5133241415023803,2.136259794235229
1.6139473915100098,-0.513595461845398,2.140132427215576
1.5943255424499512,-0.5138599071651697,2.143772840499878
1.5747854709625244,-0.5141301378607749,2.147213935852051
1.5553364753723145,-0.5144233293831348,2.150437593460083
1.5359885692596436,-0.5147170256823301,2.153442859649658
1.5167338848114014,-0.5150014162063598,2.156242847442627
1.4975593090057373,-0.5152932256460189,2.158821582794189
1.4784796237945557,-0.5155825167894363,2.161198377609253
1.459484338760376,-0.5158781222999095,2.163365840911865
1.4405736923217771,-0.5161786917597055,2.16532039642334
1.4213898181915283,-0.5164895039051771,2.166926860809326
1.4022889137268066,-0.5168096031993628,2.1683335304260254
1.383272409439087,-0.5171462427824735,2.1695475578308105
1.364293336868286,-0.5176961962133646,2.170701026916504
1.3454523086547852,-0.5180526208132505,2.171480178833008
1.3266289234161377,-0.5186496805399656,2.1722629070281982
1.308010816574097,-0.5185871087014675,2.1719491481781006
1.2892725467681885,-0.5193207245320081,2.172180414199829
1.2707858085632324,-0.5210595075041055,2.1716418266296387
1.252073049545288,-0.5215654857456684,2.1712217330932617
1.2335171699523926,-0.5220427308231592,2.170982837677002
1.2148540019989014,-0.5225987304002045,2.170271873474121
1.1966290473937988,-0.522921985015273,2.1694302558898926
1.1782722473144531,-0.5234752371907234,2.168498992919922
1.1601934432983398,-0.5238127056509256,2.167269706726074
1.142186164855957,-0.5241524521261453,2.165821313858032
1.1235928535461426,-0.524527058005333,2.16379451751709
1.1046955585479736,-0.5248276926577091,2.161516666412353
1.086029291152954,-0.5253614000976085,2.1586923599243164
1.067593336105347,-0.5257504805922508,2.1560375690460205
1.0492174625396729,-0.5261459182947874,2.153165340423584
1.0308868885040283,-0.5265410523861646,2.15010404586792
1.012624740600586,-0.5269400123506784,2.1468422412872314
0.9944515228271484,-0.5273335427045822,2.1433699131011963
0.976327896118164,-0.5277228523045778,2.1397085189819336
0.9582712650299072,-0.5281216409057378,2.1358208656311035
0.9402871131896972,-0.5285130366683006,2.1317286491394043
0.9223599433898926,-0.528911679983139,2.127429485321045
0.9037528038024902,-0.5293189380317926,2.1224074363708496
0.8852298259735107,-0.5297319050878286,2.117173671722412
0.866779088973999,-0.5301504675298929,2.111733913421631
0.8483984470367432,-0.5305626560002565,2.106083393096924
0.8300886154174805,-0.5309776496142148,2.100227832794189
0.8118600845336914,-0.5313856936991214,2.0941567420959477
0.7937109470367432,-0.5317898988723754,2.087889671325684
0.7756116390228271,-0.5321911349892616,2.08141565322876
0.7575962543487549,-0.532583262771368,2.074733257293701
0.7396492958068848,-0.5329846814274787,2.0678300857543945
0.7217817306518555,-0.5333752147853374,2.0607378482818604
0.7039718627929688,-0.5337793678045272,2.05342698097229
0.6864168643951416,-0.534380380064249,2.045689105987549
0.6687214374542236,-0.5347388610243797,2.0379767417907715
0.6508562564849854,-0.5350933372974395,2.0299572944641118
0.6333053112030029,-0.5354437083005905,2.021820545196533
0.6158180236816406,-0.5357918366789817,2.0134801864624023
0.5983977317810059,-0.5361400879919528,2.0049490928649902
0.5810520648956299,-0.536487378180027,1.9962002038955688
0.5641598701477051,-0.5368390306830406,1.9869158267974851
0.5471649169921875,-0.5374251157045364,1.977627277374268
0.5302095413208008,-0.5378592014312744,1.9682847261428835
0.5131161212921143,-0.538155622780323,1.9587095975875852
0.4960660934448242,-0.5384421125054359,1.9489299058914185
0.4791054725646972,-0.5387194454669952,1.9389508962631223
0.4622282981872558,-0.5390003696084023,1.928774356842041
0.4454019069671631,-0.5392619669437408,1.918384432792664
0.4286479949951172,-0.5395176038146019,1.907791018486023
0.4119386672973633,-0.5397543236613273,1.8969964981079104
0.3953182697296142,-0.5399812199175357,1.8860275745391848
0.3787689208984375,-0.5402274057269096,1.8748422861099243
0.3631844520568847,-0.5406591296195983,1.864334225654602
0.3467676639556885,-0.5408974438905715,1.852728486061096
0.3304181098937988,-0.5411220006644725,1.84093713760376
0.3141324520111084,-0.5413361266255378,1.8289395570755005
0.2979075908660888,-0.5415338687598705,1.8167556524276731
0.2817821502685547,-0.5417292825877666,1.8043639659881592
0.2656996250152588,-0.5419015996158123,1.791794776916504
0.2496881484985351,-0.5420721098780632,1.7790520191192627
0.2337374687194824,-0.5422367788851261,1.7661207914352417
0.2178869247436523,-0.542393509298563,1.7529830932617188
0.2030811309814453,-0.542802445590496,1.740628361701965
0.1875452995300293,-0.542872704565525,1.727457880973816
0.1718389987945556,-0.5433198362588882,1.713828682899475
0.1561856269836425,-0.5437489636242389,1.7000207901000977
0.140425443649292,-0.5440709218382835,1.6870222091674805
0.124673843383789,-0.5443884655833244,1.673804521560669
0.1091864109039306,-0.5447753593325614,1.6598527431488037
0.09389328956604,-0.5448775514960289,1.645190715789795
0.078660249710083,-0.5453807786107063,1.630810022354126
0.0633575916290283,-0.5457016713917255,1.6172698736190796
0.0479557514190673,-0.5464594885706902,1.6037511825561523
0.0326333045959472,-0.547220766544342,1.5900152921676636
0.0173306465148925,-0.548057060688734,1.5758912563323977
0.0015997886657714,-0.5490921139717102,1.5619161128997805
-0.0132436752319335,-0.5490866526961325,1.5458828210830688
-0.0281300544738769,-0.5494146905839443,1.5299646854400637
-0.0426867008209228,-0.5496777147054672,1.513864517211914
-0.0573219060897827,-0.5500165969133377,1.497397780418396
-0.0718811750411987,-0.550344657152891,1.4807450771331787
-0.0851644277572631,-0.5504944324493408,1.4808396100997925
-0.098103642463684,-0.5506403446197509,1.4809318780899048
-0.1120743751525878,-0.5514364913105964,1.4652559757232666
-0.1259521245956421,-0.551967203617096,1.4487545490264893
-0.1395026445388794,-0.5517628416419029,1.43161940574646
-0.1539145708084106,-0.5518107190728188,1.413314700126648
-0.1683365106582641,-0.5520426854491233,1.3950412273406982
-0.1824967861175537,-0.5519829094409942,1.376638650894165
-0.1952443122863769,-0.552937164902687,1.359019160270691
-0.2080658674240112,-0.5537064485251904,1.3414766788482666
-0.2210537195205688,-0.5546721369028091,1.3240128755569458
-0.2340645790100097,-0.5554852858185768,1.3062831163406372
-0.2471319437026977,-0.5564978718757629,1.2882912158966064
-0.260456919670105,-0.5574347376823425,1.270268440246582
-0.2747567892074585,-0.5586492419242858,1.251246452331543
-0.2880622148513794,-0.5588373467326164,1.2499011754989624
-0.3021200895309448,-0.5587669387459754,1.229655146598816
-0.3154302835464477,-0.5589533671736717,1.2281876802444458
-0.3283959627151489,-0.55913495272398,1.2267581224441528
-0.3410234451293945,-0.5593118071556091,1.2253657579421997
-0.3533194065093994,-0.5594840161502361,1.2240102291107178
-0.3652902841567993,-0.5596516728401184,1.222690463066101
-0.3769426345825195,-0.5598148703575134,1.2214056253433228
-0.3882824182510376,-0.5599736832082272,1.2201553583145142
-0.4007289409637451,-0.5599232427775859,1.1968891620635986
-0.4139891862869262,-0.5601075030863285,1.1952855587005615
-0.426905870437622,-0.560286995023489,1.1937233209609983
-0.4394857883453369,-0.5604618117213249,1.192201852798462
-0.4517354965209961,-0.5606320351362228,1.190720558166504
-0.4636611938476562,-0.5607977584004402,1.189278244972229
-0.4752694368362427,-0.5609590671956539,1.1878743171691897
-0.486566424369812,-0.5611160472035408,1.1865079402923584
-0.4975583553314209,-0.561268787831068,1.1851787567138672
-0.5082511901855469,-0.5614173784852027,1.1838853359222412
-0.5186504125595093,-0.5615618824958801,1.1826276779174805
-0.5287624597549438,-0.5617024004459381,1.1814045906066897
-0.5385926365852356,-0.5618390031158924,1.180215835571289
-0.5481467843055725,-0.5619717761874198,1.1790603399276731
-0.5574302077293396,-0.5621007829904556,1.177937626838684
-0.5664486289024353,-0.5622260980308055,1.1768468618392944
-0.575206995010376,-0.562347799539566,1.1757875680923462
-0.5837107300758362,-0.5624659582972527,1.1747589111328125
-0.5919649004936218,-0.5625806599855423,1.1737606525421145
-0.5999744534492493,-0.5626919567584991,1.1727921962738037
-0.6077443957328796,-0.5627999231219291,1.1718522310256958
-0.6152797937393188,-0.5629046410322189,1.17094087600708
-0.622585117816925,-0.563006155192852,1.1700572967529297
-0.6296652555465698,-0.5631045401096344,1.1692008972167969
-0.6365248560905457,-0.5631998628377914,1.1683714389801023
-0.6431680917739868,-0.5632921904325485,1.1675678491592407
-0.6495997309684753,-0.5633815601468086,1.1667901277542114
-0.6558241844177246,-0.5634680539369583,1.1660372018814087
-0.6618458032608032,-0.5635517239570617,1.165308713912964
-0.6676684617996216,-0.5636326521635056,1.1646043062210083
-0.6732964515686035,-0.5637108534574508,1.163923740386963
-0.6787338256835938,-0.5637864172458648,1.163265824317932
-0.6839847564697266,-0.5638593807816505,1.1626307964324951
-0.6890528798103333,-0.5639298111200332,1.162017822265625
-0.6939423084259033,-0.5639977604150772,1.1614265441894531
-0.6986565589904785,-0.5640632659196853,1.1608563661575315
-0.7031996250152588,-0.5641264021396637,1.1603070497512815
-0.7075750231742859,-0.5641871988773346,1.1597779989242554
-0.7117863893508911,-0.5642457157373428,1.1592686176300049
-0.7158371210098267,-0.5643020048737526,1.1587790250778198
-0.7197305560112,-0.5643561109900475,1.1583082675933838
-0.7234704494476318,-0.564408078789711,1.1578558683395386
-0.7270598411560059,-0.5644579604268074,1.1574217081069946
-0.7305021286010742,-0.5645057931542397,1.1570053100585938
-0.7338005304336548,-0.5645516216754913,1.1566064357757568
-0.7369582056999207,-0.5645955055952072,1.156224489212036
-0.7399781942367554,-0.5646374747157096,1.155859351158142
-0.7428634166717529,-0.5646775662899017,1.155510425567627
-0.745617151260376,-0.5647158324718475,1.1551772356033323
-0.7482420206069946,-0.5647523030638694,1.154860019683838
-0.7507410049438477,-0.5647870302200317,1.154557704925537
-0.7531169652938843,-0.5648200511932373,1.1542704105377195
-0.7553727626800537,-0.5648513957858085,1.1539976596832275
-0.7575109004974365,-0.5648811087012291,1.1537389755249023
-0.7595341205596924,-0.5649092271924018,1.153494358062744
-0.761445164680481,-0.5649357810616493,1.1532632112503052
-0.7632465362548828,-0.5649608224630355,1.1530452966690063
-0.7649406790733337,-0.5649843662977218,1.152840256690979
-0.7665300369262695,-0.5650064498186111,1.1526479721069336
-0.7680172920227051,-0.5650271102786064,1.152468204498291
-0.7694045305252075,-0.5650463923811913,1.1523005962371826
-0.7706941962242126,-0.565064325928688,1.1521446704864502
-0.7718886733055115,-0.5650809109210968,1.1520001888275146
-0.7729900479316711,-0.5650962218642234,1.1518669128417969
-0.7888224124908447,-0.5656701177358627,1.13759183883667
-0.8025484085083008,-0.5670004934072495,1.1240099668502808
-0.813255786895752,-0.5671589374542236,1.1225581169128418
-0.8236857056617737,-0.5673132836818695,1.121143817901611
-0.8338437080383301,-0.567463606595993,1.1197665929794312
-0.8437349796295166,-0.567609965801239,1.1184254884719849
-0.8533647060394287,-0.5677524805068969,1.117119550704956
-0.8627380728721619,-0.5678911805152893,1.1158486604690552
-0.871860146522522,-0.5680261775851249,1.1146117448806765
-0.8807358145713806,-0.5681575238704681,1.1134085655212402
-0.8893699645996094,-0.5682852864265441,1.1122379302978516
-0.8977673053741455,-0.5684095546603202,1.111099123954773
-0.9059324860572816,-0.5685303807258606,1.1099920272827148
-0.9138702154159546,-0.5686478316783905,1.1089158058166504
-0.9215850234031676,-0.5687620043754577,1.1078697443008425
-0.93608295917511,-0.5690886229276657,1.0970851182937622
-0.946688175201416,-0.5692462846636772,1.0955898761749268
-0.9570187330245972,-0.5693998634815216,1.0941336154937744
-0.9670798778533936,-0.5695494413375854,1.0927153825759888
-0.9768768548965454,-0.5696950852870941,1.0913344621658323
-0.9864147901535034,-0.5698368847370147,1.0899897813796997
-0.9956989288330078,-0.5699749067425727,1.0886809825897217
