torque0,torque1,torque2,torque3,torque4,torque5,torque6,action0,action1,action2,action3,action4,action5,action6,set_target_0,set_target_1,set_target_2,set_target_3,set_target_4,set_target_5,set_target_6,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,tennisball_pos_0,tennisball_pos_1,tennisball_pos_2,tennisball_lin_vel_0,tennisball_lin_vel_1,tennisball_lin_vel_2,to_target_0,to_target_1,to_target_2,end_effector_pos_0,end_effector_pos_1,end_effector_pos_2,end_effector_rot_0,end_effector_rot_1,end_effector_rot_2,end_effector_rot_3,end_effector_lin_vel_0,end_effector_lin_vel_1,end_effector_lin_vel_2,obs_task_0,obs_task_1,obs_task_2,obs_task_3,obs_task_4,to_final_target_0,to_final_target_1,to_final_target_2,joint_acc_0,joint_acc_1,joint_acc_2,joint_acc_3,joint_acc_4,joint_acc_5,joint_acc_6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7813678,-0.00029158406,1.3215085,1.2157981,1.5981169,-0.91435635,1.573511,0.7813678,-0.00029158406,1.3215085,1.2157981,1.5981169,-0.91435635,1.573511,0,0,0,0,0,0,0,3.787241,-0.5412483,1.095967,-4.346328,0.24851783,4.105286,3.456221,-0.20718074,0.18543273,0.33101988,-0.33406758,0.9105343,0.7727577,-0.055948768,0.61678296,-0.1389023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8624063,15.956074,3.6348023,-84.598785,11.029584,0.28020418,-0.27940392,0.79619557,0.009941681,-0.78037435,-0.9501072,0.9942557,-0.96796584,-0.94054407,0.83869386,0.00042421703,1.2653216,1.1473904,1.6697032,-0.9840499,1.5057918,0.7816429,-0.00028820336,1.3212396,1.2154691,1.5984602,-0.9144393,1.57343,0.09171294,0.0011205463,-0.08984279,-0.10947539,0.114510514,-0.027697736,-0.027059115,3.7698555,-0.5402546,1.1122696,-4.346328,0.24851783,4.0657573,3.4388666,-0.20626211,0.20155334,0.33098888,-0.33399248,0.9107163,0.7728913,-0.056061007,0.61660373,-0.13890971,-0.010249453,0.024913035,0.060494155,1,0,0,0,0,0,0,0,22.92621,0.27533013,-22.453289,-27.359646,28.590832,-6.9116025,-6.7472486
32.043106,74.204575,30.505104,-85.72902,8.314886,-2.653555,-0.73414654,0.8031744,0.563158,-0.89070916,-0.9695785,0.99445355,-0.98289967,-0.9501955,0.83947146,0.040259175,1.2571086,1.1456594,1.6700609,-0.9852081,1.5050159,0.78225565,-8.9693975E-05,1.3206035,1.2147329,1.5992212,-0.9146291,1.5732449,0.17368723,0.0657675,-0.1819841,-0.20874,0.21568434,-0.053801678,-0.052625827,3.75247,-0.53926086,1.128414,-4.346328,0.24851783,4.0262284,3.421484,-0.20550132,0.21729219,0.33098602,-0.33375955,0.91112185,0.7731394,-0.056366317,0.6162489,-0.13898021,0.0023221045,0.06935951,0.11501267,1,0,0,0,0,0,0,0,20.427912,16.140167,-22.94398,-24.802885,25.250425,-6.4434366,-6.3802447
-35.396942,-12.48416,-33.68009,-78.27391,9.260212,6.1910305,-1.1632272,-0.77980554,0.6828632,-0.9245491,-0.9719318,0.9938338,-0.9823421,-0.94770646,0.7261096,0.04907646,1.254036,1.1447538,1.6707773,-0.98535776,1.50501,0.78262043,0.0003869222,1.3196193,1.2136333,1.6003523,-0.91491616,1.5729636,0.06353266,0.13692944,-0.26725972,-0.29691148,0.3050124,-0.07763866,-0.07620949,3.7350845,-0.53826714,1.1444004,-4.346328,0.24851783,3.9866996,3.4042258,-0.20473647,0.23267335,0.3308587,-0.33353066,0.911727,0.77342385,-0.05670452,0.6157773,-0.13934952,-0.043143556,0.053098686,0.16334662,1,0,0,0,0,0,0,0,-27.74601,17.775393,-21.104528,-22.030949,22.313087,-5.906339,-5.8560815
-36.206127,-15.20082,-34.41279,-73.43642,8.657389,6.2789035,-1.1095134,-0.95919776,0.7216581,-0.90843797,-0.96958685,0.99351496,-0.9789142,-0.9354339,0.7135582,0.05234631,1.2542118,1.143823,1.6718854,-0.985398,1.5056124,0.78251886,0.0011373095,1.318329,1.2122123,1.6018105,-0.9152924,1.5725936,-0.05543917,0.20446242,-0.34068006,-0.37463003,0.3844225,-0.09932416,-0.09788177,3.717699,-0.5372734,1.1602286,-4.346328,0.24851783,3.9471707,3.387146,-0.20389915,0.24772012,0.33055305,-0.33337426,0.9125085,0.7737159,-0.057009235,0.6152157,-0.14008294,-0.087864004,0.034702957,0.20597973,1,0,0,0,0,0,0,0,-30.071829,16.865662,-18.027632,-19.419222,19.842981,-5.350474,-5.3730755
-31.884912,-12.773729,-30.358932,-68.99774,8.075735,5.662701,-0.98798394,-0.96470326,0.7183246,-0.89688694,-0.9666882,0.993409,-0.97738343,-0.93263537,0.7130602,0.05285668,1.2537531,1.1426108,1.6733359,-0.985664,1.5054438,0.7819786,0.002133479,1.3167735,1.2105091,1.6035604,-0.91574824,1.5721406,-0.16210157,0.26387605,-0.40428218,-0.44297296,0.4552569,-0.118755385,-0.118124805,3.7003136,-0.5362797,1.1758987,-4.346328,0.24851783,3.907642,3.3702312,-0.20299673,0.2624541,0.33008242,-0.33328295,0.9134446,0.7740106,-0.05728179,0.61457586,-0.14114821,-0.127413,0.018975928,0.2435334,1,0,0,0,0,0,0,0,-27.085274,14.833703,-15.485465,-17.077654,17.70471,-4.773147,-5.015917
-28.087517,-11.08178,-26.822874,-64.943855,7.5773573,5.112733,-0.8694324,-0.9654984,0.7053002,-0.8784971,-0.9632104,0.9930055,-0.9761793,-0.9302251,0.7124627,0.052915096,1.2535217,1.1411579,1.6750568,-0.98603314,1.5051644,0.78104687,0.0033422688,1.3149911,1.2085569,1.6055708,-0.91627514,1.5716113,-0.25719306,0.3149441,-0.45853657,-0.5029224,0.51854134,-0.13589676,-0.13708557,3.682928,-0.53528595,1.1914107,-4.346328,0.24851783,3.868113,3.3534608,-0.20203686,0.2768926,0.3294673,-0.3332491,0.91451806,0.7743082,-0.05752862,0.6138644,-0.14250495,-0.16239446,0.0056261136,0.2765523,1,0,0,0,0,0,0,0,-24.255163,12.746646,-13.087689,-14.982565,15.819936,-4.195839,-4.695311
-24.163754,-8.411616,-23.153767,-61.48583,7.098757,4.565785,-0.77332425,-0.9672291,0.70284855,-0.8611392,-0.9603269,0.9924794,-0.9756365,-0.92719656,0.71140635,0.053947367,1.252989,1.1394134,1.6770294,-0.986521,1.5048531,0.7797656,0.0047367234,1.313017,1.2063873,1.6078148,-0.91686404,1.5710095,-0.3420537,0.35980976,-0.50470626,-0.55549943,0.57516426,-0.15081367,-0.15486029,3.6655426,-0.5342922,1.2067646,-4.346328,0.24851783,3.8285842,3.3368163,-0.20103192,0.291053,0.3287263,-0.3332603,0.9157116,0.77460754,-0.057756048,0.6130886,-0.14411654,-0.1929097,-0.0051580756,0.30558386,1,0,0,0,0,0,0,0,-21.739586,11.195793,-11.025025,-13.142942,14.156162,-3.639586,-4.399597
-20.744373,-6.0886855,-19.974052,-58.382553,6.667835,4.092807,-0.6893223,-0.96771044,0.70177674,-0.8489813,-0.9564296,0.992442,-0.9751886,-0.9255854,0.71009046,0.05526465,1.2518903,1.1375244,1.6792706,-0.9870776,1.5043674,0.7781725,0.006294595,1.310877,1.2040279,1.6102676,-0.91750586,1.57034,-0.41764188,0.39932692,-0.5443663,-0.60143614,0.6259487,-0.16362493,-0.17157556,3.6481571,-0.5332985,1.2219603,-4.346328,0.24851783,3.7890553,3.3202825,-0.19998956,0.30494994,0.32787466,-0.33330894,0.91701037,0.7749068,-0.057968345,0.61225533,-0.14595391,-0.21953036,-0.013744889,0.33103585,1,0,0,0,0,0,0,0,-19.449099,9.858891,-9.369909,-11.486441,12.697338,-3.1168756,-4.1358247
-17.939983,-4.4655027,-17.38938,-55.591953,6.2964535,3.702371,-0.61345446,-0.9682373,0.69759965,-0.8384651,-0.9525924,0.99194044,-0.9741594,-0.9254605,0.7084594,0.056521773,1.2505075,1.1354412,1.6816874,-0.9876453,1.5037069,0.77630234,0.007995234,1.3085948,1.2015026,1.6129074,-0.91819346,1.5696057,-0.48496866,0.43374416,-0.57848436,-0.64151,0.67149615,-0.1744712,-0.18734342,3.6307716,-0.53230476,1.236998,-4.346328,0.24851783,3.7495265,3.303846,-0.19891787,0.31859714,0.32692575,-0.3333869,0.9184008,0.77520376,-0.05817099,0.61137044,-0.14799094,-0.24289587,-0.020579215,0.3533149,1,0,0,0,0,0,0,0,-17.400352,8.584842,-7.967561,-10.024249,11.388808,-2.6322527,-3.900401
