pure_target_joint_0,pure_target_joint_1,pure_target_joint_2,pure_target_joint_3,pure_target_joint_4,pure_target_joint_5,pure_target_joint_6,target_joint_0,target_joint_1,target_joint_2,target_joint_3,target_joint_4,target_joint_5,target_joint_6,pos_joint_0,pos_joint_1,pos_joint_2,pos_joint_3,pos_joint_4,pos_joint_5,pos_joint_6,vel_joint_0,vel_joint_1,vel_joint_2,vel_joint_3,vel_joint_4,vel_joint_5,vel_joint_6,vel_smooth_joint_0,vel_smooth_joint_1,vel_smooth_joint_2,vel_smooth_joint_3,vel_smooth_joint_4,vel_smooth_joint_5,vel_smooth_joint_6,ee_pos_x,ee_pos_y,ee_pos_z,ee_or_w,ee_or_x,ee_or_y,ee_or_z,eep_vel_x,eep_vel_y,eep_vel_z,ee_vel_offset_x,ee_vel_offset_y,ee_vel_offset_z,ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz,action_0,action_1,action_2,action_3,action_4,action_5,action_6,command_published
1.73275,-1.05218,-1.79225,-1.09002,1.99996,1.18722,-0.91499,1.73275,-1.05218,-1.79225,-1.09002,1.99996,1.18722,-0.91499,1.78088,-1.07153,-1.81804,-1.11976,1.93718,1.11686,-0.916252,0,2.39552e-05,0,0,0,0,-3.59547e-05,0,2.39552e-05,0,0,0,0,-3.59547e-05,0.53382,-0.455914,0.691147,0.572929,0.179031,0.151709,0.785293,-1.54743e-06,7.25725e-06,1.32782e-05,-1.75414e-06,8.22667e-06,1.33478e-05,2.9895,-0.516246,0.439324,-2.96314,-0.0416696,5.23141,-2.96314,-0.0546042,5.23141,-0.481228,0.193489,0.257879,0.297391,0.627747,0.703669,0.0126168,1
1.73403,-1.05192,-1.78902,-1.08816,2.00036,1.1873,-0.915264,1.73403,-1.05192,-1.78902,-1.08816,2.00036,1.1873,-0.915264,1.78088,-1.07153,-1.81804,-1.11976,1.93718,1.11686,-0.916252,0,0,2.39771e-05,-2.39771e-05,0,0,0,0,0,2.39771e-05,-2.39771e-05,0,0,0,0.53382,-0.455914,0.691147,0.572929,0.179032,0.151709,0.785293,2.63288e-06,1.30897e-05,2.83527e-06,2.23296e-06,1.34414e-05,3.02667e-06,2.96048,-0.516157,0.491495,-2.90129,0.00889897,5.21715,-2.90129,-0.0346724,5.21715,-0.468432,0.196121,0.290208,0.315952,0.631801,0.704485,0.00988043,1
1.72518,-1.04034,-1.79802,-1.08036,1.99895,1.18802,-0.923169,1.72518,-1.04034,-1.79802,-1.08036,1.99895,1.18802,-0.923169,1.78087,-1.07152,-1.81801,-1.11973,1.93718,1.11686,-0.916252,-0.00149805,0.00221712,0.00475784,0.00435038,-5.75275e-05,2.39771e-05,2.39771e-05,-0.00149805,0.00221712,0.00475784,0.00435038,-5.75275e-05,2.39771e-05,2.39771e-05,0.533809,-0.455918,0.691168,0.572938,0.179016,0.151702,0.785291,-0.00173463,-0.000745024,0.00396093,-0.00200944,-0.000724893,0.0041007,2.93001,-0.51614,0.542372,-3.0472,0.00163317,5.0877,-3.0472,-0.0182816,5.0877,-0.556883,0.311764,0.199963,0.393705,0.617707,0.711667,-0.0691744,1
1.72892,-1.03621,-1.78475,-1.08853,2.00616,1.18588,-0.922645,1.72892,-1.03621,-1.78475,-1.08853,2.00616,1.18588,-0.922645,1.78068,-1.07126,-1.81746,-1.11929,1.9381,1.11786,-0.916245,-0.0321904,0.0427368,0.0979855,0.0846227,0.165617,0.178641,-0.000563275,-0.0321904,0.0427368,0.0979855,0.0846227,0.165617,0.178641,-0.000563275,0.533391,-0.456062,0.691729,0.573093,0.178354,0.150984,0.785467,-0.0598702,-0.0250825,0.0915349,-0.0744311,-0.0284342,0.0990668,2.90126,-0.516586,0.591154,-2.87466,-0.0445485,4.87818,-2.87466,-0.0131401,4.87818,-0.5176,0.350527,0.327099,0.307537,0.680643,0.680156,-0.0640023,1
1.72973,-1.02441,-1.76443,-1.11722,2.01791,1.18512,-0.919424,1.72973,-1.02441,-1.76443,-1.11722,2.01791,1.18512,-0.919424,1.77969,-1.07082,-1.81536,-1.11751,1.94429,1.1239,-0.916254,-0.11015,0.0269172,0.233003,0.197481,0.787259,0.753359,-0.00227706,-0.11015,0.0269172,0.233003,0.197481,0.787259,0.753359,-0.00227706,0.531254,-0.457236,0.693803,0.573641,0.175431,0.1465,0.786573,-0.201588,-0.125861,0.199092,-0.25347,-0.14777,0.225532,2.87312,-0.516798,0.639669,-2.81413,-0.0211954,4.85147,-2.81413,-0.0155091,4.85147,-0.499687,0.464069,0.50937,0.00288418,0.73619,0.612173,-0.0316923,1
1.7256,-1.01638,-1.75449,-1.13285,2.0312,1.19286,-0.933591,1.7256,-1.01638,-1.75449,-1.13285,2.0312,1.19286,-0.933591,1.77882,-1.07105,-1.8123,-1.11458,1.95656,1.13531,-0.916516,-0.0763893,-0.0342757,0.322012,0.336537,1.34869,1.2494,-0.0403039,-0.0763893,-0.0342757,0.322012,0.336537,1.34869,1.2494,-0.0403039,0.527844,-0.459393,0.696647,0.57418,0.170627,0.137837,0.7888,-0.283632,-0.199902,0.261405,-0.368433,-0.23969,0.302461,2.84412,-0.516469,0.688145,-2.89989,0.0328422,4.84763,-2.89989,-0.0123377,4.84763,-0.532193,0.546701,0.578102,-0.182698,0.746442,0.575572,-0.170757,1
1.72501,-1.01167,-1.74907,-1.1437,2.04601,1.20517,-0.944227,1.72501,-1.01167,-1.74907,-1.1437,2.04601,1.20517,-0.944227,1.77846,-1.07136,-1.80922,-1.11024,1.9716,1.14909,-0.91726,-0.0171019,-0.0169701,0.318956,0.446435,1.51785,1.39979,-0.0818303,-0.0171019,-0.0169701,0.318956,0.446435,1.51785,1.39979,-0.0818303,0.523885,-0.462112,0.699964,0.575101,0.164796,0.127364,0.791125,-0.30152,-0.217351,0.299379,-0.39798,-0.261385,0.342971,2.81473,-0.516575,0.734859,-2.93958,-0.0105441,4.67142,-2.93958,-0.00810794,4.67142,-0.534527,0.596871,0.6015,-0.334629,0.74412,0.560833,-0.269676,1
1.72824,-1.01359,-1.74506,-1.14506,2.05946,1.22185,-0.94793,1.72824,-1.01359,-1.74506,-1.14506,2.05946,1.22185,-0.94793,1.7784,-1.07076,-1.80501,-1.10672,1.98604,1.16189,-0.918019,-0.0215602,0.0889012,0.455016,0.297036,1.4149,1.22385,-0.0646086,-0.0215602,0.0889012,0.455016,0.297036,1.4149,1.22385,-0.0646086,0.520173,-0.46384,0.703824,0.575508,0.158746,0.117408,0.793603,-0.273923,-0.106997,0.354285,-0.365762,-0.144266,0.39299,2.78615,-0.516974,0.780035,-2.85771,-0.0399292,4.51752,-2.85771,-0.0114454,4.51752,-0.501637,0.571712,0.599536,-0.383342,0.734137,0.599581,-0.29911,1
1.72642,-1.00825,-1.74177,-1.14325,2.07303,1.23567,-0.943019,1.72642,-1.00825,-1.74177,-1.14325,2.07303,1.23567,-0.943019,1.77663,-1.06894,-1.79893,-1.10555,1.99944,1.17223,-0.919085,-0.23999,0.212126,0.661641,0.0460685,1.31951,0.970555,-0.143167,-0.23999,0.212126,0.661641,0.0460685,1.31951,0.970555,-0.143167,0.51623,-0.464831,0.708226,0.575618,0.153153,0.108399,0.795901,-0.32419,-0.0529333,0.41773,-0.408471,-0.0868837,0.45101,2.75777,-0.51687,0.825029,-2.83816,0.0103474,4.49941,-2.83816,-0.00980134,4.49941,-0.502122,0.606825,0.571678,-0.377016,0.73586,0.634312,-0.239335,1
1.72,-1.00261,-1.74261,-1.13888,2.08462,1.24718,-0.933949,1.72,-1.00261,-1.74261,-1.13888,2.08462,1.24718,-0.933949,1.77241,-1.06656,-1.79113,-1.10778,2.01226,1.18048,-0.921967,-0.477379,0.239738,0.817656,-0.321904,1.27584,0.788054,-0.339665,-0.477379,0.239738,0.817656,-0.321904,1.27584,0.788054,-0.339665,0.511913,-0.465395,0.712533,0.57586,0.148393,0.100135,0.797708,-0.362335,-0.00787298,0.388726,-0.436878,-0.04262,0.416354,2.7286,-0.516762,0.868796,-2.91698,0.0108778,4.37669,-2.91698,-0.00420873,4.37669,-0.524079,0.639503,0.485183,-0.311004,0.72366,0.667042,-0.119818,1
