timestamp,opti_x,opti_y,opti_z,opti_x_ema,opti_y_ema,opti_z_ema,world_x,world_y,world_z,world_x_ema,world_y_ema,world_z_ema
1756371507.9721127,-0.3941088914871216,-0.4680621027946472,-0.02792501449584961,-0.3529271078202844,-0.5633549053990784,-0.13073333661479644,0.7279250144958496,0.3941088914871216,0.09628789720535283,0.8307333366147964,0.3529271078202844,0.0009950946009216546
1756371507.9820008,-0.40829646587371826,-0.4986417293548584,0.0023255348205566406,-0.3584640436256278,-0.5568835877946564,-0.11742744947126113,0.6976744651794433,0.40829646587371826,0.06570827064514165,0.8174274494712611,0.3584640436256278,0.0074664122053436435
1756371507.9918525,-0.4134625196456909,-0.49279478192329407,0.01320648193359375,-0.3639638912276341,-0.5504747072075201,-0.10436405633077564,0.6867935180664062,0.4134625196456909,0.07155521807670598,0.8043640563307756,0.3639638912276341,0.013875292792479933
1756371508.001861,-0.41892826557159424,-0.4873986840248108,0.024027466773986816,-0.36946032866203016,-0.5441671048892492,-0.0915249040202994,0.6759725332260131,0.41892826557159424,0.07695131597518926,0.7915249040202994,0.36946032866203016,0.02018289511075081
1756371508.0118766,-0.4249894320964813,-0.45962756872177124,0.03318321704864502,-0.3750132390054753,-0.5357131512725014,-0.07905409191340497,0.6668167829513549,0.4249894320964813,0.1047224312782288,0.7790540919134049,0.3750132390054753,0.028636848727498644
1756371508.0219922,-0.429910808801651,-0.45472127199172974,0.043429791927337646,-0.3805029959850929,-0.5276139633444242,-0.0668057035293307,0.6565702080726623,0.429910808801651,0.10962872800827031,0.7668057035293306,0.3805029959850929,0.03673603665557582
1756371508.031439,-0.4347468316555023,-0.44971925020217896,0.05358123779296875,-0.38592737955213385,-0.5198244920301996,-0.054767009397100753,0.6464187622070312,0.4347468316555023,0.11463074979782109,0.7547670093971007,0.38592737955213385,0.044525507969800406
1756371508.041454,-0.4356132745742798,-0.46750009059906006,0.06092721223831177,-0.3908959690543484,-0.5145920518870857,-0.0431975872335595,0.6390727877616882,0.4356132745742798,0.09684990940093999,0.7431975872335594,0.3908959690543484,0.049757948112914376
1756371508.0516233,-0.4321279525756836,-0.4614284038543701,0.06410568952560425,-0.39501916740648196,-0.5092756870838141,-0.032467259557643124,0.6358943104743957,0.4321279525756836,0.10292159614562993,0.7324672595576431,0.39501916740648196,0.055074312916185954
1756371508.0617604,-0.4499264657497406,-0.43848711252212524,0.08015143871307373,-0.4005098972408079,-0.5021968296276452,-0.02120538973057144,0.6198485612869262,0.4499264657497406,0.1258628874778748,0.7212053897305714,0.4005098972408079,0.06215317037235483
1756371508.201938,-0.4705449938774109,-0.407533198595047,0.1689307689666748,-0.4075134069044682,-0.4927304665243854,-0.0021917738608468185,0.5310692310333252,0.4705449938774109,0.15681680140495305,0.7021917738608467,0.4075134069044682,0.07161953347561464
1756371508.3618157,-0.4730699956417084,-0.41053152084350586,0.2293034791946411,-0.4140690657781922,-0.48451057195629743,0.020957751444701977,0.47069652080535884,0.4730699956417084,0.1538184791564942,0.6790422485552979,0.4140690657781922,0.07983942804370261
1756371508.3716013,-0.4702068269252777,-0.412121057510376,0.23396903276443481,-0.4196828418929008,-0.4772716205117053,0.04225887957667526,0.46603096723556514,0.4702068269252777,0.15222894248962407,0.6577411204233247,0.4196828418929008,0.08707837948829475
1756371508.3817747,-0.4668557345867157,-0.4142003059387207,0.23840397596359253,-0.4244001311622823,-0.47096448905440685,0.06187338921536699,0.4615960240364074,0.4668557345867157,0.15014969406127934,0.638126610784633,0.4244001311622823,0.09338551094559319
1756371508.391837,-0.4622640311717987,-0.41649067401885986,0.24347060918807983,-0.42818652116323397,-0.4655171075508522,0.08003311121263829,0.4565293908119201,0.4622640311717987,0.14785932598114018,0.6199668887873617,0.42818652116323397,0.09883289244914786
1756371508.431741,-0.4344741404056549,-0.4339505434036255,0.27117884159088135,-0.4288152830874761,-0.46236045113612956,0.0991476842504626,0.4288211584091186,0.4344741404056549,0.13039945659637456,0.6008523157495373,0.4288152830874761,0.10198954886387049
1756371508.4421108,-0.42645713686943054,-0.4391782283782959,0.27970653772354126,-0.4285794684656715,-0.4600422288603462,0.11720356959777047,0.4202934622764587,0.42645713686943054,0.12517177162170415,0.5827964304022295,0.4285794684656715,0.10430777113965387
1756371508.4521127,-0.4169851243495941,-0.4434589147567749,0.2895035147666931,-0.4274200340540638,-0.4583838974499891,0.13443356411466273,0.41049648523330684,0.4169851243495941,0.12089108524322514,0.5655664358853372,0.4274200340540638,0.10596610255001096
1756371508.4618154,-0.4055164158344269,-0.4467339515686035,0.30040115118026733,-0.4252296722321002,-0.4572189028618506,0.1510303228212232,0.3995988488197326,0.4055164158344269,0.11761604843139653,0.5489696771787768,0.4252296722321002,0.10713109713814947
1756371508.4716759,-0.3934899866580963,-0.449765682220459,0.3119128942489624,-0.4220557036746998,-0.4564735807977114,0.16711857996399712,0.38808710575103755,0.3934899866580963,0.11458431777954106,0.5328814200360028,0.4220557036746998,0.10787641920228866
1756371508.4818265,-0.3825865685939789,-0.4519665241241455,0.32344043254852295,-0.4181087901666277,-0.45602287513035483,0.1827507652224497,0.376559567451477,0.3825865685939789,0.11238347587585454,0.5172492347775502,0.4181087901666277,0.10832712486964521
1756371508.4921103,-0.36996468901634216,-0.455760657787323,0.33675822615623474,-0.4132943800515992,-0.45599665339605167,0.1981515113158282,0.3632417738437652,0.36996468901634216,0.10858934221267705,0.5018484886841718,0.4132943800515992,0.10835334660394838
1756371508.501865,-0.35821732878685,-0.45919594168663025,0.3489091396331787,-0.40778667492512427,-0.45631658222510957,0.21322727414756326,0.35109086036682124,0.35821732878685,0.1051540583133698,0.4867727258524367,0.40778667492512427,0.10803341777489048
1756371508.5118027,-0.34286460280418396,-0.4610300064086914,0.3628809154033661,-0.40129446771303023,-0.45678792464346774,0.22819263827314354,0.33711908459663387,0.34286460280418396,0.10331999359130864,0.47180736172685644,0.40129446771303023,0.10756207535653231
1756371508.5218618,-0.3311088979244232,-0.46395793557167053,0.3744717836380005,-0.3942759107341695,-0.45750492573628804,0.24282055280962922,0.32552821636199947,0.3311088979244232,0.10039206442832951,0.45717944719037074,0.3942759107341695,0.10684507426371201
1756371508.5318758,-0.3175041973590851,-0.4661546051502228,0.3877221345901489,-0.3865987393966611,-0.45836989367768155,0.2573107109876812,0.31227786540985103,0.3175041973590851,0.09819539484977727,0.44268928901231874,0.3865987393966611,0.1059801063223185
1756371508.5418816,-0.30406472086906433,-0.4682481586933136,0.40061211585998535,-0.3783453375439015,-0.45935772017924476,0.2716408514749116,0.2993878841400146,0.30406472086906433,0.09610184130668645,0.42835914852508833,0.3783453375439015,0.10499227982075529
1756371508.5517106,-0.29097989201545715,-0.47036728262901306,0.4138219952583313,-0.36960879299105703,-0.46045867642422156,0.2858589658532536,0.28617800474166866,0.29097989201545715,0.09398271737098698,0.41414103414674636,0.36960879299105703,0.10389132357577849
1756371508.5619566,-0.2779400646686554,-0.47195905447006226,0.4268859028816223,-0.3604419201588169,-0.46160871422880567,0.2999616595560905,0.27311409711837764,0.2779400646686554,0.09239094552993779,0.40003834044390946,0.3604419201588169,0.10274128577119437
1756371508.6018028,-0.21739676594734192,-0.4527197480201721,0.4903108477592468,-0.3461374047376694,-0.46071981760794234,0.31899657837640616,0.20968915224075313,0.21739676594734192,0.11163025197982793,0.3810034216235938,0.3461374047376694,0.10363018239205771
