current_joint_pos_0,current_joint_pos_1,current_joint_pos_2,current_joint_pos_3,current_joint_pos_4,current_joint_pos_5,current_joint_pos_6,set_target_0,set_target_1,set_target_2,set_target_3,set_target_4,set_target_5,set_target_6,predicted_next_joint_pos_0,predicted_next_joint_pos_1,predicted_next_joint_pos_2,predicted_next_joint_pos_3,predicted_next_joint_pos_4,predicted_next_joint_pos_5,predicted_next_joint_pos_6,actual_next_joint_pos_0,actual_next_joint_pos_1,actual_next_joint_pos_2,actual_next_joint_pos_3,actual_next_joint_pos_4,actual_next_joint_pos_5,actual_next_joint_pos_6,abs_error_0,abs_error_1,abs_error_2,abs_error_3,abs_error_4,abs_error_5,abs_error_6,timestep
1.3444,-0.686763,-1.85489,-0.883425,2.25591,1.45222,-1.18543,1.26003,-0.611962,-1.86129,-0.889718,2.32082,1.51541,-1.21824,1.2446316982005374,-0.6464612172928212,-1.8578901100326826,-0.8817467714263187,2.235964227876494,1.5191394432010843,-1.1459844700210227,1.33278,-0.676426,-1.85554,-0.883492,2.26488,1.46099,-1.19022,0.08814830179946265,0.029964782707178728,0.0023501100326825952,0.0017452285736813122,0.0289157721235056,0.05814944320108428,0.044235529978977395,37
1.33278,-0.676426,-1.85554,-0.883492,2.26488,1.46099,-1.19022,1.24834,-0.601748,-1.86396,-0.893497,2.3293,1.52416,-1.22189,1.227452587784156,-0.6345591528269339,-1.8596318256962598,-0.882164584528257,2.2431839409189367,1.5322704326887941,-1.1485322723402545,1.32116,-0.666098,-1.85635,-0.884061,2.27385,1.46971,-1.19484,0.09370741221584389,0.0315388471730661,0.003281825696259899,0.0018964154717430182,0.030666059081063235,0.06256043268879408,0.046307727659745446,38
1.32116,-0.666098,-1.85635,-0.884061,2.27385,1.46971,-1.19484,1.23666,-0.591502,-1.86641,-0.896923,2.33758,1.53295,-1.22524,1.2108273162084302,-0.6229479098119965,-1.8613989637882788,-0.882972212598686,2.2505827020111653,1.54486125324892,-1.151178450594583,1.30953,-0.655791,-1.85726,-0.88506,2.28279,1.47841,-1.19933,0.09870268379156988,0.032843090188003465,0.004138963788278938,0.0020877874013139897,0.03220729798883459,0.0664512532489201,0.04815154940541699,39
1.30953,-0.655791,-1.85726,-0.88506,2.28279,1.47841,-1.19933,1.22498,-0.581343,-1.86902,-0.902329,2.34594,1.54179,-1.22862,1.1935358777761254,-0.6110593544494944,-1.863385980082356,-0.8844760826594574,2.2576872560039005,1.5581634562982694,-1.1534036427425127,1.29788,-0.645503,-1.85847,-0.886563,2.29166,1.48712,-1.20365,0.10434412222387457,0.03444364555050561,0.004915980082355942,0.00208691734054256,0.033972743996099286,0.07104345629826936,0.050246357257487384,40
1.29788,-0.645503,-1.85847,-0.886563,2.29166,1.48712,-1.20365,1.21329,-0.571253,-1.87253,-0.909667,2.35404,1.55062,-1.23169,1.1758139588114114,-0.5989339192817622,-1.8659692089155788,-0.8867469140430182,2.2645618985213307,1.5720541371561945,-1.1552143673195305,1.28623,-0.635224,-1.85994,-0.888466,2.30042,1.49584,-1.20779,0.11041604118858861,0.036290080718237805,0.006029208915578899,0.0017190859569817807,0.03585810147866919,0.0762141371561944,0.052575632680469386,41
1.28623,-0.635224,-1.85994,-0.888466,2.30042,1.49584,-1.20779,1.20163,-0.561271,-1.87576,-0.918006,2.36211,1.55956,-1.23453,1.158456193629009,-0.5869695934873114,-1.8686923852049655,-0.8895912697708708,2.2713595466569205,1.5858391185544645,-1.156964890913623,1.27458,-0.624966,-1.86163,-0.890974,2.3091,1.50458,-1.21179,0.11612380637099107,0.03799640651268865,0.007062385204965604,0.0013827302291292698,0.037740453343079405,0.08125911855446444,0.054825109086376944,42
1.27458,-0.624966,-1.86163,-0.890974,2.3091,1.50458,-1.21179,1.18994,-0.551293,-1.87993,-0.925626,2.37011,1.56862,-1.23691,1.1419705491552774,-0.5754750624603993,-1.8717557619060274,-0.8928340068836622,2.278431793344842,1.5988098684481442,-1.158938488702784,1.26292,-0.614738,-1.86363,-0.894354,2.31767,1.51334,-1.21561,0.12094945084472264,0.03926293753960075,0.00812576190602754,0.00151999311633777,0.03923820665515798,0.0854698684481443,0.05667151129721604,43
1.26292,-0.614738,-1.86363,-0.894354,2.31767,1.51334,-1.21561,1.17836,-0.541414,-1.88463,-0.935009,2.37871,1.57777,-1.23907,1.1259304876851326,-0.5641184922065514,-1.8753369022298256,-0.897151902806348,2.2855418640020284,1.6116683750867868,-1.1608161444480916,1.25125,-0.604553,-1.8659,-0.898674,2.32615,1.52213,-1.21924,0.12531951231486738,0.04043450779344859,0.009436902229825739,0.0015220971936519279,0.04060813599797175,0.08953837508678686,0.05842385555190854,44
1.25125,-0.604553,-1.8659,-0.898674,2.32615,1.52213,-1.21924,1.16678,-0.531439,-1.88924,-0.943936,2.38678,1.58673,-1.24033,1.1103950375598064,-0.5527474008049753,-1.8790866948252258,-0.9022060777659064,2.2928615036100863,1.6241153701363298,-1.162447789212144,1.23959,-0.59441,-1.8685,-0.903686,2.33453,1.53096,-1.22265,0.12919496244019357,0.041662599195024685,0.010586694825225784,0.0014799222340935447,0.041668496389913656,0.09315537013632968,0.060202210787855925,45
1.23959,-0.59441,-1.8685,-0.903686,2.33453,1.53096,-1.22265,1.15522,-0.521789,-1.89384,-0.953301,2.39435,1.59544,-1.24004,1.0951885430003339,-0.5412456982671385,-1.8830765793204227,-0.9080382949583852,2.300434018722851,1.6364061357470123,-1.163614283394383,1.22793,-0.584315,-1.87149,-0.909486,2.34293,1.53986,-1.22582,0.1327414569996661,0.0430693017328615,0.011586579320422619,0.001447705041614844,0.04249598127714904,0.09654613574701232,0.06220571660561691,46
