pure_target_joint_0,pure_target_joint_1,pure_target_joint_2,pure_target_joint_3,pure_target_joint_4,pure_target_joint_5,pure_target_joint_6,target_joint_0,target_joint_1,target_joint_2,target_joint_3,target_joint_4,target_joint_5,target_joint_6,pos_joint_0,pos_joint_1,pos_joint_2,pos_joint_3,pos_joint_4,pos_joint_5,pos_joint_6,vel_joint_0,vel_joint_1,vel_joint_2,vel_joint_3,vel_joint_4,vel_joint_5,vel_joint_6,vel_smooth_joint_0,vel_smooth_joint_1,vel_smooth_joint_2,vel_smooth_joint_3,vel_smooth_joint_4,vel_smooth_joint_5,vel_smooth_joint_6,ee_pos_x,ee_pos_y,ee_pos_z,ee_or_w,ee_or_x,ee_or_y,ee_or_z,eep_vel_x,eep_vel_y,eep_vel_z,ee_vel_offset_x,ee_vel_offset_y,ee_vel_offset_z,ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz,action_0,action_1,action_2,action_3,action_4,action_5,action_6,command_published
1.83331,-1.00505,-1.87851,-1.08813,1.98007,1.16449,-0.882749,1.83331,-1.00505,-1.87851,-1.08813,1.98007,1.16449,-0.882749,1.78091,-1.07173,-1.81819,-1.11981,1.93718,1.11681,-0.916289,-2.39552e-05,1.19994e-05,0,-1.19994e-05,0,0,0,-2.39552e-05,1.19994e-05,0,-1.19994e-05,0,0,0,0.533879,-0.455974,0.690966,0.572909,0.179176,0.151708,0.785275,-9.85374e-06,-4.362e-06,3.79445e-06,-9.68557e-06,-4.23816e-06,3.70382e-06,0.7,0,0.5721,0,0,0,0,0,0,0.52401,0.66671,-0.603267,0.316798,0.428901,0.476799,0.335393,1
1.74136,-1.01525,-1.88384,-1.07071,1.94873,1.17378,-0.88078,1.74136,-1.01525,-1.88384,-1.07071,1.94873,1.17378,-0.88078,1.78091,-1.07173,-1.81819,-1.11981,1.93718,1.11681,-0.916289,2.39541e-05,0,0,-1.1977e-05,0,0,0,2.39541e-05,0,0,-1.1977e-05,0,0,0,0.533879,-0.455974,0.690966,0.572909,0.179176,0.151708,0.785275,1.28365e-05,1.65607e-05,-2.85247e-06,1.30343e-05,1.72129e-05,-2.97787e-06,0.7,0,0.5721,0,0,0,0,0,0,-0.395491,0.564792,-0.656552,0.49098,0.115468,0.56967,0.355082,1
1.73152,-0.997972,-1.88527,-1.09845,1.94986,1.14813,-0.909622,1.73152,-0.997972,-1.88527,-1.09845,1.94986,1.14813,-0.909622,1.78091,-1.07173,-1.81819,-1.11981,1.93718,1.11681,-0.916289,4.793e-05,1.19989e-05,-2.39759e-05,0,0,0,1.1977e-05,4.793e-05,1.19989e-05,-2.39759e-05,0,0,0,1.1977e-05,0.533879,-0.455974,0.690966,0.572908,0.179176,0.151708,0.785275,2.28585e-05,2.76452e-05,-1.52147e-05,2.36111e-05,2.83564e-05,-1.56261e-05,0.7,0,0.5721,0,0,0,0,0,0,-0.493894,0.737536,-0.670823,0.213551,0.126709,0.313163,0.0666651,1
1.72139,-0.997967,-1.87006,-1.10182,1.97083,1.1432,-0.936428,1.72139,-0.997967,-1.87006,-1.10182,1.97083,1.1432,-0.936428,1.78091,-1.07173,-1.81819,-1.11981,1.93718,1.11681,-0.916289,1.1977e-05,2.39541e-05,0,-2.39759e-05,0,2.39541e-05,0,1.1977e-05,2.39541e-05,0,-2.39759e-05,0,2.39541e-05,0,0.533879,-0.455974,0.690966,0.572908,0.179176,0.151708,0.785275,-8.1579e-06,-2.46619e-05,-1.37376e-05,-7.44771e-06,-2.80267e-05,-1.39763e-05,0.7,0,0.5721,0,0,0,0,0,0,-0.595283,0.737584,-0.518683,0.179914,0.336459,0.263906,-0.201397,1
1.72914,-0.995288,-1.85998,-1.13943,1.97969,1.14576,-0.929169,1.72914,-0.995288,-1.85998,-1.13943,1.97969,1.14576,-0.929169,1.78091,-1.07173,-1.81819,-1.11981,1.93718,1.11681,-0.916289,-2.39541e-05,-1.1977e-05,0,2.39759e-05,0,-2.39541e-05,0,-2.39541e-05,-1.1977e-05,0,2.39759e-05,0,-2.39541e-05,0,0.533879,-0.455973,0.690966,0.572908,0.179176,0.151708,0.785275,-1.14059e-05,-2.55146e-05,-2.18968e-06,-1.07988e-05,-2.7181e-05,-2.43852e-06,0.7,0,0.5721,0,0,0,0,0,0,-0.517769,0.764371,-0.417953,-0.196268,0.425033,0.289484,-0.128802,1
1.732,-0.993763,-1.86086,-1.12443,1.96085,1.16381,-0.934536,1.732,-0.993763,-1.86086,-1.12443,1.96085,1.16381,-0.934536,1.78094,-1.07173,-1.81814,-1.11987,1.93715,1.11675,-0.916349,0.00423034,5.99289e-05,0.00885614,-0.011912,-0.00726707,-0.0124154,-0.0120918,0.00423034,5.99289e-05,0.00885614,-0.011912,-0.00726707,-0.0124154,-0.0120918,0.533906,-0.45593,0.690962,0.572895,0.179189,0.151738,0.785276,0.00493884,0.00834703,-0.000451405,0.00541833,0.0086919,-0.000709555,0.7,0,0.5721,0,0,0,0,0,0,-0.489337,0.779619,-0.427182,-0.0456231,0.236973,0.47066,-0.181873,1
1.76999,-0.994267,-1.86054,-1.14184,1.96438,1.16484,-0.908933,1.76999,-0.994267,-1.86054,-1.14184,1.96438,1.16484,-0.908933,1.78108,-1.07179,-1.81645,-1.12144,1.93739,1.11497,-0.91746,-0.0437435,-0.0121164,0.118587,-0.0923527,0.135416,-0.0830647,-0.0167304,-0.0437435,-0.0121164,0.118587,-0.0923527,0.135416,-0.0830647,-0.0167304,0.53436,-0.455113,0.691045,0.572365,0.179717,0.151755,0.785538,-0.00605632,0.0113601,0.0120793,-0.00677104,0.00474535,0.012689,0.7,0,0.5721,0,0,0,0,0,0,-0.110904,0.775269,-0.440858,-0.203979,0.26988,0.498662,0.0852664,1
1.77522,-0.997817,-1.86256,-1.09229,1.96648,1.16639,-0.906852,1.77522,-0.997817,-1.86256,-1.09229,1.96648,1.16639,-0.906852,1.78043,-1.07196,-1.81642,-1.1214,1.93958,1.11587,-0.917226,-0.129415,-0.0334232,0.00606388,0.00818504,0.437443,0.1794,0.0467374,-0.129415,-0.0334232,0.00606388,0.00818504,0.437443,0.1794,0.0467374,0.533839,-0.455791,0.6911,0.572392,0.179753,0.150481,0.785756,-0.0920484,-0.117029,0.0040304,-0.104306,-0.13551,0.0109303,0.7,0,0.5721,0,0,0,0,0,0,-0.0521086,0.741443,-0.461382,0.291061,0.268985,0.505197,0.103747,1
1.79699,-1.00072,-1.86129,-1.1376,1.99971,1.16132,-0.902313,1.79699,-1.00072,-1.86129,-1.1376,1.99971,1.16132,-0.902313,1.77953,-1.0723,-1.8192,-1.12064,1.94791,1.12235,-0.918401,-0.0467854,-0.0227935,-0.386662,0.0900234,0.925928,0.794128,-0.191575,-0.0467854,-0.0227935,-0.386662,0.0900234,0.925928,0.794128,-0.191575,0.532227,-0.458032,0.690752,0.573447,0.178897,0.146321,0.785968,-0.131744,-0.200338,-0.0690248,-0.161852,-0.228105,-0.0531165,0.7,0,0.5721,0,0,0,0,0,0,0.174554,0.715815,-0.420851,-0.169623,0.518053,0.389714,0.160886,1
1.75871,-1.0008,-1.87332,-1.08442,1.98886,1.18233,-0.943939,1.75871,-1.0008,-1.87332,-1.08442,1.98886,1.18233,-0.943939,1.78015,-1.07114,-1.82645,-1.11966,1.95618,1.1331,-0.921161,0.0851699,0.177183,-0.837534,0.0820541,0.753723,1.12988,-0.244772,0.0851699,0.177183,-0.837534,0.0820541,0.753723,1.12988,-0.244772,0.530893,-0.459621,0.689932,0.57554,0.176646,0.14355,0.785457,-0.0943203,-0.12201,-0.105434,-0.121096,-0.12772,-0.0920676,0.7,0,0.5721,0,0,0,0,0,0,-0.214435,0.703344,-0.468686,0.352373,0.326869,0.492331,-0.22778,1
