timestamp,x_world,y_world,z_world,vx_world_raw,vy_world_raw,vz_world_raw,vx_world,vy_world,vz_world,speed_raw,speed_smooth
1750408167.463308,3.69470591545105,-0.7924285531044006,0.7653385424613952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750408167.468305,3.694647741317749,-0.7923232316970825,0.7653944218158721,-0.011641776802328356,0.021076864354215373,0.011182546877236509,-0.005820888401164178,0.010538432177107687,0.0055912734386182545,0.02654834331522058,0.01327417165761029
1750408167.473286,3.694611740112305,-0.7922390699386597,0.7654581987857818,-0.007227992915609592,0.01689722847159064,0.012804556986262027,-0.006524440658386885,0.013717830324349162,0.009197915212440141,0.022399037729859458,0.017758064054611444
1750408167.4783325,3.694616508483887,-0.7921584844589233,0.7654950046539306,0.000944867009968347,0.015968252468465064,0.007293192233193178,-0.0027897868242092692,0.014843041396407113,0.00824555372281666,0.017580344522035864,0.01720720618275502
1750408167.4834397,3.6945681095123293,-0.7920879125595093,0.7655663812160491,-0.009476681760888847,0.013818215769571915,0.013975771439241865,-0.006133234292549058,0.014330628582989514,0.011110662581029263,0.021819091905336895,0.019142369274997795
1750408167.4883177,3.694513511657715,-0.7919968962669373,0.7656238251924514,-0.011192570869990225,0.018658357771260996,0.011776026392961877,-0.008662902581269642,0.016494493177125254,0.01144334448699557,0.024740306283630848,0.021864682008912267
1750408167.4933524,3.694495153427124,-0.7919318079948425,0.7656515264511108,-0.0036463512809584695,0.01292797272339821,0.005502083629303405,-0.0061546269311140555,0.014711232950261732,0.008472714058149488,0.014515553060938607,0.01805787061337036
1750408167.4982433,3.6943125247955324,-0.7918562293052673,0.7657442861795425,-0.03734035292970654,0.015452861460466023,0.018965706346885054,-0.0217474899304103,0.015082047205363876,0.013719210202517271,0.044640686615101205,0.029810035135151645
1750408167.5034115,3.694250774383545,-0.7917662262916565,0.7657675766944885,-0.011948147806430779,0.017414771416708955,0.004506504590118559,-0.016847818868420537,0.016248409311036417,0.009112857396317914,0.021594931885081266,0.025117801967682363
1750408167.5085065,3.694102478027344,-0.7916387915611267,0.7658092254400253,-0.029106223678053347,0.025011698642957415,0.008174426766495086,-0.02297702127323694,0.020630053976996916,0.0086436420814065,0.03923746396957609,0.032066418292600915
1750408167.5132287,3.6939796924591066,-0.7915445566177368,0.7658647918701171,-0.026002221549025546,0.01995607391699485,0.011767267494698577,-0.024489621411131243,0.020293063946995885,0.010205454788052539,0.03482569447917672,0.03340211533194248
1750408167.5182106,3.693839502334595,-0.7914486527442932,0.7659108066558837,-0.028139356814701377,0.01925009571209801,0.009236217457886676,-0.02631448911291631,0.01977157982954695,0.009720836122969607,0.03532275894942786,0.03431999943414291
1750408167.5231564,3.6935622215271,-0.7912921905517578,0.765966790318489,-0.05606440416505978,0.031635653682992676,0.011319538179714617,-0.04118944663898805,0.025703616756269813,0.010520187151342113,0.06536179268452967,0.049678171931729756
1750408167.528256,3.693752479553223,-0.7911027073860168,0.7659773850440978,0.03730889709663846,0.037156949834026835,0.002077586609939689,-0.001940274771174793,0.031430283295148326,0.0062988868806409005,0.052696385925960286,0.03211391209641154
1750408167.53287,3.6936079978942873,-0.7910003662109375,0.7660957151651382,-0.0313129747325996,0.022180023768924716,0.02564524879863587,-0.016626624751887198,0.02680515353203652,0.015972067839638386,0.04615338153308402,0.03535629869754651
1750408167.5379753,3.6934940338134767,-0.7908253073692322,0.7661128216981887,-0.02232288796525475,0.03428991733993369,0.0033507682249101015,-0.019474756358570974,0.030547535435985103,0.009661418032274244,0.04105286111814702,0.037493480164327506
1750408167.5431936,3.6934842586517336,-0.790702760219574,0.7661357396841049,-0.001873258098414584,0.023484260063051127,0.004391876456343948,-0.01067400722849278,0.027015897749518115,0.007026647244309096,0.023964727109234567,0.029885898564746063
1750408167.5481975,3.6935078620910646,-0.7905552387237549,0.7661871188879013,0.0047169811320754715,0.0294811320754717,0.01026777206022489,-0.002978513048208654,0.02824851491249491,0.008647209652266993,0.03157236453819221,0.02969216006810646
1750408167.553129,3.693503570556641,-0.7904205918312073,0.7662058049440383,-0.0008702378650164379,0.027303713014890738,0.0037891607039257395,-0.0019243754566125458,0.027776113963692825,0.006218185178096367,0.027579118861584342,0.028528609407595766
1750408167.5581017,3.693522644042969,-0.7902791500091553,0.7662159526348113,0.0038356427098815747,0.02844368797046555,0.0020406817854916816,0.0009556336266345145,0.028109900967079188,0.004129433481794024,0.028773597663634486,0.0284276623887353
1750408167.5633645,3.693656873703003,-0.7901284694671631,0.7662349069118499,0.025505119144695117,0.028630968560297183,0.0036015221527589017,0.013230376385664816,0.028370434763688186,0.0038654778172764626,0.03851252296464921,0.03154150197347775
1750408167.5679529,3.693773698806763,-0.7899684309959412,0.7662650072574615,0.025461158742530528,0.034879189399844114,0.006560145492335671,0.01934576756409767,0.03162481208176615,0.0052128116548060665,0.04367910217235639,0.03743742602262604
1750408167.5731795,3.6937515258789064,-0.7898247241973877,0.7663025879859924,-0.004242313657513001,0.02749521029103184,0.007190265486725664,0.007551726953292336,0.029560011186398998,0.006201538570765865,0.028734713012076227,0.031133292822343936
1750408167.5780108,3.693754863739014,-0.7896749377250671,0.7663522386550903,0.0006908803789972364,0.031003257007500985,0.010276845637583893,0.004121303666144786,0.03028163409694999,0.00823919210417488,0.0326694477613254,0.03165196350970411
1750408167.5830894,3.6937212467193605,-0.7895342111587524,0.7664273703098297,-0.006619407539552134,0.02770996666823154,0.014793906389371392,-0.001249051936703674,0.028995800382590767,0.011516549246773136,0.03210168960018563,0.03122414894150015
