action0,action1,action2,action3,action4,action5,action6,set_target_0,set_target_1,set_target_2,set_target_3,set_target_4,set_target_5,set_target_6,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,to_target_pos0,to_target_pos1,to_target_pos2,to_target_vel0,to_target_vel1,to_target_vel2,ee_orien0,ee_orien1,ee_orien2,ee_orien3,tennisball_pos_0,tennisball_pos_1,tennisball_pos_2,tennisball_lin_vel_0,tennisball_lin_vel_1,tennisball_lin_vel_2,end_effector_pos_0,end_effector_pos_1,end_effector_pos_2,end_effector_lin_vel_0,end_effector_lin_vel_1,end_effector_lin_vel_2,obs_task_0,obs_task_1,obs_task_2,obs_task_3,obs_task_4,to_final_target_0,to_final_target_1,to_final_target_2
-0.304982,0.95738417,0.2638832,0.2866645,-0.16593504,0.07338763,-0.588724,0.38275388,-1.9562922,1.6817805,1.396512,1.1289778,-1.5423937,-1.041182,0.38776907,-1.9895369,1.6694351,1.3892176,1.134033,-1.5445768,-1.0251209,-0.3096804,0.046398465,-0.17222305,0.3037673,-0.19058605,0.11529819,-0.9026244,0.015951157,-0.0067777634,0.09178278,0.016335899,0.0030926913,-0.0050152596,0.355751,-0.0026686492,0.0061617955,-0.9345566,-0.24734354,-0.5437212,0.3561571,0.0101930145,0.0986958,0.004162385,-0.2632947,-0.53694344,0.26437432,-0.006142884,0.09560311,0.009177645,0,0,1,0,0,0,0,0
-0.33718726,0.9626846,0.21107435,0.28474155,-0.20481423,0.16875318,-0.5641088,0.3762344,-1.956605,1.676803,1.4021388,1.1240238,-1.5339737,-1.0605649,0.3817191,-1.9897678,1.6654775,1.3947197,1.1294504,-1.538822,-1.0452985,-0.35203752,0.07395566,-0.2465995,0.3027428,-0.22103167,0.2791386,-0.8602497,0.016282558,-0.006863117,0.09164673,0.02085923,0.0066175014,-0.007871881,0.3464956,-0.0046698125,0.010048603,-0.93798614,-0.24709511,-0.5422063,0.3554044,0.0116621,0.09228083,-0.0143215265,-0.26337767,-0.53534317,0.26375768,-0.00919713,0.085663326,-0.0064496454,0,0,1,0,0,0,0,0
0.13292588,0.96291643,0.3346506,0.3250673,-0.34828377,-0.025181435,-0.57244676,0.3862663,-1.9568279,1.6771591,1.4094708,1.1124301,-1.5404042,-1.0812664,0.37744477,-1.9906166,1.663401,1.3982469,1.1214536,-1.5393312,-1.0657347,-0.17934968,0.008617824,-0.043888643,0.19907366,-0.3691805,-0.096526474,-0.8950187,0.01657343,-0.006825447,0.09153977,0.0044446383,0.011346757,-0.0039213337,0.33669937,-0.008506662,0.010633908,-0.9415137,-0.24675941,-0.5405879,0.35475373,0.022677599,0.094773166,0.016551064,-0.26333284,-0.53376245,0.26321396,0.01823296,0.08342641,0.020472398,0,0,1,0,0,0,0,0
0.2763725,0.95224285,0.424042,0.2989983,-0.16238093,-0.17480908,-0.6042227,0.38689905,-1.9580418,1.6782029,1.411815,1.1135182,-1.5503148,-1.1036992,0.37600487,-1.991957,1.6638702,1.4009291,1.1179161,-1.5455991,-1.0874118,-0.021026243,-0.006351637,0.080230646,0.16633457,-0.060722675,-0.3358431,-0.93940324,0.016559124,-0.0064821243,0.091579646,-0.0054803696,0.025120996,0.0038671605,0.3268558,-0.0102647785,0.006969676,-0.94499284,-0.24639893,-0.5389786,0.35482082,0.026120221,0.08979374,0.057898812,-0.26295805,-0.53249645,0.26324117,0.03160059,0.064672746,0.05403165,0,0,1,0,0,0,0,0
-0.036504224,0.954539,0.41760397,0.28876504,0.17333014,-0.14203005,-0.6112301,0.37475613,-1.9593036,1.6784474,1.4140328,1.1263866,-1.5545231,-1.1258165,0.37521768,-1.9928988,1.664401,1.4051769,1.1235309,-1.5507684,-1.1093763,-0.049757566,0.026498962,0.031202143,0.27226704,0.37067094,-0.23672915,-0.9306412,0.016338825,-0.006023884,0.09173465,0.0012070742,0.025271684,0.007952154,0.31789204,-0.0075937817,0.0028051792,-0.94809234,-0.24609947,-0.5374932,0.35547465,0.020514363,0.08774071,0.076869525,-0.2624383,-0.53146935,0.26374,0.01930729,0.062469028,0.06891737,0,0,1,0,0,0,0,0
0.09693353,0.95637596,0.43049318,0.26999977,0.009474665,-0.15346873,-0.61311746,0.37853363,-1.9601827,1.6794281,1.4174291,1.1239939,-1.5604111,-1.1478996,0.37495723,-1.993957,1.6655012,1.4087124,1.1260126,-1.5565041,-1.1312331,0.0048411107,0.020146906,0.07311851,0.19990744,0.09682274,-0.27509582,-0.94890183,0.016091347,-0.0054836273,0.09185755,-0.009584527,0.03322883,0.00503771,0.3087361,-0.0063174805,-0.0014867381,-0.9511256,-0.24566364,-0.53601694,0.35612267,0.032173723,0.085166536,0.07337932,-0.261755,-0.5305333,0.26426512,0.04175825,0.051937707,0.06834161,0,0,1,0,0,0,0,0
-0.17822252,0.9558779,0.3987543,0.25755256,-0.098576054,-0.08194304,-0.6104314,0.3688605,-1.9612579,1.6794204,1.4203998,1.1211952,-1.5616528,-1.1695876,0.37402835,-1.9947572,1.6658591,1.4126847,1.125062,-1.5594718,-1.1530657,-0.08780203,0.04669175,-0.016500978,0.26484847,-0.061564285,-0.12307293,-0.93842083,0.015789032,-0.0049939156,0.09189737,-0.012164149,0.02356328,0.00043629482,0.2995336,-0.0066580437,-0.0039422964,-0.95405436,-0.24504852,-0.53457403,0.3566039,0.03840894,0.08898778,0.058988784,-0.26083755,-0.5295801,0.26470652,0.05057309,0.0654245,0.05855249,0,0,1,0,0,0,0,0
-0.023021325,0.9511925,0.35019103,0.2702623,0.028311763,-0.08738647,-0.5806169,0.37324083,-1.9622184,1.6780831,1.4249488,1.1264455,-1.5649625,-1.189547,0.37267157,-1.9949898,1.6651154,1.4170698,1.1267178,-1.562756,-1.1738883,-0.063384116,0.064785756,-0.034418628,0.24813488,0.14458103,-0.1639244,-0.8862395,0.015560627,-0.0045437813,0.09195444,-0.0047234483,0.0312326,0.0028245598,0.29100126,-0.0060001337,-0.0063030277,-0.9566831,-0.24448442,-0.53309155,0.35702655,0.033826347,0.08713332,0.059975192,-0.26004505,-0.52854776,0.2650721,0.038549796,0.05590072,0.057150632,0,0,1,0,0,0,0,0
0.07077083,0.95706904,0.4001438,0.27554092,-0.17604789,-0.075962864,-0.5933543,0.37509254,-1.9622499,1.679083,1.4295734,1.1181145,-1.5675288,-1.2111698,0.37198126,-1.9956707,1.6653671,1.4204662,1.1239699,-1.5657141,-1.1950413,-0.022704253,0.039169323,0.02702297,0.20807979,-0.1582328,-0.13777861,-0.9230369,0.015282631,-0.003935337,0.09195763,-0.019593839,0.03869992,-0.0008142516,0.2819398,-0.0071763685,-0.008514907,-0.95936745,-0.24377155,-0.53162766,0.35738695,0.046638075,0.08731546,0.06007229,-0.25905418,-0.5276923,0.26542932,0.066231914,0.04861554,0.060886543,0,0,1,0,0,0,0,0
-0.23851103,0.95188534,0.31577218,0.27151567,0.23991369,-0.009297216,-0.57849604,0.36382216,-1.9631082,1.6763897,1.4327872,1.1356943,-1.5662982,-1.2313893,0.3703721,-1.9954143,1.6637621,1.4259082,1.1306825,-1.5661026,-1.2158378,-0.115489304,0.096319586,-0.1094102,0.3243014,0.44320717,-0.008602959,-0.8697116,0.015017509,-0.0033707619,0.092038035,0.0048058275,0.03633429,0.004041236,0.27391794,-0.0040838663,-0.009476329,-0.9616977,-0.2432394,-0.5302057,0.35791978,0.028454864,0.08795774,0.060738992,-0.2582569,-0.52683496,0.26588175,0.023649037,0.05162345,0.056697756,0,0,1,0,0,0,0,0
-0.031573202,0.95222515,0.36752972,0.27283904,-0.059032775,0.013727608,-0.58201975,0.36929202,-1.9628401,1.6765913,1.4382893,1.1277976,-1.5652401,-1.2524072,0.36873412,-1.9957693,1.6630113,1.4301566,1.1313912,-1.5658193,-1.2364948,-0.07574498,0.04903398,-0.016683344,0.22686534,-0.032836523,0.010197639,-0.9015731,0.014904022,-0.0027532578,0.092045456,-0.0034792982,0.04378075,-0.0014304519,0.26519027,-0.0035755236,-0.009934047,-0.9641383,-0.24261856,-0.52875376,0.35821727,0.03979954,0.08830373,0.05148643,-0.25752258,-0.5260005,0.2661718,0.04327884,0.04452298,0.05291688,0,0,1,0,0,0,0,0
-0.24634966,0.9557498,0.29965898,0.27728376,-0.024249662,0.048501763,-0.5823264,0.3603069,-1.9630746,1.6734713,1.4427394,1.1302061,-1.5627718,-1.2730834,0.36630726,-1.9957345,1.6611353,1.4350375,1.1319509,-1.5640236,-1.2573508,-0.16577642,0.0904019,-0.13820411,0.30192527,0.04773991,0.08481147,-0.888452,0.014800072,-0.002204895,0.092026055,0.0006844625,0.03456127,-0.0020949468,0.25646845,-0.0033523464,-0.00926692,-0.96650237,-0.2419591,-0.5272722,0.35836044,0.038210146,0.09388183,0.037596397,-0.25675917,-0.5250673,0.26633438,0.037525684,0.05932056,0.039691344,0,0,1,0,0,0,0,0
-0.21357377,0.953821,0.30840662,0.26682714,-0.1354674,0.09194339,-0.5533353,0.35900122,-1.9631057,1.6719007,1.4471457,1.1253307,-1.5582466,-1.2921178,0.36309797,-1.9957498,1.6588638,1.4398419,1.129601,-1.5608035,-1.2770913,-0.18492433,0.07503686,-0.121336766,0.2689842,-0.12817924,0.15012556,-0.8480641,0.014835358,-0.0017228127,0.09195757,0.006083511,0.036254905,-0.0045843814,0.24790657,-0.0045656357,-0.0076195477,-0.96874326,-0.24126148,-0.5257411,0.3582771,0.038906585,0.09518904,0.028710878,-0.25609684,-0.5240183,0.26631954,0.032823075,0.058934137,0.03329526,0,0,1,0,0,0,0,0
-0.1107154,0.9560316,0.3463805,0.28391007,-0.23014773,0.05454657,-0.5507611,0.35931057,-1.9630455,1.6709547,1.4527253,1.1183538,-1.5573763,-1.3116966,0.3600209,-1.9960871,1.6572584,1.444046,1.1246302,-1.5586946,-1.2967556,-0.164534,0.05661253,-0.07167031,0.2507835,-0.23152356,0.0739305,-0.851295,0.014951706,-0.0012221336,0.09187272,0.0046749823,0.035388894,-0.0047472604,0.2389975,-0.0069326987,-0.006665451,-0.9709725,-0.2405343,-0.52412176,0.3581735,0.04191476,0.100382015,0.03500593,-0.255486,-0.5228996,0.26630077,0.03723978,0.06499312,0.03975319,0,0,1,0,0,0,0,0
-0.12214352,0.9515634,0.33497536,0.2563309,-0.20856813,0.09048211,-0.56209457,0.35584256,-1.9635355,1.6689513,1.455678,1.1144377,-1.5530094,-1.332073,0.3570911,-1.996396,1.6558579,1.4481027,1.1198509,-1.5557196,-1.3168232,-0.15800051,0.07048556,-0.0821733,0.23102745,-0.19636606,0.1418757,-0.8670752,0.015098572,-0.00062704086,0.09178674,0.008691143,0.04449174,-0.005030621,0.22982852,-0.00921107,-0.005396906,-0.97317255,-0.2397914,-0.5225229,0.35812902,0.04197238,0.09705426,0.033382464,-0.25488997,-0.5218959,0.26634228,0.033281237,0.052562516,0.038413085,0,0,1,0,0,0,0,0
-0.046319008,0.95633787,0.30958164,0.2563306,-0.18285845,0.1276383,-0.52323765,0.3555066,-1.9636811,1.6666644,1.4597347,1.1109147,-1.5476998,-1.3496993,0.35445553,-1.996376,1.6542027,1.451752,1.1159104,-1.5515186,-1.335609,-0.13116941,0.09108897,-0.09884296,0.20551759,-0.15315114,0.20135526,-0.8041645,0.015276432,0.0001411438,0.09169969,0.0078112073,0.057788756,-0.005093083,0.2212757,-0.011262901,-0.0033844705,-0.9751404,-0.2390213,-0.52100086,0.3580618,0.0456018,0.09217241,0.031492,-0.25429773,-0.521142,0.2663621,0.037790593,0.03438365,0.03658508,0,0,1,0,0,0,0,0
-0.14874177,0.9552694,0.30238682,0.284225,0.06250957,0.08765664,-0.5303729,0.3493673,-1.9636978,1.664758,1.4646497,1.1189651,-1.546011,-1.3689333,0.35178345,-1.9958292,1.6517892,1.4562793,1.1182791,-1.5480845,-1.3546216,-0.15011835,0.10291359,-0.12171569,0.2725976,0.19410944,0.13716629,-0.8075816,0.015469074,0.00090932846,0.09169513,0.019449405,0.05219506,-0.00036367774,0.21319897,-0.0105182575,-0.0016868556,-0.97695065,-0.23835278,-0.51945734,0.3581785,0.038294587,0.09726621,0.044455007,-0.25382185,-0.52036667,0.26648337,0.018845182,0.04507115,0.044818684,0,0,1,0,0,0,0,0
0.12488835,0.94407445,0.35388505,0.27298346,0.038913902,0.04454332,-0.5544385,0.3560557,-1.9635339,1.6641421,1.4686669,1.1201808,-1.5452857,-1.3894581,0.35023794,-1.9957659,1.6507542,1.4598944,1.1209099,-1.5467335,-1.374362,-0.037311237,0.069451205,-0.010040796,0.18134978,0.14893162,0.046067417,-0.85752684,0.015686512,0.0018486977,0.091717154,0.015540281,0.069290206,0.0003288798,0.20463052,-0.009326196,-0.0014073427,-0.97879386,-0.23767424,-0.5179024,0.35846168,0.04371585,0.091955476,0.056046396,-0.25336075,-0.5197511,0.26674452,0.028175568,0.02266527,0.055717517,0,0,1,0,0,0,0,0
0.05740402,0.9501366,0.3982561,0.22962934,0.07194173,0.06395224,-0.55125725,0.35220164,-1.9632633,1.6646559,1.4703146,1.1244256,-1.5427153,-1.4089985,0.34987575,-1.9959364,1.6508508,1.4626782,1.1242727,-1.5447599,-1.3940746,0.0024800035,0.07222886,0.019295419,0.15097763,0.20310618,0.099801876,-0.84780246,0.01586771,0.0030698776,0.09175682,0.017149217,0.08242506,0.00110282,0.19604865,-0.0075814724,-0.0011004617,-0.9805642,-0.23694944,-0.5164685,0.35893524,0.04535117,0.08639164,0.063543074,-0.25281715,-0.5195384,0.26717842,0.028201953,0.0039665857,0.062440254,0,0,1,0,0,0,0,0
0.12715071,0.95126325,0.4193095,0.248586,0.08949127,-0.017267136,-0.5553965,0.35422537,-1.9633951,1.6654874,1.4739586,1.128646,-1.5458448,-1.4289712,0.3503518,-1.9960424,1.6514019,1.465056,1.1284584,-1.5452204,-1.413961,0.048897445,0.07071608,0.05063899,0.14990939,0.23924315,-0.046041735,-0.8570745,0.015994072,0.004388809,0.09181389,0.010951996,0.0822191,0.002074249,0.18752702,-0.005392588,-0.0020851651,-0.98224235,-0.23618507,-0.5149994,0.35954872,0.04987972,0.090239145,0.07490681,-0.25217915,-0.5193882,0.26773483,0.038927723,0.008020045,0.07283256,0,0,1,0,0,0,0,0
-0.19737896,0.9529993,0.4222785,0.24348502,0.11199315,-0.017813997,-0.5826126,0.34359977,-1.9634417,1.6661422,1.476105,1.1339314,-1.5463396,-1.4505677,0.35009664,-1.9960437,1.6515814,1.4686261,1.1331255,-1.5454051,-1.4347433,-0.050571382,0.07944272,0.0018817538,0.24190852,0.23477887,-0.013634043,-0.8928632,0.016099453,0.005520344,0.09187725,0.018490002,0.06171314,0.0017804876,0.17880514,-0.0030343907,-0.0029673073,-0.98387533,-0.23537731,-0.51343966,0.36027586,0.047965016,0.10038277,0.07576409,-0.25147676,-0.51896,0.2683986,0.029475015,0.038669627,0.0739836,0,0,0,1,0,0.6353773,0.11343965,0.099724144
0.05298765,0.9417619,0.33255076,0.2953893,-0.25900728,0.17476478,-0.45423305,0.35190928,-1.9638275,1.6631896,1.4820305,1.120468,-1.5344243,-1.4632835,0.34889454,-1.996268,1.6514577,1.4723502,1.1288104,-1.539994,-1.4511852,-0.061736602,0.09163684,-0.05132051,0.23220931,-0.2860757,0.29985353,-0.7012564,0.016100883,0.006626129,0.09180853,-0.014847264,0.07462354,-0.006287601,0.17173101,-0.0052152923,-0.001113404,-0.98512936,-0.23422861,-0.5119338,0.3606903,0.07507398,0.092094064,0.051459003,-0.2503295,-0.51855993,0.26888177,0.08992124,0.017470527,0.057746604,0,0,0,1,0,0.6342286,0.1119338,0.09930971
0.012189735,0.9421284,0.4345925,0.24184117,-0.13445349,0.19912681,-0.36936888,0.34931153,-1.9640393,1.6666278,1.4833246,1.1222398,-1.5274825,-1.4743934,0.34817213,-1.9964529,1.6516857,1.4759353,1.1255672,-1.5329459,-1.4645172,-0.010888244,0.071498156,0.03958422,0.19857448,-0.06667793,0.32002446,-0.5650654,0.01605463,0.007910252,0.091774374,-0.00087471306,0.08770433,-0.0017388538,0.16628088,-0.006936742,0.0014272484,-0.98605305,-0.2330513,-0.5105157,0.36125815,0.0653858,0.08734969,0.07481899,-0.24910593,-0.51842594,0.26948377,0.06626052,-0.00035464234,0.076557845,0,0,0,1,0,0.6330513,0.110515684,0.09874186
0.10966964,0.951438,0.39484695,0.3101719,-0.2180021,0.15718663,-0.35212362,0.35192376,-1.9639057,1.6654685,1.4900105,1.1149136,-1.5230695,-1.4866418,0.34797198,-1.9965869,1.6521975,1.47945,1.1216035,-1.5272093,-1.4772166,0.0032538648,0.09075317,0.00709868,0.23990007,-0.18497443,0.24566227,-0.5522361,0.015891075,0.009235382,0.09173763,-0.022714004,0.08214506,-0.003399521,0.16128044,-0.009015403,0.0031453117,-0.98686236,-0.23176861,-0.5090618,0.3619323,0.08093499,0.09207439,0.07589023,-0.24765968,-0.5182972,0.27019468,0.10364899,0.009929331,0.07928975,0,0,0,1,0,0.6317686,0.10906181,0.0980677
0.18674198,0.94479483,0.33650678,0.2564317,0.03624724,0.1947217,-0.30887213,0.35436013,-1.9642669,1.6639438,1.4910865,1.1233748,-1.5149746,-1.4966236,0.34850103,-1.9959582,1.6518478,1.4832945,1.1232041,-1.5208972,-1.4884268,0.07697624,0.13300364,-0.030102545,0.197935,0.18346697,0.3047693,-0.47001827,0.015552044,0.010760307,0.09179902,-0.020141289,0.10780799,0.0031927675,0.15779983,-0.008823159,0.0055739237,-0.9874159,-0.23048067,-0.5077448,0.3627647,0.07739665,0.07678845,0.079454705,-0.24603271,-0.5185051,0.27096567,0.09753794,-0.03101954,0.07626194,0,0,0,1,0,0.63048065,0.10774478,0.09723532
0.16862495,0.9374679,0.49398097,0.23887235,-0.122440845,0.20416252,-0.3704008,0.35426942,-1.9638889,1.669091,1.4941342,1.1172205,-1.5080693,-1.5116998,0.3503413,-1.9961371,1.6534352,1.4857886,1.1217077,-1.5135709,-1.5014786,0.13861103,0.06318932,0.12677164,0.1462576,-0.080044806,0.33934072,-0.5887927,0.015194416,0.012545586,0.091848046,-0.024578325,0.113248944,0.0008417219,0.15297875,-0.009692087,0.007873662,-0.9881506,-0.22905159,-0.5065713,0.36372375,0.08657398,0.07435797,0.09634953,-0.244246,-0.5191169,0.2718757,0.111152306,-0.038890973,0.09550781,0,0,0,1,0,0.62905157,0.10657129,0.09627625
-0.13016005,0.94771063,0.4729389,0.18727733,0.015125541,0.21663867,-0.32587913,0.3458887,-1.9637175,1.6699439,1.494287,1.1224469,-1.4999591,-1.5219542,0.35177624,-1.9961339,1.6549616,1.4887282,1.1227573,-1.5055122,-1.5132163,0.06050746,0.10362718,0.05206798,0.18229616,0.123007625,0.37161288,-0.49440086,0.015003204,0.014256954,0.091956526,-0.00079612434,0.1033634,0.0044450387,0.1488718,-0.009458294,0.010562505,-0.9887548,-0.22769594,-0.50541925,0.3648693,0.07606943,0.07553117,0.095403895,-0.24269915,-0.5196762,0.27291277,0.076865554,-0.02783223,0.090958856,0,0,0,1,0,0.6276959,0.10541925,0.09513071
-0.17915024,0.948442,0.45048562,0.24012195,-0.13664241,0.14006475,-0.2866578,0.34564778,-1.9636892,1.6706865,1.4996246,1.1160797,-1.4967117,-1.5312275,0.35187945,-1.9959533,1.6557021,1.4919922,1.1207583,-1.4996161,-1.5234654,-0.026401859,0.099346444,0.021177167,0.23037028,-0.11505497,0.24045056,-0.44501403,0.015070915,0.015602589,0.091994196,0.005158998,0.072627895,-0.0009531081,0.14507142,-0.010824702,0.012302144,-0.9892854,-0.22632313,-0.50407124,0.3657826,0.080464676,0.09003386,0.084778555,-0.24139404,-0.5196738,0.2737884,0.07530568,0.017405966,0.08573166,0,0,0,1,0,0.6263231,0.10407123,0.09421742
-0.23541789,0.9499426,0.33630827,0.34289515,-0.17168958,0.08245583,-0.27256575,0.34382617,-1.9634572,1.6674415,1.5075523,1.112368,-1.4944353,-1.5405912,0.34998477,-1.9952767,1.6545142,1.4974242,1.1177102,-1.4957936,-1.533326,-0.15059227,0.13061213,-0.108610936,0.38347104,-0.14848502,0.14292327,-0.41885498,0.015139103,0.016360283,0.091974825,-0.0012519732,0.034420572,-0.0035050213,0.14180918,-0.0130543485,0.013289478,-0.9897187,-0.22485304,-0.50244904,0.36650077,0.08805053,0.10584638,0.07287667,-0.23999214,-0.5188093,0.27452594,0.0893025,0.07142581,0.07638169,0,0,0,1,0,0.624853,0.10244903,0.09349924
-0.24170892,0.94095814,0.14814115,0.30949432,0.057150796,0.12860051,-0.17457967,0.3417163,-1.9630879,1.6596853,1.5114686,1.1205032,-1.4877133,-1.5442952,0.3464768,-1.9933702,1.6501708,1.5045063,1.1196833,-1.49145,-1.5397881,-0.20597593,0.20263164,-0.2891314,0.39233068,0.15758625,0.20829676,-0.24553093,0.015256882,0.016826153,0.09204537,0.013007969,0.036958374,0.0032429174,0.14095573,-0.013713374,0.015744032,-0.98979574,-0.22345018,-0.50080967,0.36692744,0.0808465,0.09694096,0.04324469,-0.23870707,-0.5176358,0.27488208,0.067838535,0.059982583,0.040001772,0,0,0,1,0,0.62345016,0.10080966,0.09307256
0.23045582,0.94946337,0.312402,0.39168733,-0.2631587,-0.012276421,-0.18005286,0.35436034,-1.9608905,1.6610757,1.5222806,1.1068228,-1.4922214,-1.5511012,0.34446666,-1.9924963,1.6475387,1.509689,1.1149385,-1.4915277,-1.5461488,-0.0470591,0.09568331,-0.06340692,0.3111997,-0.27754763,-0.053367335,-0.2968083,0.015309811,0.017381191,0.09195483,-0.014194459,0.036480084,-0.0074234866,0.13951823,-0.01679442,0.01536795,-0.9899578,-0.22182131,-0.49910498,0.36707515,0.10404754,0.10025342,0.05822343,-0.23713112,-0.51648617,0.27512032,0.118241996,0.063773334,0.06564692,0,0,0,1,0,0.6218213,0.09910497,0.09292486
0.07242437,0.9484391,0.43397805,0.29621065,-0.12350501,0.06788833,-0.16498141,0.34694418,-1.9600517,1.6626873,1.5231305,1.1089029,-1.4872621,-1.5565149,0.3440626,-1.9925864,1.6475947,1.5147433,1.1121002,-1.4894631,-1.5521162,0.013649166,0.078087494,0.03830394,0.2891412,-0.049643185,0.11168194,-0.25510257,0.015229225,0.018184662,0.091927946,-0.002951637,0.054031447,-0.0018578619,0.13850386,-0.01832977,0.0150703555,-0.9900776,-0.22009993,-0.4976139,0.3678602,0.10131923,0.08502723,0.0904581,-0.23532915,-0.51579857,0.27593225,0.10427087,0.030995784,0.092315964,0,0,0,1,0,0.6200999,0.0976139,0.09213981
-0.1044838,0.95482975,0.36225662,0.29985565,-0.057627495,0.10227877,-0.14344677,0.34048837,-1.9599231,1.6602398,1.5283504,1.109284,-1.4830368,-1.5611292,0.34349087,-1.9921273,1.6470879,1.5201491,1.1117536,-1.4857503,-1.5573214,-0.044261426,0.13044688,-0.06430467,0.33312184,0.015161142,0.17357884,-0.21793379,0.015228748,0.018977642,0.09195876,0.0023006573,0.04642512,-6.8321824E-06,0.13811491,-0.019053588,0.015857955,-0.9901059,-0.21835041,-0.49625063,0.36877224,0.10528091,0.08329733,0.0822982,-0.23357916,-0.5152283,0.27681348,0.102980256,0.036872208,0.08230503,0,0,0,1,0,0.6183504,0.09625062,0.09122777
-0.09151126,0.93770045,0.35960498,0.27397686,0.077368155,0.171103,-0.14113042,0.3403604,-1.96005,1.6596406,1.5325818,1.1155345,-1.4749995,-1.5661889,0.3424754,-1.9912908,1.646004,1.5257888,1.114526,-1.4797807,-1.5623424,-0.04286285,0.13073193,-0.051198043,0.30444422,0.19312523,0.28527394,-0.21060371,0.015444756,0.019747496,0.09207457,0.023226395,0.05446961,0.004595965,0.1379051,-0.018628776,0.01813653,-0.99010414,-0.21663904,-0.49503922,0.36974245,0.10011937,0.072100565,0.08660973,-0.2320838,-0.5147867,0.27766788,0.07689297,0.017630953,0.08201376,0,0,0,1,0,0.616639,0.09503922,0.090257555
0.29890722,0.94692314,0.4078538,0.33151934,0.0558737,0.046411462,-0.15658212,0.35270056,-1.9588981,1.6602408,1.5408326,1.1172565,-1.4768646,-1.5721807,0.34302193,-1.9907366,1.646147,1.530099,1.1178792,-1.4779695,-1.5679628,0.09576035,0.10476506,0.055168595,0.24420671,0.20099765,0.03971826,-0.24830015,0.015703678,0.02065897,0.09213135,0.011630617,0.06069361,0.0003735572,0.13739254,-0.017421013,0.018155558,-0.99019694,-0.21488857,-0.49385977,0.3707837,0.11181576,0.06851627,0.102271974,-0.23059225,-0.51451874,0.27865234,0.10018514,0.007822658,0.10189842,0,0,0,1,0,0.61488855,0.09385976,0.08921632
0.4249544,0.94825894,0.46011156,0.34681955,-0.050269324,0.0123069445,-0.23156379,0.35755897,-1.9582981,1.662208,1.5458372,1.1154225,-1.4771962,-1.5825124,0.345663,-1.9906662,1.6479999,1.533829,1.1190026,-1.4777536,-1.5762156,0.2067637,0.09138923,0.12669063,0.24056712,0.05979231,0.0014707751,-0.37528455,0.015582085,0.021767616,0.092122406,-0.019614786,0.067183375,-0.0026479885,0.13594104,-0.016842363,0.01661868,-0.9904343,-0.21280098,-0.49278355,0.37210038,0.13572232,0.062161915,0.11936822,-0.22838306,-0.51455116,0.27997798,0.15533711,-0.00502146,0.12201621,0,0,0,1,0,0.61280096,0.09278354,0.087899625
0.47292632,0.9424955,0.50470257,0.24072732,0.106889196,0.038007766,-0.24722937,0.36184108,-1.9584248,1.6656173,1.5447528,1.1242262,-1.4753655,-1.5917495,0.35050118,-1.9904912,1.6510166,1.5367746,1.1230237,-1.4771272,-1.5851104,0.3465828,0.10704068,0.19054301,0.1448959,0.28868744,0.043199655,-0.38459474,0.015197754,0.02325201,0.09217256,-0.021216407,0.098387435,0.0023809224,0.1347766,-0.014807874,0.015128037,-0.9906498,-0.21055841,-0.4919796,0.37381786,0.1388868,0.04103961,0.13840188,-0.22575617,-0.5152316,0.2816453,0.1601032,-0.05734783,0.13602096,0,0,0,1,0,0.6105584,0.09197959,0.08618215
0.39861268,0.94807416,0.5702106,0.22358379,0.16038834,0.07368336,-0.31290847,0.3641371,-1.958059,1.6709207,1.5469205,1.1308618,-1.4724976,-1.604771,0.35691875,-1.9902972,1.6551363,1.5388693,1.1291445,-1.474771,-1.5962201,0.4022942,0.10554358,0.24272189,0.12663826,0.34568462,0.12605035,-0.4906028,0.014736176,0.025049925,0.092291564,-0.023791239,0.108887225,0.004513338,0.13277133,-0.011781555,0.014354675,-0.9909727,-0.20820284,-0.49146008,0.3758717,0.1459746,0.030877301,0.15572475,-0.22293901,-0.51651,0.28358012,0.16976584,-0.078009926,0.15121141,0,0,0,1,0,0.6082028,0.09146008,0.08412832
0.41306058,0.9456585,0.64242804,0.19740058,-0.091500536,-0.0023965614,-0.34725288,0.37104893,-1.9579477,1.6775613,1.547827,1.124673,-1.4749216,-1.6180387,0.36443478,-1.990518,1.6606389,1.5396276,1.129072,-1.4745779,-1.608513,0.45189863,0.08386351,0.31711823,0.073624805,-0.022120418,-0.005141123,-0.5563521,0.014229298,0.02690196,0.09223178,-0.034616858,0.10150044,-0.0065951496,0.12961525,-0.011271353,0.011760125,-0.9914306,-0.20559216,-0.49092507,0.377864,0.16119625,0.03453804,0.15435596,-0.21982145,-0.51782703,0.28563222,0.1958131,-0.06696239,0.16095111,0,0,0,1,0,0.60559213,0.09092507,0.082136005
