timestamp,body_id,pos_opt_x,pos_opt_y,pos_opt_z,pos_world_x,pos_world_y,pos_world_z,vel_x,vel_y,vel_z,qx,qy,qz,qw
3500298996.464511,1,0.031173,0.058270,0.273890,0.509110,-0.031173,0.633270,-0.001192,-0.013117,0.011481,0.012230,0.028178,-0.033454,0.998968
3500298997.410710,1,0.029787,0.055727,0.270968,0.512032,-0.029787,0.630727,-0.074041,-0.051093,0.082331,0.002907,-0.004686,0.002289,0.999982
3500299000.495264,1,0.029827,0.054007,0.268753,0.514247,-0.029827,0.629007,0.073097,-0.038142,-0.033074,0.002493,-0.045263,0.032217,0.998452
3500299002.616472,1,0.030107,0.053383,0.268136,0.514864,-0.030107,0.628383,0.383546,0.071062,-0.325790,0.000464,-0.056796,0.039026,0.997623
3500299003.011969,1,0.031128,0.058144,0.273805,0.509195,-0.031128,0.633144,-0.189139,-0.089415,0.161144,0.011600,0.026850,-0.032260,0.999052
3500299003.384871,1,0.031129,0.058166,0.273927,0.509073,-0.031129,0.633166,-0.344942,-0.086789,0.277287,0.010920,0.026244,-0.031487,0.999100
3500299003.860333,1,0.031206,0.058316,0.273903,0.509097,-0.031206,0.633316,-0.384476,-0.073276,0.328867,0.012866,0.027143,-0.033588,0.998984
3500299004.736568,1,0.028977,0.054369,0.269617,0.513383,-0.028977,0.629369,0.279216,0.143431,-0.251660,0.008690,-0.028058,0.030000,0.999118
3500299004.906200,1,0.031130,0.057949,0.273628,0.509372,-0.031130,0.632949,0.019958,-0.000081,-0.014524,0.010430,0.026581,-0.029445,0.999159
3500299006.350105,1,0.029720,0.055729,0.271105,0.511895,-0.029720,0.630729,0.186539,0.099098,-0.172477,0.002883,-0.003197,0.001302,0.999990
3500299006.798282,1,0.031082,0.058086,0.273571,0.509429,-0.031082,0.633086,-0.263625,-0.140392,0.247770,0.009828,0.026981,-0.030265,0.999129
3500299007.012773,1,0.028959,0.054543,0.269570,0.513430,-0.028959,0.629543,0.270506,0.144712,-0.227062,0.007085,-0.026561,0.026578,0.999269
3500299008.227462,1,0.029799,0.055764,0.270935,0.512065,-0.029799,0.630764,0.011367,-0.005273,0.002336,0.003294,-0.004973,0.002121,0.999980
3500299011.811396,1,0.029674,0.055775,0.271035,0.511965,-0.029674,0.630775,0.169079,0.093924,-0.154012,0.002885,-0.003638,0.001164,0.999989
3500299012.636248,1,0.029700,0.055758,0.271113,0.511887,-0.029700,0.630758,-0.102848,-0.049338,0.081021,0.002701,-0.002958,0.000565,0.999992
3500299013.734823,1,0.031171,0.058178,0.273913,0.509087,-0.031171,0.633178,-0.198537,-0.091456,0.160960,0.011892,0.025473,-0.032280,0.999084
