timestamp,body_id,pos_opt_x,pos_opt_y,pos_opt_z,pos_world_x,pos_world_y,pos_world_z,vel_x,vel_y,vel_z,qx,qy,qz,qw
3499661217.980620,1,0.698349,0.527931,-1.400148,2.183148,-0.698349,1.102931,0.000000,0.000000,0.000000,-0.943387,-0.222965,-0.036081,-0.242910
3499661218.041543,1,0.699578,0.528480,-1.394311,2.177311,-0.699578,1.103480,-0.389139,-0.081944,0.036593,-0.182609,-0.438780,0.090647,0.875163
3499661218.347435,1,0.684696,0.543804,-1.402791,2.185791,-0.684696,1.118804,0.565314,0.992115,1.021584,-0.323146,-0.147998,0.410626,0.839679
3499661218.516466,1,0.689081,0.541382,-1.397804,2.180804,-0.689081,1.116382,-1.364700,1.004811,0.869187,-0.522283,0.123171,0.349339,0.768122
3499661219.062952,1,0.694831,0.536014,-1.390453,2.173453,-0.694831,1.111014,-0.385571,0.504613,0.918102,-0.188690,0.181282,-0.513305,0.817344
3499661219.178920,1,0.699944,0.522774,-1.405334,2.188334,-0.699944,1.097774,0.992099,-0.340891,-0.882657,-0.913348,-0.350160,-0.093080,-0.185797
3499661219.257245,1,0.697709,0.523736,-1.395613,2.178613,-0.697709,1.098736,-0.648038,0.149047,0.064135,0.013699,-0.149586,0.933574,0.325387
3499661220.008322,1,0.697732,0.523791,-1.395640,2.178640,-0.697732,1.098791,-0.419577,0.821849,-1.439361,0.014203,-0.149316,0.933762,0.324949
3499661220.027657,1,0.697548,0.523704,-1.395712,2.178712,-0.697548,1.098704,-0.237799,0.297896,0.149111,0.012762,-0.152642,0.932820,0.326167
3499661220.041702,1,0.688475,0.541517,-1.399632,2.182632,-0.688475,1.116517,0.727733,0.899883,0.805990,-0.617348,0.170779,0.219742,0.735819
3499661220.077403,1,0.699484,0.528498,-1.394757,2.177757,-0.699484,1.103498,-0.063721,-0.129032,0.319596,-0.179566,-0.434570,0.082644,0.878678
3499661220.358913,1,0.689727,0.537691,-1.397084,2.180084,-0.689727,1.112691,0.031805,0.826784,0.771670,-0.672621,0.088398,0.327194,0.657808
