timestamp,body_id,pos_opt_x,pos_opt_y,pos_opt_z,pos_world_x,pos_world_y,pos_world_z,pos_smooth_x,pos_smooth_y,pos_smooth_z,vel_x,vel_y,vel_z,qx,qy,qz,qw
3499658066.803629,1,0.698936,0.531164,-1.392798,2.175798,-0.698936,1.106164,2.175798,-0.698936,1.106164,1.158929,-0.042927,0.843990,0.159742,0.495171,-0.001491,-0.853983
3499658067.009476,1,0.687905,0.548044,-1.400081,2.183081,-0.687905,1.123044,2.183081,-0.687905,1.123044,0.485500,0.735418,1.125288,0.463838,-0.365541,-0.362932,-0.720773
3499658067.044699,1,0.678664,0.536052,-1.392764,2.175764,-0.678664,1.111052,2.175764,-0.678664,1.111052,-1.721716,1.705432,0.492195,0.159706,0.245171,-0.670644,-0.681632
3499658067.072627,1,0.702145,0.535895,-1.392832,2.175832,-0.702145,1.110895,2.181523,-0.694698,1.110190,0.634763,0.504981,0.381706,-0.006009,0.036027,-0.005744,0.999316
3499658067.209764,1,0.688697,0.542168,-1.398659,2.181659,-0.688697,1.117168,2.180262,-0.692613,1.111973,-0.187905,-0.313853,-0.738045,0.578855,-0.184407,-0.281826,-0.742627
3499658067.219846,1,0.710127,0.545358,-1.402353,2.185353,-0.710127,1.120358,2.174806,-0.687387,1.114183,-0.063880,-0.581471,0.208688,0.823166,-0.248041,-0.183744,0.476563
3499658067.229873,1,0.704564,0.528736,-1.418570,2.201570,-0.704564,1.103736,2.177787,-0.690458,1.117114,-0.249057,0.282714,0.461622,0.713471,0.435204,0.511005,0.201075
3499658067.281745,1,0.702979,0.526414,-1.396638,2.179638,-0.702979,1.101414,2.183109,-0.698211,1.114436,0.189799,-0.373225,0.164178,0.946526,0.264097,0.006900,0.185187
3499658067.638351,1,0.690354,0.537184,-1.395279,2.178279,-0.690354,1.112184,2.182978,-0.698314,1.104327,-0.351795,0.368866,-0.571588,0.749160,0.033501,-0.259078,-0.608700
3499658067.675470,1,0.702032,0.529410,-1.389166,2.172166,-0.702032,1.104410,2.178756,-0.694037,1.107947,-0.674936,0.754140,-0.013475,0.321675,0.358586,0.703351,0.522722
3499658067.725504,1,0.692717,0.541694,-1.395282,2.178282,-0.692717,1.116694,2.178886,-0.693559,1.107461,-0.534321,0.706181,0.029875,0.469969,-0.360057,0.008713,-0.805861
3499658067.770205,1,0.685313,0.541780,-1.397741,2.180741,-0.685313,1.116780,2.177031,-0.694571,1.107479,-0.396467,0.249522,0.210137,0.354881,-0.366585,-0.511729,-0.691237
3499658067.787220,1,0.684670,0.541254,-1.398793,2.181793,-0.684670,1.116254,2.175935,-0.696173,1.108777,-0.188004,-0.142400,0.055361,0.410251,-0.165832,-0.372925,-0.815549
3499658067.858082,1,0.689773,0.545903,-1.396189,2.179189,-0.689773,1.120903,2.177589,-0.691616,1.113835,-0.086515,0.129516,0.424960,0.341485,-0.343663,-0.106341,-0.868318
3499658067.952889,1,0.686670,0.538992,-1.402791,2.185791,-0.686670,1.113992,2.178646,-0.689661,1.116130,0.107676,0.327334,0.576749,0.606631,-0.132889,-0.158008,-0.767706
3499658067.998468,1,0.702052,0.529380,-1.388976,2.171976,-0.702052,1.104380,2.182670,-0.684438,1.119731,0.448963,0.782323,0.730277,0.316528,0.363866,0.705467,0.519353
3499658068.015948,1,0.709576,0.545008,-1.402013,2.185013,-0.709576,1.120008,2.180542,-0.686379,1.115137,0.196919,0.349121,0.086789,0.826923,-0.233132,-0.183599,0.477639
3499658068.032568,1,0.703823,0.525659,-1.398498,2.181498,-0.703823,1.100659,2.180165,-0.693434,1.115407,0.101281,-0.251517,-0.048211,0.941439,0.286583,0.016712,0.176869
3499658068.051745,1,0.710081,0.545395,-1.402290,2.185290,-0.710081,1.120395,2.179836,-0.699196,1.110764,-0.188939,-0.983884,-0.597790,0.822981,-0.248226,-0.185192,0.476225
3499658068.295961,1,0.709594,0.544964,-1.402005,2.185005,-0.709594,1.119964,2.182643,-0.698499,1.106413,0.098164,0.545969,-0.232666,0.827148,-0.232279,-0.182562,0.478061
3499658068.451623,1,0.709614,0.545032,-1.401998,2.184998,-0.709614,1.120032,2.180054,-0.698533,1.098641,-0.160746,0.627638,-0.432744,0.826269,-0.233555,-0.184167,0.478345
3499658068.618753,1,0.710138,0.545376,-1.402330,2.185330,-0.710138,1.120376,2.185396,-0.698772,1.109742,0.081824,0.271635,-0.250956,0.822317,-0.248783,-0.184930,0.477182
3499658068.637516,1,0.702388,0.522705,-1.400208,2.183208,-0.702388,1.097705,2.180587,-0.699171,1.111445,-0.391630,0.099902,0.143017,0.921364,0.333288,0.086201,0.180492
3499658068.775938,1,0.704229,0.528590,-1.418600,2.201600,-0.704229,1.103590,2.181913,-0.698959,1.112042,0.298192,0.218135,-0.049362,0.716311,0.429043,0.511165,0.203792
3499658068.863334,1,0.703783,0.530827,-1.396477,2.179477,-0.703783,1.105827,2.186007,-0.694263,1.112186,0.359465,0.861632,0.252175,0.889130,0.451969,0.068953,-0.020452
3499658068.950456,1,0.702220,0.536085,-1.393176,2.176176,-0.702220,1.111085,2.189175,-0.694840,1.114396,0.453331,0.729285,0.365303,-0.002021,0.030718,0.001259,0.999525
3499658068.968988,1,0.702215,0.536134,-1.393138,2.176138,-0.702215,1.111134,2.189075,-0.696708,1.111179,0.477455,0.150053,-0.057537,-0.002848,0.030939,0.001875,0.999516
3499658069.062415,1,0.709660,0.544979,-1.402031,2.185031,-0.709660,1.119979,2.176782,-0.698033,1.110654,-0.819531,-0.088320,-0.035009,0.826452,-0.233840,-0.182878,0.478384
3499658069.116420,1,0.701755,0.529091,-1.389103,2.172103,-0.701755,1.104091,2.184019,-0.698871,1.113253,0.204247,0.249503,0.354795,0.319885,0.358156,0.704713,0.522282
3499658069.134288,1,0.699284,0.524910,-1.402908,2.185908,-0.699284,1.099910,2.181801,-0.698794,1.111164,0.334581,-0.050730,0.034018,0.959992,0.249161,0.013046,0.127137
3499658069.228419,1,0.704294,0.528658,-1.418528,2.201528,-0.704294,1.103658,2.178080,-0.693918,1.104016,-0.395946,0.330236,-0.615842,0.714946,0.432452,0.510579,0.202846
3499658069.264127,1,0.710111,0.545316,-1.402361,2.185361,-0.710111,1.120316,2.181452,-0.691211,1.100889,-0.023251,0.505541,-0.684971,0.823170,-0.248096,-0.183103,0.476773
3499658069.280212,1,0.702330,0.523349,-1.401481,2.184481,-0.702330,1.098349,2.186048,-0.697245,1.108473,0.380663,0.307355,0.157240,0.905775,0.363327,0.076846,0.204106
3499658069.300369,1,0.710116,0.545285,-1.402357,2.185357,-0.710116,1.120285,2.189761,-0.697726,1.107646,0.778699,-0.253906,0.242015,0.823952,-0.246192,-0.182277,0.476726
3499658069.980223,1,0.688343,0.541138,-1.396368,2.179368,-0.688343,1.116138,2.177980,-0.697501,1.110391,-0.233754,0.385927,0.751954,0.474251,-0.227784,-0.445423,-0.724430
3499658069.998285,1,0.701802,0.529149,-1.389115,2.172115,-0.701802,1.104149,2.178291,-0.691982,1.114251,-0.185255,0.563470,0.757490,0.319063,0.359434,0.704746,0.521861
3499658070.015842,1,0.701192,0.526280,-1.398543,2.181543,-0.701192,1.101280,2.176271,-0.690789,1.115610,-0.254796,0.703237,0.672424,0.996850,-0.076576,-0.019392,0.007135
3499658070.052041,1,0.702298,0.519629,-1.399309,2.182309,-0.702298,1.094629,2.176401,-0.694042,1.113583,-0.105271,0.230593,0.212805,0.900114,0.369413,0.099487,0.208401
3499658070.068953,1,0.704076,0.530946,-1.396828,2.179828,-0.704076,1.105946,2.177838,-0.695421,1.106853,-0.030191,-0.229223,-0.493148,0.884862,0.456933,0.079035,-0.044558
3499658070.253735,1,0.704145,0.530988,-1.397400,2.180400,-0.704145,1.105988,2.183460,-0.697908,1.103785,0.374811,-0.165812,-0.204538,0.883854,0.457659,0.083099,-0.049451
3499658070.333890,1,0.703834,0.539965,-1.400166,2.183166,-0.703834,1.114965,2.182738,-0.698420,1.107423,0.269341,0.337193,0.434293,0.771738,-0.393126,0.487912,-0.108694
3499658070.352846,1,0.710032,0.538009,-1.401725,2.184725,-0.710032,1.113009,2.182763,-0.699259,1.111893,0.170006,0.061582,0.921961,0.734156,-0.343514,0.578120,-0.093762
3499658070.456666,1,0.709604,0.544998,-1.402034,2.185034,-0.709604,1.119998,2.186367,-0.699365,1.109354,0.258501,0.690906,-0.252581,0.826361,-0.233822,-0.183166,0.478440
3499658070.539561,1,0.702159,0.521338,-1.400208,2.183208,-0.702159,1.096338,2.186248,-0.699899,1.111105,0.394465,0.228879,-0.125274,0.909566,0.357610,0.086744,0.193082
3499658071.024829,1,0.710076,0.545387,-1.402259,2.185259,-0.710076,1.120387,2.181421,-0.694861,1.106068,-0.118781,0.473035,0.599328,0.822922,-0.247653,-0.185204,0.476620
3499658071.075913,1,0.703023,0.522801,-1.400113,2.183113,-0.703023,1.097801,2.181969,-0.693415,1.114746,0.043344,0.635206,1.119930,0.906256,0.365359,0.081045,0.196582
3499658071.125970,1,0.709675,0.544923,-1.402109,2.185109,-0.709675,1.119923,2.183049,-0.693898,1.114354,0.105476,0.510826,0.814058,0.827050,-0.232965,-0.180693,0.478607
3499658071.255944,1,0.700109,0.524327,-1.405187,2.188187,-0.700109,1.099327,2.183903,-0.699540,1.114414,0.165476,-0.311907,0.556422,0.936647,0.295991,0.093180,0.162479
3499658071.938588,1,0.698363,0.529440,-1.397006,2.180006,-0.698363,1.104440,2.182868,-0.696978,1.109611,0.280573,0.332891,0.677443,0.189053,0.437272,-0.041647,-0.878247
3499658072.043383,1,0.689380,0.537240,-1.397069,2.180069,-0.689380,1.112240,2.181381,-0.694733,1.112158,0.059247,0.553673,0.928934,0.675663,-0.072810,-0.375364,-0.630302
3499658072.128890,1,0.690128,0.546992,-1.392622,2.175622,-0.690128,1.121992,2.182029,-0.692286,1.111551,0.109728,0.621907,0.393450,0.508228,-0.223579,-0.056030,-0.829806
3499658072.200507,1,0.701769,0.528937,-1.393024,2.176024,-0.701769,1.103937,2.181982,-0.689791,1.111717,-0.059077,0.479144,0.140409,0.193109,0.396357,-0.040779,-0.896631
3499658072.287615,1,0.685181,0.541461,-1.398196,2.181196,-0.685181,1.116461,2.178441,-0.693989,1.108996,-0.195971,0.049600,-0.210805,0.340065,-0.370585,-0.511358,-0.696804
3499658072.321035,1,0.698380,0.523933,-1.396490,2.179490,-0.698380,1.098933,2.177197,-0.693151,1.114551,-0.322140,-0.057616,0.199972,-0.018198,0.158078,-0.934628,-0.318041
3499658072.356519,1,0.706525,0.527407,-1.398648,2.181648,-0.706525,1.102407,2.177545,-0.691321,1.113243,-0.295801,-0.101958,0.101707,0.528192,0.733959,-0.277011,0.324936
3499658072.444548,1,0.701945,0.522047,-1.400702,2.183702,-0.701945,1.097047,2.178368,-0.695451,1.108908,-0.004905,-0.097422,-0.005857,0.919113,0.336094,0.086490,0.186527
3499658072.483106,1,0.704359,0.530905,-1.397551,2.180551,-0.704359,1.105905,2.180968,-0.698146,1.102519,0.251410,-0.333004,-0.802115,0.884332,0.456381,0.089517,-0.040750
3499658072.924959,1,0.703559,0.531077,-1.399042,2.182042,-0.703559,1.106077,2.187345,-0.697827,1.106018,0.486970,0.157828,0.259432,0.882326,0.135491,-0.152739,0.424046
3499658072.940430,1,0.700816,0.528155,-1.395000,2.178000,-0.700816,1.103155,2.185580,-0.697699,1.108198,0.067407,0.628911,0.619919,0.200185,0.435515,-0.064913,-0.875237
3499658073.003178,1,0.704580,0.528859,-1.418537,2.201537,-0.704580,1.103859,2.180168,-0.697473,1.106754,-0.549666,0.274111,0.168048,0.712174,0.436532,0.511752,0.200891
3499658073.123523,1,0.697454,0.523627,-1.395892,2.178892,-0.697454,1.098627,2.191294,-0.699186,1.106959,0.741722,-0.114169,0.013647,-0.010940,0.154876,-0.930668,-0.331286
3499658073.149696,1,0.688646,0.539687,-1.400501,2.183501,-0.688646,1.114687,2.192203,-0.698878,1.104586,0.830002,0.182030,-0.016014,0.625711,-0.110183,-0.413375,-0.652278
3499658073.256981,1,0.704579,0.528932,-1.418531,2.201531,-0.704579,1.103932,2.189323,-0.695667,1.106371,0.387828,0.458219,0.124669,0.711696,0.437912,0.511322,0.200678
3499658073.324670,1,0.697511,0.523616,-1.395881,2.178881,-0.697511,1.098616,2.188288,-0.695816,1.106898,-0.200348,0.224635,-0.004071,-0.010566,0.155333,-0.930894,-0.330447
3499658073.342462,1,0.697399,0.523573,-1.395784,2.178784,-0.697399,1.098573,2.189788,-0.698498,1.104905,-0.160993,0.025368,0.021229,-0.010590,0.153790,-0.930371,-0.332635
3499658073.387917,1,0.702571,0.521839,-1.398193,2.181193,-0.702571,1.096839,2.185360,-0.696178,1.104662,-0.264239,-0.034073,-0.113950,0.909030,0.363163,0.048168,0.198640
3499658073.637318,1,0.704593,0.528898,-1.418525,2.201525,-0.704593,1.103898,2.184157,-0.698286,1.101660,-0.275416,-0.164632,-0.349161,0.711651,0.437842,0.511593,0.200301
3499658073.989351,1,0.697500,0.523622,-1.395904,2.178904,-0.697500,1.098622,2.186868,-0.698531,1.104087,0.079637,0.208934,0.415776,-0.010918,0.154481,-0.931044,-0.330414
3499658074.010394,1,0.697388,0.523621,-1.395858,2.178858,-0.697388,1.098621,2.183422,-0.695884,1.104212,0.015688,0.368561,0.399607,-0.010304,0.154035,-0.930559,-0.332003
3499658074.021050,1,0.700895,0.526027,-1.398380,2.181380,-0.700895,1.101027,2.177936,-0.694501,1.101650,-0.637584,0.406200,-0.039733,0.997627,-0.067142,-0.011669,0.009844
3499658074.142982,1,0.704465,0.524901,-1.397957,2.180957,-0.704465,1.099901,2.179998,-0.696078,1.100331,-0.458008,0.163500,-0.250397,0.947482,0.264540,0.072731,0.164338
3499658074.197582,1,0.704255,0.528743,-1.418595,2.201595,-0.704255,1.103743,2.177177,-0.699491,1.097872,-0.416312,-0.240438,-0.422676,0.714267,0.431535,0.512217,0.203060
3499658074.644834,1,0.702066,0.529524,-1.389069,2.172069,-0.702066,1.104524,2.176110,-0.698260,1.109884,-0.874612,0.294986,0.268931,0.321654,0.358995,0.702992,0.522937
3499658074.678928,1,0.704793,0.523656,-1.400191,2.183191,-0.704793,1.098656,2.178468,-0.695709,1.109491,-0.190931,0.477526,0.007893,0.933513,0.310372,0.073573,0.163740
3499658074.818868,1,0.703480,0.530488,-1.396901,2.179901,-0.703480,1.105488,2.179590,-0.695636,1.107194,0.065751,0.518216,-0.069996,0.890302,0.449216,0.060789,-0.043276
3499658074.908390,1,0.704469,0.528830,-1.418560,2.201560,-0.704469,1.103830,2.178050,-0.697578,1.105857,0.129299,0.045459,-0.268502,0.713105,0.433468,0.512834,0.201465
3499658075.529973,1,0.706286,0.537116,-1.404364,2.187364,-0.706286,1.112116,2.179763,-0.697502,1.112096,-0.308679,0.297644,0.575384,0.947999,-0.040754,0.013534,0.315363
3499658075.566611,1,0.700693,0.526147,-1.398207,2.181207,-0.700693,1.101147,2.183034,-0.697173,1.109786,0.087053,0.565347,0.118447,0.997647,-0.066771,-0.011826,0.010127
3499658075.656361,1,0.701934,0.528964,-1.389576,2.172576,-0.701934,1.103964,2.184805,-0.697488,1.106856,0.479769,0.207815,-0.349674,0.325850,0.358640,0.704234,0.518896
3499658075.718408,1,0.702235,0.535765,-1.392969,2.175969,-0.702235,1.110765,2.178479,-0.698744,1.107164,-0.421744,-0.083743,0.020506,-0.003579,0.033102,0.001257,0.999445
3499658075.843682,1,0.687479,0.529723,-1.396251,2.179251,-0.687479,1.104723,2.175438,-0.698863,1.108280,-0.417169,0.089690,0.355358,0.394036,0.231154,-0.757786,-0.465902
3499658075.884138,1,0.683765,0.533745,-1.397400,2.180400,-0.683765,1.108745,2.176003,-0.698490,1.110394,-0.286813,0.324669,0.341119,0.546978,-0.102733,-0.634180,-0.536729
3499658075.953416,1,0.683471,0.527824,-1.399933,2.182933,-0.683471,1.102824,2.177735,-0.695449,1.110366,-0.049563,0.219680,0.213502,0.251051,0.158546,-0.830456,-0.471359
3499658075.963741,1,0.702075,0.529394,-1.389100,2.172100,-0.702075,1.104394,2.179477,-0.690546,1.107601,0.269230,0.554406,-0.045290,0.316411,0.362560,0.707638,0.517380
