timestamp,body_id,pos_opt_x,pos_opt_y,pos_opt_z,pos_world_x,pos_world_y,pos_world_z,pos_smooth_x,pos_smooth_y,pos_smooth_z,vel_x,vel_y,vel_z,qx,qy,qz,qw
3499658485.006666,1,0.697348,0.523558,-1.395882,2.178882,-0.697348,1.098558,2.178882,-0.697348,1.098558,1.059484,0.426408,-0.610781,-0.010665,0.155708,-0.929639,-0.333785
3499658485.022688,1,0.697432,0.523637,-1.395840,2.178840,-0.697432,1.098637,2.178840,-0.697432,1.098637,0.451414,0.321794,-0.386961,-0.010735,0.153961,-0.930821,-0.331291
3499658485.100862,1,0.697413,0.523574,-1.395897,2.178897,-0.697413,1.098574,2.178897,-0.697413,1.098574,0.000970,-0.004351,0.001089,-0.010888,0.155009,-0.930213,-0.332501
3499658485.258826,1,0.701149,0.526222,-1.398423,2.181423,-0.701149,1.101222,2.180418,-0.699183,1.097599,-0.168548,0.246388,-0.013455,0.996925,-0.075188,-0.020673,0.007705
3499658485.417061,1,0.704041,0.531084,-1.397313,2.180313,-0.704041,1.106084,2.181919,-0.696356,1.105260,0.030022,0.271271,0.483609,0.884932,0.455420,0.081913,-0.052704
3499658485.450180,1,0.690132,0.544012,-1.400001,2.183001,-0.690132,1.119012,2.181309,-0.695315,1.107867,-0.049306,0.442792,0.668011,0.687443,-0.268934,-0.360992,-0.569896
3499658485.468621,1,0.702109,0.529448,-1.389058,2.172058,-0.702109,1.104448,2.182956,-0.693044,1.112206,0.152695,0.475047,0.801687,0.323803,0.355781,0.705865,0.519928
3499658485.531180,1,0.706429,0.525871,-1.396882,2.179882,-0.706429,1.100871,2.181227,-0.693534,1.113654,-0.046142,0.188094,0.559646,0.957758,0.250587,-0.009764,0.140748
3499658485.651584,1,0.702319,0.521449,-1.398353,2.181353,-0.702319,1.096449,2.179614,-0.698552,1.110795,-0.112968,-0.215772,0.195209,0.907340,0.365208,0.053553,0.201221
3499658485.792151,1,0.701927,0.529267,-1.389024,2.172024,-0.701927,1.104267,2.188787,-0.696507,1.109974,0.692144,0.458391,0.527977,0.318145,0.361896,0.705177,0.520135
3499658485.842773,1,0.701604,0.525323,-1.400710,2.183710,-0.701604,1.100323,2.187605,-0.694909,1.113620,0.692037,0.567146,0.820336,0.937534,0.295499,0.059007,0.173861
3499658485.905378,1,0.700932,0.523822,-1.392812,2.175812,-0.700932,1.098822,2.186541,-0.695212,1.111369,0.115589,0.438799,0.525733,0.263812,0.396880,-0.274229,-0.835277
3499658485.931761,1,0.700873,0.526208,-1.398245,2.181245,-0.700873,1.101208,2.181772,-0.698866,1.106532,-0.467688,-0.157228,-0.229464,0.997467,-0.069079,-0.015063,0.007778
3499658486.001369,1,0.709678,0.544996,-1.402062,2.185062,-0.709678,1.119996,2.175735,-0.698282,1.101949,-0.791348,-0.224840,-0.778054,0.826066,-0.234441,-0.182972,0.478721
3499658486.255430,1,0.709611,0.544992,-1.401997,2.184997,-0.709611,1.119992,2.179490,-0.699215,1.103071,-0.059964,0.285081,-0.231343,0.826157,-0.232846,-0.183812,0.479021
3499658486.385305,1,0.701081,0.523579,-1.402186,2.185186,-0.701081,1.098579,2.181182,-0.697928,1.118180,0.054840,0.451267,0.974189,0.932353,0.313067,0.039250,0.176540
3499658486.437370,1,0.702939,0.523056,-1.399130,2.182130,-0.702939,1.098056,2.183148,-0.696701,1.117765,0.243865,0.167590,0.979585,0.920301,0.342033,0.056912,0.181162
3499658486.455055,1,0.700475,0.533724,-1.395642,2.178642,-0.700475,1.108724,2.184343,-0.698108,1.111790,0.180597,0.217859,0.054321,0.123147,0.453712,0.329072,-0.818958
3499658486.517448,1,0.697630,0.523667,-1.395878,2.178878,-0.697630,1.098667,2.190350,-0.699457,1.108884,0.604709,0.049514,0.222251,-0.012717,0.152335,-0.931484,-0.330105
3499658486.579218,1,0.704331,0.528717,-1.418538,2.201538,-0.704331,1.103717,2.190360,-0.697679,1.108404,0.388392,0.197153,0.501941,0.714360,0.433890,0.510199,0.202799
