timestamp,body_id,pos_opt_x,pos_opt_y,pos_opt_z,pos_world_x,pos_world_y,pos_world_z,vel_x,vel_y,vel_z,qx,qy,qz,qw
3500298962.824565,1,0.031137,0.058378,0.274363,0.508637,-0.031137,0.633378,-0.029474,-0.000179,0.025049,0.011549,0.028518,-0.034221,0.998941
3500298966.702964,1,0.031192,0.058124,0.274148,0.508852,-0.031192,0.633124,-0.011508,-0.010488,-0.016097,0.011565,0.025143,-0.033009,0.999072
3500298967.033222,1,0.031465,0.057390,0.273792,0.509208,-0.031465,0.632390,0.001399,-0.025186,-0.047253,0.010955,0.030088,-0.026349,0.999140
3500298968.087081,1,0.031165,0.058327,0.274208,0.508792,-0.031165,0.633327,0.010355,-0.001901,-0.003353,0.011665,0.024091,-0.033676,0.999074
3500298968.136291,1,0.031079,0.058020,0.273776,0.509224,-0.031079,0.633020,0.024819,0.007551,-0.006910,0.010124,0.029475,-0.029980,0.999065
3500298970.735653,1,0.031329,0.057852,0.274422,0.508578,-0.031329,0.632852,-0.041956,0.009038,0.030804,0.013515,0.028885,-0.031129,0.999007
3500298973.424988,1,0.030508,0.058700,0.274057,0.508943,-0.030508,0.633700,0.010049,0.043829,0.024806,0.016396,0.032199,-0.034960,0.998735
3500298974.439034,1,0.029727,0.055699,0.271065,0.511935,-0.029727,0.630699,0.180723,0.090133,-0.154751,0.002298,-0.002523,0.001328,0.999993
3500298977.441274,1,0.031098,0.058308,0.274024,0.508976,-0.031098,0.633308,0.026494,0.015421,0.030408,0.012284,0.026952,-0.033966,0.998984
3500298979.082798,1,0.031133,0.057863,0.273929,0.509071,-0.031133,0.632863,0.008559,-0.041701,-0.055759,0.011432,0.026452,-0.030674,0.999114
3500298982.006706,1,0.031305,0.057280,0.273671,0.509329,-0.031305,0.632280,-0.173732,-0.105163,0.105431,0.014227,0.015521,-0.023722,0.999497
3500298982.804050,1,0.031171,0.058124,0.274078,0.508922,-0.031171,0.633124,-0.003586,-0.004889,-0.012304,0.012367,0.027506,-0.031640,0.999044
3500298983.013496,1,0.031446,0.057738,0.274072,0.508928,-0.031446,0.632738,-0.009521,-0.020869,-0.008313,0.014945,0.023345,-0.029286,0.999187
3500298985.513348,1,0.031162,0.058239,0.274018,0.508982,-0.031162,0.633239,-0.023160,0.009467,0.063872,0.012217,0.026763,-0.033069,0.999020
3500298986.349322,1,0.031202,0.057788,0.274057,0.508943,-0.031202,0.632788,0.001383,-0.002092,-0.022367,0.013401,0.029493,-0.029694,0.999034
3500298990.167351,1,0.030976,0.058098,0.273872,0.509128,-0.030976,0.633098,0.013334,0.031327,0.023940,0.009479,0.027888,-0.032856,0.999026
3500298990.273232,1,0.029020,0.054492,0.269858,0.513142,-0.029020,0.629492,0.277376,0.142810,-0.249787,0.005757,-0.026180,0.021581,0.999408
3500298990.762385,1,0.029255,0.054503,0.269849,0.513151,-0.029255,0.629503,0.280517,0.129837,-0.218999,0.007098,-0.025544,0.021267,0.999422
