timestamp,body_id,pos_opt_x,pos_opt_y,pos_opt_z,pos_world_x,pos_world_y,pos_world_z,pos_smooth_x,pos_smooth_y,pos_smooth_z,vel_x,vel_y,vel_z,qx,qy,qz,qw
3499660088.944447,1,0.690139,0.541169,-1.397272,2.180272,-0.690139,1.116169,2.180272,-0.690139,1.116169,-0.365400,2.616107,3.682458,-0.696239,-0.075647,0.140442,0.699860
3499660088.970612,1,0.696051,0.537148,-1.399213,2.182213,-0.696051,1.112148,2.182213,-0.696051,1.112148,0.007629,0.477910,0.959408,-0.241710,0.591004,-0.574416,0.512189
3499660089.006441,1,0.697628,0.523696,-1.395774,2.178774,-0.697628,1.098696,2.178774,-0.697628,1.098696,-0.099858,-0.499225,-1.164869,0.013050,-0.151716,0.931766,0.329581
3499660089.373384,1,0.697585,0.523700,-1.395663,2.178663,-0.697585,1.098700,2.178663,-0.697585,1.098700,-0.155481,0.200427,-0.159363,0.012985,-0.150351,0.931931,0.329744
3499660089.479223,1,0.697646,0.523724,-1.395741,2.178741,-0.697646,1.098724,2.178741,-0.697646,1.098724,-0.068021,0.391773,-0.458360,0.013293,-0.151057,0.932061,0.329041
3499660089.532246,1,0.697698,0.523667,-1.395740,2.178740,-0.697698,1.098667,2.178740,-0.697698,1.098667,-1.512957,0.434736,-0.328545,0.014063,-0.151175,0.931900,0.329409
3499660089.583867,1,0.697796,0.523799,-1.395695,2.178695,-0.697796,1.098799,2.178695,-0.697796,1.098799,0.002162,-0.014071,0.006616,0.013899,-0.149838,0.933967,0.324132
3499660089.601467,1,0.697659,0.523730,-1.395728,2.178728,-0.697659,1.098730,2.178728,-0.697659,1.098730,-0.000866,-0.000882,0.000385,0.013680,-0.151046,0.932179,0.328696
3499660089.618443,1,0.697649,0.523674,-1.395723,2.178723,-0.697649,1.098674,2.178723,-0.697649,1.098674,-0.001113,0.003254,0.000509,0.012937,-0.151104,0.931920,0.329431
3499660089.670763,1,0.697627,0.523710,-1.395744,2.178744,-0.697627,1.098710,2.178744,-0.697627,1.098710,0.003227,0.011297,-0.005941,0.013046,-0.151649,0.931927,0.329157
3499660089.689227,1,0.697776,0.523750,-1.395710,2.178710,-0.697776,1.098750,2.178710,-0.697776,1.098750,-0.001224,-0.007741,0.001335,0.014464,-0.149788,0.932573,0.328119
3499660089.706894,1,0.697784,0.523702,-1.395751,2.178751,-0.697784,1.098702,2.178751,-0.697784,1.098702,0.001891,-0.008992,0.001864,0.014757,-0.150281,0.932312,0.328622
3499660089.723443,1,0.697621,0.523667,-1.395876,2.178876,-0.697621,1.098667,2.178876,-0.697621,1.098667,0.008814,0.000385,-0.002885,0.012468,-0.153009,0.931403,0.330033
3499660089.740824,1,0.697788,0.523772,-1.395765,2.178765,-0.697788,1.098772,2.178765,-0.697788,1.098772,0.003688,-0.000838,0.001506,0.013973,-0.149576,0.932920,0.327248
3499660089.776313,1,0.697597,0.523692,-1.395770,2.178770,-0.697597,1.098692,2.178770,-0.697597,1.098692,0.001256,0.012453,-0.000707,0.011886,-0.151176,0.931954,0.329342
3499660089.792629,1,0.686788,0.543214,-1.402200,2.185200,-0.686788,1.118214,2.185200,-0.686788,1.118214,0.421604,0.722218,1.303120,-0.361513,-0.095978,0.413478,0.830140
3499660089.863528,1,0.697602,0.523605,-1.395887,2.178887,-0.697602,1.098605,2.178887,-0.697602,1.098605,0.008130,0.012434,-0.011146,0.012659,-0.153503,0.931164,0.330470
3499660089.897607,1,0.697714,0.523838,-1.395685,2.178685,-0.697714,1.098838,2.178685,-0.697714,1.098838,-0.005666,-0.007784,0.009787,0.013473,-0.149357,0.934171,0.323784
3499660089.915520,1,0.697511,0.523683,-1.395777,2.178777,-0.697511,1.098683,2.178777,-0.697511,1.098683,-0.428176,-0.714874,-1.302087,0.011242,-0.153738,0.932167,0.327572
3499660089.933451,1,0.697674,0.523737,-1.395779,2.178779,-0.697674,1.098737,2.178779,-0.697674,1.098737,-0.007168,-0.004852,0.008786,0.013155,-0.151071,0.933314,0.325467
3499660089.951075,1,0.697730,0.523784,-1.395707,2.178707,-0.697730,1.098784,2.178707,-0.697730,1.098784,0.001431,-0.001081,-0.003640,0.013666,-0.149646,0.932380,0.328766
3499660089.968091,1,0.697590,0.523661,-1.395869,2.178869,-0.697590,1.098661,2.178869,-0.697590,1.098661,0.006088,-0.005301,-0.001427,0.012741,-0.152775,0.931472,0.329934
3499660089.985239,1,0.697470,0.523599,-1.395856,2.178856,-0.697470,1.098599,2.178856,-0.697470,1.098599,0.005086,0.013630,-0.009203,0.010654,-0.154774,0.930687,0.331289
3499660090.395700,1,0.697742,0.523741,-1.395759,2.178759,-0.697742,1.098741,2.178759,-0.697742,1.098741,-0.404406,0.792682,-1.417939,0.013900,-0.150218,0.932435,0.328339
3499660090.411778,1,0.691395,0.543751,-1.400647,2.183647,-0.691395,1.118751,2.183647,-0.691395,1.118751,0.793163,0.705870,0.957286,-0.565266,0.358596,0.350185,0.655174
3499660090.501124,1,0.697749,0.523773,-1.395743,2.178743,-0.697749,1.098773,2.178743,-0.697749,1.098773,-0.399073,0.798134,-1.418897,0.013712,-0.149959,0.932734,0.327616
3499660090.518191,1,0.697424,0.523549,-1.395849,2.178849,-0.697424,1.098549,2.178849,-0.697424,1.098549,0.005984,0.021180,-0.012795,0.010900,-0.155285,0.930424,0.331781
3499660090.535969,1,0.697295,0.523540,-1.395751,2.178751,-0.697295,1.098540,2.178751,-0.697295,1.098540,-0.326339,-0.393287,-1.347435,0.009258,-0.155760,0.929937,0.332971
3499660090.551757,1,0.688818,0.535110,-1.395188,2.178188,-0.688818,1.110110,2.178188,-0.688818,1.110110,-0.036979,0.595407,0.755819,-0.714206,0.037714,0.460069,0.526141
3499660090.587142,1,0.697580,0.523635,-1.395855,2.178855,-0.697580,1.098635,2.178855,-0.697580,1.098635,0.000358,-0.010411,0.005742,0.012093,-0.153222,0.931313,0.330202
3499660091.076663,1,0.678118,0.546753,-1.392854,2.175854,-0.678118,1.121753,2.175854,-0.678118,1.121753,-0.616066,2.133969,0.091680,-0.675599,0.116792,0.420938,0.593917
3499660091.337506,1,0.698186,0.527049,-1.395910,2.178910,-0.698186,1.102049,2.178910,-0.698186,1.102049,-0.114862,0.469065,0.095812,-0.190882,-0.500182,0.159831,0.829359
3499660091.514782,1,0.697539,0.523673,-1.395689,2.178689,-0.697539,1.098673,2.178689,-0.697539,1.098673,-0.407783,0.805914,-1.425274,0.012774,-0.151252,0.931306,0.331102
3499660091.618087,1,0.697706,0.523804,-1.395649,2.178649,-0.697706,1.098804,2.178649,-0.697706,1.098804,-0.159995,0.191534,-0.153339,0.014074,-0.149528,0.933795,0.324763
3499660091.861768,1,0.691375,0.541469,-1.400149,2.183149,-0.691375,1.116469,2.183149,-0.691375,1.116469,0.351795,1.034462,1.037733,-0.601188,0.416401,0.243248,0.637192
3499660092.028558,1,0.699981,0.522992,-1.405711,2.188711,-0.699981,1.097992,2.188711,-0.699981,1.097992,0.514809,0.048451,-0.199505,-0.918836,-0.337977,-0.095570,-0.179942
3499660092.596540,1,0.698844,0.527204,-1.394090,2.177090,-0.698844,1.102204,2.177090,-0.698844,1.102204,-0.631150,0.236281,0.226661,-0.217956,-0.449401,0.133467,0.855991
3499660092.814581,1,0.697703,0.523701,-1.395761,2.178761,-0.697703,1.098701,2.178761,-0.697703,1.098701,0.111381,0.076079,-0.233583,0.013315,-0.151744,0.932319,0.327992
3499660092.947367,1,0.697654,0.523693,-1.395767,2.178767,-0.697654,1.098693,2.178767,-0.697654,1.098693,-0.191220,0.328155,-0.023496,0.012835,-0.151690,0.932170,0.328459
3499660092.964063,1,0.697709,0.523747,-1.395692,2.178692,-0.697709,1.098747,2.178692,-0.697709,1.098747,-0.405025,0.796592,-1.418519,0.013175,-0.150113,0.932479,0.328291
3499660093.015245,1,0.697280,0.523543,-1.395864,2.178864,-0.697280,1.098543,2.178864,-0.697280,1.098543,-0.264963,0.299088,0.141863,0.009601,-0.156568,0.929885,0.332729
3499660093.033797,1,0.697686,0.523729,-1.395709,2.178709,-0.697686,1.098729,2.178709,-0.697686,1.098729,-0.003862,-0.002142,0.002364,0.013509,-0.150389,0.932136,0.329126
3499660093.234694,1,0.697723,0.523674,-1.395709,2.178709,-0.697723,1.098674,2.178709,-0.697723,1.098674,-0.000032,-0.002448,-0.003664,0.013835,-0.150192,0.932370,0.328538
3499660093.521687,1,0.686447,0.541361,-1.398976,2.181976,-0.686447,1.116361,2.181976,-0.686447,1.116361,0.660531,1.039807,0.789559,-0.301464,-0.233782,0.503870,0.774972
3499660093.670442,1,0.697391,0.525020,-1.395631,2.178631,-0.697391,1.100020,2.178631,-0.697391,1.100020,0.447718,0.310365,-0.299529,-0.201128,-0.463423,0.303178,0.808003
3499660093.705523,1,0.698843,0.527552,-1.394502,2.177502,-0.698843,1.102552,2.177502,-0.698843,1.102552,-0.487749,0.717008,-1.163733,-0.213229,-0.452872,0.117725,0.857660
3499660093.722741,1,0.695189,0.525690,-1.397701,2.180701,-0.695189,1.100690,2.180701,-0.695189,1.100690,-0.004609,0.641700,-0.363203,-0.214044,-0.477616,0.154942,0.837891
3499660093.818986,1,0.698771,0.527289,-1.394251,2.177251,-0.698771,1.102289,2.177251,-0.698771,1.102289,-0.091958,-0.092026,0.151265,-0.216190,-0.450980,0.131822,0.855863
3499660093.984488,1,0.684148,0.539889,-1.399520,2.182520,-0.684148,1.114889,2.182520,-0.684148,1.114889,0.351238,0.974870,0.840024,-0.352694,0.144048,0.603289,0.700642
3499660094.002111,1,0.689381,0.542834,-1.400088,2.183088,-0.689381,1.117834,2.183088,-0.689381,1.117834,0.135867,0.748440,1.115870,-0.666674,0.281844,0.388473,0.570261
3499660094.072372,1,0.699576,0.520818,-1.391395,2.174395,-0.699576,1.095818,2.174395,-0.699576,1.095818,-0.375287,0.256073,-0.552523,-0.305409,-0.365124,0.409961,0.778037
