timestamp,body_id,pos_opt_x,pos_opt_y,pos_opt_z,pos_world_x,pos_world_y,pos_world_z,pos_smooth_x,pos_smooth_y,pos_smooth_z,vel_x,vel_y,vel_z,qx,qy,qz,qw
3499659993.241859,1,0.697410,0.523525,-1.395872,2.178872,-0.697410,1.098525,2.187325,-0.699336,1.104599,-0.941531,0.326061,0.067449,0.010590,-0.155291,0.930183,0.332463
3499659993.260218,1,0.697541,0.523619,-1.395861,2.178861,-0.697541,1.098619,2.182807,-0.697999,1.103605,-0.994681,0.208313,-0.123059,0.012104,-0.152859,0.931150,0.330828
3499659993.295040,1,0.701937,0.529489,-1.388928,2.171928,-0.701937,1.104489,2.176903,-0.697541,1.103786,-0.995750,0.210562,-0.121713,0.321669,0.358710,0.701923,0.524557
3499659994.387726,1,0.702604,0.521634,-1.398368,2.181368,-0.702604,1.096634,2.189525,-0.699825,1.104762,0.348992,0.325083,-0.299073,-0.912872,-0.353218,-0.060282,-0.195621
3499659994.404010,1,0.700648,0.526226,-1.398109,2.181109,-0.700648,1.101226,2.190565,-0.699558,1.102817,0.034281,0.163834,-0.491176,-0.997470,0.068968,0.012633,-0.011773
3499659994.420093,1,0.702580,0.523073,-1.399509,2.182509,-0.702580,1.098073,2.186781,-0.699228,1.101718,-0.227189,0.134412,-0.514958,-0.917810,-0.347037,-0.067520,-0.180640
3499659994.727592,1,0.697612,0.523680,-1.395687,2.178687,-0.697612,1.098680,2.178696,-0.697652,1.098723,-0.164280,0.265724,-0.308745,0.012886,-0.151202,0.931885,0.329487
3499659994.787262,1,0.689201,0.551333,-1.400008,2.183008,-0.689201,1.126333,2.179561,-0.695957,1.104242,-0.075189,0.339023,0.092223,-0.471160,0.355826,0.331324,0.735949
3499659994.812763,1,0.703047,0.522839,-1.399696,2.182696,-0.703047,1.097839,2.180366,-0.697036,1.104068,0.029446,0.201381,0.071720,-0.921179,-0.340743,-0.050120,-0.181142
3499659994.841365,1,0.701778,0.529119,-1.388932,2.171932,-0.701778,1.104119,2.179002,-0.697857,1.105141,0.020386,-0.013667,0.427891,0.318461,0.361149,0.703699,0.522458
3499659995.276779,1,0.702080,0.521498,-1.399425,2.182425,-0.702080,1.096498,2.180543,-0.699490,1.104707,0.038052,0.093107,-0.226216,-0.888423,-0.399272,-0.080654,-0.211618
