timestamp,body_id,pos_opt_x,pos_opt_y,pos_opt_z,pos_world_x,pos_world_y,pos_world_z,vel_x,vel_y,vel_z,qx,qy,qz,qw
3499660987.794880,1,0.687719,0.536084,-1.400068,2.183068,-0.687719,1.111084,0.029159,1.031439,0.888232,-0.616466,-0.010572,0.417066,0.667768
3499660988.171906,1,0.688692,0.538855,-1.398708,2.181708,-0.688692,1.113855,-0.200240,1.395690,-0.411288,-0.248604,0.291951,0.522038,0.761864
3499660988.459213,1,0.696047,0.528618,-1.397696,2.180696,-0.696047,1.103618,-0.030303,0.301456,0.164008,-0.191148,-0.404722,0.076756,0.890938
3499660988.546530,1,0.698792,0.527100,-1.398307,2.181307,-0.698792,1.102100,0.040698,-0.182982,-0.101205,-0.171297,-0.452266,0.052981,0.873674
3499660988.598182,1,0.698979,0.523333,-1.396474,2.179474,-0.698979,1.098333,0.129310,0.212709,-0.489926,-0.922230,-0.338839,-0.017722,-0.185380
3499660988.775447,1,0.687186,0.541504,-1.397654,2.180654,-0.687186,1.116504,0.260011,0.991321,0.341153,-0.565341,0.105206,0.328949,0.749075
3499660988.828073,1,0.697812,0.523880,-1.395580,2.178580,-0.697812,1.098880,-0.059605,0.077852,0.036407,0.014730,-0.148120,0.935595,0.320164
3499660988.949289,1,0.699835,0.527771,-1.394781,2.177781,-0.699835,1.102771,-0.053279,-0.134861,0.259403,-0.186017,-0.424742,0.043671,0.884921
3499660989.123990,1,0.691384,0.538205,-1.400053,2.183053,-0.691384,1.113205,0.739495,0.687913,0.599913,-0.728136,0.080661,0.168844,0.659396
3499660989.453969,1,0.679314,0.534366,-1.397634,2.180634,-0.679314,1.109366,-0.269063,2.019385,-0.709808,-0.464626,-0.056205,0.420901,0.777050
3499660989.464633,1,0.697608,0.523678,-1.395751,2.178751,-0.697608,1.098678,-0.464455,0.182454,0.107809,0.012913,-0.152011,0.931791,0.329381
3499660989.576529,1,0.688783,0.534860,-1.395586,2.178586,-0.688783,1.109860,-0.136558,-0.631241,0.032914,-0.660396,0.041263,0.574213,0.482136
3499660989.638528,1,0.678297,0.526576,-1.398479,2.181479,-0.678297,1.101576,0.181850,1.287452,0.193199,-0.253083,-0.227675,0.571324,0.746794
3499660990.038991,1,0.689477,0.537821,-1.397457,2.180457,-0.689477,1.112821,-0.282025,1.343771,-0.480588,-0.657671,0.099757,0.345154,0.662107
3499660990.075444,1,0.697849,0.523832,-1.395615,2.178615,-0.697849,1.098832,0.455666,0.264370,-0.374619,0.015012,-0.148406,0.934616,0.322867
3499660990.111652,1,0.697624,0.523689,-1.395720,2.178720,-0.697624,1.098689,-0.201909,0.505602,-0.419537,0.013048,-0.151461,0.931733,0.329792
3499660990.234093,1,0.690552,0.548622,-1.398487,2.181487,-0.690552,1.123622,0.191442,0.486437,1.652686,-0.525879,0.247384,0.304720,0.754585
3499660990.546413,1,0.686072,0.541444,-1.402086,2.185086,-0.686072,1.116444,0.878668,1.044552,0.816993,-0.389136,-0.077937,0.444304,0.803177
3499660990.618431,1,0.697667,0.523733,-1.395769,2.178769,-0.697667,1.098733,-0.085028,0.433147,-0.489259,0.013340,-0.151439,0.933456,0.324883
3499660990.646074,1,0.694020,0.522821,-1.400511,2.183511,-0.694020,1.097821,-0.105000,-0.529865,-1.241533,0.224403,0.522662,-0.750702,-0.336028
3499660991.298799,1,0.697706,0.523807,-1.395655,2.178655,-0.697706,1.098807,-0.159868,0.188502,-0.157428,0.014587,-0.149944,0.933974,0.324032
3499660991.316561,1,0.697568,0.523713,-1.395699,2.178699,-0.697568,1.098713,-0.182748,0.390903,-0.218443,0.012554,-0.152123,0.933133,0.325522
3499660991.335384,1,0.697825,0.523902,-1.395636,2.178636,-0.697825,1.098902,-0.403269,0.790222,-1.412666,0.014944,-0.148560,0.934704,0.322545
3499660991.353655,1,0.697566,0.523622,-1.395831,2.178831,-0.697566,1.098622,0.011698,0.009306,-0.012302,0.012914,-0.153431,0.931460,0.329658
