pure_target_joint_0,pure_target_joint_1,pure_target_joint_2,pure_target_joint_3,pure_target_joint_4,pure_target_joint_5,pure_target_joint_6,target_joint_0,target_joint_1,target_joint_2,target_joint_3,target_joint_4,target_joint_5,target_joint_6,pos_joint_0,pos_joint_1,pos_joint_2,pos_joint_3,pos_joint_4,pos_joint_5,pos_joint_6,vel_joint_0,vel_joint_1,vel_joint_2,vel_joint_3,vel_joint_4,vel_joint_5,vel_joint_6,vel_smooth_joint_0,vel_smooth_joint_1,vel_smooth_joint_2,vel_smooth_joint_3,vel_smooth_joint_4,vel_smooth_joint_5,vel_smooth_joint_6,ee_pos_x,ee_pos_y,ee_pos_z,ee_or_w,ee_or_x,ee_or_y,ee_or_z,eep_vel_x,eep_vel_y,eep_vel_z,ee_vel_offset_x,ee_vel_offset_y,ee_vel_offset_z,ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz,action_0,action_1,action_2,action_3,action_4,action_5,action_6,command_published
1.73955,-0.993578,-1.86899,-1.14864,1.95319,1.10048,-0.924773,1.73955,-0.993578,-1.86899,-1.14864,1.95319,1.10048,-0.924773,1.78073,-1.07193,-1.8185,-1.11985,1.93716,1.11683,-0.916261,2.39759e-05,2.39759e-05,0,2.39541e-05,3.83615e-05,1.1977e-05,0,2.39759e-05,2.39759e-05,0,2.39541e-05,3.83615e-05,1.1977e-05,0,0.544548,-0.455412,0.71163,0.572977,0.17936,0.151724,0.78518,3.13124e-06,7.43454e-06,2.04321e-05,6.46482e-07,7.24807e-06,2.17113e-05,2.82488,-0.501527,0.107661,-3.27489,-0.0876069,5.06025,-3.27489,-0.0791267,4.86025,-0.411805,0.783546,-0.504964,-0.287908,0.160293,-0.163507,-0.0851226,1
1.73783,-0.994623,-1.86979,-1.14592,1.95099,1.10866,-0.929287,1.73783,-0.994623,-1.86979,-1.14592,1.95099,1.10866,-0.929287,1.78073,-1.07193,-1.8185,-1.11985,1.93716,1.11683,-0.916261,2.39759e-05,0,2.39759e-05,4.793e-05,0,2.39759e-05,-2.39541e-05,2.39759e-05,0,2.39759e-05,4.793e-05,0,2.39759e-05,-2.39541e-05,0.544548,-0.455412,0.71163,0.572977,0.17936,0.151724,0.78518,-1.97987e-07,7.34711e-07,2.12253e-05,-4.38531e-06,1.29692e-06,2.33488e-05,2.79279,-0.502255,0.157423,-3.20873,-0.0728369,4.97611,-3.20873,-0.0871442,4.77611,-0.428998,0.773098,-0.512931,-0.26074,0.138296,-0.0817041,-0.130263,1
1.73673,-0.994618,-1.86853,-1.14262,1.95458,1.11949,-0.93423,1.73673,-0.994618,-1.86853,-1.14262,1.95458,1.11949,-0.93423,1.78075,-1.07188,-1.81851,-1.11997,1.93716,1.11682,-0.916261,0.00413446,0.00759781,-0.0100186,-0.0286776,-0.00026846,-0.000982685,-2.39541e-05,0.00413446,0.00759781,-0.0100186,-0.0286776,-0.00026846,-0.000982685,-2.39541e-05,0.544575,-0.455341,0.711624,0.572932,0.179367,0.151768,0.785202,0.00647675,0.0127591,-0.00624744,0.00782362,0.01383,-0.00697671,2.7609,-0.502958,0.207535,-3.18937,-0.0702739,5.01125,-3.18937,-0.0883587,4.81125,-0.440164,0.772599,-0.50017,-0.22654,0.174203,0.0266291,-0.179689,1
1.74566,-0.993878,-1.86654,-1.15111,1.96235,1.12906,-0.922395,1.74566,-0.993878,-1.86654,-1.15111,1.96235,1.12906,-0.922395,1.78096,-1.07169,-1.82012,-1.12136,1.93791,1.11613,-0.91665,0.0264725,0.023896,-0.243154,-0.204686,0.131172,-0.11368,-0.0596561,0.0264725,0.023896,-0.243154,-0.204686,0.131172,-0.11368,-0.0596561,0.545156,-0.455112,0.710726,0.572636,0.180453,0.152303,0.785066,0.0613901,0.0290937,-0.125636,0.0845764,0.0236969,-0.137385,2.72863,-0.5039,0.257329,-3.22638,-0.0941813,4.9794,-3.22638,-0.0862895,4.7794,-0.353035,0.778101,-0.464187,-0.297516,0.244389,0.129289,-0.0574459,1
1.75486,-0.993038,-1.87081,-1.1549,1.95933,1.13779,-0.905078,1.75486,-0.993038,-1.87081,-1.1549,1.95933,1.13779,-0.905078,1.78115,-1.07043,-1.8249,-1.12504,1.94083,1.11486,-0.917593,0.00298401,0.180047,-0.532579,-0.401043,0.318102,-0.108575,-0.115861,0.00298401,0.180047,-0.532579,-0.401043,0.318102,-0.108575,-0.115861,0.546357,-0.454673,0.708636,0.572082,0.183145,0.153564,0.784601,0.0762571,0.0588834,-0.185999,0.115225,0.0536268,-0.206185,2.6952,-0.505065,0.305257,-3.3428,-0.116527,4.79284,-3.3428,-0.0876981,4.59284,-0.262906,0.773949,-0.459097,-0.29864,0.184979,0.229282,0.12515,1
1.76014,-0.990297,-1.87861,-1.16016,1.94736,1.14047,-0.894009,1.76014,-0.990297,-1.87861,-1.16016,1.94736,1.14047,-0.894009,1.77977,-1.06709,-1.83234,-1.12919,1.94457,1.1146,-0.919678,-0.191599,0.374918,-0.818276,-0.394092,0.38527,0.0137216,-0.241968,-0.191599,0.374918,-0.818276,-0.394092,0.38527,0.0137216,-0.241968,0.546806,-0.454761,0.706664,0.57297,0.185716,0.155742,0.782917,-0.031537,-0.0443728,-0.17159,0.0120954,-0.0470386,-0.194698,2.66311,-0.506135,0.351323,-3.20933,-0.107044,4.60658,-3.20933,-0.0899108,4.40658,-0.196322,0.767943,-0.462759,-0.309713,0.0279628,0.258751,0.256694,1
1.76501,-0.986926,-1.89041,-1.15064,1.95285,1.14642,-0.893081,1.76501,-0.986926,-1.89041,-1.15064,1.95285,1.14642,-0.893081,1.77743,-1.06271,-1.8417,-1.13311,1.94849,1.11561,-0.922247,-0.213614,0.454935,-0.959243,-0.398502,0.393706,0.123507,-0.231422,-0.213614,0.454935,-0.959243,-0.398502,0.393706,0.123507,-0.231422,0.546627,-0.455453,0.704693,0.574924,0.18797,0.158414,0.780406,-0.0558954,-0.0574656,-0.173429,-0.0122197,-0.0552124,-0.197133,2.63074,-0.507179,0.396677,-3.23708,-0.104326,4.53543,-3.23708,-0.0957974,4.33543,-0.124208,0.757855,-0.487071,-0.175359,0.0435946,0.3081,0.29166,1
1.78475,-0.984193,-1.90395,-1.11911,1.95799,1.15472,-0.896908,1.78475,-0.984193,-1.90395,-1.11911,1.95799,1.15472,-0.896908,1.77584,-1.05782,-1.85153,-1.13766,1.95258,1.11761,-0.922953,-0.155995,0.496759,-0.99764,-0.482582,0.409333,0.219139,-0.00783751,-0.155995,0.496759,-0.99764,-0.482582,0.409333,0.219139,-0.00783751,0.546703,-0.45542,0.702731,0.575765,0.189982,0.16114,0.77874,-0.0325168,0.00473336,-0.180222,0.00911383,0.0133484,-0.203422,2.59809,-0.508112,0.441316,-3.26455,-0.0933766,4.4638,-3.26455,-0.10089,4.2638,0.0890355,0.736305,-0.524195,0.185491,0.0541982,0.371131,0.260452,1
1.7598,-0.994286,-1.92378,-1.10194,1.96059,1.17238,-0.896974,1.7598,-0.994286,-1.92378,-1.10194,1.96059,1.17238,-0.896974,1.77385,-1.05264,-1.86128,-1.14325,1.95572,1.12061,-0.92117,-0.215424,0.526611,-0.95282,-0.604339,0.253312,0.329415,0.242471,-0.215424,0.526611,-0.95282,-0.604339,0.253312,0.329415,0.242471,0.546596,-0.454935,0.700728,0.575521,0.19169,0.164089,0.777885,-0.054902,0.0513411,-0.177373,-0.0157771,0.0731724,-0.200078,2.56528,-0.508652,0.484613,-3.28131,-0.053978,4.32971,-3.28131,-0.0986506,4.12971,-0.140522,0.583581,-0.625048,0.41306,0.0487969,0.517736,0.241967,1
1.76838,-0.986809,-1.92853,-1.09718,1.97626,1.17374,-0.928179,1.76838,-0.986809,-1.92853,-1.09718,1.97626,1.17374,-0.928179,1.77128,-1.04717,-1.87005,-1.14996,1.95637,1.12455,-0.916772,-0.279334,0.552268,-0.857188,-0.666691,0.0255594,0.418623,0.500689,-0.279334,0.552268,-0.857188,-0.666691,0.0255594,0.418623,0.500689,0.54627,-0.453628,0.698926,0.574127,0.192669,0.167726,0.777898,-0.0841923,0.0908032,-0.147994,-0.0492861,0.128449,-0.169479,2.53285,-0.509394,0.526673,-3.24259,-0.0742018,4.20599,-3.24259,-0.091554,4.00599,-0.0289912,0.60362,-0.584738,0.527773,0.19886,0.491906,-0.114068,1
