pure_target_joint_0,pure_target_joint_1,pure_target_joint_2,pure_target_joint_3,pure_target_joint_4,pure_target_joint_5,pure_target_joint_6,target_joint_0,target_joint_1,target_joint_2,target_joint_3,target_joint_4,target_joint_5,target_joint_6,pos_joint_0,pos_joint_1,pos_joint_2,pos_joint_3,pos_joint_4,pos_joint_5,pos_joint_6,vel_joint_0,vel_joint_1,vel_joint_2,vel_joint_3,vel_joint_4,vel_joint_5,vel_joint_6,vel_smooth_joint_0,vel_smooth_joint_1,vel_smooth_joint_2,vel_smooth_joint_3,vel_smooth_joint_4,vel_smooth_joint_5,vel_smooth_joint_6,ee_pos_x,ee_pos_y,ee_pos_z,ee_or_w,ee_or_x,ee_or_y,ee_or_z,eep_vel_x,eep_vel_y,eep_vel_z,ee_vel_offset_x,ee_vel_offset_y,ee_vel_offset_z,ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz,action_0,action_1,action_2,action_3,action_4,action_5,action_6,command_published
1.75513,-1.00414,-1.87806,-1.12938,1.98982,1.13091,-0.908078,1.75513,-1.00414,-1.87806,-1.12938,1.98982,1.13091,-0.908078,1.78078,-1.07178,-1.81823,-1.11953,1.93725,1.11561,-0.916332,5.99289e-05,8.3883e-05,3.5953e-05,2.39541e-05,0,0,2.39759e-05,5.99289e-05,8.3883e-05,3.5953e-05,2.39541e-05,0,0,2.39759e-05,0.533946,-0.456258,0.690903,0.573053,0.179739,0.151784,0.785026,1.65814e-05,5.43508e-05,6.50462e-05,1.39962e-05,5.88165e-05,6.621e-05,0.7,0,0.5721,0,0,0,0,0,0,-0.256505,0.676372,-0.598295,-0.0984697,0.525708,0.153016,0.0825349,1
1.72297,-0.994831,-1.87467,-1.13275,1.98283,1.06831,-0.904992,1.72297,-0.994831,-1.87467,-1.13275,1.98283,1.06831,-0.904992,1.78078,-1.07178,-1.81823,-1.11953,1.93725,1.11561,-0.916332,7.18875e-05,3.59547e-05,2.39771e-05,-2.39771e-05,0,0,-2.39771e-05,7.18875e-05,3.59547e-05,2.39771e-05,-2.39771e-05,0,0,-2.39771e-05,0.533947,-0.456258,0.690904,0.573053,0.179739,0.151785,0.785026,8.54614e-07,1.18766e-05,1.82749e-05,1.71623e-06,1.36966e-05,1.77669e-05,0.7,0,0.5721,0,0,0,0,0,0,-0.57809,0.769464,-0.564407,-0.132244,0.45583,-0.472951,0.113397,1
1.71861,-0.992161,-1.85997,-1.13249,1.98685,1.06428,-0.944053,1.71861,-0.992161,-1.85997,-1.13249,1.98685,1.06428,-0.944053,1.78078,-1.07178,-1.81823,-1.11953,1.93725,1.11561,-0.916332,1.19776e-05,0,1.19776e-05,-2.39771e-05,-3.83633e-05,0,2.39771e-05,1.19776e-05,0,1.19776e-05,-2.39771e-05,-3.83633e-05,0,2.39771e-05,0.533947,-0.456257,0.690904,0.573053,0.179739,0.151786,0.785026,9.95846e-06,2.10407e-05,-2.24253e-06,1.04465e-05,2.31199e-05,-2.56843e-06,0.7,0,0.5721,0,0,0,0,0,0,-0.621655,0.796155,-0.417369,-0.1296,0.495989,-0.513276,-0.277209,1
1.72126,-0.990886,-1.85752,-1.15217,1.99111,1.0594,-0.948856,1.72126,-0.990886,-1.85752,-1.15217,1.99111,1.0594,-0.948856,1.78078,-1.07178,-1.81823,-1.11953,1.93725,1.1156,-0.916332,0,0,1.19776e-05,-2.39771e-05,-1.91642e-05,0,0,0,0,1.19776e-05,-2.39771e-05,-1.91642e-05,0,0,0.533947,-0.456257,0.690904,0.573053,0.179739,0.151786,0.785026,3.83818e-06,1.28615e-05,-1.84146e-06,4.10898e-06,1.39345e-05,-2.01934e-06,0.7,0,0.5721,0,0,0,0,0,0,-0.595141,0.808903,-0.392913,-0.326379,0.538606,-0.56208,-0.325237,1
1.72881,-0.991456,-1.8539,-1.12831,1.98642,1.08042,-0.961262,1.72881,-0.991456,-1.8539,-1.12831,1.98642,1.08042,-0.961262,1.78078,-1.07176,-1.81814,-1.11944,1.93715,1.11573,-0.916233,0.000479388,0.00244483,0.0182404,0.0173895,-0.0195012,0.0257427,0.0197625,0.000479388,0.00244483,0.0182404,0.0173895,-0.0195012,0.0257427,0.0197625,0.53391,-0.456244,0.690973,0.573045,0.179622,0.151769,0.785061,-0.00559864,0.001405,0.0129492,-0.00738886,0.00252705,0.0138261,0.7,0,0.5721,0,0,0,0,0,0,-0.519714,0.803073,-0.357627,-0.088677,0.492743,-0.35318,-0.45029,1
1.72838,-0.994262,-1.86183,-1.11319,1.98789,1.11033,-0.965616,1.72838,-0.994262,-1.86183,-1.11319,1.98789,1.11033,-0.965616,1.78097,-1.07182,-1.81648,-1.11883,1.93478,1.11737,-0.915611,0.0309321,-0.0194988,0.216632,0.0550449,-0.325998,0.199506,0.0431802,0.0309321,-0.0194988,0.216632,0.0550449,-0.325998,0.199506,0.0431802,0.533622,-0.455629,0.691769,0.572933,0.177897,0.152017,0.785488,-0.0138922,0.0743919,0.083039,-0.02653,0.0901154,0.0888599,0.7,0,0.5721,0,0,0,0,0,0,-0.525835,0.775563,-0.453527,0.0563973,0.531166,-0.0704545,-0.500048,1
1.72432,-0.999249,-1.85945,-1.14629,1.97726,1.12818,-0.968626,1.72432,-0.999249,-1.85945,-1.14629,1.97726,1.12818,-0.968626,1.78173,-1.07323,-1.81429,-1.11935,1.93259,1.11681,-0.918659,0.09451,-0.186024,0.197817,-0.105452,-0.0871131,-0.210448,-0.444302,0.09451,-0.186024,0.197817,-0.105452,-0.0871131,-0.210448,-0.444302,0.534163,-0.45481,0.691573,0.573318,0.177426,0.152463,0.785227,0.0872813,0.06714,-0.0702423,0.0928902,0.0634248,-0.0729482,0.7,0,0.5721,0,0,0,0,0,0,-0.57415,0.739766,-0.45156,-0.269376,0.446752,0.113683,-0.499669,1
1.72403,-0.998924,-1.8293,-1.1644,1.99649,1.06863,-0.947962,1.72403,-0.998924,-1.8293,-1.1644,1.99649,1.06863,-0.947962,1.78316,-1.07561,-1.81378,-1.1222,1.93962,1.1087,-0.926381,0.146283,-0.233219,-0.00846109,-0.329862,0.993852,-0.984576,-0.857301,0.146283,-0.233219,-0.00846109,-0.329862,0.993852,-0.984576,-0.857301,0.536307,-0.455201,0.689346,0.573661,0.18281,0.150765,0.784068,0.205523,-0.0249637,-0.243304,0.240735,-0.0814728,-0.259839,0.7,0,0.5721,0,0,0,0,0,0,-0.591326,0.766825,-0.155233,-0.421978,0.568681,-0.400676,-0.215813,1
1.7359,-0.998809,-1.76617,-1.18644,2.02371,1.03107,-0.96232,1.7359,-0.998809,-1.76617,-1.18644,2.02371,1.03107,-0.96232,1.78378,-1.07679,-1.81687,-1.12599,1.95595,1.09758,-0.936373,0.027876,-0.0715716,-0.424,-0.379214,1.78598,-1.05755,-1.02875,0.027876,-0.0715716,-0.424,-0.379214,1.78598,-1.05755,-1.02875,0.538483,-0.457452,0.686173,0.574639,0.191882,0.147009,0.781895,0.149692,-0.18258,-0.308686,0.193074,-0.267062,-0.330829,0.7,0,0.5721,0,0,0,0,0,0,-0.478816,0.779772,0.50701,-0.604446,0.677545,-0.665076,-0.259476,1
1.73551,-0.9998,-1.76277,-1.18839,2.0455,1.0268,-0.986755,1.73551,-0.9998,-1.76277,-1.18839,2.0455,1.0268,-0.986755,1.78361,-1.07584,-1.82402,-1.12845,1.97292,1.09232,-0.946576,-0.0184801,0.14838,-0.804545,-0.193418,1.57707,-0.32375,-0.99915,-0.0184801,0.14838,-0.804545,-0.193418,1.57707,-0.32375,-0.99915,0.53934,-0.460436,0.683388,0.577388,0.198699,0.143701,0.778776,0.029051,-0.228482,-0.244763,0.0539037,-0.28929,-0.258583,0.7,0,0.5721,0,0,0,0,0,0,-0.480974,0.760389,0.612527,-0.599402,0.725774,-0.655201,-0.40179,1
