pure_target_joint_0,pure_target_joint_1,pure_target_joint_2,pure_target_joint_3,pure_target_joint_4,pure_target_joint_5,pure_target_joint_6,target_joint_0,target_joint_1,target_joint_2,target_joint_3,target_joint_4,target_joint_5,target_joint_6,pos_joint_0,pos_joint_1,pos_joint_2,pos_joint_3,pos_joint_4,pos_joint_5,pos_joint_6,vel_joint_0,vel_joint_1,vel_joint_2,vel_joint_3,vel_joint_4,vel_joint_5,vel_joint_6,vel_smooth_joint_0,vel_smooth_joint_1,vel_smooth_joint_2,vel_smooth_joint_3,vel_smooth_joint_4,vel_smooth_joint_5,vel_smooth_joint_6,ee_pos_x,ee_pos_y,ee_pos_z,ee_or_w,ee_or_x,ee_or_y,ee_or_z,ee_vel_x,ee_vel_y,ee_vel_z,ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz,action_0,action_1,action_2,action_3,action_4,action_5,action_6,command_published
-nan,-nan,-nan,-nan,-nan,-nan,-nan,nan,nan,nan,-nan,nan,nan,nan,1.78184,-1.07676,-1.82232,-1.12314,1.93548,1.11149,-0.916323,0,-1.19989e-05,0,-1.1977e-05,-1.91633e-05,0,0,0,-1.19989e-05,0,-1.1977e-05,-1.91633e-05,0,0,0.53981,-0.456602,0.691751,0.571296,0.185039,0.153359,0.784769,3.24265e-06,2.76575e-06,-9.91561e-06,0.00803585,1.61199,0.0111709,0.000477965,0.0013383,-0.00430168,0.000477965,0.0013383,-0.00430168,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
1.7269,-1.13547,-1.87583,-1.1918,1.97626,1.07144,-0.867144,1.71999,-1.08122,-1.82159,-1.13304,1.90674,1.16989,-0.903307,1.78184,-1.07676,-1.82232,-1.12314,1.93548,1.11149,-0.916323,0,-1.19989e-05,0,-1.1977e-05,-1.91633e-05,0,0,0,-1.19989e-05,0,-1.1977e-05,-1.91633e-05,0,0,0.53981,-0.456602,0.691751,0.571296,0.185039,0.153359,0.784769,3.24265e-06,2.76575e-06,-9.91561e-06,0.00803585,1.61199,0.0111709,0.000477965,0.0013383,-0.00430168,0.000477965,0.0013383,-0.00430168,-0.5494,-0.587133,-0.535145,-0.68663,0.407863,-0.400481,0.491783,1
-nan,-nan,-nan,-nan,-nan,-nan,-nan,nan,nan,nan,-nan,nan,nan,nan,1.78184,-1.07676,-1.82232,-1.12314,1.93548,1.11149,-0.916323,0,-1.19989e-05,0,-1.1977e-05,-1.91633e-05,0,0,0,-1.19989e-05,0,-1.1977e-05,-1.91633e-05,0,0,0.53981,-0.456602,0.691751,0.571296,0.185039,0.153359,0.784769,3.24265e-06,2.76575e-06,-9.91561e-06,0.00803585,1.61199,0.0111709,0.000477965,0.0013383,-0.00430168,0.000477965,0.0013383,-0.00430168,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
-nan,-nan,-nan,-nan,-nan,-nan,-nan,nan,nan,nan,-nan,nan,nan,nan,1.78184,-1.07676,-1.82232,-1.12314,1.93548,1.11149,-0.916323,-2.39541e-05,2.39759e-05,0,0,3.83615e-05,0,-3.5953e-05,-2.39541e-05,2.39759e-05,0,0,3.83615e-05,0,-3.5953e-05,0.53981,-0.456602,0.691751,0.571296,0.185038,0.153359,0.784769,-1.37604e-05,-9.26847e-06,1.41237e-05,0.00802566,1.612,0.011172,0.000402759,0.0174529,-0.0210777,0.000402759,0.0174529,-0.0210777,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
-nan,-nan,-nan,-nan,-nan,-nan,-nan,nan,nan,nan,-nan,nan,nan,nan,1.78184,-1.07676,-1.82232,-1.12314,1.93548,1.11149,-0.916323,-2.39541e-05,0,0,2.39759e-05,0,-2.39541e-05,0,-2.39541e-05,0,0,2.39759e-05,0,-2.39541e-05,0,0.53981,-0.456602,0.691751,0.571296,0.185038,0.153359,0.784769,-1.21554e-05,-2.19768e-05,4.40697e-06,0.00801559,1.61201,0.0111803,0.000214738,0.00854178,-0.00297054,0.000214738,0.00854178,-0.00297054,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
-nan,-nan,-nan,-nan,-nan,-nan,-nan,nan,nan,nan,-nan,nan,nan,nan,1.78184,-1.07676,-1.82232,-1.12314,1.93548,1.11149,-0.916323,0,1.1977e-05,-1.19989e-05,-3.5953e-05,0,-2.39541e-05,0,0,1.1977e-05,-1.19989e-05,-3.5953e-05,0,-2.39541e-05,0,0.53981,-0.456602,0.691751,0.571296,0.185038,0.153359,0.784769,7.84926e-06,1.31888e-05,-7.48988e-06,0.00802947,1.61197,0.0111698,9.25098e-05,-0.00747017,0.00101761,9.25098e-05,-0.00747017,0.00101761,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
-nan,-nan,-nan,-nan,-nan,-nan,-nan,nan,nan,nan,-nan,nan,nan,nan,1.78184,-1.07676,-1.82232,-1.12314,1.93548,1.11149,-0.916323,0,0,3.5953e-05,-1.19989e-05,0,2.39541e-05,3.5953e-05,0,0,3.5953e-05,-1.19989e-05,0,2.39541e-05,3.5953e-05,0.53981,-0.456602,0.691751,0.571296,0.185038,0.153359,0.784769,-2.27471e-06,1.21023e-05,1.13366e-05,0.00802256,1.61197,0.011175,0.000137977,-0.00866955,0.000160973,0.000137977,-0.00866955,0.000160973,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
1.7269,-1.13547,-1.87583,-1.1918,1.97626,1.07144,-0.867145,1.71999,-1.08122,-1.82159,-1.13304,1.90674,1.16989,-0.903306,1.78184,-1.07676,-1.82232,-1.12314,1.93548,1.11149,-0.916323,2.39771e-05,0,0,0,3.83633e-05,2.39552e-05,3.59547e-05,2.39771e-05,0,0,0,3.83633e-05,2.39552e-05,3.59547e-05,0.53981,-0.456602,0.691751,0.571296,0.185038,0.153359,0.784769,7.20492e-06,9.30643e-06,2.09082e-06,0.00802757,1.61199,0.011181,0.0011782,0,0.00176109,0.0011782,0,0.00176109,-0.5494,-0.587127,-0.535129,-0.686628,0.407853,-0.40048,0.491778,1
-nan,-nan,-nan,-nan,-nan,-nan,-nan,nan,nan,nan,-nan,nan,nan,nan,1.78184,-1.07676,-1.82232,-1.12314,1.93548,1.11149,-0.916323,0,0,0,-1.19994e-05,0,3.59547e-05,0,0,0,0,-1.19994e-05,0,3.59547e-05,0,0.53981,-0.456602,0.691751,0.571297,0.185038,0.153359,0.784769,-1.93407e-06,5.86046e-06,-9.10575e-07,0.00801708,1.61198,0.0111938,-0.000567429,-0.00657754,0.00327719,-0.000567429,-0.00657754,0.00327719,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
-nan,-nan,-nan,-nan,-nan,-nan,-nan,nan,nan,nan,-nan,nan,nan,nan,1.78184,-1.07676,-1.82232,-1.12314,1.93548,1.11149,-0.916323,0,0,0,-1.19776e-05,0,0,3.59547e-05,0,0,0,-1.19776e-05,0,0,3.59547e-05,0.53981,-0.456602,0.691751,0.571296,0.185038,0.153359,0.784769,1.85005e-06,4.30231e-06,-2.84806e-06,0.00801636,1.61201,0.0111872,0.00319824,0.00124111,0.00289989,0.00319824,0.00124111,0.00289989,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
