or_w,or_x,or_y,or_z
0.773896,-0.0553068,0.616295,-0.134934
0.773896,-0.0553065,0.616295,-0.134934
0.773896,-0.0553065,0.616295,-0.134934
0.773896,-0.0553068,0.616295,-0.134934
0.773899,-0.0553093,0.616291,-0.134934
0.773931,-0.0553186,0.616235,-0.135
0.774149,-0.0554318,0.61587,-0.135366
0.774715,-0.0554916,0.614994,-0.136084
0.775627,-0.0553914,0.613632,-0.137078
0.776905,-0.0553859,0.611739,-0.138302
0.778591,-0.0555504,0.609288,-0.139563
0.780658,-0.0558359,0.606337,-0.140755
0.78307,-0.0561542,0.60295,-0.141772
0.785727,-0.0564537,0.599283,-0.142498
0.788548,-0.0568511,0.595455,-0.142803
0.79149,-0.0574239,0.591501,-0.142734
0.794514,-0.0580708,0.587459,-0.142364
0.797561,-0.058846,0.583414,-0.141639
0.800606,-0.0598107,0.579407,-0.140498
0.803669,-0.0608899,0.575367,-0.139147
0.806742,-0.0620361,0.571321,-0.137515
0.809772,-0.0632907,0.567353,-0.135553
0.812759,-0.0646543,0.563453,-0.133277
0.815743,-0.0661254,0.559545,-0.130764
0.821595,-0.0692707,0.551885,-0.124923
0.821595,-0.0692707,0.551885,-0.124923
0.82447,-0.0707833,0.548085,-0.121823
0.827348,-0.0723155,0.544243,-0.118599
0.830206,-0.0739869,0.540411,-0.115063
0.833012,-0.0757169,0.536608,-0.1114
0.835794,-0.0772786,0.532774,-0.107833
0.838551,-0.0786868,0.528895,-0.104457
0.841265,-0.0801757,0.525035,-0.100916
0.843918,-0.0817834,0.521216,-0.0971968
0.846542,-0.0832321,0.517375,-0.093606
0.84911,-0.0843839,0.51355,-0.0903199
0.851625,-0.0854356,0.509758,-0.0870738
0.854072,-0.0865635,0.506032,-0.0836584
0.856497,-0.0876442,0.50229,-0.0802224
0.858857,-0.0884577,0.498606,-0.0770219
0.86116,-0.0890194,0.494973,-0.0740324
0.863411,-0.0895266,0.49139,-0.0710049
0.86563,-0.0900575,0.48781,-0.0679404
0.867798,-0.0905322,0.484262,-0.0649697
0.869942,-0.0909072,0.480711,-0.0620751
0.872065,-0.0911606,0.47715,-0.0593244
0.874158,-0.0913355,0.473594,-0.0566951
0.876232,-0.0914728,0.470019,-0.0541491
0.878313,-0.0915723,0.466378,-0.0516908
0.880407,-0.0915485,0.462679,-0.0493092
0.882477,-0.0913927,0.458984,-0.0470713
0.884522,-0.0911954,0.455289,-0.0449031
0.886555,-0.0910242,0.451559,-0.0427652
0.888591,-0.0908171,0.447764,-0.0408129
0.890594,-0.0904869,0.443991,-0.03908
0.892568,-0.0901457,0.440222,-0.0374165
0.894517,-0.0898306,0.436456,-0.0357187
0.896479,-0.0894467,0.432619,-0.0341437
0.898423,-0.0889629,0.428777,-0.0327423
0.900345,-0.0884777,0.424931,-0.0313854
0.902248,-0.0879762,0.421084,-0.0299693
0.904148,-0.0874006,0.417203,-0.0286165
0.906039,-0.086766,0.413296,-0.0274144
0.907912,-0.0861431,0.409372,-0.0262616
0.909772,-0.085486,0.405436,-0.0250936
0.913403,-0.0839499,0.397639,-0.0230199
0.913403,-0.0839499,0.397639,-0.0230199
0.915175,-0.0833069,0.393739,-0.0220066
0.916929,-0.082665,0.38983,-0.020984
0.918653,-0.0818642,0.385967,-0.0200934
0.920348,-0.0810199,0.382134,-0.0192157
0.922015,-0.080318,0.378291,-0.0182724
0.923673,-0.0797118,0.374399,-0.0173074
0.925304,-0.078994,0.370545,-0.0164305
0.926906,-0.078166,0.366728,-0.0156836
0.928471,-0.0773873,0.362948,-0.0148835
0.930026,-0.0767839,0.359108,-0.0140085
0.931565,-0.0761568,0.355268,-0.0131402
0.933078,-0.0754318,0.351457,-0.0123799
0.934557,-0.0746763,0.347694,-0.011603
0.936015,-0.0740024,0.343926,-0.0107569
0.937451,-0.0734391,0.340139,-0.00987382
0.938862,-0.0728662,0.336374,-0.00899473
0.940234,-0.0722455,0.332677,-0.0081384
0.942891,-0.0710629,0.325373,-0.00630457
0.942891,-0.0710629,0.325373,-0.00630457
0.944191,-0.0705245,0.321716,-0.00539755
