or_w,or_x,or_y,or_z
7.659951238043331001e-01,-4.671692194146305488e-02,6.383210222306863191e-01,-6.012713273283058074e-02
7.659949775303073194e-01,-4.671700420360187095e-02,6.383211880698588248e-01,-6.012717170854318949e-02
7.659962419622203811e-01,-4.672222018013262590e-02,6.383173430889352851e-01,-6.014782583832258694e-02
7.659976344149852512e-01,-4.674279352078752198e-02,6.382975178083175605e-01,-6.032424126551548527e-02
7.659701917679776484e-01,-4.679404949666136904e-02,6.383005754538424448e-01,-6.059998044492404673e-02
7.659108837419721372e-01,-4.691097932497654416e-02,6.383556942626058550e-01,-6.067854469966579151e-02
7.658958647114355589e-01,-4.713075032245433310e-02,6.383932093913361472e-01,-6.030196510060396864e-02
7.659736427378368573e-01,-4.749248665213907233e-02,6.383536614988449820e-01,-5.944278924767045641e-02
7.661492146938292391e-01,-4.806554972277266025e-02,6.382263992544737752e-01,-5.807019070526119736e-02
7.663933798996948044e-01,-4.890529719763725414e-02,6.380398126031989747e-01,-5.616633053002041687e-02
7.666814280264195869e-01,-5.009431710091597628e-02,6.378100179854628848e-01,-5.374503019764979156e-02
7.670074104779376345e-01,-5.162788080042979288e-02,6.375272108126049941e-01,-5.092395967995146100e-02
7.673780834829956321e-01,-5.350283950129262195e-02,6.371675846711214453e-01,-4.780995920969634966e-02
7.677896231673400074e-01,-5.566929371322868608e-02,6.367258618659160652e-01,-4.449945084077725627e-02
7.682331945457451239e-01,-5.810070998845193874e-02,6.362060367036365127e-01,-4.103590085191516357e-02
7.687010631575291741e-01,-6.078987030655321616e-02,6.356144514099273390e-01,-3.738363716191622083e-02
7.691741506354805580e-01,-6.372147155999507984e-02,6.349702459819771549e-01,-3.351845423051568601e-02
7.696380631298365138e-01,-6.687527980995849886e-02,6.342840740898842977e-01,-2.947307394948439629e-02
7.701006814841054871e-01,-7.022345561240660172e-02,6.335405329795700258e-01,-2.529821597526756699e-02
7.705700223271251259e-01,-7.375190844428493320e-02,6.327227999592286434e-01,-2.107973205128028243e-02
7.710420240925145441e-01,-7.750273516631692172e-02,6.318266784368857802e-01,-1.680986437988454818e-02
7.715061244664618290e-01,-8.139861840574791341e-02,6.308697913022354165e-01,-1.248484099417018940e-02
7.719415739872346194e-01,-8.539586016517237976e-02,6.298790839365132621e-01,-8.129762361838592521e-03
7.723383507142329574e-01,-8.954202897911230086e-02,6.288577261878693925e-01,-3.695575211656253710e-03
7.726989519121146843e-01,-9.382161991902603082e-02,6.278002886832723117e-01,7.942788485614905381e-04
7.730330714609899845e-01,-9.821730528753377931e-02,6.266937778529572123e-01,5.304730910376586304e-03
