pure_target_joint_0,pure_target_joint_1,pure_target_joint_2,pure_target_joint_3,pure_target_joint_4,pure_target_joint_5,pure_target_joint_6,target_joint_0,target_joint_1,target_joint_2,target_joint_3,target_joint_4,target_joint_5,target_joint_6,pos_joint_0,pos_joint_1,pos_joint_2,pos_joint_3,pos_joint_4,pos_joint_5,pos_joint_6,vel_joint_0,vel_joint_1,vel_joint_2,vel_joint_3,vel_joint_4,vel_joint_5,vel_joint_6,vel_smooth_joint_0,vel_smooth_joint_1,vel_smooth_joint_2,vel_smooth_joint_3,vel_smooth_joint_4,vel_smooth_joint_5,vel_smooth_joint_6,ee_pos_x,ee_pos_y,ee_pos_z,ee_or_w,ee_or_x,ee_or_y,ee_or_z,ee_vel_x,ee_vel_y,ee_vel_z,ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz,action_0,action_1,action_2,action_3,action_4,action_5,action_6,command_published
1.70972,-1.01385,-1.83729,-1.16249,1.93398,1.16156,-0.948273,1.70972,-1.01385,-1.83729,-1.16249,1.93398,1.16156,-0.948273,1.78095,-1.07399,-1.81879,-1.12061,1.93725,1.11588,-0.916331,-2.39771e-05,0,0,1.19994e-05,-3.83284e-05,0,0,-2.39771e-05,0,0,1.19994e-05,-3.83284e-05,0,0,0.534383,-0.456614,0.689211,0.572423,0.180766,0.151376,0.785328,-1.15888e-05,-1.25258e-05,2.05777e-06,-1.13212e-05,-1.1679e-05,1.89075e-06,-0.139831,-0.158693,-0.0862308,0.000792742,-0.000905991,0.0019908,0.000792742,-0.00114994,0.0019908,-0.712222,0.601394,-0.185008,-0.418762,-0.0326432,0.456765,-0.319424,1
1.70792,-1.00768,-1.83808,-1.17724,1.98218,1.17109,-0.954282,1.70792,-1.00768,-1.83808,-1.17724,1.98218,1.17109,-0.954282,1.78095,-1.07399,-1.81879,-1.12061,1.93725,1.11588,-0.916331,-2.39541e-05,-2.39759e-05,0,0,0,2.39541e-05,0,-2.39541e-05,-2.39759e-05,0,0,0,2.39541e-05,0,0.534383,-0.456615,0.689211,0.572423,0.180766,0.151376,0.785328,9.29114e-06,4.58957e-06,-1.90339e-06,1.06782e-05,4.26989e-06,-2.60583e-06,-0.139786,-0.158708,-0.0862436,0.00452995,-0.00151098,-0.00127554,0.00452995,-0.0024241,-0.00127554,-0.73023,0.663106,-0.192927,-0.566319,0.449373,0.55211,-0.37951,1
1.72146,-1.00667,-1.81504,-1.15905,1.98792,1.18969,-0.944884,1.72146,-1.00667,-1.81504,-1.15905,1.98792,1.18969,-0.944884,1.78095,-1.07399,-1.81879,-1.12061,1.93725,1.11588,-0.916331,1.19776e-05,0,0,0,0,-3.59547e-05,3.59547e-05,1.19776e-05,0,0,0,0,-3.59547e-05,3.59547e-05,0.534383,-0.456615,0.689211,0.572423,0.180766,0.151376,0.785328,9.29114e-06,4.58957e-06,-1.90339e-06,1.06782e-05,4.26989e-06,-2.60583e-06,-0.139826,-0.158614,-0.0864131,-0.00394583,0.00942647,-0.0169516,-0.00394583,-0.000826802,-0.0169516,-0.594863,0.67323,0.0374551,-0.38438,0.506775,0.738081,-0.285538,1
1.71728,-1.01203,-1.79749,-1.15087,2.00124,1.18872,-0.935749,1.71728,-1.01203,-1.79749,-1.15087,2.00124,1.18872,-0.935749,1.78095,-1.07399,-1.81879,-1.12061,1.93725,1.11588,-0.916331,2.39759e-05,2.39541e-05,0,-2.39759e-05,0,0,0,2.39759e-05,2.39541e-05,0,-2.39759e-05,0,0,0,0.534383,-0.456614,0.689211,0.572423,0.180766,0.151376,0.785328,1.31901e-05,2.80977e-05,7.59742e-06,1.34185e-05,2.98678e-05,7.41858e-06,-0.139831,-0.158682,-0.086245,-0.00394583,0.00942647,-0.0169516,-0.000524521,-0.000240441,0.0168085,-0.636627,0.619658,0.212994,-0.30258,0.639902,0.728417,-0.194185,1
1.71237,-1.01242,-1.80843,-1.14383,2.0004,1.18735,-0.93979,1.71237,-1.01242,-1.80843,-1.14383,2.0004,1.18735,-0.93979,1.78094,-1.074,-1.81887,-1.12071,1.93732,1.11601,-0.916443,-0.000898802,-0.00133022,-0.0162023,-0.0190425,0.0152244,0.0252981,-0.022398,-0.000898802,-0.00133022,-0.0162023,-0.0190425,0.0152244,0.0252981,-0.022398,0.534383,-0.456603,0.689165,0.572441,0.180756,0.15137,0.785319,0.000218455,0.00238358,-0.00939638,1.6715e-05,0.00230826,-0.00929,-0.139833,-0.158594,-0.0864093,-0.000244379,0.00875592,-0.016427,-0.000244379,0.0014799,-0.016427,-0.685683,0.615741,0.10436,-0.231268,0.630801,0.713396,-0.233472,1
1.71845,-1.00857,-1.82561,-1.09856,1.99547,1.19282,-0.940363,1.71845,-1.00857,-1.82561,-1.09856,1.99547,1.19282,-0.940363,1.78093,-1.07382,-1.82,-1.12258,1.94004,1.11889,-0.919451,-0.000695083,0.0360837,-0.133298,-0.256552,0.395758,0.414609,-0.417545,-0.000695083,0.0360837,-0.133298,-0.256552,0.395758,0.414609,-0.417545,0.534245,-0.456295,0.688659,0.572967,0.18024,0.150677,0.785187,-0.0135792,0.0528546,-0.0585819,-0.0250614,0.0480878,-0.052539,-0.139801,-0.158697,-0.0862318,0.00320077,-0.0102878,0.0177503,0.00320077,0.000661505,0.0177503,-0.624747,0.652476,-0.0560824,0.240258,0.55435,0.739353,-0.209121,1
1.71714,-1.00553,-1.82065,-1.09825,2.01106,1.1981,-0.937089,1.71714,-1.00553,-1.82065,-1.09825,2.01106,1.1981,-0.937089,1.78028,-1.07231,-1.8203,-1.12709,1.94854,1.1278,-0.924609,-0.10329,0.183678,0.0205644,-0.518785,1.00136,1.04981,-0.512326,-0.10329,0.183678,0.0205644,-0.518785,1.00136,1.04981,-0.512326,0.532973,-0.455246,0.689141,0.573368,0.177446,0.147243,0.786182,-0.124359,0.1284,0.0600406,-0.169701,0.116594,0.0831339,-0.139776,-0.158764,-0.0862096,0.000989437,-0.00313222,1.19209e-05,0.000989437,-0.00149842,1.19209e-05,-0.631361,0.667843,-0.00344164,0.288402,0.625179,0.703009,-0.124804,1
1.71154,-1.00192,-1.82539,-1.10685,2.01785,1.20068,-0.931569,1.71154,-1.00192,-1.82539,-1.10685,2.01785,1.20068,-0.931569,1.77918,-1.07133,-1.81989,-1.13023,1.9548,1.13423,-0.927018,-0.219736,0.197301,0.0823337,-0.628816,1.25281,1.28702,-0.481946,-0.219736,0.197301,0.0823337,-0.628816,1.25281,1.28702,-0.481946,0.531694,-0.454809,0.689687,0.573335,0.175424,0.14429,0.787206,0,0,0,0,0,0,-0.139775,-0.158732,-0.0863699,7.15256e-05,0.00322163,-0.0160336,7.15256e-05,-0.00234214,-0.0160336,-0.676365,0.694068,-0.0550128,0.233872,0.630459,0.664454,-0.0455018,1
1.70334,-1.00008,-1.82625,-1.13136,2.0414,1.22001,-0.938037,1.70334,-1.00008,-1.82625,-1.13136,2.0414,1.22001,-0.938037,1.7735,-1.06956,-1.81793,-1.13905,1.97664,1.1558,-0.933563,-0.404986,0.0738451,0.101756,-0.493499,1.44097,1.43613,-0.406915,-0.404986,0.0738451,0.101756,-0.493499,1.44097,1.43613,-0.406915,0.5262,-0.455638,0.691249,0.573836,0.169166,0.132657,0.790251,-0.320897,-0.0884871,0.0553846,-0.389738,-0.12469,0.0878318,-0.139728,-0.158787,-0.0863965,0.00475645,-0.00553429,-0.00265837,0.00475645,-0.00234842,-0.00265837,-0.701611,0.694857,-0.0832138,0.0768228,0.647522,0.642051,-0.0447453,1
1.70135,-0.996121,-1.82455,-1.1377,2.05263,1.23312,-0.95377,1.70135,-0.996121,-1.82455,-1.1377,2.05263,1.23312,-0.95377,1.77035,-1.06841,-1.81827,-1.14135,1.98884,1.1692,-0.936732,-0.276781,0.152328,-0.0665828,-0.124274,1.14227,1.30746,-0.277189,-0.276781,0.152328,-0.0665828,-0.124274,1.14227,1.30746,-0.277189,0.522565,-0.457217,0.692363,0.575227,0.165014,0.125899,0.791223,-0.294447,-0.135441,0.111735,-0.357294,-0.16032,0.139909,-0.13968,-0.158808,-0.0863668,0.00470877,-0.00210404,0.00296831,0.00470877,-0.00293063,0.00296831,-0.689993,0.722908,-0.062872,0.0364914,0.637942,0.639269,-0.170385,1
