ball_qw,ball_qx,ball_qy,ball_qz
0.999733,-0.0161795,-0.00325755,-0.0161866
0.999819,-0.0137617,-0.00214392,-0.0129946
0.999747,-0.015231,-0.0020557,-0.0164148
0.999785,-0.0144483,-0.00155145,-0.0148179
0.999785,-0.0145812,-0.00380846,-0.0142327
0.99978,-0.0143267,-0.00176959,-0.0151967
0.999773,-0.0139199,-0.00278261,-0.0158946
0.999756,-0.0149971,-0.00271033,-0.0159823
0.999653,-0.0172218,-0.00351964,-0.019607
0.999758,-0.0141945,-0.00176583,-0.0166959
0.999706,-0.0165829,-0.000671202,-0.0176931
0.999766,-0.0156144,-0.00213463,-0.0148545
0.99976,-0.0144284,-0.0011872,-0.0164531
0.999796,-0.0144791,-0.00152531,-0.0139839
0.999867,-0.0133404,0.00111819,-0.00926622
0.999776,-0.0145996,-0.00111623,-0.0152898
0.999852,-0.0129041,0.000179781,-0.0113416
0.999816,-0.0134496,-0.00160387,-0.0135652
0.999827,-0.0131621,-0.00121351,-0.0130941
0.99981,-0.0139863,-0.00212347,-0.0134487
0.999812,-0.0141741,-0.000344449,-0.0132394
0.999785,-0.0152036,-0.00115158,-0.0140556
0.9998,-0.0140926,-0.00228047,-0.0140229
0.999821,-0.0138658,-0.00203459,-0.0127262
0.999788,-0.0144535,-0.0018224,-0.0145772
0.999872,-0.0115892,0.00567223,-0.00947008
0.999698,-0.0170897,-0.00194173,-0.0175582
0.999853,-0.0115793,-0.00166673,-0.0125374
0.999792,-0.0134485,-0.00212974,-0.0151985
0.99975,-0.0155845,-0.00276756,-0.0157679
0.999788,-0.0134185,-0.00183587,-0.0154839
0.999689,-0.0167753,-0.00259826,-0.0182662
0.999774,-0.0147294,-0.0017901,-0.0152434
0.999766,-0.0149479,-0.00124299,-0.0156205
0.99961,-0.0181509,-0.000562265,-0.0212184
0.999822,-0.0124373,-0.00105216,-0.0141305
0.99966,-0.0178094,-0.00116396,-0.0189884
0.999753,-0.0150785,-0.00140908,-0.0162786
0.999786,-0.0144667,-0.00250527,-0.0145916
0.999262,-0.0266282,-0.00139855,-0.0276509
0.999791,-0.0145869,-0.000620264,-0.0143258
0.999719,-0.0175713,-0.00180682,-0.0158213
0.999791,-0.0142534,-0.000139536,-0.0146348
0.999802,-0.0129453,-0.0012282,-0.0150567
0.999833,-0.0135519,-0.00142414,-0.0122084
0.999835,-0.0135302,-0.00216952,-0.011955
0.999798,-0.0146986,-0.0034755,-0.0132833
0.999816,-0.0141067,-0.00133662,-0.0129261
0.999792,-0.0147415,-0.00303859,-0.0137779
0.999824,-0.0127652,-0.00196214,-0.013603
0.999803,-0.0136296,-0.00106652,-0.0143825
0.999807,-0.0133323,-0.00234344,-0.01426
0.999689,-0.0174346,-0.00246757,-0.0176461
0.99978,-0.0143979,-0.00219109,-0.015072
0.999778,-0.0140937,-0.00168212,-0.0155779
0.999765,-0.0143155,-0.00170629,-0.016189
0.99978,-0.0132083,-0.0021067,-0.0161411
0.999838,-0.0125167,-0.00025729,-0.0129174
0.999778,-0.0146695,-0.00248264,-0.014897
0.999771,-0.0151177,-0.00199659,-0.015026
0.999507,-0.0213297,-0.00455093,-0.022586
0.999799,-0.0142158,-0.00237725,-0.0139318
0.999772,-0.0156451,-0.00286668,-0.0142348
0.999815,-0.0134534,-0.00275412,-0.0135025
0.999782,-0.0141265,-0.001697,-0.0152753
0.999755,-0.0165488,-0.00378743,-0.0142182
0.999804,-0.0134852,-0.00233535,-0.014274
0.999758,-0.0147575,-0.00103943,-0.0162655
0.999775,-0.0150384,0.000615918,-0.0149198
0.999751,-0.0158708,-0.00226668,-0.0155354
0.999773,-0.0149326,-0.00126212,-0.0151379
0.999805,-0.013875,-0.000727008,-0.0140425
0.999726,-0.0161207,-0.00172786,-0.0169014
0.999747,-0.0156186,-0.00280572,-0.0159607
0.999817,-0.0124463,-0.000905544,-0.0145028
0.999776,-0.0146556,-0.00132235,-0.0152419
0.999778,-0.0144943,-0.00165471,-0.0151858
0.999741,-0.0151009,-0.00260394,-0.0167998
0.999803,-0.0140212,-0.00188429,-0.013908
0.999816,-0.0131979,-0.00163103,-0.0138553
0.999641,-0.0184199,-0.0023111,-0.0193267
0.999827,-0.012381,-0.00148122,-0.0137862
0.999755,-0.0156096,-0.0023251,-0.0155288
0.999752,-0.01547,-0.00247171,-0.0158556
0.99979,-0.0139351,-0.00162458,-0.0149427
0.99976,-0.0154085,-0.00211586,-0.0154117
0.999714,-0.0159086,-0.00175522,-0.0177774
0.999845,-0.0118665,-0.000530903,-0.0129789
0.999769,-0.0143019,-0.00178625,-0.0159584
0.999721,-0.0151019,-0.00296775,-0.0178976
0.999747,-0.0142691,-0.00206624,-0.0172416
0.999773,-0.0148877,-0.0026725,-0.0150212
0.999765,-0.0153826,-0.00239505,-0.0151073
0.999768,-0.0148501,-0.00180376,-0.0154707
0.999807,-0.014339,-0.00163847,-0.0133455
0.999789,-0.0143909,-0.00106674,-0.0146072
0.99972,-0.0158476,-0.00240747,-0.0174411
0.9998,-0.013792,-0.00138988,-0.0143896
0.999818,-0.0133125,-0.00163229,-0.0135554
0.999684,-0.0167323,-0.000814896,-0.0187575
0.999802,-0.0139527,-0.00127694,-0.0141114
0.999737,-0.0155808,-0.00293659,-0.0165579
0.999765,-0.0138263,-0.00274877,-0.0164882
0.99976,-0.0153112,-0.00185356,-0.0155367
0.999776,-0.0145922,-0.00187598,-0.0152446
0.999784,-0.0144034,-0.00308638,-0.0147004
0.999778,-0.0148984,-0.00247547,-0.0146967
0.999713,-0.0163083,-0.00206031,-0.0174045
0.999776,-0.0145272,-0.00182374,-0.0152587
0.999724,-0.0154419,-0.00369076,-0.0173307
0.999796,-0.0137371,-0.00196195,-0.0146633
0.999669,-0.017414,-0.00205037,-0.018841
0.999826,-0.0126497,-0.0012765,-0.0136479
0.999788,-0.0141739,-0.00200088,-0.0147686
0.999769,-0.0139084,-0.00255194,-0.0161807
0.999776,-0.0131967,-0.000908641,-0.0165201
0.999807,-0.0139522,-0.00234312,-0.0136268
0.99978,-0.0143895,-0.00285405,-0.0149643
0.999814,-0.0130805,-0.000828278,-0.0141321
0.999698,-0.016956,-0.00294724,-0.0175481
0.999825,-0.0133579,-0.00187765,-0.0129434
0.999813,-0.0136131,-0.00106564,-0.0136716
0.99982,-0.0136677,-0.00166946,-0.0130194
0.999789,-0.0151622,-0.00216885,-0.0136701
0.999531,-0.022475,-0.00220326,-0.0207015
0.99979,-0.0149337,-0.0030318,-0.0136887
0.999799,-0.0133237,-0.00117485,-0.0149228
0.999788,-0.0141864,-0.00243106,-0.0147457
0.999771,-0.0144357,0.000175363,-0.0157735
0.999812,-0.0135141,-0.00172851,-0.0138212
0.999806,-0.0130909,-0.00174039,-0.0145825
0.999782,-0.0139478,-0.00129845,-0.0154819
0.999753,-0.0147192,-0.00219648,-0.0164885
0.999867,-0.0113452,-0.00231688,-0.0114968
0.999615,-0.0178409,-0.000285219,-0.0212591
0.999797,-0.0136808,-0.00251378,-0.0145776
0.99982,-0.0136475,-0.0020466,-0.01305
0.999821,-0.0126845,-0.00123297,-0.0139671
0.999759,-0.01538,-0.00219789,-0.0155096
0.999866,-0.0116289,-0.00405486,-0.0107973
0.999814,-0.0137091,-0.00521009,-0.0125329
0.999715,-0.0148878,-0.00447095,-0.0181374
0.999802,-0.0125788,-0.00677207,-0.0138676
0.999808,-0.01344,-0.00553184,-0.0131356
0.999828,-0.0124456,-0.00363223,-0.0132954
0.999881,-0.010314,-0.00534085,-0.010168
0.999823,-0.0131188,-0.00452045,-0.0126926
0.999771,-0.0148359,-0.00415723,-0.0148629
0.999806,-0.0130297,-0.0060102,-0.0135124
0.999806,-0.0138946,-0.00484258,-0.0130741
0.999832,-0.0121257,-0.00530514,-0.0127099
0.999885,-0.0101829,-0.00360335,-0.0106488
0.999894,-0.0105453,-0.00409124,-0.00922672
0.999818,-0.0131545,-0.00493726,-0.0129277
0.999781,-0.013771,-0.0052018,-0.0148603
0.999861,-0.0110296,-0.00533284,-0.0113554
0.999871,-0.0113414,-0.00334876,-0.010878
0.999846,-0.0118482,-0.00435065,-0.0121576
0.99993,0.000631216,-0.00657381,-0.00979711
0.999933,-0.00716188,-0.00474321,-0.00782275
0.999986,-0.00235191,-0.00447346,-0.0018286
0.999818,-0.0137323,-0.00273466,-0.0129839
0.999747,-0.0152761,-0.00300976,-0.0162315
0.999765,-0.0130404,-0.00466948,-0.0166741
0.999857,-0.0124745,-0.00313048,-0.011032
0.999801,-0.012207,-0.00602189,-0.0145794
0.9998,-0.0138097,-0.00380573,-0.0139948
0.999793,-0.0141483,-0.00495663,-0.0137523
0.999896,-0.0104644,-0.0044896,-0.0088424
0.999728,-0.0159679,-0.00472484,-0.0163119
0.999821,-0.0122206,-0.00426291,-0.0138332
0.99973,-0.0159607,-0.00428443,-0.0163319
0.999803,-0.0137337,-0.00528595,-0.0133322
0.999855,-0.0122988,-0.00312172,-0.0113455
0.999753,-0.0149033,-0.00575589,-0.0154206
0.999712,-0.0157096,-0.00244535,-0.0180053
0.999875,-0.00695389,-0.00724714,-0.0122014
0.99978,-0.014157,-0.00548769,-0.014499
0.999773,-0.0146477,-0.00466419,-0.0147615
0.999788,-0.0124548,-0.00573396,-0.0153663
0.999926,0.00614827,-0.00547461,0.00899799
0.999761,-0.0145081,-0.00548861,-0.0154101
0.999869,-0.0109497,-0.00521266,-0.0107185
0.999748,-0.0155997,-0.00446678,-0.0154975
0.999827,-0.0122037,-0.00459421,-0.0132767
0.999788,-0.01412,-0.00544314,-0.0139935
0.999831,-0.0134498,-0.0056652,-0.0111893
0.999831,-0.012606,-0.00496816,-0.0124513
0.999806,-0.0143716,-0.00505892,-0.0124694
0.999789,-0.0131132,-0.0064978,-0.0144398
0.99974,-0.0146192,-0.00492861,-0.0167654
0.99988,-0.00995693,-0.00629745,-0.0100672
0.999728,-0.0149092,-0.00403616,-0.017457
0.999847,-0.0112433,-0.00362065,-0.0128958
0.999787,-0.0145145,-0.00487936,-0.013834
0.999567,-0.0194235,-0.0037436,-0.0217778
0.999781,-0.0138681,-0.00509867,-0.014823
0.999817,-0.0138046,-0.00436533,-0.0125466
0.999974,1.37929e-05,-0.00691147,-0.00194334
0.999613,-0.0181725,-0.00302041,-0.0208645
0.999738,-0.0158662,-0.00341771,-0.0161774
0.999804,-0.0133549,-0.00508014,-0.013711
0.999836,-0.00954238,-0.00691665,-0.0137273
0.999891,-0.0105123,-0.00331609,-0.00977687
0.999977,-0.00240567,-0.00620934,-0.00109443
0.999802,-0.0130312,-0.00485279,-0.0142321
0.999882,-0.011261,-0.0052496,-0.00904023
0.999779,-0.014247,-0.00496824,-0.0146513
0.999885,-0.0115478,-0.00267712,-0.00942258
0.999798,-0.0142115,-0.00452915,-0.013481
0.999866,-0.0121485,-0.003868,-0.0102764
0.999854,-0.0127389,-0.00222581,-0.0111536
0.999922,-0.00734323,-0.00676413,-0.00754379
0.999575,-0.0189323,-0.00350341,-0.0218837
0.999723,-0.015481,-0.00564414,-0.016817
0.999549,-0.0212043,-0.00159459,-0.0212129
0.999886,-0.0104342,-0.00591767,-0.00921522
0.999953,-0.00267278,-0.00778795,-0.0051154
0.999738,-0.0151865,-0.00537022,-0.0162568
0.999779,-0.0139134,-0.0051322,-0.0148876
0.99976,-0.0150043,-0.00397248,-0.0154826
0.999789,-0.0144677,-0.00455008,-0.0138441
0.999887,-0.0103695,-0.00465582,-0.00985864
0.999877,-0.0112599,-0.00363584,-0.0103064
0.999792,-0.0142288,-0.00578434,-0.0134297
0.999819,-0.0134846,-0.00511972,-0.0124243
0.999903,-0.00900786,-0.00554153,-0.00907107
0.99994,-0.00738283,-0.00516875,-0.00632239
0.999915,-0.00800361,-0.00458369,-0.00923242
0.999835,-0.0126252,-0.00529387,-0.0119249
0.999966,-0.00511234,-0.00472988,-0.00446291
0.999757,-0.014849,-0.00586678,-0.0151981
0.999917,-0.00927904,-0.00465181,-0.0076746
0.999812,-0.013095,-0.00591451,-0.0130364
0.999853,-0.0112111,-0.00514217,-0.0119013
0.999807,-0.0116405,-0.00750441,-0.0139176
0.999787,-0.0139566,-0.00615095,-0.0138789
0.999892,-0.0109155,-0.00332719,-0.0092226
0.999902,-0.00986963,-0.00488855,-0.00869516
0.999806,-0.0125266,-0.00579778,-0.0140578
0.999856,-0.0110394,-0.00623357,-0.0112846
0.999976,-0.0064185,0.000175142,-0.00241544
0.999866,-0.011307,-0.00471088,-0.0108237
0.999901,-0.0108035,-0.00551004,-0.00717875
0.999867,-0.0101061,-0.00636965,-0.0110991
0.999972,-0.00119944,-0.00610453,-0.00412837
0.999774,-0.0137603,-0.00791361,-0.0141629
0.999844,-0.0131524,-0.00513384,-0.010606
0.999832,-0.0116,-0.00539466,-0.0131395
0.999952,-0.00544568,-0.00774958,-0.00257876
0.999773,-0.0144185,-0.00372081,-0.0152436
0.999821,-0.0133292,-0.00598955,-0.0119955
0.999828,-0.012371,-0.00440864,-0.013106
0.999728,-0.0155064,-0.00428967,-0.0168774
0.999889,-0.00825597,-0.00575879,-0.0110346
0.999751,-0.0144257,-0.00621699,-0.0158736
0.999808,-0.0128985,-0.00566149,-0.0136202
0.999807,-0.0131057,-0.00602803,-0.0133556
0.999816,-0.0129219,-0.00513491,-0.0132245
0.999959,-0.0036457,-0.00759616,-0.0032212
0.999959,-0.000642448,-0.00893451,0.00118933
0.999878,-0.0121092,-0.0059053,-0.00788569
0.999845,-0.0130657,-0.00370765,-0.0112359
0.999865,-0.0113286,-0.00508924,-0.0107815
0.999967,-0.00126388,0.000363996,-0.00801118
0.999774,-0.0143408,-0.00515665,-0.0148512
0.999895,-0.0106175,-0.00323399,-0.00935499
0.999882,-0.0111435,-0.00526512,-0.00914277
0.999885,-0.0101944,-0.00374558,-0.0106038
0.999799,-0.0129809,-0.0069419,-0.0136248
0.999357,-0.0245823,-0.0044146,-0.0257305
0.999885,-0.0117035,-0.00421595,-0.00865874
0.999841,-0.013328,-0.00420825,-0.011109
0.999874,-0.011625,-0.00416507,-0.00997906
0.999872,-0.00909924,-0.00658307,-0.0113758
0.99984,-0.0101724,-0.00212395,-0.0145856
0.999677,-0.0178203,-0.00465796,-0.0175397
0.999921,-0.00730911,-0.00339886,-0.00962621
0.999838,-0.0128711,-0.00408558,-0.0119295
0.999897,-0.0107313,-0.00401254,-0.00865693
0.999911,-0.00894155,-0.00394525,-0.00911414
0.999808,-0.0129953,-0.0050501,-0.0137598
0.999862,-0.0119149,-0.00438928,-0.0106747
0.999907,-0.0108994,-0.00232181,-0.0078882
0.99979,-0.0133333,-0.00620882,-0.0142863
0.999932,-0.00803267,-0.0059948,-0.00588622
0.999907,-0.00861592,-0.00380013,-0.00990316
0.999833,-0.0102283,-0.00574372,-0.0140016
0.999901,-0.00943771,-0.00379553,-0.00971008
0.999879,-0.0114346,-0.0043185,-0.00959528
0.99981,-0.0128552,-0.00618117,-0.0132977
0.999894,-0.0107916,-0.00478944,-0.00847507
0.99992,-0.00673567,-0.00700311,-0.00815772
0.999847,-0.0117412,-0.00552258,-0.0117712
0.999895,-0.0095574,-0.00632133,-0.00883735
0.999952,-0.00257536,-0.00630175,-0.00709755
0.999923,-0.00814947,-0.00816257,-0.00456003
0.999909,-0.0100506,-0.00188314,-0.00881492
0.999969,-0.00385815,-0.00124251,-0.00671992
0.99996,-0.006944,-0.00249651,-0.00509885
0.999787,-0.0140018,-0.00486417,-0.0143941
0.999893,-0.00985197,-0.00368382,-0.0102185
0.999873,-0.0107426,-0.00394946,-0.0110928
0.999943,0.00117218,-0.00607151,0.00873996
0.999878,-0.00878111,-0.00674299,-0.011061
0.999987,0.00037655,-0.00474172,0.00167251
0.999871,-0.0118535,-0.00270623,-0.0105321
0.999774,-0.0150965,-0.00441908,-0.0143107
0.999811,-0.0138684,-0.00471681,-0.0127796
0.999792,-0.0134369,-0.00624413,-0.0140492
0.999839,-0.0122898,-0.00377132,-0.0125167
0.999833,-0.0133153,-0.00395059,-0.011853
0.99951,-0.0202954,-0.00470098,-0.0233644
0.999841,-0.0112648,-0.00506296,-0.0128323
0.999274,-0.0258451,-0.0043763,-0.0276381
0.999848,-0.0111293,-0.00615514,-0.0119643
0.999808,-0.0129387,-0.00578746,-0.0135083
0.99981,-0.0138204,-0.00521372,-0.0127148
0.999754,-0.0141088,-0.00381717,-0.0166907
0.999869,-0.0121754,-0.0043796,-0.00970469
0.999802,-0.013675,-0.00543351,-0.0133965
0.999787,-0.0137867,-0.00587897,-0.0141568
0.999762,-0.0145872,-0.00473487,-0.0155508
0.999557,-0.018829,-0.00486248,-0.0225347
0.999792,-0.0132977,-0.00409457,-0.0148888
0.999559,-0.0192477,-0.00313297,-0.022389
0.999857,-0.0112194,-0.00497043,-0.0116661
0.999778,-0.0150851,-0.00501566,-0.0138403
0.999877,-0.0112645,-0.00331505,-0.0104477
0.999709,-0.0159998,-0.00672871,-0.0167349
0.999548,-0.0195011,-0.00311275,-0.0226689
0.999944,-0.00552426,-0.00147851,-0.00892093
0.999824,-0.0122262,-0.00649707,-0.0126966
0.999812,-0.01346,-0.00495692,-0.0130795
0.999828,-0.0130171,-0.00547152,-0.012004
0.999795,-0.0140792,-0.0051872,-0.0136042
0.999729,-0.0157887,-0.00465601,-0.0164704
0.999815,-0.0130445,-0.00568621,-0.0129073
0.999777,-0.0134675,-0.00512386,-0.0154081
0.999782,-0.0141269,-0.00403787,-0.0148488
0.999786,-0.0143504,-0.00313707,-0.0145471
0.999818,-0.0137323,-0.00524686,-0.0121697
0.9999,-0.0105892,-0.00428618,-0.008348
0.999786,-0.0148062,-0.00440983,-0.013778
0.999823,-0.0125776,-0.00458813,-0.0131864
0.99984,-0.0121513,-0.0059816,-0.0116625
0.999855,-0.0123248,-0.00388257,-0.0111351
0.99999,-0.00181348,-0.00409698,-0.000103832
0.999832,-0.0118746,-0.00610713,-0.0125473
0.999784,-0.0144664,-0.00404197,-0.0143534
0.999778,-0.0143135,-0.0051811,-0.0145849
0.999753,-0.0145493,-0.00460821,-0.0161385
0.999768,-0.0141223,-0.00392553,-0.0157868
0.999784,-0.014798,-0.00516374,-0.0136384
0.99984,-0.0129625,-0.00303674,-0.011992
0.999772,-0.0144606,-0.00484334,-0.014956
0.999964,-0.00459375,-0.00602451,-0.00380753
0.999952,-0.00600155,-0.002291,-0.00735771
0.999875,-0.00973966,-0.00440763,-0.0116348
0.99969,-0.0170181,-0.00782424,-0.0164087
0.999957,-0.00515949,-0.00438489,-0.00627519
0.999794,-0.0136825,-0.00423961,-0.0144158
0.999812,-0.0132593,-0.00580094,-0.012892
0.999758,-0.0150286,-0.0059552,-0.0149294
0.999788,-0.0140324,-0.00574148,-0.0139558
0.999928,-0.00861859,-0.00533103,-0.00640948
0.999817,-0.0134923,-0.00369423,-0.0130451
0.99982,-0.0127255,-0.00444606,-0.0133541
0.999852,-0.0109327,-0.00512295,-0.0122916
0.999804,-0.0139751,-0.00522887,-0.0130285
0.99973,-0.0149016,-0.00486804,-0.0171826
0.999792,-0.0142271,-0.00467867,-0.0138306
0.99988,-0.00929769,-0.00509694,-0.0112695
0.999805,-0.0131433,-0.00496324,-0.0138671
0.999846,-0.0107779,-0.00458405,-0.0130863
0.999823,-0.0130702,-0.00527296,-0.0124593
0.999816,-0.0134713,-0.0054879,-0.0125066
0.999863,-0.0108816,-0.00436234,-0.0117198
0.999942,-0.0062184,-0.00428308,-0.00770707
0.999763,-0.0143673,-0.0042144,-0.015794
0.999696,-0.0157066,-0.00549674,-0.0182005
0.999766,-0.0139788,-0.0047088,-0.0158516
0.99991,-0.0094691,-0.005682,-0.00768023
0.999732,-0.0152723,-0.00403661,-0.0169172
0.999799,-0.0137819,-0.00566813,-0.0134517
0.999848,-0.0113704,-0.00554211,-0.0119974
0.999715,-0.0161276,-0.00380823,-0.0172076
0.999977,-0.00501388,-0.00369664,-0.0026894
0.999831,-0.0127053,-0.00538296,-0.0121122
0.999986,0.00187775,-0.00225596,0.00442487
0.999837,-0.0113334,-0.00598101,-0.0127269
0.999888,-0.011189,-0.00210464,-0.00967414
0.999827,-0.0126442,-0.00604529,-0.0122129
0.999679,-0.0152546,-0.00687282,-0.019036
0.999918,-0.00896441,-0.00330144,-0.0085102
0.999831,-0.0119352,-0.00475711,-0.0131203
0.999884,-0.0111241,-0.00378744,-0.00969733
0.999812,-0.0134647,-0.00479707,-0.0130872
0.999832,-0.012885,-0.00484273,-0.0120783
0.999784,-0.0144197,-0.00586164,-0.0137578
0.999787,-0.014594,-0.00506618,-0.0136741
0.999802,-0.0141129,-0.00459764,-0.013285
0.999799,-0.0127778,-0.00605175,-0.0141818
0.999927,-0.00553844,-0.00462702,-0.00973392
0.999807,-0.0138792,-0.00556133,-0.0127472
0.999775,-0.0141779,-0.00409453,-0.0152567
0.999825,-0.0128824,-0.00425506,-0.012861
0.999547,-0.0207614,-0.00513968,-0.0211936
0.999803,-0.013286,-0.00466715,-0.0139936
0.99996,-0.00372122,-0.00499616,-0.00648387
0.999963,-0.00604318,-0.00420069,-0.00446645
0.999683,-0.0162458,-0.00468858,-0.018639
0.999831,-0.0093095,-0.00156523,-0.0158061
0.999934,-0.00646163,-0.00514486,-0.00794465
0.999905,-0.00841885,-0.004491,-0.00998253
0.999798,-0.0140157,-0.00532334,-0.013383
0.9998,-0.0141361,-0.00518128,-0.0131826
0.999914,-0.0072217,-0.00259723,-0.0106094
0.999857,-0.0110854,-0.00658894,-0.0109162
0.999814,-0.0130982,-0.00538878,-0.0131308
0.999806,-0.013463,-0.00569095,-0.0132113
