ball_x,ball_y,ball_z
3.86028,-0.284846,0.431275
3.86028,-0.284846,0.431275
3.55013,-0.293145,0.71294
3.48966,-0.287528,0.765817
3.39493,-0.299241,0.867194
3.39493,-0.299241,0.867194
3.35605,-0.295255,0.896905
3.35605,-0.295255,0.896905
3.29694,-0.290182,0.939376
3.29694,-0.290182,0.939376
3.29694,-0.290182,0.939376
3.23899,-0.284432,0.980173
3.23899,-0.284432,0.980173
3.17887,-0.279768,1.01906
3.13158,-0.266522,1.0624
3.11202,-0.247203,1.04984
3.06225,-0.245645,1.08514
3.06225,-0.245645,1.08514
3.04009,-0.24745,1.09861
3.04009,-0.24745,1.09861
3.04009,-0.24745,1.09861
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
3.03194,-0.274152,1.11569
2.94529,-0.259661,1.15574
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.58553,-0.236957,1.33048
2.53955,-0.224618,1.3237
2.53955,-0.224618,1.3237
2.53955,-0.224618,1.3237
2.53955,-0.224618,1.3237
2.53955,-0.224618,1.3237
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
1.69525,-0.152858,1.3931
