action_0,action_1,action_2,action_3,action_4,action_5,action_6
0.474391,-0.477944,0.495381,0.395369,-0.625126,-0.302263,-0.228832
0.46968,-0.500538,0.501474,0.363904,-0.617594,-0.263402,-0.251108
0.466009,-0.55734,0.502409,0.310285,-0.624686,-0.187351,-0.308941
0.482811,-0.602147,0.489451,0.310201,-0.641158,0.0333468,-0.365798
0.494178,-0.632735,0.474679,0.299772,-0.644558,0.156856,-0.387324
0.503648,-0.654928,0.455826,0.258765,-0.637614,0.205897,-0.398778
0.503242,-0.656591,0.45714,0.228159,-0.619982,0.193358,-0.397147
0.492037,-0.637665,0.472419,0.205023,-0.595465,0.119584,-0.38087
0.477007,-0.609557,0.482577,0.19889,-0.584471,0.0270182,-0.36047
0.463105,-0.576274,0.484444,0.215784,-0.58558,-0.0793526,-0.332197
0.469113,-0.519169,0.487565,0.24823,-0.558264,-0.135827,-0.293187
0.488141,-0.416378,0.495722,0.303082,-0.506271,-0.121624,-0.25766
-0.131377,-0.592512,0.476359,0.298446,0.217614,-0.0640114,-0.256201
0.405671,-0.513801,0.535827,0.343667,-0.482074,-0.309378,-0.307378
0.381292,-0.560868,0.525204,0.307102,-0.517216,-0.330149,-0.324292
0.384308,-0.577177,0.512717,0.254725,-0.5323,-0.332261,-0.334184
0.391888,-0.592997,0.491503,0.161738,-0.54061,-0.32799,-0.343883
0.388636,-0.59604,0.479673,0.128403,-0.537221,-0.279826,-0.347661
0.385716,-0.619771,0.443391,0.0444049,-0.55291,-0.167378,-0.359591
0.378904,-0.652148,0.404217,-0.0682223,-0.587228,-0.0203637,-0.378719
0.378647,-0.670819,0.391612,-0.131234,-0.586528,0.0235011,-0.39384
0.383256,-0.680923,0.399729,-0.194763,-0.554638,0.120708,-0.399048
0.369921,-0.684927,0.411611,-0.226414,-0.520221,0.142605,-0.400406
0.361927,-0.688449,0.420799,-0.23914,-0.508434,0.15133,-0.401623
0.3525,-0.686843,0.424488,-0.200792,-0.523943,0.096312,-0.407625
0.335789,-0.676705,0.434578,-0.165381,-0.523353,0.00421827,-0.405765
0.318622,-0.661178,0.464566,-0.10558,-0.503814,-0.17865,-0.399824
0.30692,-0.639489,0.489755,-0.0255305,-0.483656,-0.319439,-0.388685
0.286465,-0.62213,0.509307,0.0791372,-0.464433,-0.391744,-0.375837
0.267796,-0.613844,0.510362,0.142072,-0.476234,-0.393878,-0.370344
0.254563,-0.612191,0.506637,0.154498,-0.480683,-0.390663,-0.371537
0.247024,-0.61871,0.496053,0.0985284,-0.481487,-0.384084,-0.377115
0.245546,-0.6286,0.478038,0.0176168,-0.481489,-0.370977,-0.385572
0.242997,-0.649353,0.432793,-0.0989332,-0.51537,-0.293454,-0.399617
0.23934,-0.670049,0.38321,-0.16319,-0.533248,-0.10997,-0.410973
0.252718,-0.681636,0.355223,-0.208557,-0.524553,0.160344,-0.410591
0.253175,-0.685344,0.350168,-0.263334,-0.493246,0.229671,-0.406609
0.251169,-0.688051,0.355582,-0.302,-0.455612,0.264033,-0.402757
0.250731,-0.690536,0.365931,-0.316134,-0.424307,0.283029,-0.40134
0.24165,-0.686868,0.356904,-0.296804,-0.43451,0.254307,-0.404407
0.228145,-0.679594,0.351356,-0.267807,-0.459631,0.215905,-0.40719
0.204197,-0.663617,0.362632,-0.2291,-0.475408,0.0588743,-0.403822
0.178633,-0.639402,0.389848,-0.163751,-0.471039,-0.239623,-0.38831
0.148471,-0.618299,0.430322,-0.0431785,-0.424363,-0.302901,-0.369685
0.13756,-0.607884,0.447511,0.0731887,-0.405472,-0.306874,-0.360127
0.127609,-0.604146,0.453043,0.116074,-0.393312,-0.308603,-0.355787
0.119832,-0.606338,0.44358,0.0894593,-0.389152,-0.289606,-0.35696
0.122201,-0.615368,0.426304,-0.0030086,-0.384913,-0.263435,-0.36161
0.139124,-0.62584,0.398981,-0.11974,-0.378966,-0.231016,-0.362182
0.161558,-0.642881,0.354034,-0.216213,-0.40911,-0.050668,-0.372424
0.184389,-0.661435,0.307304,-0.259851,-0.441173,0.165845,-0.391822
0.191356,-0.671749,0.283918,-0.290496,-0.418856,0.311437,-0.397472
0.189451,-0.674568,0.275252,-0.309152,-0.390367,0.332122,-0.395718
0.193943,-0.677295,0.27474,-0.315994,-0.359454,0.349758,-0.395951
0.193768,-0.671966,0.2784,-0.320298,-0.335275,0.34648,-0.385905
0.176534,-0.661521,0.285164,-0.321145,-0.314428,0.336633,-0.3648
0.142892,-0.643118,0.300232,-0.299709,-0.30622,0.213671,-0.336061
0.131897,-0.624451,0.333863,-0.229383,-0.256366,-0.0641622,-0.312641
0.105039,-0.606061,0.384261,-0.0960292,-0.147916,-0.15135,-0.302864
0.097261,-0.590896,0.413047,0.00789586,-0.0842862,-0.171527,-0.297964
0.0825258,-0.585722,0.420956,0.0458312,-0.0644572,-0.183351,-0.296652
0.0783832,-0.59166,0.406339,0.00595873,-0.115479,-0.188283,-0.302943
0.075102,-0.607454,0.372785,-0.0899493,-0.185736,-0.176681,-0.31117
0.0790373,-0.622857,0.330635,-0.198173,-0.22331,-0.125318,-0.310497
0.107147,-0.633971,0.283669,-0.262263,-0.245139,0.0184836,-0.304051
0.117884,-0.642532,0.236509,-0.297655,-0.279905,0.198253,-0.307414
0.120031,-0.649854,0.208974,-0.314469,-0.29987,0.308402,-0.317837
0.130206,-0.655866,0.193318,-0.330791,-0.312865,0.398353,-0.326457
0.150151,-0.658949,0.194818,-0.328556,-0.282075,0.441164,-0.334438
0.14979,-0.657027,0.198243,-0.330613,-0.251417,0.440596,-0.32818
0.138114,-0.650552,0.210398,-0.3285,-0.185165,0.402414,-0.306684
0.112179,-0.63942,0.241985,-0.30382,-0.0730251,0.277415,-0.27248
0.0757124,-0.628919,0.297145,-0.253011,0.0434118,0.105437,-0.266656
0.0717543,-0.615902,0.338396,-0.194734,0.114948,-0.00234585,-0.270074
0.0662598,-0.604975,0.36469,-0.121022,0.0970812,-0.0750204,-0.27653
0.0353515,-0.602875,0.373794,-0.0892101,0.0364058,-0.140985,-0.283806
0.0233602,-0.607008,0.368299,-0.0981064,0.0105843,-0.14813,-0.287703
0.0235823,-0.617375,0.340768,-0.150402,-0.0112401,-0.103002,-0.29135
0.0040521,-0.63147,0.309656,-0.209831,-0.0070974,-0.0140128,-0.29068
-0.00432997,-0.644231,0.27536,-0.246432,-0.0686745,0.0804644,-0.291703
