ball_vx,ball_vy,ball_vz
0,0,0
0,0,0
-2.82974,-0.0757182,2.56985
-29.4212,1.76388,16.8067
-16.0382,-52.0092,17.2415
-16.0382,-52.0092,17.2415
-4.53699,0.465111,3.46711
-4.53699,0.465111,3.46711
-5.17649,0.444264,3.71961
-5.17649,0.444264,3.71961
-5.17649,0.444264,3.71961
-3.42959,0.340291,2.41434
-3.42959,0.340291,2.41434
-8.3723,0.649482,5.4155
-8.00068,2.24074,7.33195
-3.20051,3.16228,-2.0571
-10.791,0.337775,7.65397
-10.791,0.337775,7.65397
-1.85619,-0.151201,1.12821
-1.85619,-0.151201,1.12821
-1.85619,-0.151201,1.12821
-0.765009,-2.50529,1.6027
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
0,-8.49347e-06,-1.69869e-05
-0.984987,0.164729,0.455278
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
-61.1701,3.86032,29.7113
