pure_target_joint_0,pure_target_joint_1,pure_target_joint_2,pure_target_joint_3,pure_target_joint_4,pure_target_joint_5,pure_target_joint_6,target_joint_0,target_joint_1,target_joint_2,target_joint_3,target_joint_4,target_joint_5,target_joint_6,pos_joint_0,pos_joint_1,pos_joint_2,pos_joint_3,pos_joint_4,pos_joint_5,pos_joint_6,vel_joint_0,vel_joint_1,vel_joint_2,vel_joint_3,vel_joint_4,vel_joint_5,vel_joint_6,vel_smooth_joint_0,vel_smooth_joint_1,vel_smooth_joint_2,vel_smooth_joint_3,vel_smooth_joint_4,vel_smooth_joint_5,vel_smooth_joint_6,ee_pos_x,ee_pos_y,ee_pos_z,ee_or_w,ee_or_x,ee_or_y,ee_or_z,eep_vel_x,eep_vel_y,eep_vel_z,ee_vel_offset_x,ee_vel_offset_y,ee_vel_offset_z,ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz,action_0,action_1,action_2,action_3,action_4,action_5,action_6,command_published
1.75473,-1.00419,-1.8781,-1.12931,1.98974,1.1318,-0.908499,1.75473,-1.00419,-1.8781,-1.12931,1.98974,1.1318,-0.908499,1.78085,-1.07181,-1.81821,-1.11945,1.93723,1.11682,-0.916259,0,-2.39759e-05,2.39541e-05,-2.39541e-05,0,-3.5953e-05,0,0,-2.39759e-05,2.39541e-05,-2.39541e-05,0,-3.5953e-05,0,0.533794,-0.456178,0.691,0.57305,0.179163,0.151598,0.785195,0,0,0,0,0,0,0.7,0,0.5721,0,0,0,0,0,0,-0.261214,0.67615,-0.598813,-0.0986358,0.525108,0.149859,0.0775984,1
1.72296,-0.994844,-1.87467,-1.13296,1.98291,1.06919,-0.905312,1.72296,-0.994844,-1.87467,-1.13296,1.98291,1.06919,-0.905312,1.78085,-1.07181,-1.81821,-1.11945,1.93723,1.11682,-0.916259,0,-2.39759e-05,2.39541e-05,-2.39541e-05,0,-3.5953e-05,0,0,-2.39759e-05,2.39541e-05,-2.39541e-05,0,-3.5953e-05,0,0.533794,-0.456178,0.691,0.57305,0.179163,0.151598,0.785195,0,0,0,0,0,0,0.7,0,0.5721,0,0,0,0,0,0,-0.578965,0.769657,-0.564578,-0.135085,0.456781,-0.476272,0.109471,1
1.71875,-0.992209,-1.85993,-1.13218,1.98664,1.06554,-0.944118,1.71875,-0.992209,-1.85993,-1.13218,1.98664,1.06554,-0.944118,1.78085,-1.07181,-1.81821,-1.11945,1.93723,1.11682,-0.916259,2.39552e-05,0,1.19776e-05,1.19776e-05,-1.91991e-05,0,2.39771e-05,2.39552e-05,0,1.19776e-05,1.19776e-05,-1.91991e-05,0,2.39771e-05,0.533794,-0.456178,0.691,0.57305,0.179163,0.151598,0.785195,0,0,0,0,0,0,0.7,0,0.5721,0,0,0,0,0,0,-0.621055,0.796002,-0.417148,-0.12734,0.494044,-0.512714,-0.278584,1
1.72144,-0.990973,-1.85777,-1.15185,1.99087,1.06066,-0.948935,1.72144,-0.990973,-1.85777,-1.15185,1.99087,1.06066,-0.948935,1.78086,-1.07181,-1.81821,-1.11945,1.93723,1.11682,-0.916259,-2.39771e-05,0,0,0,3.83633e-05,0,-2.39552e-05,-2.39771e-05,0,0,0,3.83633e-05,0,-2.39552e-05,0.533795,-0.456177,0.691,0.57305,0.179163,0.151599,0.785196,-1.22487e-05,-1.63658e-05,8.01797e-07,-1.26826e-05,-1.8377e-05,1.0977e-06,0.7,0,0.5721,0,0,0,0,0,0,-0.594173,0.808369,-0.395554,-0.323977,0.536382,-0.561552,-0.326759,1
1.72805,-0.99149,-1.85502,-1.12854,1.98543,1.08142,-0.960767,1.72805,-0.99149,-1.85502,-1.12854,1.98543,1.08142,-0.960767,1.78086,-1.07181,-1.81821,-1.11945,1.93723,1.11682,-0.916259,0,2.39552e-05,4.79323e-05,3.59547e-05,-3.83284e-05,3.59329e-05,-3.59547e-05,0,2.39552e-05,4.79323e-05,3.59547e-05,-3.83284e-05,3.59329e-05,-3.59547e-05,0.533795,-0.456177,0.691,0.57305,0.179163,0.151599,0.785196,-1.19665e-05,9.08576e-06,4.00173e-05,-1.55504e-05,1.18211e-05,4.17497e-05,0.7,0,0.5721,0,0,0,0,0,0,-0.528021,0.803193,-0.368109,-0.0908976,0.482036,-0.353928,-0.445079,1
1.72671,-0.993285,-1.86352,-1.11845,1.98705,1.09937,-0.96548,1.72671,-0.993285,-1.86352,-1.11845,1.98705,1.09937,-0.96548,1.78088,-1.07175,-1.81761,-1.11901,1.93637,1.11753,-0.91625,0.003871,0.00912023,0.101257,0.0699537,-0.152194,0.119761,0.00844909,0.003871,0.00912023,0.101257,0.0699537,-0.152194,0.119761,0.00844909,0.533609,-0.456025,0.691391,0.573205,0.178407,0.151678,0.78524,-0.0222121,0.0202349,0.0608643,-0.0301579,0.0279862,0.0646234,0.7,0,0.5721,0,0,0,0,0,0,-0.541652,0.784663,-0.459065,0.00566842,0.506806,-0.181556,-0.492301,1
1.71621,-0.994618,-1.86315,-1.0989,1.98291,1.12639,-0.972982,1.71621,-0.994618,-1.86315,-1.0989,1.98291,1.12639,-0.972982,1.78091,-1.07182,-1.81696,-1.11871,1.93484,1.11854,-0.916231,0.00613578,-0.0143927,0.131596,0.0615975,-0.305754,0.203188,0.00367907,0.00613578,-0.0143927,0.131596,0.0615975,-0.305754,0.203188,0.00367907,0.533441,-0.455739,0.691703,0.573335,0.177454,0.151985,0.785301,-0.0235726,0.0429122,0.0577013,-0.0336439,0.0573017,0.0622536,0.7,0,0.5721,0,0,0,0,0,0,-0.64695,0.772052,-0.461955,0.198066,0.480646,0.0784349,-0.567503,1
1.71956,-0.996035,-1.8539,-1.14222,1.98199,1.09609,-0.964906,1.71956,-0.996035,-1.8539,-1.14222,1.98199,1.09609,-0.964906,1.7811,-1.07272,-1.81774,-1.12062,1.9359,1.11525,-0.921181,0.0108335,-0.0415364,-0.186338,-0.241608,0.511763,-0.57318,-0.560837,0.0108335,-0.0415364,-0.186338,-0.241608,0.511763,-0.57318,-0.560837,0.533796,-0.455421,0.691126,0.573855,0.17757,0.152789,0.784738,0.0560435,0.0153514,-0.100128,0.0683448,0.0109163,-0.106223,0.7,0,0.5721,0,0,0,0,0,0,-0.615411,0.766814,-0.361576,-0.21602,0.460867,-0.191558,-0.437251,1
1.72519,-0.992041,-1.79025,-1.1757,2.01286,1.04475,-0.948573,1.72519,-0.992041,-1.79025,-1.1757,2.01286,1.04475,-0.948573,1.78054,-1.07169,-1.82239,-1.12416,1.94864,1.10576,-0.929741,-0.0856733,0.161124,-0.558884,-0.376116,1.49063,-1.00517,-0.935359,-0.0856733,0.161124,-0.558884,-0.376116,1.49063,-1.00517,-0.935359,0.5352,-0.456508,0.689065,0.575058,0.183105,0.152053,0.782727,0.113001,-0.102706,-0.213819,0.154474,-0.154027,-0.233817,0.7,0,0.5721,0,0,0,0,0,0,-0.553431,0.796525,0.321433,-0.515424,0.64216,-0.610063,-0.188317,1
1.72442,-0.990977,-1.76769,-1.1845,2.02965,1.0306,-0.970444,1.72442,-0.990977,-1.76769,-1.1845,2.02965,1.0306,-0.970444,1.77972,-1.07021,-1.82613,-1.12587,1.95727,1.1014,-0.934887,-0.163097,0.29766,-0.747678,-0.343596,1.72612,-0.87161,-1.02935,-0.163097,0.29766,-0.747678,-0.343596,1.72612,-0.87161,-1.02935,0.536246,-0.459205,0.686721,0.577733,0.191265,0.149955,0.779202,0.0258354,-0.234577,-0.200149,0.0697131,-0.305283,-0.222583,0.7,0,0.5721,0,0,0,0,0,0,-0.552955,0.792287,0.58441,-0.58628,0.723777,-0.707979,-0.355565,1
