ball_x,ball_y,ball_z
2.99542,-0.244613,1.6461
2.96778,-0.259432,1.64984
2.9461,-0.245549,1.65339
2.91378,-0.251023,1.65978
2.91378,-0.251023,1.65978
2.86922,-0.251478,1.66763
2.86922,-0.251478,1.66763
2.86922,-0.251478,1.66763
2.80068,-0.258374,1.6917
2.77181,-0.260569,1.68482
2.73599,-0.241815,1.68787
2.70942,-0.254006,1.69711
2.70942,-0.254006,1.69711
2.65902,-0.254291,1.70257
2.63168,-0.253981,1.70482
2.6058,-0.254058,1.71002
2.58017,-0.2613,1.71993
2.55443,-0.255674,1.71988
2.51045,-0.270306,1.72752
2.4884,-0.272893,1.72793
2.4884,-0.272893,1.72793
2.4884,-0.272893,1.72793
2.40672,-0.266655,1.73542
2.40672,-0.266655,1.73542
2.40672,-0.266655,1.73542
2.40672,-0.266655,1.73542
2.40672,-0.266655,1.73542
2.40672,-0.266655,1.73542
2.40672,-0.266655,1.73542
2.40672,-0.266655,1.73542
2.40672,-0.266655,1.73542
2.40672,-0.266655,1.73542
2.40672,-0.266655,1.73542
2.40672,-0.266655,1.73542
2.40672,-0.266655,1.73542
2.0709,-0.289008,1.73751
2.06236,-0.270196,1.72856
2.03563,-0.281245,1.72999
2.01032,-0.270893,1.73381
1.98028,-0.285712,1.72474
1.93498,-0.276048,1.71934
1.92206,-0.267641,1.72461
1.92206,-0.267641,1.72461
1.88586,-0.285967,1.70168
1.85741,-0.278614,1.71026
1.82133,-0.280708,1.71746
1.79162,-0.278047,1.70302
1.77193,-0.283354,1.70438
1.75141,-0.2834,1.7017
1.75141,-0.2834,1.7017
1.6668,-0.278171,1.69393
1.65873,-0.274793,1.68292
1.65873,-0.274793,1.68292
1.65873,-0.274793,1.68292
1.65873,-0.274793,1.68292
1.56692,-0.26411,1.67802
1.54388,-0.281991,1.66886
1.51966,-0.291946,1.64859
1.51966,-0.291946,1.64859
1.46739,-0.284283,1.63845
1.46739,-0.284283,1.63845
1.41963,-0.285082,1.62995
1.396,-0.285013,1.62559
1.35211,-0.287127,1.60282
1.32745,-0.287072,1.59689
1.30161,-0.289148,1.58855
1.28175,-0.29533,1.58194
1.26303,-0.296537,1.58062
1.23691,-0.300157,1.57215
1.23691,-0.300157,1.57215
1.16175,-0.289391,1.54508
1.16175,-0.289391,1.54508
1.16175,-0.289391,1.54508
1.09491,-0.292016,1.52301
1.05383,-0.289269,1.50351
1.03375,-0.290293,1.49479
0.996297,-0.296324,1.47973
0.982843,-0.289068,1.47599
0.982843,-0.289068,1.47599
0.938922,-0.293229,1.45071
0.938922,-0.293229,1.45071
0.894249,-0.288984,1.43373
0.800259,-0.294332,1.38526
0.776677,-0.311011,1.37329
0.753375,-0.298989,1.35585
0.729285,-0.313485,1.35211
0.708687,-0.308472,1.33804
0.682132,-0.307795,1.32367
0.629241,-0.299525,1.29296
0.607615,-0.30247,1.28415
0.607615,-0.30247,1.28415
0.607615,-0.30247,1.28415
0.568912,-0.306666,1.26706
0.526518,-0.305603,1.23695
0.522445,-0.306555,1.23032
0.522445,-0.306555,1.23032
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
0.497334,-0.297369,1.21974
