action_0,action_1,action_2,action_3,action_4,action_5,action_6
0.664214,-0.700699,0.477971,0.345259,-0.393499,-0.0690981,-0.281283
0.660355,-0.693583,0.444612,0.367791,-0.459006,-0.176701,-0.286948
0.658822,-0.683087,0.427395,0.392419,-0.463571,-0.270437,-0.282315
0.660012,-0.675623,0.43701,0.397294,-0.45344,-0.312341,-0.278477
0.660566,-0.670499,0.456534,0.409467,-0.417048,-0.304999,-0.273183
0.657201,-0.667099,0.461485,0.419607,-0.384214,-0.276037,-0.269317
0.653301,-0.663362,0.462349,0.424729,-0.383127,-0.255961,-0.268245
0.649363,-0.662667,0.463332,0.424437,-0.399181,-0.190305,-0.271426
0.64291,-0.664926,0.464935,0.418739,-0.423914,-0.0702541,-0.275298
0.637051,-0.669294,0.46744,0.407536,-0.428417,0.0631726,-0.280626
0.635186,-0.671824,0.471186,0.391742,-0.415218,0.158591,-0.284922
0.635359,-0.667788,0.472391,0.404184,-0.405177,0.158394,-0.282586
0.633206,-0.661384,0.473426,0.416153,-0.408777,0.125243,-0.280429
0.628527,-0.649059,0.471025,0.439329,-0.425354,0.0186039,-0.274496
0.623049,-0.633704,0.464907,0.459359,-0.45251,-0.188358,-0.266987
0.622601,-0.623505,0.458802,0.47255,-0.461463,-0.289498,-0.259655
0.622077,-0.622561,0.453757,0.473051,-0.476335,-0.341931,-0.257493
0.622266,-0.621022,0.451745,0.474584,-0.484236,-0.341283,-0.259378
0.620892,-0.621913,0.454599,0.469898,-0.482335,-0.317047,-0.265787
0.621655,-0.619914,0.460251,0.470488,-0.467245,-0.304034,-0.269345
0.622655,-0.621088,0.467729,0.467732,-0.447923,-0.24383,-0.274994
0.62617,-0.631646,0.47388,0.450196,-0.411399,-0.165062,-0.279181
0.629422,-0.643288,0.477382,0.432779,-0.391758,-0.0848953,-0.283423
0.634517,-0.65401,0.480921,0.389512,-0.380732,0.109744,-0.287973
0.637497,-0.6633,0.47454,0.351472,-0.393712,0.228593,-0.292575
0.637707,-0.667716,0.464255,0.333534,-0.405558,0.287016,-0.294985
0.636487,-0.666712,0.452597,0.327466,-0.410095,0.293153,-0.292221
0.63125,-0.660625,0.459258,0.349523,-0.419746,0.219587,-0.294823
0.621067,-0.647424,0.470473,0.400404,-0.432753,-0.00198591,-0.296582
0.610952,-0.627258,0.469466,0.435413,-0.453616,-0.210319,-0.291696
0.600229,-0.609213,0.465823,0.456,-0.436611,-0.358998,-0.278635
0.590657,-0.601007,0.462098,0.46045,-0.434737,-0.400805,-0.278863
