or_w,or_x,or_y,or_z
0.773937,-0.0556024,0.616297,-0.134562
0.773937,-0.0556023,0.616297,-0.134562
0.773937,-0.0556022,0.616297,-0.134562
0.773937,-0.0556021,0.616297,-0.134561
0.773939,-0.0555887,0.616311,-0.134496
0.77397,-0.0555131,0.616359,-0.134126
0.774115,-0.0553114,0.616372,-0.133312
0.774414,-0.0548342,0.616306,-0.132075
0.774863,-0.0539772,0.616178,-0.130376
0.775464,-0.0527803,0.615985,-0.128185
0.776226,-0.0512639,0.615713,-0.125467
0.777147,-0.0494568,0.615333,-0.122317
0.778187,-0.0474737,0.614822,-0.119016
0.779233,-0.0453018,0.614262,-0.115869
0.780336,-0.0430018,0.61363,-0.112626
0.781594,-0.0406611,0.61282,-0.109126
0.783007,-0.0381686,0.611804,-0.105541
0.784536,-0.0355044,0.610617,-0.10193
0.786176,-0.0328321,0.609265,-0.0982076
0.787928,-0.0302467,0.607738,-0.0943882
0.789782,-0.0277262,0.60602,-0.0906427
0.791714,-0.0252775,0.604132,-0.087034
0.793683,-0.0229101,0.602135,-0.0835234
0.795662,-0.0206341,0.60006,-0.0801448
0.797652,-0.0184646,0.597911,-0.0768939
0.799658,-0.016409,0.595682,-0.0737688
0.801674,-0.0144751,0.59337,-0.0708602
0.803682,-0.0125969,0.590998,-0.0682511
0.805673,-0.0106928,0.588568,-0.0660595
0.807643,-0.00896619,0.586099,-0.0641877
0.809566,-0.00750899,0.583639,-0.0625398
0.811424,-0.00617711,0.581202,-0.0613008
0.813229,-0.00491202,0.578764,-0.0605485
0.814982,-0.00380889,0.576338,-0.0602076
0.816685,-0.00296705,0.573917,-0.0602921
0.818347,-0.0023809,0.57149,-0.0608428
0.819951,-0.00196843,0.56908,-0.0618481
0.821501,-0.00168871,0.566685,-0.0632554
0.82302,-0.00155651,0.564277,-0.0650137
0.824505,-0.0015448,0.561854,-0.0671512
0.825934,-0.00163065,0.559456,-0.0695688
0.827315,-0.00180697,0.557073,-0.0722274
0.828681,-0.00208053,0.554663,-0.0750582
0.830015,-0.002396,0.552267,-0.0779075
0.831289,-0.00265459,0.549916,-0.080889
0.832544,-0.00288956,0.547542,-0.0840239
0.833773,-0.00316241,0.54518,-0.0871302
0.834938,-0.00345625,0.542893,-0.0901842
0.836055,-0.00372904,0.540649,-0.0932613
0.837141,-0.00398723,0.538417,-0.0963645
0.83816,-0.00430532,0.536278,-0.0993762
0.839118,-0.00475117,0.534216,-0.102332
0.840028,-0.00521688,0.532193,-0.105341
0.840869,-0.00565153,0.530259,-0.108321
0.841631,-0.00618933,0.528433,-0.111257
0.842315,-0.00680872,0.526696,-0.114234
0.842905,-0.0074038,0.525086,-0.117218
0.843413,-0.00807755,0.523599,-0.120138
0.843847,-0.00883825,0.522207,-0.123062
0.844172,-0.00963617,0.52098,-0.12594
0.844404,-0.0105287,0.519911,-0.128701
0.844572,-0.0115812,0.518931,-0.131433
0.844665,-0.0125999,0.518061,-0.134145
0.844689,-0.0135304,0.517289,-0.136856
0.844681,-0.0145421,0.516553,-0.139551
0.84463,-0.0155334,0.515883,-0.142213
0.844524,-0.0163541,0.51527,-0.144944
0.844423,-0.0171646,0.514641,-0.147649
0.844329,-0.0180208,0.514034,-0.150178
0.844218,-0.0187232,0.513464,-0.152643
0.844122,-0.0192532,0.512841,-0.155184
0.844062,-0.0196931,0.512162,-0.157676
0.844015,-0.0200069,0.511482,-0.160076
0.843983,-0.0201497,0.510747,-0.162554
0.84401,-0.0202172,0.509906,-0.165028
0.844082,-0.0202436,0.509022,-0.167369
0.844172,-0.0202521,0.508122,-0.169635
0.844294,-0.0201923,0.507145,-0.171942
0.844445,-0.0200121,0.506098,-0.174288
0.844617,-0.0197406,0.505015,-0.176614
0.844844,-0.0195477,0.503873,-0.178796
0.845122,-0.0193593,0.502661,-0.180903
0.845423,-0.0190252,0.501402,-0.183014
0.845751,-0.0186031,0.500077,-0.185153
0.846127,-0.0182297,0.498681,-0.187228
0.846508,-0.0178282,0.497294,-0.189225
0.846894,-0.0173914,0.495897,-0.191194
0.847333,-0.0170309,0.494415,-0.193106
0.847796,-0.0166797,0.492917,-0.194927
0.848239,-0.0161631,0.491434,-0.196779
0.848694,-0.0155341,0.48988,-0.198733
0.849203,-0.0149132,0.488235,-0.200644
0.849723,-0.0142795,0.486616,-0.202417
0.850229,-0.0135895,0.485024,-0.20415
0.850765,-0.0128894,0.483366,-0.20589
0.851295,-0.0120997,0.481703,-0.207635
0.851794,-0.0112318,0.480077,-0.209397
0.852308,-0.0104264,0.47844,-0.211086
0.852836,-0.00969899,0.47677,-0.21276
0.853334,-0.00893906,0.475131,-0.214457
0.853825,-0.00819002,0.473521,-0.216088
0.854314,-0.00752999,0.471909,-0.217699
0.85479,-0.00686737,0.470315,-0.219294
0.855237,-0.00624203,0.468783,-0.220844
0.855681,-0.00585181,0.467316,-0.222242
0.85611,-0.00568111,0.46592,-0.223522
0.856485,-0.00553487,0.464633,-0.224762
0.856826,-0.00544497,0.463422,-0.225962
0.857157,-0.005575,0.462274,-0.227055
0.857436,-0.00590652,0.461272,-0.228027
0.857648,-0.00635366,0.460419,-0.228941
0.857822,-0.00693441,0.459638,-0.229838
0.857974,-0.00765364,0.458929,-0.230664
0.858097,-0.00839333,0.458329,-0.231373
0.858204,-0.00903585,0.457751,-0.232096
0.858318,-0.00963147,0.457104,-0.232924
0.858415,-0.010176,0.45647,-0.233786
0.858494,-0.0105495,0.455827,-0.234729
0.858587,-0.0107238,0.455088,-0.235816
0.858716,-0.0106582,0.454187,-0.23708
0.858849,-0.0103568,0.453205,-0.238486
0.859014,-0.00993097,0.452125,-0.239955
0.859228,-0.00939809,0.450909,-0.241497
0.85945,-0.00861595,0.449596,-0.243176
0.859688,-0.00757707,0.448207,-0.244927
0.859988,-0.00643264,0.446695,-0.246664
0.860348,-0.00524332,0.445049,-0.248406
0.860753,-0.00395306,0.443328,-0.250099
0.86126,-0.00257803,0.441466,-0.251661
0.86196,-0.0012592,0.43937,-0.252938
0.862888,5.0481e-05,0.437045,-0.253804
0.864051,0.00141056,0.43448,-0.254244
0.865475,0.00274959,0.431615,-0.254272
0.867142,0.00409563,0.428442,-0.25394
0.868996,0.00553685,0.425059,-0.25326
0.871053,0.0069346,0.421466,-0.252162
0.873286,0.00803623,0.417715,-0.250643
0.87565,0.00878885,0.413871,-0.248739
0.878094,0.00934926,0.410009,-0.246489
0.880599,0.0097541,0.406098,-0.243999
0.883188,0.00997797,0.4021,-0.241238
0.885812,0.00997553,0.398105,-0.238222
0.888476,0.0097881,0.394075,-0.234987
0.891144,0.00956197,0.389982,-0.231702
0.893786,0.00934025,0.385893,-0.228353
0.896414,0.00899036,0.381878,-0.224792
0.899017,0.00836208,0.377899,-0.221115
0.901588,0.00757636,0.373913,-0.217419
0.904083,0.0069333,0.369961,-0.213812
0.906534,0.0064122,0.366006,-0.210227
0.908962,0.00579448,0.362029,-0.206616
0.911338,0.00502575,0.358027,-0.20311
0.913641,0.00433267,0.354045,-0.199734
0.915871,0.00378403,0.350089,-0.196476
0.918046,0.00321176,0.346147,-0.193296
0.920177,0.00248413,0.342177,-0.19022
0.922256,0.00174488,0.338198,-0.187252
0.924285,0.00113206,0.334198,-0.184412
0.926248,0.000623296,0.330182,-0.181778
0.928161,4.69991e-05,0.326186,-0.179221
0.93002,-0.000611148,0.32223,-0.176721
0.931856,-0.00131257,0.318251,-0.174239
0.933654,-0.0018824,0.314221,-0.171908
