pure_target_joint_0,pure_target_joint_1,pure_target_joint_2,pure_target_joint_3,pure_target_joint_4,pure_target_joint_5,pure_target_joint_6,target_joint_0,target_joint_1,target_joint_2,target_joint_3,target_joint_4,target_joint_5,target_joint_6,pos_joint_0,pos_joint_1,pos_joint_2,pos_joint_3,pos_joint_4,pos_joint_5,pos_joint_6,vel_joint_0,vel_joint_1,vel_joint_2,vel_joint_3,vel_joint_4,vel_joint_5,vel_joint_6,vel_smooth_joint_0,vel_smooth_joint_1,vel_smooth_joint_2,vel_smooth_joint_3,vel_smooth_joint_4,vel_smooth_joint_5,vel_smooth_joint_6,ee_pos_x,ee_pos_y,ee_pos_z,ee_or_w,ee_or_x,ee_or_y,ee_or_z,ee_vel_x,ee_vel_y,ee_vel_z,ee_vel_offset_x,ee_vel_offset_y,ee_vel_offset_z,ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz,action_0,action_1,action_2,action_3,action_4,action_5,action_6,command_published
1.67812,-0.959051,-1.86237,-1.08366,2.18407,1.3739,-1.03336,1.67812,-0.959051,-1.86237,-1.08366,2.18407,1.3739,-1.03336,1.74895,-1.03696,-1.81338,-1.13242,2.13899,1.31585,-0.998545,-0.468297,0.858147,-0.775206,0.315573,1.14154,1.1786,-0.623801,-0.468297,0.858147,-0.775206,0.315573,1.14154,1.1786,-0.623801,0.478183,-0.474105,0.723132,0.608639,0.104294,0.0435525,0.785356,-0.474445,-0.266075,0.326819,-0.528965,-0.263575,0.339101,-0.140189,-0.158798,-0.0863851,-0.254858,0.839436,-0.78063,-0.254858,0.0929691,-0.78063,-0.708332,0.779056,-0.489947,0.487613,0.450841,0.580485,-0.348118,1
1.67044,-0.949409,-1.87233,-1.08017,2.18868,1.38315,-1.0413,1.67044,-0.949409,-1.87233,-1.08017,2.18868,1.38315,-1.0413,1.74326,-1.0275,-1.82157,-1.12866,2.14986,1.3281,-1.00465,-0.598303,0.965497,-0.826309,0.393452,1.06996,1.23793,-0.607591,-0.598303,0.965497,-0.826309,0.393452,1.06996,1.23793,-0.607591,0.472187,-0.477004,0.727032,0.61643,0.0983683,0.0414614,0.78014,-0.56472,-0.305176,0.391553,-0.622575,-0.293674,0.404332,-0.140308,-0.158677,-0.0863408,-0.0119567,0.0120938,0.00442266,-0.0119567,0.159041,0.00442266,-0.728258,0.780926,-0.507585,0.484889,0.388175,0.55058,-0.366527,1
1.66271,-0.939548,-1.88185,-1.07567,2.19417,1.39288,-1.04908,1.66271,-0.939548,-1.88185,-1.07567,2.19417,1.39288,-1.04908,1.7367,-1.01757,-1.83026,-1.12442,2.15998,1.34034,-1.01081,-0.680841,1.00831,-0.888017,0.441054,0.989845,1.21994,-0.621721,-0.680841,1.00831,-0.888017,0.441054,0.989845,1.21994,-0.621721,0.465654,-0.480133,0.731167,0.624842,0.0921018,0.039931,0.774271,-0.614724,-0.335119,0.409365,-0.670438,-0.317402,0.421275,-0.140356,-0.158621,-0.0863137,-0.00475049,0.00563562,0.00271797,-0.00475049,0.192301,0.00271797,-0.739909,0.780249,-0.51591,0.487517,0.341989,0.525444,-0.382769,1
1.65506,-0.929188,-1.89107,-1.07109,2.20056,1.40449,-1.05681,1.65506,-0.929188,-1.89107,-1.07109,2.20056,1.40449,-1.05681,1.72936,-1.00701,-1.839,-1.11875,2.16941,1.35237,-1.01739,-0.741506,1.05854,-0.860573,0.589543,0.92672,1.19223,-0.669348,-0.741506,1.05854,-0.860573,0.589543,0.92672,1.19223,-0.669348,0.458385,-0.483582,0.736008,0.634182,0.0851541,0.0387766,0.767501,-0.678594,-0.364105,0.484785,-0.737812,-0.34018,0.496809,-0.14045,-0.15859,-0.0863445,-0.00937581,0.00312924,-0.00308752,-0.00937581,0.191367,-0.00308752,-0.742938,0.778247,-0.520647,0.476642,0.311542,0.52124,-0.394266,1
1.64798,-0.919486,-1.90049,-1.06414,2.20623,1.41708,-1.06415,1.64798,-0.919486,-1.90049,-1.06414,2.20623,1.41708,-1.06415,1.72223,-0.997025,-1.84764,-1.1125,2.17784,1.36391,-1.02446,-0.704606,0.975672,-0.87161,0.639638,0.818246,1.13792,-0.718748,-0.704606,0.975672,-0.87161,0.639638,0.818246,1.13792,-0.718748,0.451176,-0.486999,0.740728,0.643692,0.0781894,0.0379252,0.760334,-0.663044,-0.367696,0.451348,-0.718478,-0.341208,0.461944,-0.140274,-0.15855,-0.0865744,0.0175238,0.00399053,-0.0229836,0.0175238,0.156261,-0.0229836,-0.742499,0.77539,-0.528434,0.483602,0.283929,0.53172,-0.396914,1
1.64094,-0.910607,-1.91085,-1.05685,2.2113,1.42805,-1.07119,1.64094,-0.910607,-1.91085,-1.05685,2.2113,1.42805,-1.07119,1.71522,-0.98783,-1.85695,-1.10517,2.18529,1.37463,-1.03195,-0.702221,0.896898,-0.955634,0.743316,0.721123,1.0521,-0.757829,-0.702221,0.896898,-0.955634,0.743316,0.721123,1.0521,-0.757829,0.443973,-0.490837,0.745095,0.653658,0.0715431,0.0374934,0.752467,-0.671099,-0.417791,0.411982,-0.72032,-0.389627,0.420855,-0.137811,-0.166925,-0.0785674,0.246322,-0.837517,0.800699,0.246322,0.00495602,0.800699,-0.742789,0.772235,-0.539046,0.483176,0.260107,0.534262,-0.392392,1
1.63439,-0.902349,-1.92142,-1.04811,2.21424,1.43899,-1.07929,1.63439,-0.902349,-1.92142,-1.04811,2.21424,1.43899,-1.07929,1.70844,-0.979245,-1.86687,-1.09753,2.19185,1.38464,-1.03978,-0.66773,0.854401,-0.993014,0.764577,0.633281,0.98647,-0.789325,-0.66773,0.854401,-0.993014,0.764577,0.633281,0.98647,-0.789325,0.43696,-0.494755,0.749043,0.663746,0.0652913,0.0375824,0.744155,-0.653227,-0.409069,0.387511,-0.696766,-0.377885,0.394957,-0.137821,-0.1671,-0.0784388,-0.000977516,-0.0175416,0.0128567,-0.000977516,-0.147608,0.0128567,-0.740464,0.768961,-0.545487,0.494241,0.223859,0.543473,-0.395078,1
1.62788,-0.894617,-1.93169,-1.03899,2.2168,1.44937,-1.0876,1.62788,-0.894617,-1.93169,-1.03899,2.2168,1.44937,-1.0876,1.70193,-0.971143,-1.87662,-1.08987,2.19781,1.39444,-1.04774,-0.651479,0.787,-0.972927,0.763774,0.586206,0.985799,-0.796216,-0.651479,0.787,-0.972927,0.763774,0.586206,0.985799,-0.796216,0.430078,-0.49847,0.752833,0.673611,0.0590585,0.0378139,0.735752,-0.648626,-0.401963,0.362058,-0.691234,-0.369841,0.368766,-0.137814,-0.166901,-0.0785308,0.000655651,0.0199169,-0.00920296,0.000655651,-0.178449,-0.00920296,-0.740478,0.765262,-0.550746,0.508831,0.189917,0.549336,-0.398644,1
1.62047,-0.887487,-1.9427,-1.03055,2.21897,1.45833,-1.0954,1.62047,-0.887487,-1.9427,-1.03055,2.21897,1.45833,-1.0954,1.69506,-0.963726,-1.88681,-1.08222,2.20333,1.4044,-1.05569,-0.701071,0.72806,-1.03875,0.767609,0.541183,0.998431,-0.795029,-0.701071,0.72806,-1.03875,0.767609,0.541183,0.998431,-0.795029,0.423003,-0.502454,0.756166,0.683537,0.0529741,0.0381585,0.72699,-0.678489,-0.437648,0.317459,-0.717682,-0.404328,0.323135,-0.137927,-0.166919,-0.0784154,-0.011313,-0.00184476,0.0115454,-0.011313,-0.17882,0.0115454,-0.745915,0.762384,-0.558955,0.516699,0.156393,0.539296,-0.397092,1
1.61292,-0.880398,-1.95312,-1.02242,2.22034,1.46783,-1.10438,1.61292,-0.880398,-1.95312,-1.02242,2.22034,1.46783,-1.10438,1.68782,-0.956439,-1.89721,-1.07456,2.20841,1.41453,-1.06362,-0.722331,0.736868,-1.02801,0.763738,0.493264,1.01856,-0.791913,-0.722331,0.736868,-1.02801,0.763738,0.493264,1.01856,-0.791913,0.415671,-0.506443,0.759416,0.693492,0.0467546,0.0387383,0.717902,-0.697624,-0.417804,0.330271,-0.736439,-0.379876,0.33535,-0.138003,-0.166778,-0.0783831,-0.00751615,0.0141948,0.00322461,-0.00751615,-0.147429,0.00322461,-0.748956,0.760411,-0.559086,0.521464,0.119293,0.533039,-0.40765,1
1.6056,-0.87341,-1.96313,-1.01359,2.22231,1.47859,-1.1131,1.6056,-0.87341,-1.96313,-1.01359,2.22231,1.47859,-1.1131,1.68079,-0.949107,-1.9073,-1.06732,2.21276,1.42499,-1.07156,-0.7059,0.72903,-1.01912,0.708177,0.416716,1.05448,-0.795161,-0.7059,0.72903,-1.01912,0.708177,0.416716,1.05448,-0.795161,0.408466,-0.509845,0.762722,0.703052,0.0401779,0.0396335,0.708895,-0.683987,-0.37254,0.319061,-0.720677,-0.329542,0.323235,-0.138128,-0.166727,-0.0784387,-0.0125229,0.00506043,-0.00556111,-0.0125229,-0.0859168,-0.00556111,-0.751882,0.756973,-0.558232,0.53727,0.0955169,0.535982,-0.415433,1
