pure_target_joint_0,pure_target_joint_1,pure_target_joint_2,pure_target_joint_3,pure_target_joint_4,pure_target_joint_5,pure_target_joint_6,target_joint_0,target_joint_1,target_joint_2,target_joint_3,target_joint_4,target_joint_5,target_joint_6,pos_joint_0,pos_joint_1,pos_joint_2,pos_joint_3,pos_joint_4,pos_joint_5,pos_joint_6,vel_joint_0,vel_joint_1,vel_joint_2,vel_joint_3,vel_joint_4,vel_joint_5,vel_joint_6,vel_smooth_joint_0,vel_smooth_joint_1,vel_smooth_joint_2,vel_smooth_joint_3,vel_smooth_joint_4,vel_smooth_joint_5,vel_smooth_joint_6,ee_pos_x,ee_pos_y,ee_pos_z,ee_or_w,ee_or_x,ee_or_y,ee_or_z,ee_vel_x,ee_vel_y,ee_vel_z,ee_vel_offset_x,ee_vel_offset_y,ee_vel_offset_z,ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz,action_0,action_1,action_2,action_3,action_4,action_5,action_6,command_published
1.59715,-0.866188,-1.97401,-1.00725,2.22715,1.48705,-1.12073,1.59715,-0.866188,-1.97401,-1.00725,2.22715,1.48705,-1.12073,1.67299,-0.941727,-1.91808,-1.05984,2.21633,1.43563,-1.07956,-0.801153,0.752029,-1.08541,0.772019,0.340437,1.06868,-0.802388,-0.801153,0.752029,-1.08541,0.772019,0.340437,1.06868,-0.802388,0.400801,-0.513424,0.765961,0.712953,0.0334259,0.0410969,0.699208,-0.752962,-0.404703,0.335225,-0.786843,-0.355198,0.338326,-0.138232,-0.166597,-0.0784179,-0.0104547,0.0129521,0.00208616,-0.0104547,0.00661494,0.00208616,-0.758476,0.755399,-0.559225,0.5259,0.108192,0.514186,-0.411641,1
1.58949,-0.858224,-1.98408,-0.998491,2.22921,1.49837,-1.13,1.58949,-0.858224,-1.98408,-0.998491,2.22921,1.49837,-1.13,1.66528,-0.933644,-1.92848,-1.0522,2.21908,1.44631,-1.08764,-0.752964,0.817968,-1.02885,0.752005,0.254283,1.06129,-0.809794,-0.752964,0.817968,-1.02885,0.752005,0.254283,1.06129,-0.809794,0.393092,-0.516313,0.769775,0.722657,0.0260249,0.0430715,0.689373,-0.726864,-0.318201,0.385987,-0.759128,-0.260547,0.387908,-0.138286,-0.166506,-0.0784387,-0.00534058,0.00909269,-0.0020802,-0.00534058,0.00921775,-0.0020802,-0.757868,0.754203,-0.556067,0.537119,0.10123,0.520656,-0.423598,1
1.58156,-0.850616,-1.99495,-0.990799,2.2308,1.50895,-1.13773,1.58156,-0.850616,-1.99495,-0.990799,2.2308,1.50895,-1.13773,1.6576,-0.925679,-1.93908,-1.04445,2.22115,1.45687,-1.09587,-0.78544,0.788364,-1.07766,0.796501,0.194159,1.05449,-0.827396,-0.78544,0.788364,-1.07766,0.796501,0.194159,1.05449,-0.827396,0.385404,-0.51902,0.773525,0.732273,0.0185559,0.0454537,0.679239,-0.755121,-0.338,0.37279,-0.7834,-0.277375,0.373292,-0.138329,-0.166577,-0.0782958,-0.00433922,-0.00700355,0.0142932,-0.00433922,0.00707028,0.0142932,-0.760403,0.750632,-0.558678,0.536503,0.0965285,0.520784,-0.418681,1
1.57352,-0.842845,-2.00572,-0.982479,2.23241,1.51979,-1.14653,1.57352,-0.842845,-2.00572,-0.982479,2.23241,1.51979,-1.14653,1.64948,-0.917718,-1.95001,-1.03583,2.22305,1.46726,-1.10425,-0.810319,0.801463,-1.08914,0.867027,0.191992,1.02493,-0.838948,-0.810319,0.801463,-1.08914,0.867027,0.191992,1.02493,-0.838948,0.377265,-0.521929,0.777456,0.742164,0.0109006,0.0479825,0.66841,-0.788981,-0.341722,0.401254,-0.815796,-0.27864,0.400526,-0.138325,-0.166655,-0.0783618,0.000429153,-0.00781715,-0.00660419,0.000429153,0.00506022,-0.00660419,-0.759657,0.748724,-0.557061,0.533469,0.0936152,0.525309,-0.422755,1
1.56598,-0.8352,-2.01612,-0.972679,2.23112,1.53094,-1.15557,1.56598,-0.8352,-2.01612,-0.972679,2.23112,1.53094,-1.15557,1.64181,-0.909871,-1.96061,-1.02724,2.22512,1.47736,-1.11272,-0.756691,0.777543,-1.05356,0.85569,0.210361,1.00778,-0.849674,-0.756691,0.777543,-1.05356,0.85569,0.210361,1.00778,-0.849674,0.369335,-0.524478,0.781446,0.751626,0.00326544,0.050383,0.657655,-0.76257,-0.305289,0.399399,-0.788681,-0.242705,0.397639,-0.138332,-0.166776,-0.0783603,-0.000679493,-0.0120938,0.000149012,-0.000679493,0.000611054,0.000149012,-0.758279,0.746707,-0.555098,0.54558,0.0600502,0.535724,-0.428497,1
1.55768,-0.828225,-2.02756,-0.963939,2.23156,1.54109,-1.16375,1.55768,-0.828225,-2.02756,-0.963939,2.23156,1.54109,-1.16375,1.63382,-0.902414,-1.97173,-1.01825,2.2272,1.48732,-1.12126,-0.82005,0.738751,-1.13124,0.911919,0.209,0.992415,-0.855223,-0.82005,0.738751,-1.13124,0.911919,0.209,0.992415,-0.855223,0.361128,-0.527299,0.785233,0.761175,-0.00421049,0.0528458,0.646376,-0.814781,-0.350861,0.378949,-0.836695,-0.28821,0.375894,-0.138068,-0.166839,-0.0783129,0.0263214,-0.00637174,0.00473857,0.0263214,-0.00300674,0.00473857,-0.761426,0.741885,-0.558227,0.543119,0.043616,0.537626,-0.424905,1
1.54974,-0.820928,-2.03828,-0.952906,2.22997,1.55144,-1.17346,1.54974,-0.820928,-2.03828,-0.952906,2.22997,1.55144,-1.17346,1.62597,-0.894896,-1.98259,-1.00927,2.22923,1.49726,-1.12981,-0.758524,0.757709,-1.05969,0.884871,0.193584,0.99728,-0.854791,-0.758524,0.757709,-1.05969,0.884871,0.193584,0.99728,-0.854791,0.352952,-0.52976,0.789163,0.770389,-0.011865,0.0553218,0.635058,-0.779675,-0.279581,0.404785,-0.801974,-0.213927,0.400508,-0.138298,-0.166954,-0.0783685,-0.0229239,-0.0115082,-0.00556111,-0.0229239,-0.00691387,-0.00556111,-0.76226,0.739677,-0.556923,0.563606,0.00748822,0.541774,-0.436515,1
1.54161,-0.814165,-2.04967,-0.943529,2.22919,1.56114,-1.18145,1.54161,-0.814165,-2.04967,-0.943529,2.22919,1.56114,-1.18145,1.61834,-0.887566,-1.99344,-1.00053,2.23079,1.50736,-1.13842,-0.785272,0.718833,-1.1075,0.888886,0.143501,1.01279,-0.864043,-0.785272,0.718833,-1.1075,0.888886,0.143501,1.01279,-0.864043,0.344958,-0.531887,0.792944,0.779241,-0.0195939,0.0580177,0.623725,-0.797983,-0.28881,0.376513,-0.815683,-0.221237,0.370683,-0.138309,-0.167012,-0.0783811,-0.00114441,-0.00573546,-0.00125766,-0.00114441,-0.00877274,-0.00125766,-0.767369,0.734011,-0.562294,0.570048,-0.0160186,0.537848,-0.43032,1
1.53275,-0.807245,-2.06116,-0.933733,2.22841,1.57037,-1.19013,1.53275,-0.807245,-2.06116,-0.933733,2.22841,1.57037,-1.19013,1.61009,-0.880316,-2.00455,-0.991586,2.23179,1.51764,-1.1471,-0.81993,0.736558,-1.09786,0.890743,0.0830823,1.03193,-0.868237,-0.81993,0.736558,-1.09786,0.890743,0.0830823,1.03193,-0.868237,0.336584,-0.534038,0.796699,0.788139,-0.0275115,0.0610545,0.611843,-0.819064,-0.263374,0.392648,-0.833958,-0.190948,0.384959,-0.138119,-0.166932,-0.0783571,0.018996,0.00800639,0.00239611,0.018996,-0.00699492,0.00239611,-0.773428,0.730708,-0.566067,0.578529,-0.033806,0.527396,-0.430311,1
1.52444,-0.799982,-2.07239,-0.923981,2.22347,1.58038,-1.19906,1.52444,-0.799982,-2.07239,-0.923981,2.22347,1.58038,-1.19906,1.60215,-0.872759,-2.01516,-0.982827,2.232,1.52814,-1.15584,-0.796693,0.754282,-1.06002,0.886453,0.00594404,1.05218,-0.875883,-0.796693,0.754282,-1.06002,0.886453,0.00594404,1.05218,-0.875883,0.328452,-0.535469,0.800695,0.796548,-0.0358985,0.0644438,0.600059,-0.803659,-0.210547,0.412487,-0.816359,-0.132746,0.40267,-0.138205,-0.166876,-0.078423,-0.00861287,0.00561476,-0.00658631,-0.00861287,-0.00409734,-0.00658631,-0.777125,0.72777,-0.572269,0.588458,-0.0852847,0.522436,-0.432216,1
1.51513,-0.793008,-2.08417,-0.91523,2.21965,1.58911,-1.2068,1.51513,-0.793008,-2.08417,-0.91523,2.21965,1.58911,-1.2068,1.59363,-0.865313,-2.02619,-0.973678,2.23171,1.53877,-1.16464,-0.865673,0.737996,-1.11952,0.919493,-0.036853,1.0642,-0.880413,-0.865673,0.737996,-1.11952,0.919493,-0.036853,1.0642,-0.880413,0.319942,-0.536973,0.804648,0.805008,-0.0444361,0.0681861,0.587655,-0.851911,-0.22956,0.401678,-0.859218,-0.14923,0.389756,-0.138205,-0.166964,-0.0784134,2.98023e-05,-0.00885278,0.000959635,2.98023e-05,-0.00219696,0.000959635,-0.785046,0.723053,-0.579848,0.584487,-0.12059,0.503404,-0.42158,1
1.5066,-0.785719,-2.09532,-0.9055,2.21386,1.59959,-1.21594,1.5066,-0.785719,-2.09532,-0.9055,2.21386,1.59959,-1.21594,1.58525,-0.857786,-2.03711,-0.964319,2.23104,1.54932,-1.17343,-0.820289,0.762035,-1.0719,0.94539,-0.0765055,1.05319,-0.878759,-0.820289,0.762035,-1.0719,0.94539,-0.0765055,1.05319,-0.878759,0.311493,-0.538132,0.808736,0.813148,-0.053174,0.0721477,0.575115,-0.830214,-0.174553,0.43586,-0.836145,-0.0905208,0.421726,-0.138133,-0.16704,-0.0783394,0.0071764,-0.00761598,0.0074029,0.0071764,-0.00173524,0.0074029,-0.786491,0.720667,-0.582097,0.58819,-0.171796,0.502641,-0.425112,1
1.4978,-0.778793,-2.10698,-0.896152,2.20808,1.60872,-1.22396,1.4978,-0.778793,-2.10698,-0.896152,2.20808,1.60872,-1.22396,1.57701,-0.850253,-2.04809,-0.954668,2.22976,1.55986,-1.18221,-0.841249,0.739745,-1.12713,0.965906,-0.146875,1.05073,-0.877201,-0.841249,0.739745,-1.12713,0.965906,-0.146875,1.05073,-0.877201,0.303122,-0.538986,0.812893,0.820992,-0.0621105,0.0764491,0.562378,-0.844279,-0.175582,0.418589,-0.843252,-0.08928,0.401987,-0.138256,-0.167068,-0.0783456,-0.0123203,-0.00273734,-0.000625849,-0.0123203,-0.00153195,-0.000625849,-0.792099,0.714596,-0.588924,0.585166,-0.216834,0.488656,-0.41753,1
1.48892,-0.77229,-2.11883,-0.886059,2.20125,1.61843,-1.23195,1.48892,-0.77229,-2.11883,-0.886059,2.20125,1.61843,-1.23195,1.56851,-0.843084,-2.0595,-0.944764,2.22765,1.57006,-1.19096,-0.835281,0.724861,-1.12365,0.996406,-0.235652,1.00936,-0.872132,-0.835281,0.724861,-1.12365,0.996406,-0.235652,1.00936,-0.872132,0.294699,-0.539905,0.81682,0.828698,-0.07085,0.0812741,0.549213,-0.838489,-0.156517,0.421525,-0.831168,-0.0682251,0.402415,-0.138298,-0.167044,-0.0784094,-0.00412464,0.00241101,-0.00637174,-0.00412464,-0.00189905,-0.00637174,-0.795918,0.707932,-0.593356,0.587054,-0.264047,0.483739,-0.409942,1
1.4805,-0.765536,-2.13003,-0.875604,2.19543,1.62775,-1.24017,1.4805,-0.765536,-2.13003,-0.875604,2.19543,1.62775,-1.24017,1.56044,-0.835667,-2.0706,-0.934739,2.22453,1.57998,-1.19962,-0.815005,0.732507,-1.12435,0.990354,-0.338638,0.991276,-0.865409,-0.815005,0.732507,-1.12435,0.990354,-0.338638,0.991276,-0.865409,0.28665,-0.540226,0.820962,0.83589,-0.0798204,0.086623,0.53611,-0.815064,-0.117883,0.424052,-0.800872,-0.0264624,0.401906,-0.138325,-0.167093,-0.0783005,-0.00270009,-0.00493824,0.0108898,-0.00270009,-0.0032964,0.0108898,-0.7994,0.701314,-0.59427,0.591351,-0.291024,0.477722,-0.40552,1
1.47136,-0.759117,-2.14201,-0.865345,2.18898,1.63613,-1.24763,1.47136,-0.759117,-2.14201,-0.865345,2.18898,1.63613,-1.24763,1.55192,-0.828597,-2.08222,-0.924661,2.22046,1.58971,-1.20822,-0.852795,0.707686,-1.15797,1.00791,-0.436141,0.967546,-0.857936,-0.852795,0.707686,-1.15797,1.00791,-0.436141,0.967546,-0.857936,0.278509,-0.540643,0.824794,0.842926,-0.0885604,0.0926072,0.522548,-0.831002,-0.119962,0.408613,-0.808241,-0.0274633,0.383582,-0.138364,-0.16702,-0.0784098,-0.00391603,0.00724941,-0.0109375,-0.00391603,-0.00248354,-0.0109375,-0.805564,0.694795,-0.597917,0.593154,-0.314815,0.464194,-0.394136,1
1.46273,-0.752832,-2.15355,-0.855148,2.18272,1.64507,-1.25592,1.46273,-0.752832,-2.15355,-0.855148,2.18272,1.64507,-1.25592,1.54362,-0.821424,-2.09354,-0.914731,2.21539,1.59935,-1.21674,-0.831222,0.718424,-1.13066,0.981688,-0.530483,0.963448,-0.849403,-0.831222,0.718424,-1.13066,0.981688,-0.530483,0.963448,-0.849403,0.27071,-0.54057,0.828665,0.849433,-0.0974374,0.0990809,0.509071,-0.800333,-0.0737906,0.411665,-0.771945,0.0209402,0.383372,-0.138382,-0.167057,-0.0783007,-0.00183582,-0.00366569,0.0109136,-0.00183582,-0.000944574,0.0109136,-0.808834,0.685915,-0.60011,0.595832,-0.326714,0.45725,-0.391829,1
1.45349,-0.746352,-2.16569,-0.845177,2.17579,1.65278,-1.26379,1.45349,-0.746352,-2.16569,-0.845177,2.17579,1.65278,-1.26379,1.53494,-0.814235,-2.10515,-0.904686,2.20952,1.60891,-1.22512,-0.881713,0.720557,-1.17438,1.00856,-0.602984,0.951727,-0.835357,-0.881713,0.720557,-1.17438,1.00856,-0.602984,0.951727,-0.835357,0.262834,-0.540377,0.832478,0.855673,-0.106313,0.106131,0.495234,-0.827937,-0.0713043,0.411201,-0.791391,0.0245835,0.379453,-0.138448,-0.166966,-0.0783037,-0.00654459,0.00912696,-0.000303984,-0.00654459,0.000955803,-0.000303984,-0.814515,0.678823,-0.605458,0.595085,-0.337345,0.438682,-0.386655,1
1.44445,-0.741015,-2.17804,-0.8351,2.16961,1.66147,-1.27244,1.44445,-0.741015,-2.17804,-0.8351,2.16961,1.66147,-1.27244,1.52616,-0.807142,-2.11667,-0.894718,2.20312,1.61846,-1.23337,-0.866745,0.70457,-1.13539,0.981389,-0.652648,0.957192,-0.821263,-0.866745,0.70457,-1.13539,0.981389,-0.652648,0.957192,-0.821263,0.255048,-0.539988,0.836199,0.861497,-0.115167,0.113469,0.481335,-0.803763,-0.0406931,0.401603,-0.763711,0.0545119,0.367119,-0.138457,-0.166872,-0.0783924,-0.000917912,0.00936836,-0.00886917,-0.000917912,0.002778,-0.00886917,-0.817169,0.661266,-0.613665,0.596187,-0.335146,0.430081,-0.390647,1
1.43542,-0.734304,-2.1898,-0.825796,2.16118,1.66929,-1.28026,1.43542,-0.734304,-2.1898,-0.825796,2.16118,1.66929,-1.28026,1.51744,-0.800021,-2.12825,-0.884672,2.19634,1.62774,-1.24147,-0.891481,0.712048,-1.18006,1.02051,-0.682523,0.917954,-0.806019,-0.891481,0.712048,-1.18006,1.02051,-0.682523,0.917954,-0.806019,0.247408,-0.539396,0.83992,0.866919,-0.123926,0.1211,0.467363,-0.821176,-0.0356684,0.409062,-0.773983,0.0584011,0.371504,-0.138568,-0.166797,-0.0784406,-0.0111222,0.00751466,-0.00481606,-0.0111222,0.00441378,-0.00481606,-0.820141,0.657177,-0.615434,0.588761,-0.351659,0.415525,-0.38787,1
1.42614,-0.728981,-2.20209,-0.815708,2.15509,1.67817,-1.28834,1.42614,-0.728981,-2.20209,-0.815708,2.15509,1.67817,-1.28834,1.50838,-0.792902,-2.13999,-0.874419,2.18948,1.63693,-1.24947,-0.88852,0.714254,-1.15333,1.01027,-0.690654,0.916912,-0.798792,-0.88852,0.714254,-1.15333,1.01027,-0.690654,0.916912,-0.798792,0.239619,-0.538735,0.84365,0.872064,-0.132643,0.128907,0.453093,-0.810808,-0.00738711,0.412772,-0.761012,0.0851944,0.372578,-0.138596,-0.166782,-0.0784176,-0.00276566,0.00147372,0.00229478,-0.00276566,0.00558522,0.00229478,-0.822403,0.639217,-0.62103,0.587111,-0.343881,0.412409,-0.388618,1
1.41742,-0.722732,-2.21378,-0.805998,2.14787,1.68675,-1.29529,1.41742,-0.722732,-2.21378,-0.805998,2.14787,1.68675,-1.29529,1.49977,-0.785993,-2.15158,-0.864361,2.18245,1.64577,-1.25746,-0.876069,0.67703,-1.18002,1.01988,-0.699934,0.873013,-0.799452,-0.876069,0.67703,-1.18002,1.01988,-0.699934,0.873013,-0.799452,0.232242,-0.537889,0.847225,0.876721,-0.141087,0.136766,0.439034,-0.801284,-0.0111463,0.391923,-0.74614,0.0767737,0.349983,-0.138562,-0.166885,-0.0782634,0.00335574,-0.0102922,0.0154197,0.00335574,0.00401528,0.0154197,-0.823503,0.632609,-0.621999,0.583629,-0.345813,0.409739,-0.378351,1
1.40805,-0.716547,-2.22625,-0.796686,2.14063,1.69444,-1.30214,1.40805,-0.716547,-2.22625,-0.796686,2.14063,1.69444,-1.30214,1.49063,-0.779111,-2.16361,-0.853908,2.17537,1.65441,-1.26547,-0.906689,0.696636,-1.19446,1.03413,-0.713913,0.855204,-0.802088,-0.906689,0.696636,-1.19446,1.03413,-0.713913,0.855204,-0.802088,0.224563,-0.537112,0.850804,0.881234,-0.149399,0.144874,0.424402,-0.815558,0.00745102,0.404642,-0.755289,0.0938349,0.359629,-0.138616,-0.166836,-0.0782804,-0.00537038,0.00489205,-0.00169277,-0.00537038,0.00326314,-0.00169277,-0.825748,0.625641,-0.62642,0.572228,-0.347333,0.400302,-0.366676,1
1.39957,-0.710634,-2.23822,-0.787284,2.13668,1.70243,-1.3079,1.39957,-0.710634,-2.23822,-0.787284,2.13668,1.70243,-1.3079,1.48196,-0.772246,-2.17529,-0.843788,2.16812,1.66288,-1.27349,-0.864995,0.677497,-1.16792,1.02228,-0.723654,0.841817,-0.800602,-0.864995,0.677497,-1.16792,1.02228,-0.723654,0.841817,-0.800602,0.217346,-0.536004,0.854318,0.885197,-0.157602,0.152994,0.410098,-0.781897,0.030989,0.39609,-0.719818,0.114233,0.349093,-0.138625,-0.166803,-0.078397,-0.000882149,0.00333041,-0.0116646,-0.000882149,0.00168639,-0.0116646,-0.823923,0.61611,-0.629299,0.565042,-0.3144,0.395497,-0.344072,1
1.39028,-0.704637,-2.25067,-0.777496,2.13152,1.71063,-1.31403,1.39028,-0.704637,-2.25067,-0.777496,2.13152,1.71063,-1.31403,1.47281,-0.765705,-2.18749,-0.833592,2.16091,1.67123,-1.28145,-0.927962,0.649753,-1.23797,1.01191,-0.722082,0.830288,-0.792405,-0.927962,0.649753,-1.23797,1.01191,-0.722082,0.830288,-0.792405,0.209898,-0.535114,0.857581,0.88897,-0.165443,0.161292,0.395406,-0.81523,0.0106014,0.366683,-0.745873,0.0885672,0.317767,-0.138592,-0.1669,-0.0783013,0.00331998,-0.00966191,0.00957251,0.00331998,-0.000529364,0.00957251,-0.825294,0.610678,-0.631789,0.560961,-0.293955,0.393964,-0.325764,1
1.38177,-0.699033,-2.2632,-0.76865,2.13164,1.71882,-1.3209,1.38177,-0.699033,-2.2632,-0.76865,2.13164,1.71882,-1.3209,1.46393,-0.758937,-2.19932,-0.823451,2.15373,1.67961,-1.28919,-0.870376,0.689589,-1.1624,1.02151,-0.719186,0.832852,-0.767321,-0.870376,0.689589,-1.1624,1.02151,-0.719186,0.832852,-0.767321,0.202705,-0.533813,0.860991,0.892203,-0.173417,0.169552,0.380989,-0.773705,0.0733801,0.404219,-0.70614,0.151729,0.352221,-0.13862,-0.166834,-0.078446,-0.00283122,0.00659823,-0.014466,-0.00283122,-0.000936432,-0.014466,-0.82162,0.599035,-0.638839,0.54801,-0.220955,0.392108,-0.317159,1
1.37276,-0.69372,-2.27577,-0.758626,2.128,1.72937,-1.32665,1.37276,-0.69372,-2.27577,-0.758626,2.128,1.72937,-1.32665,1.45474,-0.752381,-2.21152,-0.813554,2.14669,1.68785,-1.2966,-0.941013,0.636977,-1.24125,0.986266,-0.691152,0.823492,-0.73241,-0.941013,0.636977,-1.24125,0.986266,-0.691152,0.823492,-0.73241,0.195458,-0.532625,0.86415,0.895115,-0.180966,0.177957,0.366541,-0.809725,0.0371937,0.354225,-0.735503,0.107739,0.301586,-0.138555,-0.16693,-0.0784092,0.00646114,-0.00965446,0.00367761,0.00646114,-0.00144206,0.00367761,-0.819812,0.586616,-0.642511,0.549279,-0.186873,0.41522,-0.300484,1
1.36415,-0.688519,-2.2885,-0.74912,2.12979,1.73952,-1.33315,1.36415,-0.688519,-2.2885,-0.74912,2.12979,1.73952,-1.33315,1.44561,-0.745897,-2.22352,-0.803653,2.14013,1.69608,-1.3036,-0.895776,0.660963,-1.18929,0.993074,-0.643337,0.817629,-0.689784,-0.895776,0.660963,-1.18929,0.993074,-0.643337,0.817629,-0.689784,0.188249,-0.5313,0.86732,0.897608,-0.188426,0.186121,0.352356,-0.78024,0.0820017,0.380568,-0.708469,0.150802,0.326192,-0.138607,-0.166987,-0.078341,-0.00517964,-0.00567883,0.00681877,-0.00517964,-0.0018701,0.00681877,-0.814622,0.573786,-0.649787,0.545331,-0.103432,0.434345,-0.295498,1
1.35576,-0.686108,-2.30192,-0.741336,2.13629,1.75028,-1.3388,1.35576,-0.686108,-2.30192,-0.741336,2.13629,1.75028,-1.3388,1.43633,-0.739422,-2.23574,-0.793915,2.1345,1.70423,-1.31027,-0.943952,0.638169,-1.23424,0.978274,-0.527351,0.81522,-0.660244,-0.943952,0.638169,-1.23424,0.978274,-0.527351,0.81522,-0.660244,0.180947,-0.529963,0.87045,0.899811,-0.195603,0.194028,0.338278,-0.814607,0.0682752,0.363146,-0.742057,0.130288,0.309265,-0.138502,-0.167021,-0.0783197,0.0104606,-0.00336468,0.00213385,0.0104606,-0.003398,0.00213385,-0.805704,0.533138,-0.661741,0.525794,0.0178571,0.460467,-0.285329,1
1.34843,-0.68549,-2.31536,-0.73255,2.14214,1.7628,-1.34486,1.34843,-0.68549,-2.31536,-0.73255,2.14214,1.7628,-1.34486,1.42709,-0.73299,-2.24795,-0.784252,2.13009,1.71249,-1.3167,-0.909869,0.643574,-1.21486,0.967165,-0.413302,0.826126,-0.638073,-0.909869,0.643574,-1.21486,0.967165,-0.413302,0.826126,-0.638073,0.173578,-0.528527,0.873602,0.901722,-0.202693,0.201403,0.324422,-0.797929,0.0955828,0.371925,-0.729487,0.154377,0.318103,-0.138496,-0.16697,-0.0784185,0.000625849,0.00504553,-0.00988841,0.000625849,-0.0032029,-0.00988841,-0.786564,0.474996,-0.674065,0.517017,0.120569,0.503069,-0.281549,1
1.34197,-0.690749,-2.32914,-0.724504,2.14646,1.77692,-1.35366,1.34197,-0.690749,-2.32914,-0.724504,2.14646,1.77692,-1.35366,1.41793,-0.726894,-2.26027,-0.774781,2.12703,1.72108,-1.3229,-0.926743,0.601379,-1.24942,0.952748,-0.264778,0.864139,-0.615867,-0.926743,0.601379,-1.24942,0.952748,-0.264778,0.864139,-0.615867,0.166124,-0.527139,0.876581,0.90338,-0.209614,0.20815,0.310869,-0.821701,0.0839391,0.34718,-0.756225,0.137393,0.294782,-0.138529,-0.166987,-0.0784388,-0.00331998,-0.00171214,-0.00202656,-0.00331998,-0.00223741,-0.00202656,-0.759594,0.361448,-0.688658,0.502774,0.194312,0.558454,-0.307573,1
1.33576,-0.701292,-2.34417,-0.718175,2.1503,1.78919,-1.36359,1.33576,-0.701292,-2.34417,-0.718175,2.1503,1.78919,-1.36359,1.40859,-0.720781,-2.2729,-0.765238,2.12625,1.72999,-1.32897,-0.922345,0.617869,-1.25039,0.956391,-0.0132303,0.902415,-0.603428,-0.922345,0.617869,-1.25039,0.956391,-0.0132303,0.902415,-0.603428,0.158268,-0.525701,0.879679,0.904932,-0.216548,0.213983,0.29735,-0.841579,0.1094,0.369717,-0.784924,0.160075,0.319443,-0.138555,-0.167027,-0.0783266,-0.00261068,-0.0040099,0.0112236,-0.00261068,-0.00242367,0.0112236,-0.728288,0.194892,-0.712743,0.470629,0.240562,0.591961,-0.346148,1
1.33251,-0.729013,-2.35856,-0.711825,2.15314,1.80119,-1.37194,1.33251,-0.729013,-2.35856,-0.711825,2.15314,1.80119,-1.37194,1.39963,-0.714747,-2.28535,-0.756084,2.12767,1.7396,-1.33493,-0.902284,0.586483,-1.27005,0.906214,0.193507,0.970784,-0.59323,-0.902284,0.586483,-1.27005,0.906214,0.193507,0.970784,-0.59323,0.150421,-0.524043,0.882768,0.906225,-0.223664,0.218696,0.284436,-0.842146,0.112739,0.344682,-0.792854,0.16005,0.297024,-0.138505,-0.166941,-0.0784319,0.00503063,0.00859201,-0.0105321,0.00503063,-0.000290466,-0.0105321,-0.671221,-0.142651,-0.732064,0.44259,0.254695,0.615977,-0.370095,1
1.33079,-0.738264,-2.37122,-0.700111,2.12791,1.81596,-1.38203,1.33079,-0.738264,-2.37122,-0.700111,2.12791,1.81596,-1.38203,1.39043,-0.7094,-2.29833,-0.746966,2.13103,1.74977,-1.34098,-0.908156,0.528169,-1.28897,0.917599,0.377926,1.0311,-0.6125,-0.908156,0.528169,-1.28897,0.917599,0.377926,1.0311,-0.6125,0.142125,-0.522673,0.885532,0.907514,-0.230602,0.222585,0.271471,-0.8712,0.10389,0.323704,-0.828129,0.148382,0.278387,-0.138565,-0.166926,-0.0784507,-0.00594258,0.00152737,-0.00188351,-0.00594258,0.00101227,-0.00188351,-0.596471,-0.288641,-0.72892,0.468548,-0.0311035,0.661973,-0.410539,1
1.32773,-0.748185,-2.3827,-0.681642,2.11679,1.82867,-1.38742,1.32773,-0.748185,-2.3827,-0.681642,2.11679,1.82867,-1.38742,1.38163,-0.704288,-2.31131,-0.738131,2.1355,1.7607,-1.34753,-0.883265,0.495273,-1.3105,0.874037,0.468467,1.11193,-0.672863,-0.883265,0.495273,-1.3105,0.874037,0.468467,1.11193,-0.672863,0.133945,-0.52112,0.888129,0.908571,-0.237819,0.225842,0.258721,-0.859579,0.11178,0.292719,-0.819679,0.155617,0.247449,-0.138572,-0.166905,-0.0784338,-0.000721216,0.00213385,0.00169277,-0.000721216,0.0017181,0.00169277,-0.539024,-0.438967,-0.713898,0.564883,-0.187081,0.679686,-0.398947,1
1.31775,-0.754749,-2.39456,-0.665694,2.12268,1.84082,-1.3939,1.31775,-0.754749,-2.39456,-0.665694,2.12268,1.84082,-1.3939,1.37272,-0.69957,-2.32463,-0.729348,2.14048,1.77246,-1.35478,-0.886968,0.46765,-1.3391,0.874325,0.495484,1.19138,-0.742106,-0.886968,0.46765,-1.3391,0.874325,0.495484,1.19138,-0.742106,0.125621,-0.519547,0.890442,0.909449,-0.245263,0.228882,0.245686,-0.866625,0.122284,0.27283,-0.826365,0.166692,0.225452,-0.138557,-0.166915,-0.0783189,0.00145435,-0.00104308,0.0114918,0.00145435,0.00153823,0.0114918,-0.549672,-0.551792,-0.699326,0.636541,-0.177957,0.683661,-0.391244,1
