ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.99381,-0.456177,0.260975,-3.2511,0.146523,5.37408,-3.34796,0.149203,4.59347
2.96249,-0.455139,0.314354,-3.13215,0.103775,5.33794,-3.3177,0.132543,4.84218
2.93097,-0.45402,0.366758,-3.15199,0.111929,5.24035,-3.27182,0.123592,4.9993
2.89893,-0.452687,0.418229,-3.20399,0.133312,5.1471,-3.22742,0.121851,5.06529
2.8668,-0.451143,0.468535,-3.21319,0.154346,5.03063,-3.19846,0.125415,5.05026
2.83409,-0.449792,0.517369,-3.27106,0.135151,4.88338,-3.1939,0.128824,4.97642
2.80219,-0.448615,0.565048,-3.19021,0.117707,4.76789,-3.19948,0.129492,4.87152
2.77043,-0.447428,0.611661,-3.17557,0.118622,4.66138,-3.20925,0.131562,4.75586
2.73888,-0.446332,0.657402,-3.15497,0.109604,4.57402,-3.20672,0.128955,4.64039
2.70712,-0.445154,0.702456,-3.17624,0.117877,4.50543,-3.19618,0.123515,4.5311
2.67524,-0.443777,0.746674,-3.18775,0.137639,4.42176,-3.18543,0.120201,4.43194
2.64356,-0.44234,0.790015,-3.1687,0.143728,4.33415,-3.1743,0.122517,4.3428
2.61181,-0.440905,0.832338,-3.17442,0.143501,4.23231,-3.1733,0.128076,4.25661
2.58013,-0.43952,0.873331,-3.16801,0.138479,4.09925,-3.1736,0.133548,4.16586
2.54866,-0.438087,0.912976,-3.14736,0.143343,3.96457,-3.17172,0.138844,4.06478
2.51736,-0.436995,0.951889,-3.12982,0.10919,3.8913,-3.16385,0.138132,3.95793
2.48562,-0.436027,0.989861,-3.17369,0.096792,3.79718,-3.1586,0.131283,3.84982
2.45454,-0.435179,1.02687,-3.10876,0.0848293,3.7006,-3.15075,0.120591,3.74343
2.4233,-0.434081,1.06252,-3.12345,0.109783,3.56565,-3.142,0.111484,3.63755
2.39221,-0.432546,1.09716,-3.10955,0.153428,3.46347,-3.13327,0.109818,3.53412
2.36121,-0.43105,1.13113,-3.09989,0.149626,3.3971,-3.12495,0.114115,3.43449
2.32988,-0.429925,1.16437,-3.13287,0.112554,3.32438,-3.12004,0.120699,3.33671
2.26738,-0.427825,1.22771,-3.11849,0.102371,3.11023,-3.11881,0.125531,3.14976
