ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.98198,-0.53363,0.292386,-2.91286,0.121778,5.82691,-2.91286,-0.0829833,5.82691
2.95118,-0.532376,0.34914,-3.07951,0.125474,5.67532,-3.07951,-0.0203516,5.67532
2.92078,-0.53112,0.404425,-3.04039,0.125569,5.52853,-3.04039,0.0399913,5.52853
2.89024,-0.529786,0.458726,-3.05362,0.133353,5.43009,-3.05362,0.0854245,5.43009
2.86068,-0.528658,0.512218,-2.9557,0.112808,5.34917,-2.9557,0.112005,5.34917
2.83075,-0.527912,0.564701,-2.99351,0.0746191,5.24835,-2.99351,0.119076,5.24835
2.8011,-0.527136,0.616335,-2.96474,0.0776589,5.16339,-2.96474,0.110261,5.16339
2.77182,-0.526551,0.666872,-2.92838,0.0584602,5.05372,-2.92838,0.0975611,5.05372
2.74262,-0.525953,0.715522,-2.91948,0.0598371,4.86496,-2.91948,0.0839135,4.86496
2.71342,-0.524742,0.7634,-2.91984,0.121045,4.78784,-2.91984,0.0782341,4.78784
2.6834,-0.523199,0.811093,-3.0025,0.154293,4.76931,-3.0025,0.0853585,4.76931
2.65421,-0.521747,0.85757,-2.91867,0.145257,4.64768,-2.91867,0.100636,4.64768
2.62473,-0.520804,0.90315,-2.9479,0.094223,4.55799,-2.9479,0.111984,4.55799
2.59553,-0.519784,0.94783,-2.92041,0.102067,4.46805,-2.92041,0.119977,4.46805
2.56577,-0.518549,0.9917,-2.97608,0.123495,4.38694,-2.97608,0.123296,4.38694
2.53596,-0.517543,1.03394,-2.98054,0.100547,4.22443,-2.98054,0.117358,4.22443
2.50595,-0.516245,1.07443,-3.00074,0.129843,4.04856,-3.00074,0.11259,4.04856
2.47654,-0.515209,1.11421,-2.94151,0.103569,3.97779,-2.94151,0.110613,3.97779
2.44725,-0.514726,1.15323,-2.92902,0.0483632,3.90233,-2.92902,0.106034,3.90233
2.41727,-0.514264,1.19143,-2.99842,0.0461578,3.81943,-2.99842,0.094785,3.81943
2.38792,-0.513305,1.22839,-2.93472,0.0958979,3.69684,-2.93472,0.0850333,3.69684
2.35896,-0.512705,1.26424,-2.89567,0.06001,3.58504,-2.89567,0.076215,3.58504
2.32971,-0.51212,1.29873,-2.92552,0.0584662,3.44837,-2.92552,0.0671538,3.44837
2.30014,-0.511133,1.3326,-2.95713,0.0987351,3.38684,-2.95713,0.0678522,3.38684
2.271,-0.509728,1.36586,-2.91336,0.140536,3.32625,-2.91336,0.0801465,3.32625
2.24185,-0.508813,1.39809,-2.91467,0.0914693,3.22341,-2.91467,0.0895728,3.22341
2.21277,-0.508075,1.42908,-2.90833,0.0737965,3.09894,-2.90833,0.0923829,3.09894
2.18355,-0.507399,1.45962,-2.9222,0.0675976,3.05378,-2.9222,0.0940314,3.05378
2.15401,-0.506704,1.4889,-2.95386,0.0694573,2.92804,-2.95386,0.0906014,2.92804
2.12444,-0.506002,1.5167,-2.95713,0.0702679,2.77951,-2.95713,0.0816218,2.77951
2.09471,-0.504957,1.54325,-2.97344,0.104427,2.65595,-2.97344,0.0760836,2.65595
2.06523,-0.50394,1.56873,-2.94747,0.101733,2.54766,-2.94747,0.0794666,2.54766
2.03607,-0.503208,1.59367,-2.91579,0.0731707,2.49344,-2.91579,0.0830867,2.49344
2.00642,-0.503001,1.61768,-2.96538,0.0207245,2.40179,-2.96538,0.0794536,2.40179
1.97665,-0.502412,1.64015,-2.97731,0.0589371,2.24673,-2.97731,0.0736713,2.24673
1.94796,-0.501577,1.6613,-2.8685,0.0835001,2.11524,-2.8685,0.0689466,2.11524
