ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.97969,-0.498965,0.411813,-3.24821,0.223941,5.69444,-3.24285,0.165374,5.6734
2.94703,-0.49669,0.467653,-3.26662,0.227499,5.58396,-3.22718,0.195524,5.6019
2.91487,-0.495019,0.522576,-3.21534,0.16712,5.49231,-3.23702,0.209217,5.5018
2.88254,-0.493284,0.576268,-3.2336,0.173488,5.36918,-3.24349,0.208804,5.3916
2.84978,-0.491526,0.628749,-3.27528,0.175807,5.24809,-3.24516,0.198764,5.28197
2.81747,-0.489603,0.679717,-3.23155,0.192362,5.09685,-3.24437,0.18961,5.16797
2.78566,-0.487478,0.729982,-3.18096,0.212482,5.02647,-3.2368,0.186183,5.05288
2.75381,-0.485261,0.779638,-3.18501,0.221732,4.9656,-3.22553,0.189478,4.94363
2.72151,-0.483184,0.828517,-3.22981,0.207633,4.88786,-3.22024,0.198576,4.84213
2.68925,-0.481431,0.876092,-3.22611,0.175345,4.75751,-3.21453,0.202097,4.74617
2.65722,-0.479691,0.922549,-3.20306,0.173995,4.64574,-3.20815,0.200514,4.65245
2.62513,-0.477597,0.968129,-3.2089,0.209343,4.55803,-3.20876,0.197927,4.56009
2.59308,-0.475392,1.01278,-3.20444,0.220582,4.46501,-3.21203,0.196711,4.46217
2.56059,-0.473304,1.05627,-3.24919,0.20875,4.34877,-3.21648,0.197457,4.35875
2.5281,-0.471556,1.09835,-3.24945,0.174788,4.20859,-3.22029,0.197988,4.25032
2.49593,-0.470236,1.13959,-3.21643,0.132027,4.1234,-3.224,0.193383,4.14369
2.46421,-0.468792,1.18014,-3.17192,0.144359,4.05569,-3.22281,0.18305,4.04026
2.43241,-0.467268,1.21943,-3.1805,0.152448,3.92811,-3.21628,0.16877,3.93548
2.4,-0.46549,1.25773,-3.24047,0.17783,3.83034,-3.21246,0.159079,3.83198
2.3676,-0.463688,1.29472,-3.24035,0.180158,3.69918,-3.20959,0.156964,3.72839
2.33581,-0.461755,1.33071,-3.17948,0.193259,3.59899,-3.20625,0.163575,3.62472
2.3041,-0.459714,1.36595,-3.17111,0.204152,3.52442,-3.20407,0.175785,3.51975
2.27202,-0.458075,1.40043,-3.20737,0.163862,3.44799,-3.20502,0.18212,3.41754
2.24001,-0.456741,1.43349,-3.20134,0.133374,3.30603,-3.20241,0.179934,3.31734
2.20815,-0.455307,1.46537,-3.18542,0.143462,3.18768,-3.19473,0.171861,3.21501
2.17641,-0.453606,1.49624,-3.17433,0.17013,3.08672,-3.18916,0.164702,3.1122
2.14439,-0.45177,1.52629,-3.20177,0.183564,3.00523,-3.19099,0.160505,3.00803
2.11253,-0.449738,1.55525,-3.18642,0.203201,2.8963,-3.19127,0.163122,2.90127
2.08099,-0.447885,1.58323,-3.15366,0.185287,2.79806,-3.18503,0.171838,2.79585
2.04928,-0.446336,1.61053,-3.17168,0.154904,2.73,-3.18001,0.178315,2.6995
2.01745,-0.444845,1.63672,-3.18303,0.149131,2.61835,-3.17785,0.177894,2.60562
1.98555,-0.443051,1.66186,-3.19002,0.179374,2.51393,-3.17767,0.174701,2.51068
1.95352,-0.441127,1.68607,-3.20221,0.192386,2.42164,-3.17902,0.172652,2.41442
1.92175,-0.439263,1.70942,-3.17758,0.186375,2.33448,-3.1822,0.172231,2.31962
1.88965,-0.438219,1.73116,-3.20954,0.104412,2.17428,-3.18929,0.167359,2.21751
1.85796,-0.436849,1.75245,-3.16894,0.137037,2.12897,-3.19045,0.1625,2.11499
1.82595,-0.436367,1.77267,-3.20108,0.0481427,2.02197,-3.19114,0.145513,2.01476
1.79424,-0.434824,1.79202,-3.17115,0.154319,1.93502,-3.18872,0.130764,1.91685
1.76193,-0.433431,1.81022,-3.23077,0.13935,1.81984,-3.19103,0.120783,1.8184
1.7297,-0.431812,1.82708,-3.22288,0.161886,1.68602,-3.19747,0.121271,1.71667
1.69804,-0.430035,1.84293,-3.16668,0.177711,1.5852,-3.19779,0.134158,1.6147
1.66747,-0.428007,1.85788,-3.05668,0.202802,1.4945,-3.18515,0.150729,1.50663
1.63576,-0.426524,1.87251,-3.17129,0.148278,1.46344,-3.17149,0.16629,1.40694
1.60358,-0.425566,1.88546,-3.2176,0.0957906,1.29447,-3.16629,0.16212,1.30602
1.57227,-0.424544,1.89745,-3.13082,0.102201,1.19923,-3.15537,0.152367,1.20721
1.5409,-0.423358,1.90846,-3.13698,0.118577,1.10085,-3.14935,0.138511,1.10979
1.50954,-0.421716,1.91855,-3.1366,0.164178,1.00965,-3.15042,0.129398,1.01058
1.47774,-0.420161,1.9279,-3.17982,0.155506,0.935018,-3.15825,0.126281,0.911301
1.44614,-0.418828,1.93581,-3.15993,0.133371,0.790763,-3.15455,0.131163,0.806787
1.41489,-0.417891,1.9428,-3.12498,0.0937104,0.698948,-3.14823,0.134485,0.707881
1.38337,-0.416571,1.94904,-3.15225,0.131914,0.624371,-3.1505,0.134791,0.609765
1.35179,-0.415004,1.95433,-3.15775,0.156727,0.528216,-3.15189,0.134368,0.512456
1.32052,-0.413176,1.95869,-3.12686,0.182822,0.43658,-3.14899,0.136401,0.41606
1.28924,-0.411677,1.96211,-3.12773,0.149903,0.341964,-3.14222,0.141583,0.321116
1.25759,-0.410562,1.96478,-3.16559,0.111505,0.266886,-3.14212,0.145071,0.232782
1.22595,-0.409318,1.96618,-3.16336,0.124371,0.13988,-3.14611,0.146657,0.1407
1.19426,-0.408502,1.9664,-3.16949,0.081569,0.0224352,-3.14974,0.136404,0.0424068
1.16223,-0.407454,1.96579,-3.20295,0.104898,-0.0609756,-3.1589,0.122706,-0.0575196
1.13063,-0.405874,1.96418,-3.16029,0.157925,-0.161159,-3.16799,0.115755,-0.159077
1.09885,-0.404708,1.96118,-3.17761,0.116596,-0.299931,-3.17437,0.114807,-0.265598
1.06808,-0.403276,1.95731,-3.07755,0.143224,-0.387645,-3.16563,0.120378,-0.373698
1.03683,-0.40202,1.9528,-3.12498,0.125581,-0.450838,-3.15405,0.125328,-0.474817
1.00548,-0.40041,1.94745,-3.13408,0.160992,-0.534737,-3.14173,0.134791,-0.570448
0.973863,-0.399598,1.94074,-3.16223,0.0811964,-0.671184,-3.13361,0.132791,-0.667902
0.942309,-0.398679,1.93246,-3.15531,0.091967,-0.82761,-3.134,0.123829,-0.771081
0.911112,-0.39771,1.92398,-3.11974,0.0968397,-0.847995,-3.13468,0.116467,-0.869096
0.880013,-0.396465,1.91445,-3.10993,0.124577,-0.953722,-3.13854,0.10995,-0.968577
0.848693,-0.394882,1.90433,-3.132,0.158268,-1.01157,-3.13605,0.11141,-1.0649
0.817528,-0.393824,1.8929,-3.11649,0.105816,-1.14292,-3.13038,0.112168,-1.15887
0.787188,-0.393093,1.8801,-3.03405,0.0730842,-1.28019,-3.11431,0.114482,-1.25249
0.755463,-0.39207,1.86655,-3.1725,0.102285,-1.3553,-3.11027,0.113222,-1.34666
0.724045,-0.391042,1.85187,-3.14177,0.102761,-1.46787,-3.1136,0.109221,-1.45135
0.693635,-0.389317,1.83644,-3.04101,0.172499,-1.54247,-3.10891,0.110264,-1.55461
0.662417,-0.388311,1.82012,-3.12173,0.100592,-1.63257,-3.10627,0.109908,-1.65639
0.631073,-0.386888,1.80299,-3.13447,0.142345,-1.71231,-3.10976,0.118295,-1.74925
0.60021,-0.385864,1.78489,-3.08626,0.102413,-1.81061,-3.11193,0.12422,-1.83746
0.569374,-0.38524,1.76566,-3.08363,0.0623494,-1.92274,-3.10178,0.118839,-1.9288
0.538356,-0.384183,1.74567,-3.10176,0.105727,-1.99887,-3.09927,0.111355,-2.01922
0.506828,-0.382938,1.72421,-3.15279,0.124508,-2.14608,-3.108,0.103722,-2.11757
0.476147,-0.381288,1.7018,-3.06811,0.165048,-2.24134,-3.10412,0.109473,-2.2205
0.444857,-0.380091,1.67868,-3.12898,0.119615,-2.3114,-3.1047,0.113731,-2.32343
0.414282,-0.37914,1.65436,-3.05759,0.0951409,-2.43183,-3.10367,0.119161,-2.42641
0.383684,-0.378364,1.62911,-3.05978,0.0776052,-2.52563,-3.09711,0.119865,-2.52784
0.352425,-0.377116,1.60289,-3.12592,0.12483,-2.62225,-3.09268,0.116065,-2.62854
