ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.9847,-0.463548,0.123182,-3.66814,-0.0738204,5.06236,-3.8255,-0.158439,4.43633
2.94647,-0.463643,0.173188,-3.82309,-0.00950396,5.00063,-3.81347,-0.114282,4.60985
2.9091,-0.463947,0.221887,-3.73695,-0.0304103,4.86988,-3.79,-0.078378,4.71099
2.8716,-0.46422,0.269622,-3.7503,-0.0273407,4.77348,-3.75999,-0.0545638,4.73632
2.83393,-0.464566,0.316641,-3.76689,-0.0345498,4.70198,-3.75075,-0.0406035,4.70675
2.79699,-0.464928,0.362786,-3.69394,-0.036189,4.61442,-3.74856,-0.0320294,4.63584
2.75917,-0.464801,0.408076,-3.78189,0.0126183,4.52906,-3.75258,-0.0248211,4.54512
2.72153,-0.465082,0.451575,-3.76389,-0.0281066,4.34991,-3.74744,-0.0240581,4.44537
2.68403,-0.465238,0.493964,-3.75001,-0.0155896,4.23889,-3.75036,-0.0208386,4.34134
2.6466,-0.465228,0.535924,-3.743,0.000989437,4.19599,-3.75086,-0.0161609,4.23694
2.60901,-0.46554,0.57645,-3.75924,-0.0311494,4.05257,-3.75241,-0.0141484,4.12711
2.57165,-0.465658,0.616083,-3.73626,-0.0117838,3.96328,-3.75458,-0.0136214,4.01781
2.53443,-0.465763,0.654605,-3.72224,-0.0105381,3.85222,-3.74654,-0.0154917,3.91102
2.49713,-0.466344,0.69241,-3.72963,-0.0580579,3.78054,-3.74065,-0.0187946,3.81409
2.45986,-0.466706,0.728931,-3.72663,-0.0362456,3.6521,-3.73586,-0.0244907,3.71439
2.42263,-0.467115,0.764377,-3.7235,-0.0408739,3.54456,-3.73121,-0.0309927,3.60946
2.38558,-0.467651,0.799082,-3.705,-0.0536054,3.47046,-3.72464,-0.0363954,3.51004
2.34843,-0.468265,0.832888,-3.71447,-0.0613928,3.38068,-3.72086,-0.0441721,3.41192
2.31204,-0.468539,0.865681,-3.6397,-0.0273645,3.2793,-3.71016,-0.0468326,3.31549
2.27465,-0.468474,0.897693,-3.73909,0.00644028,3.20117,-3.70464,-0.0400211,3.22093
2.23673,-0.46876,0.927485,-3.79169,-0.0285596,2.97918,-3.71039,-0.0348811,3.11748
2.19952,-0.469406,0.957088,-3.72112,-0.0645846,2.9603,-3.71721,-0.03321,3.01337
2.16239,-0.469687,0.985683,-3.71277,-0.0281364,2.8595,-3.72395,-0.0307517,2.90717
2.12537,-0.47002,1.01309,-3.70219,-0.033319,2.74097,-3.72721,-0.0303362,2.80004
2.08819,-0.470449,1.03948,-3.71764,-0.0428826,2.63849,-3.73011,-0.0348227,2.69423
2.05087,-0.470888,1.06479,-3.73197,-0.0438809,2.53127,-3.72337,-0.0401203,2.59029
2.01451,-0.471679,1.08947,-3.63588,-0.0790745,2.46848,-3.70763,-0.0445813,2.49703
1.97731,-0.472208,1.11284,-3.72041,-0.0529259,2.33697,-3.70313,-0.0473474,2.39483
1.94038,-0.472874,1.13534,-3.69291,-0.0665992,2.24947,-3.69938,-0.0541619,2.29454
1.90372,-0.473442,1.15695,-3.66632,-0.0567853,2.16134,-3.69336,-0.058694,2.19771
1.86681,-0.474129,1.17738,-3.69065,-0.0687033,2.04295,-3.68781,-0.0619352,2.09966
1.82972,-0.474214,1.19722,-3.70855,-0.00857711,1.98426,-3.68728,-0.05755,2.00438
1.79229,-0.475064,1.21579,-3.74304,-0.0849813,1.85653,-3.69784,-0.0550904,1.90624
1.75541,-0.475741,1.23295,-3.68828,-0.067687,1.71607,-3.69948,-0.0562638,1.80533
1.71883,-0.476059,1.24939,-3.65839,-0.0317752,1.64361,-3.69922,-0.0538928,1.70195
1.68166,-0.476594,1.26525,-3.71637,-0.0534803,1.58604,-3.70156,-0.0530107,1.60221
1.64473,-0.477265,1.27947,-3.69376,-0.0671595,1.42258,-3.69943,-0.0541538,1.4997
1.60791,-0.477754,1.29265,-3.68139,-0.0488371,1.31786,-3.694,-0.0566866,1.39265
1.57104,-0.478347,1.3052,-3.68756,-0.0593126,1.25492,-3.68883,-0.0538536,1.29186
1.53413,-0.479155,1.31667,-3.69097,-0.0808656,1.14672,-3.68995,-0.0570663,1.19352
1.49749,-0.479695,1.32715,-3.66353,-0.053978,1.04845,-3.68846,-0.0611216,1.09238
1.46095,-0.480435,1.33662,-3.65411,-0.0739753,0.946808,-3.67998,-0.0635198,0.991056
1.42431,-0.48116,1.34501,-3.66422,-0.0724971,0.839305,-3.674,-0.0656958,0.894684
1.3879,-0.48163,1.35269,-3.6409,-0.04704,0.767827,-3.66669,-0.0661986,0.798926
1.35087,-0.482278,1.35954,-3.70302,-0.0647306,0.684547,-3.66479,-0.0650253,0.703281
1.31422,-0.483267,1.36487,-3.66498,-0.0989437,0.533271,-3.66436,-0.0667683,0.605169
1.27762,-0.483796,1.36927,-3.65986,-0.0529408,0.439966,-3.66612,-0.0681634,0.504908
1.24083,-0.484311,1.37293,-3.67935,-0.0514358,0.365567,-3.66937,-0.066205,0.405732
1.20398,-0.485127,1.37566,-3.6846,-0.0816017,0.273013,-3.67277,-0.0670744,0.307589
1.16742,-0.485868,1.3768,-3.65623,-0.0741273,0.114489,-3.6736,-0.0694845,0.2022
1.13107,-0.486445,1.37713,-3.63513,-0.0577301,0.0330806,-3.66659,-0.0679859,0.096528
1.09437,-0.48731,1.37691,-3.66932,-0.0864625,-0.0217319,-3.66446,-0.0678007,-0.000968173
1.05799,-0.488243,1.37552,-3.6383,-0.0932992,-0.13963,-3.65967,-0.0737735,-0.0992954
1.02188,-0.488943,1.37273,-3.61145,-0.0700086,-0.278461,-3.64955,-0.0770399,-0.202643
0.985512,-0.489747,1.36967,-3.6365,-0.0803798,-0.306129,-3.64131,-0.077885,-0.298928
0.949186,-0.49023,1.3655,-3.63262,-0.0483543,-0.417376,-3.63682,-0.0761543,-0.389311
0.912818,-0.490939,1.36032,-3.63677,-0.070852,-0.518084,-3.6343,-0.0743755,-0.482572
0.875712,-0.492115,1.35415,-3.71059,-0.117645,-0.616491,-3.63937,-0.0753411,-0.57829
0.839652,-0.492789,1.34665,-3.60607,-0.0673652,-0.750613,-3.64301,-0.0756251,-0.675468
0.803296,-0.493213,1.33867,-3.63553,-0.0423461,-0.797176,-3.6462,-0.0742048,-0.769902
0.766203,-0.494118,1.32968,-3.70935,-0.0905514,-0.899899,-3.65312,-0.0747417,-0.868953
0.729943,-0.495259,1.31916,-3.62595,-0.114125,-1.05201,-3.65491,-0.0805059,-0.970676
0.693583,-0.496012,1.30772,-3.63601,-0.075224,-1.144,-3.65247,-0.0815511,-1.07418
0.657744,-0.496836,1.29525,-3.58396,-0.0824302,-1.24683,-3.6407,-0.0809035,-1.17892
0.621607,-0.498081,1.2822,-3.61367,-0.124547,-1.30477,-3.63521,-0.0893452,-1.27913
0.585514,-0.499106,1.26782,-3.60931,-0.102434,-1.43744,-3.62407,-0.0970802,-1.3836
0.549671,-0.499761,1.25297,-3.58432,-0.0655293,-1.48566,-3.60868,-0.0953266,-1.47964
0.513669,-0.500289,1.23682,-3.60011,-0.0527591,-1.61481,-3.60313,-0.0887726,-1.57115
0.477435,-0.502387,1.22013,-3.62339,-0.209892,-1.66899,-3.60188,-0.0989731,-1.66014
0.441297,-0.502256,1.20237,-3.61389,0.013119,-1.77618,-3.60546,-0.0930582,-1.74921
0.405032,-0.503594,1.18351,-3.62645,-0.133765,-1.8857,-3.60855,-0.090949,-1.84219
0.368703,-0.504471,1.16312,-3.63287,-0.0877202,-2.03929,-3.61457,-0.0918933,-1.94102
0.332212,-0.505055,1.14283,-3.64912,-0.0583649,-2.02864,-3.62397,-0.0909043,-2.03725
0.295863,-0.505979,1.12084,-3.63494,-0.0923991,-2.19872,-3.63021,-0.0879283,-2.1349
0.259656,-0.507131,1.09755,-3.62068,-0.115263,-2.32942,-3.63223,-0.0826346,-2.24095
0.224204,-0.508062,1.07365,-3.54519,-0.0930548,-2.39024,-3.62453,-0.0928568,-2.34413
0.188595,-0.509503,1.04857,-3.56092,-0.144094,-2.50814,-3.61023,-0.096376,-2.44663
0.153104,-0.509966,1.02272,-3.54906,-0.046277,-2.58482,-3.59175,-0.098082,-2.54617
0.117612,-0.511329,0.996033,-3.54921,-0.136328,-2.66861,-3.57278,-0.10417,-2.64869
0.0835413,-0.511745,0.970778,-3.4071,-0.0416458,-2.52547,-3.5434,-0.0985674,-2.71488
0.0605016,-0.511031,0.962461,-2.30397,0.0714302,-0.831652,-3.39204,-0.0746144,-2.56979
