ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.99754,-0.488587,0.426527,-3.40309,0.0545561,4.56408,-3.40309,0.0545561,4.56408
2.96478,-0.488517,0.470496,-3.27609,0.0069797,4.39689,-3.27609,0.0069797,4.39689
2.93088,-0.488016,0.513507,-3.39041,0.0501782,4.3011,-3.39041,0.0501782,4.3011
2.89803,-0.487306,0.555452,-3.28505,0.0709683,4.1945,-3.28505,0.0709683,4.1945
2.86504,-0.486415,0.596465,-3.29916,0.0891238,4.10137,-3.29916,0.0891238,4.10137
2.83157,-0.48579,0.636632,-3.34651,0.0624537,4.01663,-3.34651,0.0624537,4.01663
2.79892,-0.485542,0.675433,-3.26526,0.0247866,3.88009,-3.26526,0.0247866,3.88009
2.76599,-0.485182,0.713743,-3.29299,0.0360519,3.83103,-3.29299,0.0360519,3.83103
2.73273,-0.484889,0.750755,-3.32608,0.0292391,3.70122,-3.32608,0.0292391,3.70122
2.69959,-0.484601,0.786656,-3.31335,0.0288218,3.59007,-3.31335,0.0288218,3.59007
2.66679,-0.484284,0.821521,-3.28078,0.0317156,3.4865,-3.28078,0.0317156,3.4865
2.63384,-0.484191,0.855249,-3.29421,0.00927448,3.37284,-3.29421,0.00927448,3.37284
2.60052,-0.484206,0.888139,-3.33197,-0.00142753,3.28898,-3.33197,-0.00142753,3.28898
2.56726,-0.483557,0.919805,-3.32603,0.0648826,3.16659,-3.32603,0.0648826,3.16659
2.53428,-0.482948,0.950583,-3.29831,0.0608653,3.07778,-3.29831,0.0608653,3.07778
2.50191,-0.482593,0.980431,-3.23703,0.0355452,2.98489,-3.23703,0.0355452,2.98489
2.46957,-0.482232,1.0089,-3.23441,0.0360608,2.84712,-3.23441,0.0360608,2.84712
2.43636,-0.48184,1.03682,-3.32034,0.039202,2.79214,-3.32034,0.039202,2.79214
2.40342,-0.481548,1.06355,-3.29478,0.0291795,2.67235,-3.29478,0.0291795,2.67235
2.37088,-0.481482,1.08899,-3.25346,0.00662506,2.54456,-3.25346,0.00662506,2.54456
2.33808,-0.480809,1.11349,-3.28052,0.0673413,2.45003,-3.28052,0.0673413,2.45003
2.30538,-0.480169,1.13713,-3.26936,0.0639498,2.36343,-3.26936,0.0639498,2.36343
2.27286,-0.479641,1.15998,-3.25253,0.0528008,2.28496,-3.25253,0.0528008,2.28496
2.24016,-0.479331,1.18195,-3.26951,0.0310242,2.19709,-3.26951,0.0310242,2.19709
2.20718,-0.479094,1.20277,-3.29833,0.0237137,2.08241,-3.29833,0.0237137,2.08241
2.17432,-0.478763,1.22235,-3.28627,0.0330716,1.95825,-3.28627,0.0330716,1.95825
2.14175,-0.478553,1.24096,-3.25656,0.0210375,1.86083,-3.25656,0.0210375,1.86083
2.10896,-0.478379,1.25852,-3.27895,0.0173807,1.75598,-3.27895,0.0173807,1.75598
2.07604,-0.478457,1.27509,-3.29194,-0.00784695,1.6566,-3.29194,-0.00784695,1.6566
2.04318,-0.478445,1.29069,-3.28603,0.0012368,1.5601,-3.28603,0.0012368,1.5601
2.01052,-0.478057,1.30534,-3.26571,0.0387549,1.46469,-3.26571,0.0387549,1.46469
1.97792,-0.477585,1.31901,-3.26048,0.0472248,1.36764,-3.26048,0.0472248,1.36764
1.94571,-0.477136,1.33145,-3.22112,0.0449032,1.24354,-3.22112,0.0449032,1.24354
1.91326,-0.477003,1.34298,-3.24444,0.0132918,1.15347,-3.24444,0.0132918,1.15347
1.88037,-0.476924,1.35361,-3.28938,0.0079006,1.06226,-3.28938,0.0079006,1.06226
1.84751,-0.476915,1.36325,-3.28585,0.000882149,0.964856,-3.28585,0.000882149,0.964856
1.81497,-0.476807,1.37154,-3.25464,0.0108719,0.828278,-3.25464,0.0108719,0.828278
1.78281,-0.476335,1.37904,-3.21548,0.0471205,0.750446,-3.21548,0.0471205,0.750446
1.75064,-0.475825,1.38565,-3.21671,0.0510275,0.66129,-3.21671,0.0510275,0.66129
1.71826,-0.475395,1.39166,-3.23795,0.0430375,0.60035,-3.23795,0.0430375,0.60035
1.6859,-0.475195,1.39656,-3.23604,0.0200093,0.490487,-3.23604,0.0200093,0.490487
1.65307,-0.475124,1.40022,-3.28361,0.00706017,0.365484,-3.28361,0.00706017,0.365484
1.62068,-0.474908,1.40294,-3.23833,0.021562,0.272083,-3.23833,0.021562,0.272083
1.58808,-0.475013,1.4045,-3.26084,-0.0104219,0.155759,-3.26084,-0.0104219,0.155759
1.55555,-0.474972,1.4052,-3.25285,0.0041157,0.07025,-3.25285,0.0041157,0.07025
1.52311,-0.474892,1.40504,-3.24363,0.00797808,-0.015676,-3.24363,0.00797808,-0.015676
1.49053,-0.474852,1.40395,-3.25779,0.00399649,-0.109613,-3.25779,0.00399649,-0.109613
1.45806,-0.474301,1.40144,-3.24728,0.0550449,-0.25034,-3.24728,0.0550449,-0.25034
1.42602,-0.473764,1.39794,-3.20402,0.0537217,-0.350296,-3.20402,0.0537217,-0.350296
1.39391,-0.473591,1.39363,-3.21125,0.0173479,-0.430512,-3.21125,0.0173479,-0.430512
1.36171,-0.473501,1.3883,-3.22022,0.00897646,-0.533009,-3.22022,0.00897646,-0.533009
1.32939,-0.473762,1.38216,-3.23166,-0.0261515,-0.61456,-3.23166,-0.0261515,-0.61456
1.29702,-0.474037,1.37479,-3.23656,-0.0275135,-0.736833,-3.23656,-0.0275135,-0.736833
1.26477,-0.473727,1.36642,-3.22504,0.031063,-0.836754,-3.22504,0.031063,-0.836754
1.23277,-0.473361,1.35706,-3.19979,0.0365913,-0.936139,-3.19979,0.0365913,-0.936139
1.20096,-0.47306,1.34707,-3.18179,0.0300616,-0.999415,-3.18179,0.0300616,-0.999415
1.16897,-0.47293,1.33634,-3.19909,0.0130177,-1.07236,-3.19909,0.0130177,-1.07236
1.13669,-0.472696,1.3245,-3.22739,0.0233918,-1.18427,-3.22739,0.0233918,-1.18427
1.10445,-0.472728,1.31133,-3.22448,-0.00321269,-1.31701,-3.22448,-0.00321269,-1.31701
1.07212,-0.472932,1.29741,-3.23242,-0.0203609,-1.39165,-3.23242,-0.0203609,-1.39165
1.03999,-0.472863,1.28212,-3.21313,0.00693202,-1.52963,-3.21313,0.00693202,-1.52963
1.00785,-0.472704,1.2663,-3.21385,0.0158399,-1.58213,-3.21385,0.0158399,-1.58213
0.975445,-0.47271,1.24968,-3.24082,-0.000607967,-1.66166,-3.24082,-0.000607967,-1.66166
0.943409,-0.472451,1.23161,-3.20359,0.0259668,-1.80711,-3.20359,0.0259668,-1.80711
0.911348,-0.471914,1.21226,-3.20613,0.0537097,-1.9348,-3.20613,0.0537097,-1.9348
0.879741,-0.471857,1.19221,-3.16064,0.0056088,-2.00491,-3.16064,0.0056088,-2.00491
0.847872,-0.47188,1.17127,-3.18696,-0.00225902,-2.09452,-3.18696,-0.00225902,-2.09452
0.816006,-0.471705,1.14921,-3.18657,0.017488,-2.20537,-3.18657,0.017488,-2.20537
0.784275,-0.472144,1.12633,-3.17314,-0.0438452,-2.28842,-3.17314,-0.0438452,-2.28842
0.752324,-0.472136,1.10284,-3.19507,0.000762939,-2.34928,-3.19507,0.000762939,-2.34928
0.720544,-0.471835,1.07798,-3.17804,0.0300825,-2.48544,-3.17804,0.0300825,-2.48544
0.688941,-0.471788,1.0521,-3.16029,0.00470877,-2.58822,-3.16029,0.00470877,-2.58822
0.657667,-0.471841,1.02543,-3.1274,-0.00527203,-2.66709,-3.1274,-0.00527203,-2.66709
0.6261,-0.47154,0.998238,-3.1567,0.0301152,-2.71904,-3.1567,0.0301152,-2.71904
0.5947,-0.471489,0.969483,-3.13993,0.00503957,-2.8755,-3.13993,0.00503957,-2.8755
0.563178,-0.471659,0.939805,-3.15223,-0.0169426,-2.96782,-3.15223,-0.0169426,-2.96782
0.530964,-0.472005,0.909543,-3.22137,-0.0346392,-3.02615,-3.22137,-0.0346392,-3.02615
0.499657,-0.471686,0.877449,-3.13071,0.0318915,-3.20947,-3.13071,0.0318915,-3.20947
0.467553,-0.472018,0.845463,-3.21038,-0.0331581,-3.19861,-3.21038,-0.0331581,-3.19861
0.435556,-0.472474,0.812345,-3.19977,-0.0455886,-3.31177,-3.19977,-0.0455886,-3.31177
0.404642,-0.47137,0.777866,-3.09138,0.110337,-3.44787,-3.09138,0.110337,-3.44787
0.373368,-0.471257,0.742313,-3.12741,0.0113338,-3.55527,-3.12741,0.0113338,-3.55527
0.341421,-0.471284,0.705888,-3.19465,-0.00271797,-3.64258,-3.19465,-0.00271797,-3.64258
