ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.97017,-0.496131,0.14242,-3.45385,-0.0961561,4.8658,-3.57719,-0.12409,4.55007
2.93784,-0.496979,0.196329,-3.33219,-0.087329,5.55525,-3.54859,-0.129192,4.89747
2.90378,-0.498306,0.24962,-3.35362,-0.130655,5.24725,-3.46267,-0.121249,5.14901
2.87565,-0.498021,0.30543,-2.84954,0.0288748,5.65441,-3.27821,-0.0796825,5.35194
2.84442,-0.499453,0.359792,-3.19184,-0.14635,5.55581,-3.13689,-0.0768465,5.43845
2.81269,-0.500423,0.412742,-3.03898,-0.0929335,5.07161,-3.09647,-0.0803542,5.42999
2.78149,-0.501954,0.464133,-3.235,-0.158737,5.32704,-3.07548,-0.0969958,5.36339
2.75027,-0.502736,0.514922,-3.22837,-0.0808386,5.25217,-3.13711,-0.119324,5.23325
2.72006,-0.503626,0.565541,-2.93752,-0.0865389,4.92313,-3.11144,-0.106594,5.13677
2.68879,-0.504863,0.614399,-3.14586,-0.124427,4.91422,-3.09236,-0.105514,5.04722
2.65774,-0.506069,0.662636,-3.07398,-0.119397,4.77582,-3.08973,-0.103559,4.96483
2.6288,-0.505835,0.710757,-2.97132,0.0239789,4.94104,-3.05256,-0.0864148,4.88765
2.59693,-0.507174,0.756383,-3.05913,-0.128529,4.37953,-3.06251,-0.080694,4.78042
2.56428,-0.509145,0.802132,-3.25724,-0.196607,4.56431,-3.09815,-0.0966966,4.69213
2.53388,-0.510181,0.846259,-3.10422,-0.105794,4.50511,-3.12241,-0.115345,4.58621
2.50204,-0.511185,0.888744,-2.91592,-0.0919319,3.89094,-3.16578,-0.137062,4.4585
2.47152,-0.512326,0.930524,-3.40275,-0.127231,4.65809,-3.1307,-0.123438,4.34894
2.44151,-0.513469,0.971227,-2.99784,-0.114171,4.06634,-3.07903,-0.10793,4.22454
2.41169,-0.513378,1.0113,-2.93361,0.00896424,3.9418,-3.04911,-0.0867724,4.12567
2.3817,-0.513955,1.05028,-2.99152,-0.0575563,3.88823,-3.00514,-0.065912,4.03847
2.35095,-0.514332,1.08847,-3.04337,-0.0373028,3.78031,-3.0094,-0.0449669,3.94936
2.32043,-0.514899,1.12518,-3.30426,-0.0614208,3.97496,-3.02885,-0.0381386,3.85074
2.28956,-0.515943,1.1613,-3.0845,-0.104345,3.60834,-3.05523,-0.0607538,3.74907
2.25902,-0.516727,1.19666,-3.08565,-0.0791522,3.57254,-3.06759,-0.0715613,3.65602
2.22805,-0.518267,1.23049,-3.13465,-0.155964,3.42449,-3.07219,-0.0969946,3.55522
2.19802,-0.51895,1.2637,-2.96963,-0.067527,3.28406,-3.06331,-0.104269,3.46224
2.16751,-0.519751,1.29526,-3.12044,-0.0819186,3.22792,-3.0508,-0.0983894,3.34948
