ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.9887,-0.475433,0.156738,-2.85861,0.186974,5.58483,-3.22293,-0.0400394,4.77565
2.96081,-0.472362,0.214859,-2.78926,0.307071,5.8121,-3.12242,0.04497,5.05145
2.93375,-0.470072,0.272408,-2.70615,0.229001,5.7549,-3.00189,0.122943,5.26749
2.90606,-0.467399,0.328671,-2.76926,0.267264,5.62634,-2.89493,0.189263,5.40488
2.87861,-0.464702,0.383788,-2.74451,0.26975,5.51168,-2.80918,0.232745,5.45716
2.85082,-0.461809,0.438123,-2.77884,0.289291,5.43351,-2.76548,0.260374,5.44148
2.82338,-0.458831,0.490719,-2.74463,0.29783,5.25965,-2.7539,0.272438,5.37091
2.79641,-0.455671,0.542625,-2.69642,0.315979,5.19053,-2.74704,0.279095,5.26205
2.76934,-0.452567,0.593848,-2.70758,0.310338,5.12232,-2.742,0.292291,5.15414
2.74199,-0.449552,0.644148,-2.73426,0.301546,5.03001,-2.73267,0.299817,5.05376
2.71495,-0.446684,0.693436,-2.704,0.286752,4.92882,-2.72381,0.302961,4.95759
2.68803,-0.443774,0.741668,-2.6926,0.291049,4.82323,-2.71303,0.301844,4.86283
2.66041,-0.440565,0.788901,-2.76222,0.320891,4.72328,-2.71451,0.30169,4.77222
2.63282,-0.437325,0.834908,-2.75874,0.324002,4.6007,-2.72361,0.302928,4.67313
2.60582,-0.434707,0.879894,-2.7004,0.261799,4.4986,-2.72666,0.30055,4.5683
2.57857,-0.431953,0.9244,-2.72465,0.27535,4.45055,-2.72774,0.297139,4.46754
2.55134,-0.429795,0.967796,-2.72307,0.215876,4.33963,-2.72987,0.286315,4.36977
2.52348,-0.426753,1.00909,-2.78533,0.304136,4.12901,-2.73579,0.278478,4.26262
2.49651,-0.423661,1.04984,-2.69699,0.309268,4.0755,-2.73151,0.274172,4.15385
2.46928,-0.4214,1.08969,-2.72307,0.226089,3.98457,-2.72961,0.268101,4.04613
2.44204,-0.418796,1.12877,-2.72415,0.26041,3.90787,-2.73111,0.267768,3.94012
2.41476,-0.416082,1.16658,-2.72794,0.271341,3.78172,-2.72932,0.267732,3.83246
2.38772,-0.413372,1.20304,-2.70393,0.27099,3.64578,-2.72413,0.269551,3.72733
2.36043,-0.410603,1.2386,-2.72965,0.276989,3.55619,-2.71884,0.265524,3.62801
2.33337,-0.407571,1.2731,-2.70607,0.303167,3.44962,-2.71956,0.268884,3.521
2.30625,-0.404556,1.30665,-2.71192,0.301516,3.35505,-2.71714,0.280221,3.41276
2.2794,-0.401556,1.33946,-2.6845,0.299957,3.28064,-2.71182,0.287763,3.30807
2.25239,-0.398829,1.37128,-2.70147,0.272715,3.18244,-2.70696,0.290855,3.2106
2.22528,-0.396032,1.40211,-2.71089,0.279722,3.08328,-2.70492,0.291371,3.1176
2.19798,-0.3934,1.43168,-2.72958,0.26316,2.9572,-2.70489,0.287185,3.02109
2.17066,-0.390296,1.46058,-2.73256,0.310367,2.88973,-2.70993,0.284495,2.92564
2.14338,-0.387234,1.48854,-2.7276,0.306204,2.79609,-2.71605,0.285399,2.82978
2.11628,-0.384859,1.51518,-2.70982,0.237536,2.6633,-2.7214,0.282198,2.72913
2.08921,-0.382462,1.54141,-2.70765,0.239685,2.62371,-2.72191,0.277183,2.63351
2.06172,-0.38013,1.56601,-2.7483,0.233236,2.45996,-2.72354,0.267925,2.53482
2.03439,-0.3777,1.58942,-2.73294,0.242957,2.34028,-2.72432,0.257875,2.43187
2.00718,-0.375077,1.61204,-2.72167,0.262293,2.26268,-2.7249,0.248054,2.32486
1.98008,-0.372445,1.63342,-2.71008,0.263205,2.13807,-2.72478,0.245331,2.21562
1.95265,-0.370068,1.6546,-2.74268,0.237739,2.11735,-2.72752,0.24807,2.1154
1.92572,-0.36755,1.67398,-2.6932,0.251809,1.93821,-2.72475,0.250414,2.01026
1.89912,-0.364794,1.69261,-2.66005,0.275576,1.86269,-2.71321,0.254706,1.91235
1.87196,-0.362087,1.71023,-2.71542,0.270692,1.76258,-2.70633,0.25822,1.81475
1.84494,-0.358823,1.72683,-2.70261,0.326434,1.6595,-2.70172,0.266978,1.71421
1.81803,-0.356346,1.74231,-2.69061,0.247672,1.54861,-2.69756,0.272323,1.61207
1.79165,-0.354277,1.75701,-2.63765,0.206858,1.47024,-2.68764,0.270535,1.50766
1.76484,-0.351794,1.77084,-2.68122,0.248384,1.38291,-2.68387,0.264437,1.41249
1.73737,-0.349074,1.78339,-2.74765,0.272009,1.25471,-2.68849,0.258192,1.31347
1.71085,-0.346274,1.79558,-2.65123,0.27999,1.21847,-2.6845,0.255326,1.22034
1.68378,-0.343852,1.80644,-2.7073,0.242153,1.08675,-2.68612,0.250931,1.1277
1.65691,-0.341228,1.8164,-2.687,0.262383,0.995243,-2.68963,0.256157,1.03514
1.62967,-0.338886,1.82567,-2.72365,0.234264,0.927615,-2.69782,0.259027,0.943312
