ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.9699,-0.484546,0.174106,-3.6942,0.0101924,4.87899,-3.66786,-0.0383803,4.82634
2.9334,-0.484928,0.220975,-3.64962,-0.0382066,4.68695,-3.65785,-0.0340432,4.76934
2.89754,-0.485887,0.266746,-3.58648,-0.0959277,4.57702,-3.65241,-0.0347742,4.67516
2.86126,-0.486578,0.312315,-3.6272,-0.0690788,4.55699,-3.64974,-0.041409,4.57425
2.82512,-0.487237,0.356908,-3.61474,-0.0658602,4.45924,-3.63907,-0.0497741,4.47767
2.78863,-0.487698,0.400003,-3.64904,-0.0461429,4.30953,-3.62978,-0.0577927,4.37502
2.75268,-0.488198,0.442134,-3.59416,-0.0499755,4.21304,-3.62003,-0.0637335,4.2725
2.71676,-0.489023,0.483451,-3.59228,-0.082472,4.13172,-3.61521,-0.0643751,4.17818
2.68088,-0.489811,0.523783,-3.58863,-0.0788242,4.03321,-3.61221,-0.062931,4.08074
2.64472,-0.490389,0.562692,-3.61507,-0.0577718,3.89087,-3.60701,-0.0639439,3.97259
2.6085,-0.49103,0.600589,-3.62258,-0.0641197,3.78976,-3.60522,-0.0656188,3.86454
2.57229,-0.491478,0.637648,-3.62115,-0.0447869,3.70584,-3.60509,-0.0656013,3.76102
2.53607,-0.492064,0.673528,-3.62213,-0.0586063,3.58804,-3.61136,-0.0633078,3.65494
2.49995,-0.492534,0.70836,-3.61168,-0.047043,3.48318,-3.61604,-0.0576036,3.54705
2.46407,-0.493289,0.742193,-3.58839,-0.0755131,3.38333,-3.61576,-0.0562868,3.44109
2.42843,-0.493886,0.775085,-3.56393,-0.059697,3.28919,-3.6075,-0.0573878,3.33964
2.3925,-0.49428,0.807155,-3.59244,-0.0393778,3.20699,-3.59899,-0.0564052,3.24013
2.35645,-0.494569,0.83816,-3.60544,-0.0288606,3.10053,-3.59347,-0.053777,3.14113
2.32043,-0.495007,0.868041,-3.60208,-0.043866,2.98809,-3.59102,-0.0496085,3.04322
2.28504,-0.495463,0.897429,-3.53913,-0.0455678,2.93878,-3.58571,-0.0460893,2.94992
2.24893,-0.496213,0.924589,-3.61087,-0.0750154,2.71604,-3.58669,-0.0451859,2.84558
2.21306,-0.49713,0.951982,-3.58663,-0.0917375,2.73928,-3.58808,-0.0517615,2.74582
2.17691,-0.497773,0.97803,-3.61543,-0.064218,2.60476,-3.5895,-0.0600266,2.64577
2.14072,-0.498411,1.00263,-3.61869,-0.0638217,2.45991,-3.59357,-0.0668751,2.54263
2.10495,-0.498684,1.02639,-3.57723,-0.027284,2.37581,-3.59676,-0.0660164,2.43885
2.06934,-0.499505,1.0494,-3.56045,-0.0820875,2.3016,-3.59779,-0.0655234,2.3363
2.03312,-0.500022,1.07127,-3.62203,-0.0517905,2.1863,-3.59574,-0.0610266,2.2401
1.99735,-0.500973,1.09203,-3.57742,-0.0950098,2.07618,-3.59315,-0.061142,2.13351
1.96128,-0.501744,1.11156,-3.60723,-0.0771105,1.95345,-3.59093,-0.0656264,2.02955
1.92557,-0.502023,1.13047,-3.57015,-0.0279069,1.89075,-3.58847,-0.0657984,1.93035
1.88981,-0.502757,1.14816,-3.57594,-0.0734031,1.7686,-3.5885,-0.0677739,1.82763
