ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.97253,-0.486282,0.34131,-3.19064,-0.0811815,5.14821,-3.2886,-0.0248875,4.93627
2.94089,-0.487175,0.390894,-3.16386,-0.0892639,4.95838,-3.25316,-0.0535727,4.95571
2.90952,-0.487888,0.439524,-3.13687,-0.0713527,4.86304,-3.22486,-0.0695459,4.91787
2.87788,-0.4887,0.487497,-3.16448,-0.0811845,4.79726,-3.20419,-0.0770548,4.84193
2.84497,-0.488978,0.534663,-3.29056,-0.0277817,4.71662,-3.19902,-0.0742768,4.74515
2.81378,-0.49038,0.580264,-3.11942,-0.140259,4.56012,-3.17894,-0.0773136,4.63792
2.78234,-0.491411,0.62477,-3.14388,-0.103042,4.45051,-3.17624,-0.0817422,4.52949
2.75063,-0.492329,0.668417,-3.17106,-0.0917852,4.36474,-3.17591,-0.086385,4.42795
2.7194,-0.493146,0.710743,-3.12281,-0.0816941,4.23265,-3.16963,-0.0909384,4.32001
2.68829,-0.493816,0.752388,-3.11067,-0.0670493,4.16446,-3.15374,-0.0915429,4.21066
2.65702,-0.494403,0.793366,-3.12707,-0.0586808,4.09775,-3.13484,-0.0888637,4.10831
2.62556,-0.49506,0.833532,-3.14579,-0.065735,4.01661,-3.1343,-0.0768257,4.01773
2.59386,-0.495729,0.872757,-3.17006,-0.0669032,3.92249,-3.13546,-0.0702709,3.93147
2.56233,-0.496397,0.910774,-3.15359,-0.0667363,3.80172,-3.13822,-0.0664839,3.84372
2.53112,-0.497438,0.947646,-3.12054,-0.104129,3.68723,-3.14257,-0.0691597,3.75311
2.50013,-0.498088,0.983497,-3.09956,-0.0649601,3.58511,-3.1412,-0.072217,3.65404
2.46958,-0.498898,1.01862,-3.05438,-0.0810504,3.51201,-3.12833,-0.0758874,3.55206
2.43762,-0.500148,1.05263,-3.196,-0.124979,3.40078,-3.12353,-0.083183,3.44902
2.40585,-0.500946,1.08638,-3.17767,-0.0798404,3.37533,-3.12501,-0.0879045,3.3555
2.37475,-0.50135,1.11823,-3.10972,-0.040406,3.18514,-3.12783,-0.0854918,3.26057
2.34266,-0.503083,1.14889,-3.20899,-0.173312,3.06588,-3.14243,-0.0911078,3.16055
2.31159,-0.503517,1.17838,-3.10717,-0.0433207,2.94886,-3.15121,-0.09236,3.05281
2.28061,-0.504006,1.20713,-3.09813,-0.0489712,2.8754,-3.15067,-0.0864267,2.94127
2.24938,-0.504854,1.23494,-3.12247,-0.0847936,2.78093,-3.13702,-0.0800205,2.83071
2.21821,-0.505722,1.26187,-3.11747,-0.0867844,2.69296,-3.12752,-0.0794951,2.72193
2.18711,-0.506634,1.28801,-3.1101,-0.0912011,2.61424,-3.12158,-0.0802381,2.62812
2.15587,-0.507358,1.31286,-3.12333,-0.0723958,2.48433,-3.1133,-0.0741963,2.5354
2.12494,-0.508047,1.33652,-3.09343,-0.0688493,2.36623,-3.11318,-0.0788335,2.43909
2.09422,-0.509001,1.35927,-3.07133,-0.0954628,2.27499,-3.10845,-0.0821607,2.33768
2.06321,-0.510014,1.38118,-3.10159,-0.101286,2.19133,-3.10232,-0.0837505,2.2358
2.03235,-0.510874,1.40232,-3.0859,-0.0859737,2.11346,-3.09647,-0.0852078,2.13603
2.0017,-0.511754,1.42222,-3.06463,-0.0879824,1.9905,-3.08922,-0.0869904,2.03646
1.97102,-0.512558,1.44099,-3.06863,-0.0804484,1.87696,-3.08182,-0.0888807,1.93878
1.94017,-0.513587,1.45874,-3.08516,-0.102836,1.77484,-3.07942,-0.090975,1.83981
1.90951,-0.51457,1.47556,-3.06515,-0.0983953,1.68216,-3.07696,-0.0912036,1.7381
1.87892,-0.515574,1.49162,-3.05896,-0.100392,1.6059,-3.07165,-0.0925243,1.63686
1.84829,-0.516317,1.50694,-3.06386,-0.0742853,1.53198,-3.06876,-0.0927993,1.54014
1.81764,-0.517299,1.52131,-3.06474,-0.0982106,1.43676,-3.06749,-0.0933681,1.45013
1.78681,-0.518062,1.53468,-3.08334,-0.0762343,1.33711,-3.06756,-0.0917252,1.36278
1.75646,-0.519428,1.54672,-3.0349,-0.136602,1.20405,-3.06369,-0.0936819,1.27093
1.7261,-0.520248,1.5579,-3.03583,-0.0820398,1.11859,-3.05953,-0.0945853,1.17489
1.69588,-0.52193,1.56847,-3.02174,-0.168186,1.05609,-3.05247,-0.103775,1.07814
1.66632,-0.522855,1.57743,-2.95609,-0.0924528,0.896657,-3.03615,-0.110927,0.975073
1.63568,-0.52415,1.58611,-3.06441,-0.129527,0.86751,-3.02656,-0.116569,0.877337
1.60485,-0.525359,1.59367,-3.08264,-0.120896,0.755823,-3.02574,-0.121221,0.783092
1.57374,-0.526383,1.60019,-3.11109,-0.102431,0.652862,-3.03878,-0.118954,0.691387
1.54298,-0.527509,1.60556,-3.07599,-0.112599,0.53699,-3.05398,-0.118547,0.595245
1.51283,-0.52821,1.60971,-3.01527,-0.0700533,0.414884,-3.06352,-0.108503,0.493185
1.48267,-0.528862,1.61306,-3.01547,-0.0652492,0.334489,-3.06613,-0.101045,0.392806
1.45243,-0.529647,1.61565,-3.02383,-0.0784874,0.259471,-3.05356,-0.0904454,0.28907
1.42213,-0.530581,1.61725,-3.03019,-0.0933886,0.160062,-3.03955,-0.0840966,0.189905
1.39149,-0.53188,1.6178,-3.06404,-0.129884,0.0546098,-3.03154,-0.0859665,0.0933315
1.36092,-0.532879,1.61719,-3.05743,-0.0999093,-0.0613332,-3.03356,-0.0898859,-0.00273928
1.33064,-0.534131,1.61557,-3.02713,-0.125271,-0.161064,-3.03926,-0.100114,-0.100036
1.3005,-0.535065,1.61309,-3.0144,-0.0933826,-0.248075,-3.04036,-0.106702,-0.200397
