ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.99814,-0.545924,0.314945,-3.06979,-0.0944454,5.35474,-3.29095,-0.155079,5.05684
2.96741,-0.547184,0.369957,-3.14212,-0.128868,5.62539,-3.20032,-0.142634,5.16423
2.93732,-0.548603,0.42292,-2.98108,-0.140551,5.24681,-3.10842,-0.131611,5.18831
2.90701,-0.549204,0.475517,-3.06756,-0.0608451,5.32238,-3.04428,-0.111269,5.16117
2.87801,-0.549897,0.527367,-2.88409,-0.068926,5.15771,-3.00661,-0.0996637,5.10405
2.84906,-0.551126,0.577952,-2.86273,-0.121506,5.00165,-2.96013,-0.091778,5.00438
2.81899,-0.551924,0.627781,-2.95792,-0.078503,4.90093,-2.94616,-0.0856423,4.92158
2.78931,-0.552378,0.676765,-3.0729,-0.0469385,5.07224,-2.94418,-0.083735,4.82909
2.75976,-0.552999,0.724911,-3.08886,-0.0649843,5.03325,-2.96248,-0.0745535,4.73901
2.72941,-0.554019,0.771114,-2.86047,-0.096155,4.35425,-2.98521,-0.0686169,4.63455
2.70064,-0.555304,0.816,-2.8843,-0.128764,4.49903,-2.96603,-0.0840175,4.50788
2.67121,-0.555763,0.860758,-2.93523,-0.0457578,4.46407,-2.9534,-0.0907564,4.39077
2.64149,-0.556231,0.905012,-2.94903,-0.0464937,4.39126,-2.94761,-0.0820804,4.29846
2.61188,-0.556581,0.947866,-3.04001,-0.0359076,4.40027,-2.94211,-0.0605083,4.22515
2.58104,-0.557337,0.988886,-3.04686,-0.0747228,4.0527,-2.98515,-0.0488496,4.12879
2.55244,-0.557435,1.02925,-2.82838,-0.00963222,3.99149,-2.97974,-0.0444996,4.00848
2.52383,-0.557646,1.06862,-2.89072,-0.021357,3.9771,-2.94758,-0.0368333,3.88586
2.49476,-0.55712,1.10585,-2.93234,0.0530848,3.75723,-2.91448,-0.0138676,3.75705
2.46382,-0.558605,1.14274,-3.17132,-0.152157,3.78088,-2.9212,-0.022198,3.64326
2.43531,-0.559064,1.18159,-2.91441,-0.0469082,3.97029,-2.94272,-0.0421619,3.5881
2.40602,-0.559725,1.21693,-2.81048,-0.0634425,3.39152,-2.95066,-0.0610065,3.52358
2.37646,-0.560657,1.25076,-2.98272,-0.0940458,3.41343,-2.94416,-0.0819373,3.44004
2.34736,-0.561836,1.2839,-2.83898,-0.11507,3.2326,-2.91782,-0.0805676,3.31484
2.31934,-0.562135,1.3163,-2.80371,-0.0298786,3.24253,-2.90603,-0.0825441,3.16394
2.29024,-0.562821,1.3471,-2.9233,-0.068939,3.09373,-2.88685,-0.0767112,3.05876
2.26072,-0.56328,1.37729,-2.80655,-0.0436437,2.8708,-2.88585,-0.0623155,2.96251
