ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.9832,-0.482984,0.142626,-3.41059,-0.115559,4.30962,-3.23598,-0.133427,3.80878
2.94903,-0.484263,0.187331,-3.25573,-0.121851,4.26023,-3.28299,-0.118173,4.0698
2.91405,-0.486048,0.233678,-3.65937,-0.186808,4.8488,-3.36127,-0.127637,4.31485
2.88336,-0.486312,0.283801,-3.02543,-0.0259926,4.94123,-3.35528,-0.119808,4.57714
2.85145,-0.487015,0.334385,-3.12444,-0.0688292,4.95171,-3.29165,-0.101114,4.79987
2.81878,-0.487422,0.385317,-3.32675,-0.0414396,5.18716,-3.23107,-0.0728536,4.96679
2.78487,-0.488389,0.434338,-3.34308,-0.0953284,4.83212,-3.22956,-0.057916,5.02836
2.75363,-0.488333,0.482383,-3.26341,0.00592839,5.01958,-3.26046,-0.0541472,4.97117
2.72276,-0.488676,0.529569,-3.01189,-0.0335317,4.60299,-3.22532,-0.0423229,4.87434
2.68978,-0.489186,0.576018,-3.24939,-0.0502549,4.57673,-3.20119,-0.0381523,4.76633
2.65927,-0.488432,0.622737,-3.08395,0.0762156,4.72225,-3.15053,-0.00939786,4.70434
2.62672,-0.489047,0.667612,-3.27582,-0.06188,4.51637,-3.17315,-0.0118518,4.63628
2.59275,-0.491493,0.71033,-3.37481,-0.243039,4.24455,-3.23065,-0.0549448,4.53117
2.56129,-0.49093,0.753114,-3.09433,0.0554179,4.20714,-3.23497,-0.0654727,4.41784
2.5278,-0.492427,0.79466,-3.29021,-0.14714,4.08156,-3.28375,-0.0987238,4.29348
2.49422,-0.493689,0.834289,-3.43634,-0.1292,4.05649,-3.29945,-0.102188,4.17683
2.46307,-0.494113,0.873303,-3.10631,-0.0422645,3.89033,-3.26423,-0.0800031,4.07122
2.43168,-0.494515,0.911717,-3.1442,-0.0402029,3.84791,-3.23926,-0.088563,3.9585
2.40054,-0.494031,0.949033,-3.11733,0.0484354,3.7346,-3.17058,-0.0403202,3.86173
2.36896,-0.494122,0.986584,-2.89311,-0.0083366,3.4406,-3.13065,-0.00781894,3.80319
2.33602,-0.495254,1.02177,-3.83159,-0.131705,4.09272,-3.16833,-0.0188845,3.71802
2.30485,-0.495013,1.05501,-3.14179,0.0242749,3.35083,-3.1819,-0.0222039,3.59334
2.27292,-0.496141,1.08941,-3.26253,-0.115183,3.51462,-3.19353,-0.0511128,3.49195
2.24148,-0.495827,1.12186,-3.17963,0.0316898,3.28207,-3.18064,-0.0429761,3.38204
2.21056,-0.495856,1.15336,-2.99523,-0.00278609,3.05133,-3.14282,-0.0201797,3.30029
2.1784,-0.496808,1.18263,-3.28161,-0.0971558,2.98674,-3.15244,-0.0330514,3.19175
2.14749,-0.496803,1.21166,-3.13269,0.000510429,2.94243,-3.13923,-0.0230581,3.05263
2.11609,-0.497569,1.23981,-3.03749,-0.0741176,2.72313,-3.13841,-0.0443095,2.94199
2.08431,-0.49793,1.26752,-3.20797,-0.036417,2.79624,-3.14809,-0.049091,2.85491
2.05291,-0.498372,1.29419,-3.0934,-0.0435687,2.62784,-3.14171,-0.0425529,2.78977
2.02167,-0.498695,1.31958,-3.09305,-0.0319144,2.51322,-3.14839,-0.0458634,2.7021
1.98976,-0.499245,1.34378,-3.24096,-0.0558588,2.45854,-3.15319,-0.0411546,2.60005
1.95762,-0.500057,1.36657,-3.30288,-0.0835237,2.34176,-3.16541,-0.0512707,2.47703
1.92617,-0.50012,1.38962,-3.14625,-0.0062431,2.30628,-3.17531,-0.0485766,2.37857
1.89382,-0.501861,1.41008,-3.04741,-0.164032,1.92736,-3.1928,-0.0720769,2.26849
1.86244,-0.502497,1.42905,-3.19682,-0.0648595,1.93268,-3.18422,-0.0830925,2.14047
1.83171,-0.502408,1.44831,-3.09241,0.00895286,1.93767,-3.15543,-0.0707996,2.02908
1.80097,-0.50287,1.46635,-3.12396,-0.0469135,1.83321,-3.12516,-0.0604826,1.9168
1.76925,-0.504006,1.48409,-3.13156,-0.112167,1.75167,-3.10628,-0.0466347,1.85322
1.73743,-0.50414,1.49939,-3.22238,-0.0135568,1.54911,-3.12501,-0.0488317,1.76462
1.70643,-0.504492,1.51473,-3.02743,-0.0343989,1.49886,-3.14089,-0.0543773,1.65888
1.67582,-0.504809,1.52851,-3.04351,-0.0314979,1.37006,-3.13101,-0.0436401,1.5497
1.6445,-0.506058,1.5426,-3.21981,-0.128446,1.44792,-3.11087,-0.0477338,1.46133
1.61484,-0.505762,1.55507,-2.99565,0.0299423,1.25991,-3.07095,-0.0480986,1.39228
1.5839,-0.505925,1.56501,-2.93906,-0.015521,0.94426,-3.06036,-0.0381899,1.27115
1.55287,-0.506499,1.57581,-3.0584,-0.0565082,1.06408,-3.06507,-0.0324631,1.17008
1.52183,-0.506769,1.58539,-3.11498,-0.0270741,0.960837,-3.07322,-0.0215709,1.06312
1.49088,-0.506952,1.59402,-2.88815,-0.0170836,0.805948,-3.09992,-0.0322247,0.982671
1.46001,-0.507477,1.60127,-3.12443,-0.0531619,0.733988,-3.09772,-0.0355601,0.907304
1.42864,-0.508437,1.60756,-3.21952,-0.0984963,0.645255,-3.10267,-0.0458384,0.793855
1.3977,-0.50908,1.61322,-3.19975,-0.0665066,0.584881,-3.10491,-0.0610709,0.691996
1.36645,-0.50992,1.61705,-3.02153,-0.0812764,0.370194,-3.11184,-0.0754046,0.579908
