ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.98738,-0.525084,0.356261,-3.33672,-0.1665,5.60236,-3.44732,-0.219245,5.43506
2.95246,-0.526958,0.410743,-3.49171,-0.187337,5.44824,-3.41897,-0.187265,5.41625
2.91754,-0.528517,0.464342,-3.49221,-0.15595,5.35989,-3.42317,-0.169669,5.35372
2.88331,-0.53012,0.516463,-3.42243,-0.160271,5.21203,-3.43045,-0.168949,5.25569
2.84899,-0.531662,0.567628,-3.43268,-0.15415,5.11657,-3.43477,-0.167542,5.14773
2.81457,-0.533419,0.617642,-3.44145,-0.175738,5.00135,-3.44444,-0.165409,5.0381
2.78041,-0.535037,0.666526,-3.41597,-0.161791,4.88846,-3.44721,-0.164012,4.921
2.74643,-0.536979,0.714487,-3.39811,-0.194257,4.79605,-3.43242,-0.165723,4.80992
2.71278,-0.539072,0.761112,-3.36521,-0.209242,4.66248,-3.41648,-0.174134,4.69734
2.6792,-0.541145,0.80677,-3.35791,-0.207269,4.56588,-3.4032,-0.183767,4.58834
2.64536,-0.542563,0.851925,-3.38342,-0.141877,4.51546,-3.39014,-0.186397,4.48476
2.61159,-0.543934,0.896278,-3.37708,-0.137073,4.43532,-3.37948,-0.181298,4.38925
2.57787,-0.545785,0.939186,-3.37219,-0.185138,4.29074,-3.37394,-0.177308,4.29419
2.54476,-0.5477,0.981279,-3.31161,-0.19145,4.2093,-3.36586,-0.172779,4.20011
2.51065,-0.549902,1.02322,-3.41048,-0.220239,4.19393,-3.367,-0.174371,4.11641
2.47708,-0.552056,1.06346,-3.35681,-0.215411,4.02402,-3.36648,-0.182784,4.02731
2.44312,-0.55371,1.10224,-3.39656,-0.165313,3.87837,-3.3678,-0.192145,3.92622
2.40916,-0.55554,1.13978,-3.39561,-0.18307,3.75334,-3.37315,-0.196512,3.81708
2.37508,-0.557527,1.17694,-3.40853,-0.198686,3.71675,-3.38254,-0.195403,3.71174
2.34133,-0.559615,1.21294,-3.37481,-0.208741,3.60011,-3.39056,-0.194561,3.60272
2.30767,-0.561761,1.24759,-3.36533,-0.214636,3.46446,-3.38743,-0.194676,3.48851
2.27419,-0.563875,1.28114,-3.34816,-0.211412,3.35531,-3.38353,-0.198688,3.38183
2.24098,-0.566126,1.31362,-3.32103,-0.225091,3.24793,-3.37051,-0.207688,3.27684
2.20735,-0.56827,1.34543,-3.36335,-0.21444,3.18049,-3.35985,-0.21303,3.17323
2.17388,-0.569585,1.37632,-3.34668,-0.131458,3.08957,-3.35082,-0.206607,3.06833
2.14055,-0.571378,1.40643,-3.33283,-0.179321,3.0113,-3.34553,-0.197623,2.97222
2.10742,-0.573706,1.43533,-3.31318,-0.232798,2.8892,-3.33977,-0.193931,2.88036
2.07435,-0.575745,1.46345,-3.30763,-0.203884,2.8125,-3.33377,-0.192422,2.79053
2.04086,-0.578045,1.49086,-3.34909,-0.230032,2.74069,-3.33161,-0.195816,2.70275
