ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.99926,-0.523631,0.184583,-3.51355,0.0992833,6.69997,-3.27416,-0.0121253,5.37383
2.96887,-0.523216,0.242623,-3.04435,0.0415472,5.81439,-3.23503,0.0457044,5.57114
2.93856,-0.522819,0.299849,-3.07768,0.0403681,5.8115,-3.13687,0.0642538,5.70595
2.90815,-0.522029,0.355741,-3.018,0.0784313,5.54684,-3.04542,0.0673618,5.74957
2.87815,-0.521307,0.411479,-2.91423,0.0701441,5.41471,-3.03814,0.0686709,5.73023
2.84833,-0.520936,0.465196,-2.90716,0.0361713,5.23667,-3.02714,0.0590031,5.65712
2.81864,-0.520193,0.51802,-3.18884,0.0797619,5.67367,-3.01186,0.0585318,5.56101
2.78863,-0.519386,0.569881,-2.95768,0.0795299,5.11137,-3.00129,0.0637016,5.4556
2.75904,-0.518846,0.621276,-2.95906,0.0539888,5.13883,-2.9897,0.0654199,5.35393
2.72896,-0.517937,0.671661,-2.98091,0.0900681,4.99385,-2.9839,0.0669441,5.25728
2.69911,-0.516973,0.72107,-2.96281,0.0957036,4.90347,-2.98383,0.0726581,5.16057
2.66939,-0.516886,0.769513,-3.05176,0.00897959,4.97481,-2.98413,0.071566,5.0744
2.6382,-0.516283,0.816225,-3.00104,0.0579312,4.49421,-2.99907,0.0664383,4.9774
2.60845,-0.515031,0.862341,-2.98097,0.125529,4.62049,-3.00646,0.0687263,4.87547
2.57958,-0.513134,0.907744,-2.97663,0.195571,4.68143,-3.00115,0.0844291,4.77114
2.54948,-0.511934,0.951446,-2.88876,0.115149,4.19518,-2.99443,0.0983673,4.66262
2.51892,-0.510634,0.993673,-3.256,0.138473,4.49844,-2.99643,0.114528,4.54713
2.49017,-0.509485,1.03529,-2.89327,0.115711,4.18898,-2.98276,0.130702,4.43338
2.46106,-0.508026,1.0761,-2.74349,0.137448,3.84464,-2.95939,0.137012,4.32662
2.43102,-0.506867,1.11531,-3.12917,0.120723,4.0853,-2.95942,0.132699,4.21241
2.40017,-0.506918,1.15343,-2.69388,-0.00446017,3.32785,-2.97512,0.112106,4.09719
2.3705,-0.505962,1.191,-3.38518,0.109101,4.28845,-2.97716,0.0998791,3.99357
2.3413,-0.505337,1.22754,-3.0076,0.0644097,3.76234,-2.97534,0.0858771,3.89409
2.31201,-0.504004,1.26305,-2.66677,0.121387,3.23439,-2.98038,0.0811641,3.79234
2.28325,-0.502398,1.29777,-3.02106,0.168697,3.64631,-2.96531,0.0864029,3.69504
2.25443,-0.50058,1.33171,-2.94122,0.18546,3.4631,-2.93604,0.106644,3.60688
2.22478,-0.499461,1.36435,-2.54025,0.0958865,2.79699,-2.91554,0.128837,3.51578
2.19594,-0.498425,1.39761,-3.06189,0.109966,3.53099,-2.90822,0.134949,3.43606
2.16522,-0.49824,1.4277,-3.10749,0.0187848,3.04378,-2.9244,0.126373,3.34344
2.13631,-0.49863,1.45786,-2.94451,-0.0397946,3.07119,-2.93447,0.0949672,3.25055
2.1066,-0.495691,1.48591,-2.87183,0.284136,2.71229,-2.94909,0.0901461,3.1431
2.07716,-0.493883,1.51295,-3.20444,0.196729,2.94288,-2.95643,0.0979462,3.02536
2.04834,-0.492726,1.53943,-2.7462,0.110336,2.52341,-2.94822,0.113708,2.90765
2.01914,-0.492022,1.56543,-2.70367,0.0652044,2.40769,-2.94038,0.12495,2.79299
1.98945,-0.49016,1.58941,-3.20194,0.20066,2.58532,-2.92829,0.14436,2.6922
1.96028,-0.488982,1.61295,-2.86077,0.115631,2.30859,-2.93002,0.149534,2.58839
1.93099,-0.488127,1.63489,-2.91824,0.0851384,2.18572,-2.92674,0.125218,2.48889
1.90191,-0.487297,1.65646,-3.34216,0.0953792,2.47903,-2.9262,0.114274,2.38911
1.87302,-0.48685,1.67608,-2.39273,0.0370184,1.62469,-2.92472,0.103963,2.27667
1.84438,-0.485804,1.69591,-2.66701,0.0973914,1.84706,-2.91265,0.0962764,2.1724
1.81556,-0.483879,1.71462,-2.98554,0.199479,1.93817,-2.89804,0.0945606,2.08121
1.78621,-0.482958,1.73207,-3.54432,0.111168,2.10787,-2.89498,0.100212,1.98674
1.75782,-0.481726,1.74897,-2.65498,0.115197,1.58049,-2.8869,0.11018,1.90005
1.72928,-0.48022,1.76538,-3.11516,0.164411,1.79021,-2.88012,0.122589,1.81679
1.69927,-0.480543,1.78004,-3.19658,-0.0343821,1.56238,-2.88985,0.115156,1.73278
1.67109,-0.479489,1.79383,-2.81305,0.105207,1.37654,-2.89055,0.101278,1.63539
1.6416,-0.478192,1.80566,-3.20603,0.140925,1.28632,-2.89522,0.0899396,1.52758
1.61369,-0.47654,1.8167,-2.65658,0.15724,1.05091,-2.8864,0.09662,1.41335
1.58436,-0.475631,1.82636,-3.03783,0.094223,0.999564,-2.89012,0.0999889,1.28725
1.55481,-0.474857,1.83587,-3.0011,0.078606,0.965767,-2.89511,0.103078,1.16774
1.52582,-0.47347,1.84479,-2.72468,0.130301,0.838944,-2.89351,0.11801,1.06791
1.49729,-0.471656,1.85144,-2.78077,0.176831,0.648388,-2.89946,0.12366,0.96519
1.46889,-0.470518,1.8581,-2.70254,0.108262,0.633808,-2.89098,0.124821,0.875837
1.44076,-0.469659,1.86408,-2.78954,0.0852392,0.593086,-2.88305,0.121675,0.790068
1.41156,-0.469451,1.86824,-3.17019,0.0225394,0.451138,-2.86935,0.113873,0.697868
1.38336,-0.467732,1.87124,-2.77708,0.169284,0.295081,-2.85493,0.112168,0.591614
1.35473,-0.466577,1.87403,-2.92206,0.117958,0.285066,-2.85162,0.105698,0.490843
1.32682,-0.465424,1.8755,-2.77012,0.114369,0.145928,-2.84691,0.101807,0.397047
1.29906,-0.463809,1.87715,-2.85611,0.166223,0.170132,-2.83643,0.112404,0.306317
1.27024,-0.463091,1.87627,-2.74581,0.0684172,-0.0839917,-2.83252,0.118924,0.209471
1.2413,-0.462518,1.87564,-2.99597,0.0592451,-0.0657621,-2.83103,0.117325,0.126377
1.21286,-0.461724,1.87368,-2.70892,0.0756649,-0.186032,-2.83912,0.101703,0.0404596
1.18485,-0.459209,1.87189,-2.87195,0.257838,-0.183874,-2.84044,0.109977,-0.0413128
1.15636,-0.458108,1.86626,-2.86971,0.110927,-0.567488,-2.84711,0.116122,-0.145882
1.12761,-0.457348,1.86038,-2.79155,0.0737861,-0.570887,-2.85196,0.116625,-0.264665
1.09883,-0.456475,1.85361,-2.69812,0.0818792,-0.634396,-2.85039,0.120727,-0.378329
1.07068,-0.454104,1.84618,-3.14093,0.264548,-0.828987,-2.84705,0.134298,-0.500117
1.04298,-0.452714,1.83787,-2.64632,0.132762,-0.794363,-2.84111,0.138835,-0.612583
1.01514,-0.452038,1.82903,-2.97543,0.0722595,-0.944913,-2.83147,0.126952,-0.712764
0.986996,-0.450912,1.81908,-2.67773,0.107114,-0.946227,-2.81742,0.128461,-0.785642
0.95828,-0.450131,1.80644,-2.75689,0.0750018,-1.2133,-2.81142,0.124439,-0.885798
0.930581,-0.449207,1.79422,-2.8624,0.0954251,-1.26315,-2.80542,0.112676,-0.987278
0.902943,-0.447809,1.78143,-2.68987,0.136144,-1.24411,-2.80308,0.0993043,-1.08612
0.876687,-0.446506,1.76876,-2.6869,0.133265,-1.29745,-2.78462,0.102809,-1.16919
0.848312,-0.445299,1.75253,-3.01514,0.128311,-1.72431,-2.77305,0.111971,-1.26837
0.819578,-0.444332,1.73624,-2.71953,0.0915174,-1.54153,-2.77173,0.114664,-1.36357
0.791306,-0.443183,1.72054,-2.95214,0.12001,-1.63982,-2.777,0.118235,-1.43774
0.763154,-0.441778,1.70097,-2.81199,0.14027,-1.95495,-2.79523,0.120406,-1.55024
0.736297,-0.440292,1.68286,-2.65987,0.14716,-1.79339,-2.80003,0.121861,-1.65466
0.708704,-0.439547,1.66392,-2.76203,0.0746479,-1.89614,-2.80144,0.119449,-1.74694
0.680834,-0.438299,1.64191,-2.63764,0.118074,-2.08242,-2.78282,0.1195,-1.83638
0.653097,-0.436528,1.62025,-2.91175,0.185963,-2.27392,-2.76727,0.126469,-1.93669
0.625675,-0.43486,1.59702,-2.74988,0.167249,-2.32908,-2.75882,0.133797,-2.04612
0.598122,-0.433369,1.57374,-2.80519,0.151752,-2.37045,-2.75696,0.139683,-2.13214
0.570242,-0.43293,1.54871,-2.5875,0.0407754,-2.32282,-2.76603,0.135291,-2.24167
0.542777,-0.432427,1.52224,-2.81677,0.0515261,-2.71531,-2.76407,0.125908,-2.34977
0.515804,-0.431388,1.49504,-2.5141,0.0969004,-2.53513,-2.75416,0.110228,-2.44626
0.488563,-0.430052,1.46699,-3.00438,0.147281,-3.0938,-2.74532,0.0975396,-2.55451
0.461766,-0.428455,1.43935,-2.56989,0.153211,-2.65046,-2.73315,0.0978214,-2.64359
0.433468,-0.427361,1.40889,-3.04502,0.117745,-3.27729,-2.73259,0.104823,-2.74471
0.406148,-0.426432,1.37832,-2.51077,0.0853234,-2.80959,-2.73191,0.116284,-2.8341
0.379343,-0.425059,1.34721,-2.88116,0.147559,-3.3443,-2.73109,0.123955,-2.91648
0.352592,-0.423599,1.31569,-2.79829,0.152766,-3.29669,-2.72747,0.12634,-2.99508
0.326838,-0.421697,1.28174,-2.544,0.187872,-3.35393,-2.70588,0.132425,-3.08837
0.299103,-0.421786,1.24744,-2.78146,-0.00888548,-3.43947,-2.69574,0.122028,-3.18808
0.271992,-0.420972,1.21175,-2.49025,0.0747733,-3.27856,-2.68222,0.11365,-3.28092
0.246046,-0.418345,1.17471,-2.61995,0.265272,-3.74031,-2.6732,0.122328,-3.39287
0.218758,-0.416983,1.13747,-2.99249,0.14936,-4.08374,-2.67747,0.126659,-3.50418
0.191511,-0.416354,1.09933,-2.68627,0.0619804,-3.76034,-2.68736,0.123589,-3.60845
0.165177,-0.415742,1.06998,-2.555,0.059351,-2.84737,-2.69072,0.116846,-3.59209
0.140903,-0.411561,1.06824,-2.41819,0.41655,-0.173127,-2.65273,0.154013,-3.20185
