ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.98958,-0.503518,0.503352,-2.9716,-0.145715,5.14497,-2.9716,-0.145715,5.14497
2.95973,-0.505175,0.553569,-2.985,-0.165713,5.02174,-2.985,-0.165713,5.02174
2.93033,-0.50679,0.603695,-2.93958,-0.161564,5.01264,-2.93958,-0.161564,5.01264
2.90062,-0.508735,0.652532,-2.97141,-0.194496,4.88367,-2.97141,-0.194496,4.88367
2.871,-0.50981,0.700367,-2.96156,-0.107521,4.78349,-2.96156,-0.107521,4.78349
2.84151,-0.511355,0.747319,-2.9494,-0.154495,4.69517,-2.9494,-0.154495,4.69517
2.81236,-0.512909,0.792627,-2.9145,-0.155377,4.53085,-2.9145,-0.155377,4.53085
2.78284,-0.514798,0.836756,-2.95174,-0.188887,4.4129,-2.95174,-0.188887,4.4129
2.75423,-0.51614,0.880036,-2.861,-0.134218,4.32805,-2.861,-0.134218,4.32805
2.72526,-0.517443,0.923067,-2.89733,-0.130296,4.30307,-2.89733,-0.130296,4.30307
2.69643,-0.518896,0.965293,-2.88336,-0.145251,4.22256,-2.88336,-0.145251,4.22256
2.66721,-0.520696,1.00642,-2.92156,-0.18003,4.11278,-2.92156,-0.18003,4.11278
2.638,-0.522402,1.04614,-2.92063,-0.170612,3.97149,-2.92063,-0.170612,3.97149
2.60866,-0.523925,1.08499,-2.93415,-0.152338,3.88548,-2.93415,-0.152338,3.88548
2.57923,-0.525599,1.12226,-2.94368,-0.167328,3.72716,-2.94368,-0.167328,3.72716
2.55015,-0.527153,1.15839,-2.90799,-0.155383,3.61278,-2.90799,-0.155383,3.61278
2.52137,-0.529182,1.19394,-2.87805,-0.20296,3.55481,-2.87805,-0.20296,3.55481
2.49206,-0.530856,1.22848,-2.93078,-0.167406,3.45464,-2.93078,-0.167406,3.45464
2.46353,-0.532574,1.2618,-2.85313,-0.171769,3.33114,-2.85313,-0.171769,3.33114
2.43484,-0.533896,1.2944,-2.86841,-0.132233,3.26092,-2.86841,-0.132233,3.26092
2.40599,-0.535671,1.32566,-2.88558,-0.177467,3.1256,-2.88558,-0.177467,3.1256
2.37715,-0.5376,1.35593,-2.88372,-0.192863,3.02706,-2.88372,-0.192863,3.02706
2.34875,-0.538772,1.38525,-2.83978,-0.117213,2.93193,-2.83978,-0.117213,2.93193
2.32021,-0.540424,1.41391,-2.85435,-0.165272,2.86622,-2.85435,-0.165272,2.86622
2.29204,-0.541976,1.44199,-2.8172,-0.155169,2.80789,-2.8172,-0.155169,2.80789
2.26365,-0.543787,1.46883,-2.83852,-0.181073,2.68364,-2.83852,-0.181073,2.68364
2.23505,-0.545708,1.49443,-2.85974,-0.192088,2.56058,-2.85974,-0.192088,2.56058
2.20643,-0.547822,1.51915,-2.86281,-0.211459,2.4712,-2.86281,-0.211459,2.4712
2.17727,-0.54965,1.54268,-2.9151,-0.182742,2.35374,-2.9151,-0.182742,2.35374
2.14868,-0.551287,1.56497,-2.85931,-0.163746,2.2287,-2.85931,-0.163746,2.2287
2.12051,-0.553188,1.5863,-2.81765,-0.190103,2.13284,-2.81765,-0.190103,2.13284
2.09157,-0.555206,1.60685,-2.894,-0.201821,2.05547,-2.894,-0.201821,2.05547
2.06345,-0.556744,1.62593,-2.81105,-0.153786,1.90777,-2.81105,-0.153786,1.90777
2.03526,-0.558489,1.6443,-2.81954,-0.174505,1.83727,-2.81954,-0.174505,1.83727
2.00695,-0.560374,1.66168,-2.83062,-0.18847,1.73715,-2.83062,-0.18847,1.73715
1.97852,-0.562203,1.67796,-2.84326,-0.182879,1.62851,-2.84326,-0.182879,1.62851
1.95052,-0.563838,1.69321,-2.80054,-0.16349,1.52544,-2.80054,-0.16349,1.52544
1.92251,-0.565485,1.70786,-2.80036,-0.164747,1.46412,-2.80036,-0.164747,1.46412
1.89493,-0.567137,1.72178,-2.75841,-0.1652,1.39263,-2.75841,-0.1652,1.39263
1.86661,-0.569228,1.7346,-2.83149,-0.209123,1.28143,-2.83149,-0.209123,1.28143
