ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz
2.98251,-0.474528,0.181172,-3.58351,0.128409,5.59827,-3.48447,-0.0484407,4.39447
2.94858,-0.473509,0.234451,-3.36006,0.100918,5.27659,-3.4778,-0.00344472,4.72114
2.91524,-0.47216,0.288457,-3.3604,0.136019,5.44305,-3.44421,0.0445838,4.97816
2.88293,-0.471167,0.341955,-3.1568,0.0969771,5.22758,-3.395,0.0795709,5.15975
2.85133,-0.470441,0.395425,-3.18891,0.073259,5.395,-3.3327,0.100524,5.27895
2.81938,-0.469401,0.448,-3.2003,0.104161,5.26706,-3.27972,0.105404,5.33634
2.78733,-0.467299,0.50039,-2.98391,0.195701,4.87746,-3.24228,0.11293,5.32757
2.7544,-0.466938,0.550835,-3.28606,0.0360869,5.03274,-3.22116,0.111434,5.28237
2.72247,-0.466522,0.599584,-3.56721,0.0464127,5.44734,-3.21206,0.101832,5.20038
2.69132,-0.465565,0.648424,-2.98876,0.091861,4.68655,-3.20546,0.0968146,5.10914
2.65834,-0.464223,0.696139,-3.34808,0.13626,4.84355,-3.21406,0.0968065,5.0078
2.62725,-0.46286,0.742966,-3.04845,0.133642,4.59164,-3.20514,0.0969678,4.90709
2.59607,-0.461589,0.788127,-3.17895,0.129579,4.60354,-3.18646,0.0985282,4.8001
2.56415,-0.460095,0.831608,-3.16245,0.148028,4.30812,-3.17006,0.118221,4.69267
2.5322,-0.458849,0.875308,-3.20741,0.125075,4.38688,-3.16945,0.1307,4.59118
2.50034,-0.457305,0.918491,-3.18725,0.154447,4.31973,-3.1727,0.136766,4.48994
2.46927,-0.456388,0.959994,-3.02652,0.0893281,4.04382,-3.16038,0.133409,4.39214
2.43734,-0.455446,0.99997,-3.29496,0.0972292,4.12492,-3.16833,0.126549,4.29154
2.40663,-0.45408,1.03988,-3.09422,0.137575,4.02032,-3.1602,0.122445,4.20235
2.37419,-0.452261,1.07789,-3.30365,0.185292,3.87225,-3.15716,0.124635,4.10527
2.34276,-0.450665,1.11536,-3.0902,0.156911,3.68317,-3.15444,0.131953,3.99584
2.31136,-0.449624,1.15156,-2.85829,0.0947695,3.29547,-3.15394,0.13455,3.88521
2.27928,-0.449418,1.18642,-3.49239,0.0224413,3.7957,-3.16356,0.128465,3.77838
2.24794,-0.448084,1.22031,-3.24806,0.138226,3.51188,-3.1633,0.121599,3.67067
2.21713,-0.446925,1.25395,-2.95385,0.1111,3.22439,-3.1589,0.110956,3.56473
2.18534,-0.446016,1.28617,-3.24105,0.0927,3.28503,-3.14731,0.0991289,3.46696
2.15377,-0.445224,1.31698,-3.12195,0.078285,3.04705,-3.147,0.0929701,3.36283
2.12221,-0.444014,1.34753,-2.85619,0.109511,2.76492,-3.14664,0.0974442,3.26734
2.09186,-0.442517,1.37685,-3.40457,0.167926,3.28888,-3.13244,0.109081,3.17407
2.06122,-0.44113,1.40551,-3.02456,0.136889,2.8291,-3.12082,0.11314,3.08129
2.02941,-0.441326,1.41144,-3.10992,-0.0191702,0.579506,-3.11897,0.104553,2.7537
1.99505,-0.44085,1.45504,-3.29653,0.045641,4.18323,-3.14503,0.0934856,2.69125
1.96879,-0.437003,1.48404,-2.82978,0.414664,3.1254,-3.11334,0.114937,2.68154
1.93853,-0.435677,1.50885,-2.93108,0.128412,2.40329,-3.08341,0.129709,2.67108
1.90588,-0.434909,1.53181,-3.29256,0.0774258,2.315,-3.08539,0.135897,2.65772
1.8747,-0.433947,1.55379,-3.19562,0.0985823,2.25241,-3.08261,0.141267,2.64068
1.84346,-0.432612,1.57505,-3.12239,0.133444,2.12498,-3.07659,0.150145,2.62887
1.81265,-0.431344,1.59532,-3.08565,0.127,2.03059,-3.07742,0.139388,2.3135
1.78232,-0.429827,1.61413,-3.02363,0.15125,1.87485,-3.11998,0.116035,2.16586
1.75136,-0.428241,1.63275,-3.11652,0.159678,1.87417,-3.10957,0.125272,2.06378
1.72002,-0.428252,1.64881,-3.06329,-0.00108333,1.56986,-3.09077,0.122036,1.95717
1.68879,-0.427696,1.66477,-3.19221,0.0568338,1.63182,-3.0925,0.109205,1.84965
1.65806,-0.42655,1.67991,-2.93378,0.109402,1.44465,-3.09371,0.0966362,1.74343
1.62716,-0.42561,1.69415,-3.25074,0.0988365,1.49812,-3.09848,0.0867835,1.64304
1.59648,-0.424754,1.70727,-3.20973,0.089578,1.37294,-3.09965,0.0792176,1.54757
1.5661,-0.42332,1.71902,-2.96681,0.140075,1.14706,-3.08755,0.0851563,1.4468
1.53515,-0.422658,1.73022,-3.13673,0.0671204,1.13574,-3.07705,0.0976103,1.35745
1.50473,-0.421126,1.74095,-2.92117,0.14711,1.02999,-3.06805,0.106376,1.26436
1.47453,-0.418773,1.7503,-2.98479,0.232525,0.924821,-3.05984,0.122841,1.17051
1.44506,-0.4169,1.75784,-2.99734,0.190507,0.766392,-3.04117,0.143879,1.0681
1.41474,-0.41599,1.76532,-3.15202,0.0946371,0.776908,-3.02821,0.153633,0.970909
1.38372,-0.415526,1.77208,-2.93366,0.0438331,0.63965,-3.0272,0.146223,0.87948
1.3532,-0.413561,1.7772,-3.03049,0.195099,0.508438,-3.02734,0.147397,0.779254
1.32207,-0.413,1.78132,-2.9134,0.0525698,0.385369,-3.0428,0.1292,0.675452
1.29152,-0.411785,1.7843,-3.41637,0.135807,0.333577,-3.05907,0.111402,0.574337
1.26189,-0.410135,1.78703,-2.84063,0.158182,0.261516,-3.0628,0.111535,0.481294
1.23137,-0.40912,1.78813,-3.15803,0.105049,0.114508,-3.05516,0.118455,0.376611
1.20063,-0.407984,1.78801,-3.098,0.114518,-0.0125076,-3.04689,0.122769,0.269202
1.17025,-0.406994,1.78719,-2.98824,0.0973679,-0.0804388,-3.04252,0.115717,0.168577
1.13949,-0.406217,1.78514,-3.16283,0.0798936,-0.21108,-3.0413,0.114583,0.0651342
1.10913,-0.405414,1.78268,-2.99068,0.0790517,-0.242436,-3.04685,0.103845,-0.0342148
1.07865,-0.404323,1.77925,-3.12793,0.112015,-0.351534,-3.0548,0.0950562,-0.13252
1.04915,-0.402905,1.77457,-2.73378,0.13139,-0.433542,-3.0419,0.0983787,-0.223952
1.0191,-0.402176,1.76825,-3.17444,0.0769985,-0.667923,-3.02724,0.0981944,-0.322846
0.989366,-0.400735,1.76202,-2.9403,0.142498,-0.616226,-3.01216,0.104882,-0.419264
0.959609,-0.399277,1.7553,-3.02665,0.148279,-0.683934,-2.99541,0.115441,-0.506595
0.930689,-0.396605,1.74716,-2.86446,0.264725,-0.805458,-2.97564,0.138179,-0.596467
0.901713,-0.395142,1.73831,-2.56124,0.129249,-0.78215,-2.95437,0.15372,-0.680678
0.871683,-0.394426,1.72774,-3.40897,0.0813608,-1.19987,-2.94947,0.155844,-0.768627
