pure_actions_0,pure_actions_1,pure_actions_2,pure_actions_3,pure_actions_4,pure_actions_5,pure_actions_6,action_history_actor_0,action_history_actor_1,action_history_actor_2,action_history_actor_3,action_history_actor_4,action_history_actor_5,action_history_actor_6,action_history_actor_7,action_history_actor_8,action_history_actor_9,action_history_actor_10,action_history_actor_11,action_history_actor_12,action_history_actor_13,dof_pos_scaled_0,dof_pos_scaled_1,dof_pos_scaled_2,dof_pos_scaled_3,dof_pos_scaled_4,dof_pos_scaled_5,dof_pos_scaled_6,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,tennisball_pos_0,tennisball_pos_1,tennisball_pos_2,end_effector_pos_0,end_effector_pos_1,end_effector_pos_2,tennisball_lin_vel_0,tennisball_lin_vel_1,tennisball_lin_vel_2,end_effector_rot_0,end_effector_rot_1,end_effector_rot_2,end_effector_rot_3,end_effector_lin_vel_0,end_effector_lin_vel_1,end_effector_lin_vel_2,to_final_target_0,to_final_target_1,to_final_target_2,to_throwing_pos_0,to_throwing_pos_1,to_throwing_pos_2,to_throwing_vel_0,to_throwing_vel_1,to_throwing_vel_2,obs_task_0,obs_task_1,obs_task_2,obs_task_3,obs_task_4,obs_task_5,obs_task_6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647059,0.0,0.4470588,0.5833334,0.54117656,-0.43333334,0.5142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75211906,-0.1274904,0.17961097,0.33081388,-0.32899427,0.9088952,-0.5953323,0.03357112,0.5972589,0.0,0.0,0.0,0.7746776,-0.054232508,0.61539066,-0.1350104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647059,0.0,0.4470588,0.5833334,0.54117656,-0.43333334,0.5142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75211906,-0.1274904,0.17961097,0.33081388,-0.32899427,0.9088952,-0.5953323,0.03357112,0.5972589,0.0,0.0,0.0,0.7746776,-0.054232508,0.61539066,-0.1350104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647059,0.0,0.4470588,0.5833334,0.54117656,-0.43333334,0.5142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75211906,-0.1274904,0.17961097,0.33081388,-0.32899427,0.9088952,-0.5953323,0.03357112,0.5972589,0.0,0.0,0.0,0.7746776,-0.054232508,0.61539066,-0.1350104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15543634,-0.30484146,0.3922883,0.25243086,0.8770918,0.6438866,0.957695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15543634,-0.30484146,0.3922883,0.25243086,0.8770918,0.6438866,0.957695,0.26474595,-0.000115573406,0.4471668,0.58343756,0.54127336,-0.43329322,0.5143161,0.007361412,-0.01499897,0.019866943,0.013540268,0.01779747,0.005203247,0.0057353973,0.74715805,-0.12721062,0.18452644,0.33087158,-0.32897973,0.9088308,-0.5953323,0.03357112,0.5898571,0.0017410389,0.00042567097,-0.0019205952,0.77482474,-0.054125138,0.6152944,-0.13464731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30076203,-0.42488936,0.43300322,0.2484806,0.8927151,0.75558066,0.9625341,0.15543634,-0.30484146,0.3922883,0.25243086,0.8770918,0.6438866,0.957695,0.30076203,-0.42488936,0.43300322,0.2484806,0.8927151,0.75558066,0.9625341,0.26486814,-0.0003953576,0.44739306,0.58363795,0.54144526,-0.43320876,0.5143851,0.022468567,-0.036336347,0.041625977,0.026016235,0.031633377,0.010968208,0.0130672455,0.74219704,-0.12693083,0.18938024,0.330997,-0.32894158,0.9087043,-0.5953323,0.03357112,0.5824553,0.0037757333,0.0011423146,-0.0038016173,0.7751397,-0.053926792,0.61508805,-0.13385428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37642065,-0.49310392,0.42931563,0.20406657,0.89460087,0.7780645,0.9561578,0.30076203,-0.42488936,0.43300322,0.2484806,0.8927151,0.75558066,0.9625341,0.37642065,-0.49310392,0.42931563,0.20406657,0.89460087,0.7780645,0.9561578,0.26508796,-0.00085127354,0.4477229,0.5839039,0.54168606,-0.43308085,0.51449096,0.04044342,-0.059208818,0.06066513,0.03453064,0.044286728,0.016614914,0.020044327,0.737236,-0.12665105,0.19417235,0.33117676,-0.32887936,0.90854156,-0.5953323,0.03357112,0.57505345,0.0053915335,0.0018693224,-0.004880882,0.77562964,-0.053654857,0.6147552,-0.13264956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47235823,-0.5045139,0.39474103,0.14230949,0.8965111,0.8118962,0.9580499,0.37642065,-0.49310392,0.42931563,0.20406657,0.89460087,0.7780645,0.9561578,0.47235823,-0.5045139,0.39474103,0.14230949,0.8965111,0.8118962,0.9580499,0.2654214,-0.0014671087,0.44813204,0.5841998,0.54199016,-0.4329096,0.51463175,0.0613451,-0.07996504,0.0752697,0.038433075,0.055934906,0.022232056,0.026666641,0.732275,-0.12637126,0.19890279,0.33141088,-0.32877612,0.9083751,-0.5953323,0.03357112,0.5676516,0.0069867135,0.003087032,-0.0049848394,0.77628803,-0.053338878,0.614289,-0.13107556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.50469655,-0.50530595,0.3550231,0.13105796,0.89097035,0.79862016,0.95408237,0.47235823,-0.5045139,0.39474103,0.14230949,0.8965111,0.8118962,0.9580499,0.50469655,-0.50530595,0.3550231,0.13105796,0.89097035,0.79862016,0.95408237,0.26586485,-0.0022208095,0.44859648,0.5845127,0.5423523,-0.4326979,0.5148053,0.08156681,-0.09787831,0.08543968,0.040620804,0.06663704,0.02749443,0.03287506,0.727314,-0.12609148,0.20357153,0.33168602,-0.3286376,0.90821546,-0.5953323,0.03357112,0.5602498,0.008279525,0.004182606,-0.0047899876,0.7770955,-0.052981935,0.6136991,-0.12918554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.57394165,-0.51924,0.3396489,0.07310656,0.890736,0.7830694,0.9539782,0.50469655,-0.50530595,0.3550231,0.13105796,0.89097035,0.79862016,0.95408237,0.57394165,-0.51924,0.3396489,0.07310656,0.890736,0.7830694,0.9539782,0.266423,-0.0030978322,0.44910216,0.58481634,0.54276824,-0.4324488,0.51501024,0.10267544,-0.11387554,0.09300804,0.039438248,0.07651138,0.03234291,0.03878784,0.722353,-0.1258117,0.2081786,0.33200455,-0.32845044,0.90808535,-0.5953323,0.03357112,0.552848,0.009532106,0.0056171566,-0.0039051848,0.7780433,-0.05260796,0.6129833,-0.12701309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5970803,-0.5175743,0.30782023,-0.060023267,0.8920212,0.8000234,0.95358276,0.57394165,-0.51924,0.3396489,0.07310656,0.890736,0.7830694,0.9539782,0.5970803,-0.5175743,0.30782023,-0.060023267,0.8920212,0.8000234,0.95358276,0.26708817,-0.0040799975,0.44963312,0.58505774,0.54323375,-0.43216306,0.5152447,0.122365,-0.12753144,0.09767914,0.031337738,0.085617065,0.0371027,0.044404984,0.71739197,-0.12553191,0.21272399,0.33234644,-0.32820845,0.9080337,-0.5953323,0.03357112,0.54544616,0.010264509,0.007288668,-0.0015426688,0.77912754,-0.05224322,0.6121265,-0.12462758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
