torque0,torque1,torque2,torque3,torque4,torque5,torque6,action0,action1,action2,action3,action4,action5,action6,set_target_0,set_target_1,set_target_2,set_target_3,set_target_4,set_target_5,set_target_6,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,tennisball_pos_0,tennisball_pos_1,tennisball_pos_2,tennisball_lin_vel_0,tennisball_lin_vel_1,tennisball_lin_vel_2,end_effector_pos_0,end_effector_pos_1,end_effector_pos_2,end_effector_rot_0,end_effector_rot_1,end_effector_rot_2,end_effector_rot_3,end_effector_lin_vel_0,end_effector_lin_vel_1,end_effector_lin_vel_2,obs_task_0,obs_task_1,obs_task_2,obs_task_3,obs_task_4,obs_task_5,obs_task_6,to_final_target_0,to_final_target_1,to_final_target_2,joint_acc_0,joint_acc_1,joint_acc_2,joint_acc_3,joint_acc_4,joint_acc_5,joint_acc_6,joint_acc_disc_0,joint_acc_disc_1,joint_acc_disc_2,joint_acc_disc_3,joint_acc_disc_4,joint_acc_disc_5,joint_acc_disc_6
4.0311956,18.223526,7.037915,-14.123091,0.5331579,0.23529702,0.14423588,0.10094611,-0.42465258,0.15044484,0.35478166,0.46455663,-0.5581166,0.09443618,0.798308,-0.50337875,1.8604438,1.2323395,2.0245266,-0.97012234,1.64299,0.782798,-0.44354445,1.84033,1.1824925,1.9578729,-0.8879379,1.628774,-0.07362165,-0.7726981,0.490568,0.6739813,0.6060537,-0.3066058,-0.010190554,0.8443308,-0.3928578,1.3790394,-3.3585608,0.024613354,-1.2563326,0.22310781,-0.32739568,0.9954449,0.9208116,-0.017148668,0.30610278,0.24106619,-0.18678959,-0.15312645,-0.17876926,1,0,0,0,0,0,0,-1.4943308,-0.007142216,-0.8290394,9.100117,-1.6155124,-7.4474993,0.41837692,-1.6907573,-1.2025714,0.8609479,9.098053,-1.6212463,-7.4386597,0.4196167,-1.7166138,-1.2016296,0.8773804
-3.1696203,5.4833865,-1.0264776,-15.793202,0.86363864,0.9759422,-0.037083726,0.09057891,-0.43223253,-0.05256382,0.33527985,0.4743207,-0.5787373,0.18642455,0.7963848,-0.50837934,1.8324454,1.2327845,2.029021,-0.9747485,1.6567377,0.7826149,-0.4474514,1.8423861,1.1858466,1.9608645,-0.88950384,1.6287597,-0.036601383,-0.7813737,0.41125762,0.67075765,0.5984127,-0.31314743,-0.0027713275,0.827538,-0.39273477,1.3725125,-3.3585608,0.024613354,-1.3053826,0.22217178,-0.32829,0.99448454,0.92067546,-0.01628572,0.30410522,0.24415427,-0.1873671,-0.17806071,-0.19187585,1,0,0,0,0,0,0,-1.477538,-0.00726524,-0.82251245,7.404054,-1.735115,-15.862078,-0.6447315,-1.5282035,-1.3083279,1.4838454,7.4005127,-1.7356873,-15.869141,-0.64849854,-1.5258789,-1.3160706,1.449585
-9.688918,-0.6467812,-5.192774,-16.761452,0.87297153,1.2639906,-0.2159306,-0.07396011,-0.41849747,-0.06976569,0.40985888,0.436048,-0.61882734,0.1834278,0.77152085,-0.510226,1.8319212,1.2473254,2.0262718,-0.98232794,1.656274,0.7823884,-0.45137984,1.8440484,1.1892731,1.9638066,-0.8911084,1.6287817,-0.045296,-0.7856906,0.3324548,0.6853926,0.58850235,-0.32087067,0.004323966,0.81074524,-0.39261174,1.3657403,-3.3585608,0.024613354,-1.3544326,0.22119951,-0.32934618,0.9934259,0.9205438,-0.01529631,0.3021701,0.24709994,-0.19459426,-0.21052185,-0.21169336,1,0,0,0,0,0,0,-1.4607452,-0.007388264,-0.8157403,-1.7389231,-0.8633852,-15.760565,2.9269934,-1.982069,-1.5446484,1.4190587,-1.7356873,-0.8583069,-15.7547,2.89917,-1.9836426,-1.5449524,1.449585
-6.4077883,9.51125,2.6663365,-18.29639,0.6817336,0.32564938,-0.12647057,-0.12734053,-0.4272867,0.13591796,0.42160618,0.34738967,-0.6279478,0.15558836,0.7632873,-0.5154728,1.864436,1.252514,2.0159152,-0.98530054,1.6521199,0.7820303,-0.4553352,1.8456162,1.1927893,1.9666686,-0.8927516,1.6288322,-0.071623005,-0.791051,0.31363243,0.7032907,0.572479,-0.32861155,0.01004619,0.79395247,-0.39248872,1.3587229,-3.3585608,0.024613354,-1.4034826,0.22019482,-0.3304639,0.9923104,0.92040575,-0.014262747,0.30027777,0.24996582,-0.2007268,-0.22268708,-0.2232534,1,0,0,0,0,0,0,-1.4439524,-0.007511288,-0.8087229,-5.2654014,-1.072073,-3.7644744,3.5796165,-3.2046676,-1.548177,1.1444447,-5.264282,-1.077652,-3.7765503,3.5858154,-3.2043457,-1.5449524,1.1444092
-6.319578,10.504251,3.2791653,-18.751146,0.70610285,0.26178977,-0.121635005,-0.13160497,-0.42390013,0.09926693,0.4174371,0.37806684,-0.62093884,0.18183303,0.7622895,-0.51892024,1.8605063,1.2554048,2.0233786,-0.9858924,1.6561072,0.78154105,-0.45931035,1.8470954,1.1963809,1.9694657,-0.89443004,1.6289142,-0.09789197,-0.7950482,0.2958303,0.71834916,0.55945337,-0.33571824,0.016380396,0.7771597,-0.3923657,1.3514602,-3.3585608,0.024613354,-1.4525325,0.21915722,-0.33163643,0.9911452,0.92026377,-0.013187868,0.29842153,0.252755,-0.20741835,-0.2337932,-0.23318695,1,0,0,0,0,0,0,-1.4271597,-0.007634312,-0.8014602,-5.2537932,-0.79944134,-3.5604239,3.0116916,-2.6051283,-1.4213383,1.2668412,-5.2452087,-0.7915497,-3.5476685,3.0136108,-2.5939941,-1.411438,1.2588501
-3.6854389,9.169142,1.8360081,-15.18068,0.6790419,0.5563525,0.019951567,-0.04669648,-0.45181748,0.022133838,0.45544854,0.40824097,-0.61316186,0.22815102,0.77453655,-0.527083,1.8504155,1.2646981,2.0307019,-0.9864043,1.6631368,0.7810399,-0.46333605,1.8484038,1.200083,1.9722152,-0.89614093,1.6290354,-0.10021084,-0.8051508,0.2616648,0.74038535,0.54981476,-0.34216237,0.024139067,0.7603669,-0.39224267,1.3439523,-3.3585608,0.024613354,-1.5015825,0.21811438,-0.33288527,0.98990196,0.9201062,-0.012042617,0.2966009,0.25551412,-0.20856851,-0.24891539,-0.24878763,1,0,0,0,0,0,0,-1.4103669,-0.007757336,-0.7939523,-0.4637733,-2.020526,-6.8331003,4.407239,-1.9277215,-1.2888253,1.5517343,-0.47683716,-2.0217896,-6.828308,4.425049,-1.9073486,-1.2969971,1.5640259
-3.7123141,8.17876,1.0883362,-15.4158325,0.7661687,0.65189123,0.015511701,-0.022807587,-0.45419362,-0.032654993,0.43520823,0.44396612,-0.6156386,0.22991847,0.77761877,-0.5314651,1.8435056,1.2653643,2.03881,-0.9884867,1.6635231,0.7805726,-0.46741277,1.8494862,1.2038615,1.9749341,-0.8978828,1.6291937,-0.093419634,-0.8153325,0.21642122,0.75560445,0.5437643,-0.3483544,0.031653084,0.74357414,-0.39211965,1.3361992,-3.3585608,0.024613354,-1.5506325,0.21706533,-0.33422327,0.98858356,0.9199377,-0.010820914,0.29480484,0.25823942,-0.2100647,-0.2667536,-0.26382753,1,0,0,0,0,0,0,-1.3935741,-0.00788036,-0.78619915,1.3582408,-2.036333,-9.048718,3.0438185,-1.2100935,-1.2384057,1.5028033,1.3542175,-2.040863,-9.0408325,3.0517578,-1.2207031,-1.2397766,1.4877319
-2.3638954,8.85185,0.7600458,-14.273897,0.70570517,0.7800888,0.021995153,0.025441024,-0.4550709,-0.09944456,0.4366988,0.42575267,-0.6171251,0.23099047,0.7843887,-0.5356734,1.8345696,1.2693663,2.038797,-0.9904516,1.6638422,0.7801997,-0.47153503,1.8502825,1.2077038,1.9776196,-0.89965427,1.6293882,-0.074603304,-0.82445383,0.15925018,0.7683977,0.53701544,-0.35428604,0.03882291,0.72678137,-0.39199662,1.3282007,-3.3585608,0.024613354,-1.5996825,0.21602106,-0.33565974,0.98718286,0.9197567,-0.009515873,0.2930384,0.26093212,-0.20870972,-0.28629962,-0.28030124,1,0,0,0,0,0,0,-1.3767813,-0.008003384,-0.7782007,3.7632658,-1.8242717,-11.434206,2.5586486,-1.349771,-1.1863291,1.4339656,3.7765503,-1.821518,-11.444092,2.5558472,-1.335144,-1.1825562,1.449585
-7.0028925,5.8789687,-0.55178237,-17.15968,0.8270603,0.73946273,-0.1228066,-0.08308435,-0.44811192,-0.09921176,0.44155172,0.41004366,-0.62846583,0.21333492,0.76773703,-0.53875184,1.8354008,1.2739366,2.0391262,-0.99392414,1.6613884,0.77978486,-0.47568804,1.8508214,1.2116063,1.980267,-0.90145576,1.6296133,-0.083011575,-0.8305988,0.10783217,0.78044766,0.529516,-0.36033374,0.044978525,0.7099886,-0.3918736,1.319957,-3.3585608,0.024613354,-1.6487324,0.21494818,-0.3372047,0.9857063,0.9195785,-0.008122032,0.29130542,0.2635345,-0.21454677,-0.30801085,-0.29559964,1,0,0,0,0,0,0,-1.3599886,-0.008126408,-0.769957,-1.6816542,-1.2289882,-10.283603,2.4099946,-1.4998913,-1.2095392,1.2311227,-1.6784668,-1.2302399,-10.299683,2.4032593,-1.5258789,-1.2016296,1.2207031
-9.22493,3.113183,-1.8451079,-18.220932,0.91745126,0.7800085,-0.17486134,-0.10522169,-0.4596728,-0.13167733,0.4452051,0.36761397,-0.62629044,0.23168243,0.7640016,-0.544639,1.8310698,1.2783871,2.0354092,-0.99539936,1.6643656,0.77928895,-0.47988015,1.8510998,1.215565,1.9828639,-0.90328586,1.6298708,-0.099177554,-0.8384061,0.055735923,0.79177517,0.5193027,-0.36601517,0.051456686,0.6931958,-0.39175057,1.3114681,-3.3585608,0.024613354,-1.6977824,0.21382713,-0.338871,0.98415154,0.91941005,-0.006632671,0.28960636,0.2660249,-0.22387008,-0.33216602,-0.31128314,1,0,0,0,0,0,0,-1.3431958,-0.008249432,-0.7614681,-3.2331958,-1.5614629,-10.41925,2.265501,-2.0426512,-1.1362851,1.2956321,-3.2424927,-1.5640259,-10.414124,2.2506714,-2.0217896,-1.1444092,1.2969971
-10.554919,1.5419776,-3.2086868,-18.207443,0.93019915,0.9080522,-0.2213998,-0.12817904,-0.4570973,-0.18881755,0.45799738,0.35714582,-0.6359525,0.23382261,0.7600621,-0.54844475,1.8227773,1.2842646,2.0364358,-0.99867874,1.6649442,0.77868956,-0.48410422,1.8510808,1.2195885,1.9854083,-0.9051446,1.6301597,-0.11986374,-0.8448132,-0.0037552917,0.80469716,0.5088397,-0.37176105,0.057719253,0.67640305,-0.39162755,1.302734,-3.3585608,0.024613354,-1.7468324,0.21265459,-0.34067297,0.98250866,0.91925585,-0.0050326176,0.28794998,0.2683806,-0.23427431,-0.3593409,-0.32903945,1,0,0,0,0,0,0,-1.326403,-0.008372456,-0.752734,-4.1372375,-1.2814283,-11.898243,2.5843978,-2.0925999,-1.1491776,1.2525134,-4.1389465,-1.2779236,-11.901855,2.5939941,-2.0980835,-1.1444092,1.2588501
-12.894716,1.0039034,-2.9330173,-19.723751,0.98253965,0.7522499,-0.2672435,-0.2138432,-0.4592457,-0.1626549,0.4771577,0.3569794,-0.6338202,0.21971989,0.7466131,-0.5529911,1.8266826,1.2911621,2.0389552,-1.0002176,1.6631178,0.77789277,-0.48835808,1.850829,1.2236931,1.9879041,-0.90703046,1.6304754,-0.15932229,-0.850758,-0.050326757,0.82085705,0.4990734,-0.37715283,0.063152075,0.6596103,-0.39150453,1.2937546,-3.3585608,0.024613354,-1.7958823,0.21141005,-0.34260297,0.9807819,0.9191216,-0.0033248423,0.28633407,0.27058658,-0.24876107,-0.3848441,-0.3458431,1,0,0,0,0,0,0,-1.3096102,-0.00849548,-0.74375457,-7.8917103,-1.1889577,-9.314294,3.2319784,-1.953268,-1.0783553,1.0865643,-7.8964233,-1.1920929,-9.307861,3.2424927,-1.9454956,-1.0871887,1.0681152
-14.251841,-1.3888768,-4.085238,-20.669266,1.0808583,0.80352896,-0.3179604,-0.21380846,-0.47171873,-0.21866827,0.46004727,0.3087966,-0.6281717,0.18265183,0.7458215,-0.5591159,1.8180288,1.2927002,2.0342236,-1.0012562,1.6578732,0.7769119,-0.4926527,1.850314,1.2278492,1.990336,-0.9089407,1.6308101,-0.19616328,-0.8589296,-0.103009954,0.8312247,0.48642918,-0.3820612,0.06692201,0.6428175,-0.3913815,1.2845299,-3.3585608,0.024613354,-1.8449323,0.21007967,-0.3446741,0.9789733,0.91901594,-0.0015084385,0.28475305,0.2726227,-0.26582363,-0.41301066,-0.3622555,1,0,0,0,0,0,0,-1.2928175,-0.008618504,-0.7345299,-7.368198,-1.6343117,-10.536639,2.0735264,-2.5288403,-0.9816766,0.75398684,-7.3623657,-1.6307831,-10.528564,2.0599365,-2.5558472,-0.9727478,0.76293945
-15.19571,-2.9634023,-5.6155887,-19.577581,1.0752076,0.9722368,-0.31119728,-0.25634062,-0.47341177,-0.26788828,0.5034729,0.33180314,-0.62108874,0.21719167,0.73846084,-0.5636645,1.8101308,1.3033702,2.0401063,-1.002104,1.6633888,0.7757203,-0.49698645,1.8495053,1.2320998,1.9927173,-0.9108728,1.6311687,-0.23836324,-0.8667627,-0.16178791,0.8501022,0.47619313,-0.3864475,0.071708955,0.6260247,-0.39125848,1.27506,-3.3585608,0.024613354,-1.8939823,0.20866537,-0.34690094,0.977062,0.9189372,0.00044447967,0.28321764,0.2744846,-0.2827898,-0.44415072,-0.3830096,1,0,0,0,0,0,0,-1.2760247,-0.008741528,-0.72506005,-8.439991,-1.5666246,-11.755591,3.7755013,-2.047211,-0.8772552,0.9573892,-8.430481,-1.5640259,-11.749268,3.7765503,-2.0217896,-0.8773804,0.9536743
-14.054733,2.372899,-1.4075024,-20.893887,1.0120968,0.47322345,-0.28018168,-0.30739427,-0.47352383,-0.18188997,0.5015705,0.3454727,-0.60957223,0.1511974,0.72961116,-0.56801504,1.8222218,1.3073354,2.0445383,-1.0023086,1.6538483,0.7742788,-0.50135446,1.8485402,1.2364361,1.9950566,-0.91282356,1.6315378,-0.28832924,-0.8735968,-0.19303383,0.8672196,0.46787834,-0.39017797,0.073892914,0.60923195,-0.39113545,1.2653449,-3.3585608,0.024613354,-1.9430323,0.20716238,-0.34923458,0.97507524,0.91888463,0.0024929128,0.28170913,0.2761968,-0.30049706,-0.4652481,-0.39810854,1,0,0,0,0,0,0,-1.2592319,-0.008864552,-0.71534485,-9.993201,-1.366818,-6.2491837,3.4234881,-1.6629577,-0.7460952,0.43679178,-9.994507,-1.3709068,-6.2561035,3.4332275,-1.6784668,-0.74386597,0.4196167
-14.815867,3.3083134,-1.0983695,-20.960503,0.9517841,0.4246469,-0.30798492,-0.36545116,-0.46642208,-0.19959185,0.52766806,0.32362598,-0.60363525,0.16293414,0.71946114,-0.5713178,1.8186014,1.3155863,2.0436006,-1.0033689,1.655978,0.77254313,-0.50574327,1.8474339,1.2408774,1.9973502,-0.914791,1.6319193,-0.34709027,-0.8777207,-0.22117813,0.88829917,0.45863366,-0.39347962,0.076283395,0.5924392,-0.39101243,1.2553844,-3.3585608,0.024613354,-1.9920822,0.20556879,-0.35166788,0.97301054,0.91885877,0.004639424,0.28023732,0.2777482,-0.3187777,-0.4851583,-0.4139166,1,0,0,0,0,0,0,-1.2424392,-0.008987576,-0.70538443,-11.752206,-0.82478523,-5.62886,4.215908,-1.8489361,-0.66033006,0.4780963,-11.768341,-0.83208084,-5.645752,4.196167,-1.8310547,-0.667572,0.49591064
-13.664623,-1.1886193,-5.5057163,-17.699427,1.005624,1.0490873,-0.25739044,-0.28199667,-0.48082832,-0.37828457,0.5407438,0.34464985,-0.5814399,0.23182374,0.7302436,-0.5778675,1.7906913,1.3219889,2.0490477,-1.002007,1.6666929,0.77064675,-0.51016545,1.8459901,1.2454293,1.9996076,-0.91676986,1.6323246,-0.37927362,-0.88448274,-0.28880197,0.91039294,0.45155492,-0.3957877,0.08111185,0.5756464,-0.3908894,1.2451788,-3.3585608,0.024613354,-2.0411322,0.20390463,-0.3542571,0.9708252,0.9188544,0.006940333,0.27881536,0.27914208,-0.33291405,-0.5162472,-0.43789813,1,0,0,0,0,0,0,-1.2256464,-0.0091106,-0.6951788,-6.43667,-1.3524055,-13.524768,4.4187546,-1.4157474,-0.46161413,0.9656906,-6.427765,-1.335144,-13.504028,4.425049,-1.449585,-0.45776367,0.9536743
-11.673923,6.202237,0.6139724,-19.918182,0.9267981,0.31999588,-0.21820065,-0.3318182,-0.48152757,-0.24121395,0.5193389,0.3339834,-0.6088251,0.1454198,0.720874,-0.5823946,1.809808,1.3233302,2.049705,-1.0080936,1.6541375,0.76856583,-0.51462007,1.8443927,1.2500527,2.0018296,-0.9187645,1.6327375,-0.41614795,-0.8908916,-0.31955916,0.92464167,0.4443178,-0.39894497,0.082651146,0.5588536,-0.39076638,1.2347279,-3.3585608,0.024613354,-2.0901823,0.20216703,-0.3569324,0.9685681,0.918871,0.009324771,0.27740976,0.2804154,-0.34797612,-0.5332673,-0.4524633,1,0,0,0,0,0,0,-1.2088536,-0.009233624,-0.68472785,-7.3748646,-1.281774,-6.1514378,2.8497458,-1.4474273,-0.63145757,0.30785948,-7.381439,-1.2969971,-6.1416626,2.861023,-1.411438,-0.62942505,0.30517578
-11.693823,8.453127,1.6122203,-20.078491,0.8714081,0.2389084,-0.22683392,-0.36957324,-0.4671029,-0.26561436,0.5335853,0.35867107,-0.5796959,0.17755127,0.7131298,-0.5846855,1.8045505,1.3300905,2.0556302,-1.0057188,1.6593702,0.7662751,-0.5190847,1.8426541,1.2547505,2.004027,-0.9207691,1.6331629,-0.45814618,-0.8929549,-0.34773707,0.9395644,0.4394401,-0.40092328,0.08514476,0.54206085,-0.39064336,1.2240317,-3.3585608,0.024613354,-2.1392324,0.20035362,-0.35968375,0.96624273,0.91890806,0.011793399,0.27602497,0.28156543,-0.3628817,-0.54830307,-0.46624175,1,0,0,0,0,0,0,-1.1920608,-0.009356648,-0.6740317,-8.399648,-0.41265488,-5.6355834,2.9845476,-0.9755373,-0.3956616,0.4987225,-8.392334,-0.4005432,-5.645752,2.9754639,-0.9918213,-0.4005432,0.49591064
-11.607037,4.957348,-1.7109904,-17.81974,0.8941489,0.6715723,-0.20668608,-0.34037307,-0.47696322,-0.38395035,0.55963326,0.35553426,-0.5675754,0.22711341,0.71521914,-0.59062916,1.7850616,1.3386955,2.057357,-1.0059054,1.6672299,0.7638332,-0.5235679,1.8406504,1.2595456,2.0062013,-0.9227804,1.6336101,-0.48839724,-0.8965979,-0.4008002,0.9590143,0.43482217,-0.40230557,0.089392014,0.5252681,-0.39052033,1.2130903,-3.3585608,0.024613354,-2.1882825,0.1984787,-0.3625493,0.9638141,0.91896164,0.014390038,0.27467585,0.2825871,-0.37566558,-0.5710691,-0.4868298,1,0,0,0,0,0,0,-1.175268,-0.009479672,-0.6630903,-6.050211,-0.7286072,-10.612625,3.889978,-0.9235859,-0.27645826,0.8494511,-6.046295,-0.74386597,-10.604858,3.8909912,-0.91552734,-0.2670288,0.8773804
-9.584901,12.048202,3.5722632,-19.197395,0.7470922,0.090296775,-0.1881279,-0.3777908,-0.46800843,-0.28160024,0.5463463,0.3319322,-0.59404063,0.14523365,0.7071646,-0.5937692,1.7984104,1.3414975,2.0559912,-1.0118865,1.6553952,0.7612211,-0.52805686,1.8385237,1.2644122,2.0083451,-0.92480314,1.6340631,-0.5224524,-0.8978136,-0.4254341,0.97336066,0.4287816,-0.40456757,0.090515085,0.5084753,-0.3903973,1.2019036,-3.3585608,0.024613354,-2.2373326,0.19654274,-0.36546993,0.9613199,0.91902983,0.017055832,0.27334565,0.28350526,-0.38795885,-0.5818897,-0.50015205,1,0,0,0,0,0,0,-1.1584753,-0.009602696,-0.65190357,-6.8110347,-0.24313927,-4.9267826,2.8692722,-1.2081146,-0.45239925,0.22461414,-6.8092346,-0.22888184,-4.9209595,2.861023,-1.2207031,-0.45776367,0.22888184
-9.240228,11.139552,1.89866,-18.39977,0.7678848,0.35812452,-0.20359549,-0.3474843,-0.45838055,-0.39537767,0.53818583,0.3509967,-0.5588098,0.19173308,0.70909846,-0.5968139,1.7792171,1.34514,2.0609946,-1.0086246,1.6628231,0.75849456,-0.5325382,1.8361682,1.2693284,2.010468,-0.92683065,1.6345285,-0.545333,-0.8962217,-0.4710338,0.98327255,0.42449218,-0.40547246,0.0931378,0.49168253,-0.3902743,1.1904716,-3.3585608,0.024613354,-2.2863827,0.19455338,-0.36847067,0.95874745,0.91911393,0.019816149,0.27204156,0.28430668,-0.3988022,-0.5978092,-0.5157207,1,0,0,0,0,0,0,-1.1416825,-0.00972572,-0.64047164,-4.5761228,0.31838417,-9.11994,1.982379,-0.8578837,-0.18097758,0.5245432,-4.5776367,0.30517578,-9.155273,1.9836426,-0.8392334,-0.19073486,0.49591064
-11.5321,11.359818,3.6098077,-20.01581,0.8026664,-0.027038217,-0.20039071,-0.45317954,-0.47566673,-0.29247078,0.57658905,0.32427555,-0.5768182,0.15302892,0.6905176,-0.6038882,1.7922976,1.3558167,2.0591094,-1.0133533,1.6574829,0.75554675,-0.5370314,1.8337258,1.2743323,2.0125604,-0.9288653,1.6349996,-0.58960694,-0.89868706,-0.4885255,1.0007141,0.41862676,-0.40693086,0.094288245,0.47488976,-0.39015126,1.1787945,-3.3585608,0.024613354,-2.3354328,0.19248533,-0.371521,0.9561089,0.9192146,0.022647664,0.27075246,0.28499952,-0.4143753,-0.6076901,-0.52911395,1,0,0,0,0,0,0,-1.1248897,-0.009848744,-0.6287945,-8.854782,-0.49307346,-3.4983397,3.4883022,-1.173085,-0.2916813,0.23008883,-8.850098,-0.47683716,-3.4713745,3.5095215,-1.2207031,-0.2861023,0.22888184
-10.667567,9.484142,1.1105134,-18.66353,0.8477329,0.35878634,-0.20313747,-0.3887619,-0.46868575,-0.43366095,0.5575885,0.34219122,-0.5352089,0.20020133,0.6972325,-0.60733426,1.7686766,1.3579706,2.063889,-1.0091467,1.6650299,0.7524702,-0.5415299,1.8310527,1.2793934,2.0146317,-0.9308995,1.635485,-0.6153424,-0.8996489,-0.5345579,1.0122886,0.41439915,-0.40681672,0.09705741,0.45809698,-0.39002824,1.1668721,-3.3585608,0.024613354,-2.3844829,0.19035196,-0.3746574,0.9533853,0.9193325,0.025584586,0.26948306,0.2855729,-0.4277359,-0.6247056,-0.54603004,1,0,0,0,0,0,0,-1.108097,-0.009971768,-0.61687213,-5.1470876,-0.19236803,-9.206474,2.3149014,-0.8455217,0.022828579,0.55383295,-5.1498413,-0.20980835,-9.231567,2.2888184,-0.8392334,0.019073486,0.5722046
-10.363146,15.558884,6.0010753,-19.88118,0.68915063,-0.24530402,-0.18021603,-0.4888653,-0.46158215,-0.2942881,0.59059644,0.33662558,-0.5768962,0.14135659,0.6791404,-0.61076725,1.7869095,1.3679829,2.0651257,-1.0174339,1.6566886,0.74917096,-0.54602265,1.8283299,1.2845414,2.0166821,-0.93294036,1.6359733,-0.6598265,-0.8985851,-0.5445343,1.0296729,0.41018167,-0.40816882,0.09761449,0.4413042,-0.3899052,1.1547045,-3.3585608,0.024613354,-2.433533,0.18814754,-0.3778181,0.9506051,0.91946363,0.028578361,0.2682261,0.2860498,-0.44209558,-0.6294116,-0.55764836,1,0,0,0,0,0,0,-1.0913042,-0.010094792,-0.60470444,-8.896828,0.21276474,-1.9952893,3.4768581,-0.84349513,-0.2704203,0.11141598,-8.907318,0.22888184,-1.9836426,3.4713745,-0.8392334,-0.2670288,0.11444092
-10.472297,10.819578,2.119285,-18.44973,0.84365827,0.22829321,-0.15767626,-0.43053243,-0.474412,-0.43930194,0.58439803,0.36906338,-0.5146762,0.2113893,0.6845911,-0.61718446,1.7624346,1.3722011,2.0720417,-1.0101418,1.6676817,0.7457363,-0.5505254,1.8254107,1.2897618,2.018725,-0.93497646,1.6364759,-0.6868904,-0.9005074,-0.5839324,1.0441089,0.40869156,-0.4072416,0.10061068,0.42451143,-0.3897822,1.1422915,-3.3585608,0.024613354,-2.482583,0.18587446,-0.38105154,0.94773954,0.9196079,0.031676155,0.26697987,0.28642565,-0.4558095,-0.643816,-0.57448924,1,0,0,0,0,0,0,-1.0745114,-0.010217816,-0.59229153,-5.4127812,-0.38446188,-7.879615,2.8872013,-0.29802322,0.18544197,0.5992383,-5.41687,-0.4005432,-7.8582764,2.89917,-0.30517578,0.19073486,0.5722046
-10.263211,17.323755,7.4103675,-19.863897,0.66095674,-0.42543715,-0.14375098,-0.53601986,-0.46476132,-0.28573537,0.6166427,0.3461708,-0.5546579,0.1439437,0.66533333,-0.6202396,1.7825505,1.3822582,2.0706506,-1.0181751,1.6580675,0.74206656,-0.55502677,1.8224868,1.2950823,2.0207543,-0.93701494,1.6369814,-0.73397535,-0.9002295,-0.58476293,1.0641932,0.40577766,-0.40772262,0.101105824,0.40771866,-0.38965917,1.1296334,-3.3585608,0.024613354,-2.5316331,0.18352795,-0.3842914,0.94482124,0.91976154,0.034824297,0.26573792,0.28672168,-0.47057703,-0.64493215,-0.5853297,1,0,0,0,0,0,0,-1.0577186,-0.01034084,-0.5796334,-9.4169855,0.05557537,-0.16610622,4.016876,-0.58277845,-0.0962019,0.09902865,-9.403229,0.05722046,-0.19073486,4.005432,-0.5340576,-0.09536743,0.11444092
-9.14743,11.16297,2.1401238,-17.303837,0.8262446,0.2595321,-0.1007746,-0.42496857,-0.48571554,-0.48325387,0.60201985,0.35113707,-0.51269996,0.24792168,0.67832124,-0.6278841,1.7499987,1.3853853,2.0734248,-1.01392,1.6741697,0.7383134,-0.5595505,1.8193434,1.3004773,2.0227704,-0.93904865,1.6375078,-0.7506615,-0.90479165,-0.6286392,1.0788976,0.40334335,-0.40671086,0.105286844,0.39092588,-0.38953614,1.11673,-3.3585608,0.024613354,-2.5806832,0.18112373,-0.38760376,0.9418092,0.9199211,0.03808068,0.26450387,0.2869366,-0.48266336,-0.659346,-0.6038665,1,0,0,0,0,0,0,-1.0409259,-0.010463864,-0.56672996,-3.3372283,-0.9124279,-8.775258,2.9408693,-0.48686266,0.20235181,0.836204,-3.33786,-0.89645386,-8.773804,2.9754639,-0.5340576,0.19073486,0.8392334
-10.45219,14.934031,5.5064034,-19.408339,0.7586547,-0.23123479,-0.13745324,-0.5226926,-0.47523504,-0.3777122,0.61331207,0.32849592,-0.55856645,0.19904105,0.6599095,-0.6308358,1.7626866,1.392474,2.0720448,-1.0228336,1.667364,0.7343876,-0.56408477,1.8161095,1.3059466,2.0247674,-0.9410857,1.6380457,-0.7851699,-0.9068438,-0.6467478,1.0938224,0.39939696,-0.40736565,0.10764746,0.3741331,-0.38941312,1.1035813,-3.3585608,0.024613354,-2.6297333,0.17864227,-0.39094615,0.9387315,0.92009073,0.041404422,0.26326853,0.28706837,-0.49789366,-0.665227,-0.6171352,1,0,0,0,0,0,0,-1.0241331,-0.010586888,-0.5535813,-6.9016814,-0.41042566,-3.6217213,2.984953,-0.78927875,-0.13095737,0.47212392,-6.904602,-0.4196167,-3.6239624,2.9754639,-0.76293945,-0.1335144,0.45776367
